time,step,total_kinetic_energy,energy_measurement,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,pedrizzetti_cumulative_vortex_strength_transfer_x,pedrizzetti_cumulative_vortex_strength_transfer_y,pedrizzetti_cumulative_vortex_strength_transfer_z,pedrizzetti_cumulative_linear_impulse_transfer_x,pedrizzetti_cumulative_linear_impulse_transfer_y,pedrizzetti_cumulative_linear_impulse_transfer_z,pedrizzetti_cumulative_angular_impulse_transfer_x,pedrizzetti_cumulative_angular_impulse_transfer_y,pedrizzetti_cumulative_angular_impulse_transfer_z,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient,strain_increment_infinity,strain_increment_spectral,maximum_particle_strength,maximum_particle_vorticity
0.0,0,26.744091860228473,periodic_fourier_energy,2063.9518825505897,1303.690737557611,-5.722766862783041,fourier_transition_viscous_rate,-5.722766862783041,-0.0102118472962299,41.01739092882645,-1.030516614264343e-07,0.0,0.0,19.802337720938574,5.145513396333061e-17,-2.6215966179052134e-16,1.8119342595874683e-08,1.3994197610949875e-16,-1.1705428877770954e-16,16104,0.0249754358083009,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.002670859452337,0.0039640949107706,0.0035907984711229,0.0048840343952178,0.0,0.0599999986588954,0.9430715498225444,1.0442405817926932,1.0872634022849023e-05,0.9246870557088508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,,,,
0.075,10,26.37138093613728,periodic_fourier_energy,1931.7457304578184,1245.1135374443566,-4.969478987882544,periodic_fourier_energy_backward_difference,-5.243359265663416,-0.0010522582598749,41.239714462830776,-0.0006238523796042,-3.097177887401159e-05,-1.6999602094003308e-05,19.795017564944875,-4.532302941576532e-06,-1.4564164370732337e-05,0.0001913576208922,7.18508069667517e-06,9.305075517081503e-06,16104,0.0263789780437946,0.063034638762474,0.0682137906551361,0.0709134042263031,0.002514861524105,0.0038485133554786,0.0034348007757216,0.0047684526070952,0.0,0.0682137917178524,0.7425179131630517,0.932858940149564,0.046896419750533,3.2567742671407216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.2369159285724163,0.0,0.2369159285724163,0.1498471429109762,0.0263789780437946,177.7537962983664
0.15,20,26.083954190219057,periodic_fourier_energy,1827.411678593238,1199.6185736028692,-3.8323566122429993,periodic_fourier_energy_backward_difference,-4.550565629558192,-0.0070708988655937,41.3530765263406,-0.0016105039847174,-5.403990993002594e-05,-2.3839860549657033e-05,19.795854390405974,-8.205653282303806e-06,4.54742045587758e-06,0.0004304709288186,1.931376827287401e-05,1.2511664469441876e-05,16104,0.0283064078539609,0.0661104246973991,0.0752345025539398,0.0789041221141815,0.002367426874116,0.0036344539839774,0.0032873661257326,0.004554393235594,0.0,0.0752345100739185,0.6481820973551464,1.039781567180103,0.0605286426623764,5.104486347392449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.2041871058940887,0.0,0.2041871058940887,0.1337658601422514,0.0283064078539609,190.74171286158236
0.225,30,25.76438747714824,periodic_fourier_energy,1710.180450232573,1140.9376948308,-4.260889507610888,periodic_fourier_energy_backward_difference,-4.102485184150365,-0.0034502389912316,41.25561287115418,-0.0016916851209378,-5.409541322975997e-05,-1.551430729129777e-05,19.810032375171435,-3.041445888479506e-05,-1.1691801988502388e-05,0.0004019061732229,2.682392604097804e-05,1.973981279374944e-05,16104,0.0293347518891096,0.068711057305336,0.0813947543501854,0.0862140208482742,0.0022327397018671,0.0032966313883662,0.0031526789534837,0.0042165708728134,0.0,0.0813947547610221,0.6007464412971666,0.9412886506617892,0.0458787446582727,5.802830598388619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1938056270778179,0.0,0.1938056270778179,0.1263675162120477,0.0293347518891096,197.67117221535165
0.3,40,25.49051711860456,periodic_fourier_energy,1622.375598626105,1096.774595765777,-3.651604780582385,periodic_fourier_energy_backward_difference,-3.6987947343447862,-0.0074510946891678,41.15911213255352,-0.0015483242869935,-9.731959997694162e-05,-4.153647840432484e-05,19.8128079356861,-2.366900676709987e-05,-5.1027458747823154e-05,0.0002195599430383,7.127129625098253e-05,2.832961006326435e-05,16104,0.0307287294417619,0.0715817585587501,0.0868823528289794,0.0925507619976997,0.0021026136819273,0.0031583406962454,0.0030225524678826,0.0040782801806926,0.0,0.0868823516547635,0.5706814384958778,0.9689295698638024,0.0527394454820295,7.117540513574518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.174674409404397,0.0,0.174674409404397,0.1129616373009248,0.0307287294417619,207.0644398971886
0.375,50,25.30641613716552,periodic_fourier_energy,1557.1758529604167,1065.6107875209411,-2.4546797525205473,periodic_fourier_energy_backward_difference,-3.400964348497941,-0.0036623082976896,41.35833827913302,-0.001847126631213,-0.0001217365508381,1.985622354183647e-05,19.815321254191787,-4.194900461666199e-05,-5.9396981837636786e-05,0.0002773115677249,9.172751057485264e-05,1.9268287799318075e-05,16104,0.0328828170895576,0.0746853724122047,0.0918724611401557,0.0981287956237793,0.0020302240736782,0.0029891459271311,0.0029501633252948,0.0039090854115784,0.0,0.091872459738314,0.5426907897065514,0.9365186263147308,0.0612428679340676,7.369225476834865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1762780791521072,0.0,0.1762780791521072,0.111550170814098,0.0328828170895576,221.57968216015308
0.45,60,25.096994452756007,periodic_fourier_energy,1482.9547725803689,1029.3369082558606,-2.792289125460172,periodic_fourier_energy_backward_difference,-3.068830833261178,-0.0163178769531371,41.50059687578629,-0.0017801249853535,-0.0001232736086285,6.287482763500662e-05,19.82132770329811,-5.66574035893049e-05,-7.98157560832333e-05,-9.64334318897416e-06,0.0001019252952589,1.2310463871101387e-05,16104,0.0331258587539196,0.0775518864393234,0.0964654386043548,0.1035689190030098,0.0019108920823782,0.0029396538157016,0.0028308313339948,0.0038595930673182,0.0,0.0964654356355039,0.5151205399911275,1.091447920165838,0.0524062342790098,8.119996486752648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1782915446162223,0.0,0.1782915446162223,0.112277306905925,0.0331258587539196,223.2174096880083
0.525,70,25.26716247989379,periodic_fourier_energy,1411.2280627077948,991.9266277401777,-2.753478020286621,fourier_grid_transition_backward_difference,-2.82132816068359,0.0001572084526975,41.43814579519611,-0.001760481967475,-0.0001039765513022,-6.903878084330017e-06,19.824151806304855,-3.268396640555521e-05,-9.199065791096604e-05,7.837622481230366e-05,0.0001077487556199,4.9105949646687674e-05,16104,0.0339987985789775,0.0805106237530708,0.100691869854927,0.1085228845477104,0.001831927220337,0.0027869304176419,0.002751866588369,0.0037068696692585,0.0,0.1006918696726413,0.4963939931428507,1.124917677971785,0.0512040100551407,8.232761699348192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1578727546334266,0.0,0.1578727546334266,0.0973378671421825,0.0339987985789775,229.099683352533
0.6,80,25.067094547592397,periodic_fourier_energy,1348.5663997941697,958.0425580639436,-2.667572430685256,periodic_fourier_energy_backward_difference,-2.6158800458791207,-0.0095216302750576,41.539706471624754,-0.002347723774396,-0.0001089523511961,-2.895226367982673e-05,19.82603809190871,-2.3111825987373208e-05,-0.0001078300853578,9.77667418125381e-05,0.0001116699726258,6.941740224309021e-05,16118,0.0347952060401439,0.0833610743284225,0.1046524345874786,0.1131868809461593,0.0017694666748866,0.0026264952030032,0.0026894058100879,0.0035464344546198,0.0,0.1046524385831864,0.4686304001047999,1.1096859519772977,0.0419513691259432,8.64609317704201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,filament refinement,0.0,0.0,0.0,0.0,0.150377585068345,0.0,0.150377585068345,0.0982562360375859,0.0347952060401439,234.46624643119517
0.675,90,24.90855880230996,periodic_fourier_energy,1294.147462470958,929.1145052086592,-2.1138099370991843,periodic_fourier_energy_backward_difference,-2.427573451442144,-0.010699155235415,41.68930288542252,-0.0025230352431659,-0.0001012161317817,-8.069462201909516e-05,19.825442096040685,3.6895457608672606e-05,-0.0001262329647062,0.000118352802235,0.000128516591764,0.0001279776006255,16350,0.0345389768481254,0.0856495201587677,0.1083028391003608,0.1173080950975418,0.0016733576776459,0.0026711132377386,0.0025932970456779,0.0035910524893552,0.0,0.1083028358694974,0.4529063488512416,1.0566518101927287,0.0416597987090139,9.152878573715386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,filament refinement,0.0,0.0,0.0,0.0,0.150891823649872,0.0,0.150891823649872,0.0965621717846002,0.0345389768481254,232.7396552217807
