flow_time,time_step,x_core,y_core,core_radius,separation,core_area,angle_rad,surface_circulation,merged,core_0_x,core_0_y,core_1_x,core_1_y
0.0,0,0.00023880725416475205,0.499790560808663,nan,0.9996736990363551,0.006129133813284712,1.5705717495600309,1.9811036932189017,False,0.00023880725416475205,0.499790560808663,1.4303300954241654e-05,-0.49988311301845345
1.0,20,-0.14211575821384503,0.4563440573479668,nan,0.959103314440988,0.01090808387533837,1.8692187026198746,1.9811036932189017,False,-0.14211575821384503,0.4563440573479668,0.13987277534680131,-0.46036834832352014
2.0,40,-0.2594815001662564,0.39433709255698696,nan,0.9828495294642529,0.01331285260093816,2.159936345346091,1.9811036932189017,False,-0.2594815001662564,0.39433709255698696,0.28663512934426955,-0.4228225151942566
3.0,60,-0.38391460465148136,0.28395048337950296,nan,0.9967324528449205,0.018621566266191977,2.4995679539390676,1.9811036932189017,False,-0.38391460465148136,0.28395048337950296,0.4143534391829148,-0.31291106903199084
4.0,80,-0.46793618343824334,0.1575484926066864,nan,0.9880979207678644,0.01996718880109999,2.8496314596406784,1.9811036932189017,False,-0.46793618343824334,0.1575484926066864,0.4783466440008049,-0.12685669637505004
5.0,100,-0.4867842045463012,0.01653012365973109,nan,0.9838013360798917,0.024528975236982026,-3.133335105400454,1.9811036932189017,False,-0.4867842045463012,0.01653012365973109,0.49698359044310597,0.024653818278547117
6.0,120,-0.5013155393972515,-0.20132364620908683,nan,0.9801179888058945,0.02989254639111591,-2.7612414185974417,1.9811036932189017,False,-0.5013155393972515,-0.20132364620908683,0.40875762934296705,0.1625418502591124
7.0,140,-0.3772491008671443,-0.3191156701858013,nan,0.9383397672643319,0.040777718511432984,-2.422274339791683,1.9811036932189017,False,-0.3772491008671443,-0.3191156701858013,0.32862172566346515,0.29913015073228194
8.0,160,-0.21099040453371185,-0.4481661303686981,nan,0.9102702882871813,0.05648832967727367,-2.039850856844674,1.9811036932189017,False,-0.21099040453371185,-0.4481661303686981,0.2004910276039154,0.3637913985356131
9.0,180,-0.043708160275168516,-0.47644592191974433,nan,0.8962851027147087,0.06785841917571661,-1.646443152706951,1.9811036932189017,False,-0.043708160275168516,-0.47644592191974433,0.024028316688095415,0.41727593360182746
10.0,200,0.12026673194072579,-0.36846570705440224,nan,0.7408423428839997,0.10703763677751993,-1.254064591644802,1.9811036932189017,False,0.12026673194072579,-0.36846570705440224,-0.11047790099381481,0.335525977116482
11.0,220,0.21083357187489898,-0.3555272059067571,nan,0.7163215234781212,0.14432623264235644,-0.960562445151481,1.9811036932189017,False,0.21083357187489898,-0.3555272059067571,-0.19966102795473195,0.23150831985699744
12.0,240,0.2619570790508667,-0.15099076656432153,nan,0.5193012430962073,0.17700737569991606,-0.552175270080349,1.9811036932189017,False,0.2619570790508667,-0.15099076656432153,-0.18016847988014373,0.12140374736943574
13.0,260,0.2644805802957194,-0.020928220077726534,nan,0.3928661133427149,0.1883650242149969,-0.16411575651088806,1.9811036932189017,False,0.2644805802957194,-0.020928220077726534,-0.12310667309205416,0.04325825843864595
14.0,280,0.17355396602685705,0.057798503232958154,nan,0.270504659059132,0.18113646063590585,0.28428690608264445,1.9811036932189017,False,0.17355396602685705,0.057798503232958154,-0.08609315006126277,-0.01807076379803196
15.0,300,0.08387596576973612,0.058699381066480046,nan,0.14626622631835032,0.1912536345156954,0.2148841869542026,1.9811036932189017,False,0.08387596576973612,0.058699381066480046,-0.05902629766136819,0.027510407571378535
16.0,320,0.049565904587144057,-0.003849533996008553,nan,0.151258722541055,0.1932932851179575,-0.03435046902156003,1.9811036932189017,False,0.049565904587144057,-0.003849533996008553,-0.10160358750646616,0.0013452523241180036
17.0,340,0.03161466225340613,0.0013074057929731945,nan,0.12166209363476127,0.18590484602223784,-0.26182882172165517,1.9811036932189017,False,0.03161466225340613,0.0013074057929731945,-0.08590096918880864,0.032799331652325764
18.0,360,0.04943054448538485,-0.03391169695084228,nan,0.09386415322866733,0.1824559439927533,-0.861541644854035,1.9811036932189017,False,0.04943054448538485,-0.03391169695084228,-0.01170020951661276,0.037316880014319605
19.0,380,0.08236710874144985,0.027885753253762427,nan,0.16808951635838895,0.18854902415302835,-0.7539567098180675,1.9811036932189017,False,0.08236710874144985,0.027885753253762427,-0.04016781251648931,0.1429478172970767
20.0,400,0.1236657517988893,0.022241177566004255,nan,0.24693253383842295,0.19183245968899382,-0.08245805501023572,1.9811036932189017,False,0.1236657517988893,0.022241177566004255,-0.12242776959891341,0.042579687685801844
