7.778e-4,2.013e-2
1.944e-3,2.685e-2
2.852e-3,2.685e-2
3.63e-3,3.221e-2
4.537e-3,2.819e-2
5.444e-3,3.221e-2
6.352e-3,3.624e-2
7.259e-3,3.758e-2
8.037e-3,4.295e-2
8.944e-3,4.027e-2
9.981e-3,4.698e-2
1.076e-2,4.43e-2
1.167e-2,5.101e-2
1.257e-2,5.235e-2
1.348e-2,5.369e-2
1.439e-2,5.235e-2
1.517e-2,6.309e-2
1.62e-2,6.04e-2
1.698e-2,6.711e-2
1.75e-2,7.651e-2
1.893e-2,8.322e-2
1.957e-2,8.054e-2
2.061e-2,1.06e-1
2.139e-2,1.289e-1
2.243e-2,1.503e-1
2.333e-2,1.691e-1
2.424e-2,1.785e-1
2.515e-2,1.96e-1
2.606e-2,2.107e-1
2.696e-2,2.161e-1
2.826e-2,2.134e-1
2.865e-2,2.081e-1
2.93e-2,2.161e-1
3.033e-2,2.134e-1
3.124e-2,2.134e-1
3.228e-2,2.148e-1
3.319e-2,2.201e-1
3.409e-2,2.228e-1
3.487e-2,2.255e-1
3.578e-2,2.282e-1
3.669e-2,2.228e-1
3.759e-2,2.174e-1
3.85e-2,2.215e-1
3.941e-2,2.255e-1
4.031e-2,2.148e-1
4.109e-2,2.255e-1
4.2e-2,2.148e-1
4.278e-2,2.255e-1
4.381e-2,2.309e-1
4.472e-2,2.336e-1
4.563e-2,2.416e-1
4.654e-2,2.309e-1
4.744e-2,2.43e-1
