time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total
0.0,0,-3.035420847927116e-07,0.0032466025952497812,1.264294555008175e-07,0.6948912,-2.7060509e-05,-6.496906e-05,-596.2922937060603,0.1670914353011109,2.2768228795033694,-6.496906280517578e-05,0.6948912143707275,30.012500000000003,7.131576025264337,-0.5571876772184131,0.0005473321867031969,0.0021275097214212544,-0.5571878216521254,-1.557621366086869e-06,-1.9090349149547007e-06,-1.0579824447631836e-06,1.6284175217151642e-06,0.0,135
0.12,20,-0.0012263356426284273,1.6670455550534011,0.003381956466522481,356.80847,-0.7238619,-0.2624805,-2330.2037383643383,158.31011748087036,1161.6189557897812,-0.2624804973602295,356.8084716796875,30.012500000000003,7.131576025264337,-2.1773898843390214,0.5185677088828544,1.085440436881515,-2.1784902839427187,-0.0024011633601453463,-0.0005556156071854623,-0.021664083003997803,0.025311335921287537,0.0,2700
0.12,20,-0.0010740595786075105,1.7674585331999737,0.0035227882977492708,378.3005,-0.754005,-0.22988787,-2367.0977818087426,179.59545921167674,1229.8078941266358,-0.22988787293434143,378.3005065917969,30.012500000000003,7.131576025264337,-2.2118644307770077,0.5882909272707546,1.14915757118785,-2.2128990787884573,-0.0023888655152390988,-0.0007059227242922407,-0.018668711185455322,0.022375494241714478,0.0,2835
0.24,40,-0.0012825753074450718,4.478231673206557,-0.001048893154988426,958.5047,0.22450134,-0.27451783,-2767.6647194285865,1616.1965030021674,2705.4666087313162,-0.27451783418655396,958.5046997070312,30.012500000000003,7.131576025264337,-2.58616234456644,5.294085627645303,2.5280431617552845,-2.5865333207857915,0.0008382522019305115,-0.0007303189467724248,-0.02741461992263794,-0.0666232630610466,0.0,5400
0.24,40,-0.0014894429976974924,4.655456442640691,-0.00016426270424225073,996.43726,0.035158202,-0.31879506,-2778.449636192293,1775.3189597358103,2753.6846005046873,-0.3187950551509857,996.437255859375,30.012500000000003,7.131576025264337,-2.5962399906872964,5.8153142713556285,2.57309903639918,-2.597005154245727,0.001864991822295716,-0.0006962732412758436,-0.02824234962463379,-0.0663817748427391,0.0,5535
