time,step,total_kinetic_energy,energy_measurement,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,pedrizzetti_cumulative_vortex_strength_transfer_x,pedrizzetti_cumulative_vortex_strength_transfer_y,pedrizzetti_cumulative_vortex_strength_transfer_z,pedrizzetti_cumulative_linear_impulse_transfer_x,pedrizzetti_cumulative_linear_impulse_transfer_y,pedrizzetti_cumulative_linear_impulse_transfer_z,pedrizzetti_cumulative_angular_impulse_transfer_x,pedrizzetti_cumulative_angular_impulse_transfer_y,pedrizzetti_cumulative_angular_impulse_transfer_z,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient,strain_increment_infinity,strain_increment_spectral,maximum_particle_strength,maximum_particle_vorticity
0.0,0,26.634235363175513,periodic_fourier_energy,1953.7062264461165,1255.253462643897,-5.153009076676574,fourier_transition_viscous_rate,-5.153009076676574,5.726139110576111e-17,39.478417539945184,0.0,0.0,0.0,19.802337720938574,3.024924061234558e-17,4.03780605956125e-18,-9.087677628146056e-27,-1.0741802603575994e-16,8.854573616501103e-17,16104,0.0231891106814146,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.0025781383737921,0.0035913405008614,0.0036253358703106,0.0046385377645492,0.0,0.0599999986588954,0.9356823907910908,1.047809701145119,2.2445886291170657e-07,0.0557880317603528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,,,,
0.0375,10,26.432329431373077,periodic_fourier_energy,1879.532469926901,1221.8877143974996,-5.384158181398297,periodic_fourier_energy_backward_difference,-4.977899233496839,3.958485525268616e-06,39.47896837271334,1.2550665185668022e-06,-4.2178221147607525e-06,1.0186267764384152e-05,19.802387829124015,-9.402968545212e-06,-2.1347688480107907e-06,-3.0967890384157376e-07,1.8715565774287343e-06,-7.1474132930442475e-06,16104,0.02344268001616,0.0617080442607402,0.0643263906240463,0.0653868839144706,0.0025004062335938,0.0036575831472873,0.0035476037301123,0.0047047808766365,0.0,0.0643263938540654,0.8278502669126299,1.0031041989658915,5.890735792644549e-05,0.0155624844817665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0973960804939269,0.0,0.0973960804939269,0.0629034291491025,0.02344268001616,157.96765747945793
0.075,20,26.251237098561763,periodic_fourier_energy,1821.417863542536,1192.75770230594,-4.829128874968376,periodic_fourier_energy_backward_difference,-4.772202230035245,4.920091422190997e-06,39.47551052195469,1.5244868883287482e-06,-1.169584275203129e-05,9.619073862387334e-06,19.802478901171938,-1.1380888812594013e-05,-4.6268044274896644e-08,-3.116772851782467e-07,-2.399906409416194e-07,-1.8858231204661049e-06,16104,0.0237492639571428,0.0635867565870285,0.0682946816086769,0.0704972818493843,0.0024295044131577,0.0035461755469441,0.0034767019096761,0.0045933732762932,0.0,0.0682946751037611,0.7379287528993606,0.9055122703656237,7.621675551873316e-05,0.0128975204775964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0993010551854968,0.0,0.0993010551854968,0.0618555964270778,0.0237492639571428,160.0335623565663
0.1125,30,26.077106592576232,periodic_fourier_energy,1765.8645867888995,1165.908817169571,-4.6434801596141515,periodic_fourier_energy_backward_difference,-4.458466598286974,5.248925931639654e-06,39.46326334553484,1.4090470691777278e-06,-1.070726274004022e-05,2.2104507297060483e-06,19.802568024140296,-1.5774136457989865e-05,2.6707603059787637e-06,-1.2149557505252394e-07,-2.6477070466572764e-06,3.272803741615254e-07,16104,0.0240577403455972,0.0653881132602691,0.0719604194164276,0.0748215019702911,0.0023493815679103,0.003316669492051,0.00339657953009,0.0043638669885694,0.0,0.071960419338239,0.6870346455838431,0.9157946005000204,8.465203963033355e-05,0.0106039070292724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0973832350037992,0.0,0.0973832350037992,0.0587811666106018,0.0240577403455972,162.1122194230058
0.15,40,25.91143734464961,periodic_fourier_energy,1713.7629750718818,1141.0253400868603,-4.417846611376604,periodic_fourier_energy_backward_difference,-4.189366630024925,3.1344736373117104e-06,39.443924826949235,1.6770684963818226e-06,-1.0821039140941624e-05,-1.633445996957497e-05,19.802562045825,-1.7389871341837776e-05,4.4705838035648725e-06,-2.853996054677287e-07,-4.451065889617325e-06,5.209885560391948e-06,16104,0.0242542084306478,0.0670590177178382,0.0753713473677635,0.0788972973823547,0.0022704910952597,0.0032439595088362,0.0033176883589476,0.0042911572381854,0.0,0.0753713444137175,0.6431285237849493,0.9990331691113602,8.373193890117964e-05,0.0083759579240318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0878843986988067,0.0,0.0878843986988067,0.0552309157547521,0.0242542084306478,163.4361125590944
0.1875,50,25.753515393279883,periodic_fourier_energy,1662.02904989556,1116.5503106072554,-4.211252036526028,periodic_fourier_energy_backward_difference,-3.9459134783456458,1.6948714832431917e-06,39.422308826780046,1.5604135572908722e-06,-1.593761107417449e-05,-1.1724209516658646e-05,19.8025695037449,-1.515347726790546e-05,4.5980488468572204e-06,-2.651474262407322e-07,-2.646921038970198e-06,-1.6959399958990074e-07,16104,0.0244480650871992,0.068538449704647,0.0785591155290603,0.0828206539154052,0.0022045937366783,0.0031022171024233,0.0032517912331968,0.0041494145989418,0.0,0.0785591109154743,0.6153022990888375,0.9662089246722528,8.655049064744456e-05,0.008437004521391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0911785595118999,0.0,0.0911785595118999,0.0551224292111139,0.0244480650871992,164.7424086780155
0.225,60,25.605121173722576,periodic_fourier_energy,1611.7572305733215,1092.8241281640487,-3.9571791881948566,periodic_fourier_energy_backward_difference,-3.8342389831110495,3.303729332310066e-06,39.39809096674741,1.6364117709062408e-06,-8.471823534351303e-06,-1.1270602811917428e-05,19.802656781637044,-9.386864423204476e-06,6.666785310285623e-06,-3.3993882647107884e-07,-7.892456581670458e-06,2.7575747184729515e-06,16104,0.0247514098882675,0.0701369419693946,0.0815709233283996,0.0861443430185318,0.0021472328808158,0.0030501319561153,0.0031944303773343,0.0040973294526338,0.0,0.0815709291337825,0.5907762818862528,0.9204133918900212,8.4571487931133e-05,0.0066292896518753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0868571935594081,0.0,0.0868571935594081,0.0531402086306,0.0247514098882675,166.78648672712504
0.2625,70,25.465197476494765,periodic_fourier_energy,1569.0629304576032,1071.6127089947972,-3.731298592741627,periodic_fourier_energy_backward_difference,-3.614771715781229,6.441947225732376e-06,39.36570274025743,1.7339938338400896e-06,-4.9265672404409655e-06,-1.4127304363368773e-05,19.802714039682925,-8.323347932197628e-06,7.033610682161153e-06,-4.131287638720742e-07,-8.674481932020704e-06,3.871763768100012e-06,16104,0.024979218840599,0.0717223212122917,0.0844152495265007,0.0891720876097679,0.0020741035696119,0.0029388566035777,0.0031213008332997,0.0039860541000962,0.0,0.0844152496393882,0.5720959802789032,0.9810251342262422,8.569938295084273e-05,0.00662271876987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0857917051389813,0.0,0.0857917051389813,0.0527605656340929,0.024979218840599,168.32156917195883
0.3,80,25.33168891790946,periodic_fourier_energy,1529.189855299646,1051.5099293625306,-3.560228228941471,periodic_fourier_energy_backward_difference,-3.3965034117970565,7.74240118102085e-06,39.32879230054935,2.510350326226661e-06,-5.230503509850298e-06,-1.3828733664380567e-05,19.80274483253921,-1.1168182217688975e-05,5.535836586113461e-06,-6.157341497744245e-07,-7.293381688785851e-06,-3.806382410009226e-07,16104,0.0250669661909341,0.0730712339282035,0.0871085971593856,0.0922649651765823,0.0020147808827459,0.0029913422185927,0.0030619781464338,0.0040385397151112,0.0,0.0871085922658939,0.5606330113890596,0.9376024912106248,9.724625876116055e-05,0.0062260932603759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0806601548194885,0.0,0.0806601548194885,0.0511614930179493,0.0250669661909341,168.9128515412491
0.3375,90,25.205572364189265,periodic_fourier_energy,1490.0775239859008,1031.487602968947,-3.363108099205189,periodic_fourier_energy_backward_difference,-3.2885167407293987,5.117459273304822e-06,39.290174449581826,2.441462399237375e-06,-5.5474701762248915e-06,-1.6999850142954912e-05,19.802793638171025,-1.132823982147849e-05,5.508237860372114e-06,-5.783553715872845e-07,-9.888239532782594e-06,-7.147563234295056e-07,16104,0.025314824655652,0.0744837746024131,0.0896753072738647,0.0952030643820762,0.0019655455835163,0.0029053424950689,0.0030127428472042,0.0039525399915874,0.0,0.0896753014781976,0.5542710798785682,0.9634670465548634,8.87865244607047e-05,0.005901725368753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0830968020111322,0.0,0.0830968020111322,0.0501812495859967,0.025314824655652,170.58303690533484
