time,step,ensemble_size,relative_standard_error_l2_velocity,relative_standard_error_l2_vorticity,half_ensemble_relative_difference_velocity,half_ensemble_relative_difference_vorticity,minimum_absolute_circulation_capture_fraction,mean_absolute_circulation_capture_fraction
0.193999999998,6,15,0.001725495210076472,0.00619382291862754,0.0012582892590641192,0.00495682770793662,0.9999999999999998,0.9999999999999999
0.387999999996,12,15,0.002399517918444047,0.008466369082808815,0.002635151297078112,0.009516821370448318,0.9999999999999996,0.9999999999999999
0.581999999994,18,15,0.0028507766105955023,0.01025155333163514,0.004310362961470025,0.014064102694621954,0.9999999999999996,0.9999999999999999
0.775999999992,24,15,0.003265512019723668,0.011745439427370157,0.004369355070566595,0.013941764983304931,0.9999999999999998,0.9999999999999999
0.96999999999,30,15,0.003974878133146313,0.014261222444000457,0.004951741497886004,0.016986113641732734,0.9999999999999998,0.9999999999999999
1.163999999988,36,15,0.0042048964642843615,0.014801130102017175,0.005808930702510115,0.019530188152210068,0.9999999999999998,0.9999999999999999
1.357999999986,42,15,0.004855071980183691,0.017125395488543114,0.007414736182579247,0.022982796592209823,0.9999999999999996,0.9999999999999999
1.551999999984,48,15,0.005066309500649838,0.01835721290574909,0.007113903788248815,0.02211302464337233,0.9999999999999996,0.9999999999999999
1.745999999982,54,15,0.005599279294339175,0.020042926435333674,0.007560705092226763,0.02337841359547035,0.9999999999999998,0.9999999999999999
1.93999999998,60,15,0.005870355955121475,0.02120492576188729,0.008468283359080899,0.02838768359178094,0.9999999999999998,0.9999999999999999
2.133999999978,66,15,0.006077784132541525,0.022129005308777094,0.008955514753455254,0.031127513767773986,0.9999999999999998,0.9999999999999999
2.327999999976,72,15,0.006015538754325363,0.02260796739012205,0.008417448140668748,0.02843887951772591,0.9999999999999998,0.9999999999999999
2.521999999974,78,15,0.006023408770503145,0.0227035364832329,0.007350210229439331,0.025038424024599135,0.9999999999999998,0.9999999999999999
2.715999999972,84,15,0.0061101989752480506,0.023422990444178043,0.006879497281362523,0.024512039698874482,0.9999999999999998,0.9999999999999999
2.90999999997,90,15,0.006420489313010617,0.0249397402965315,0.008038751845474687,0.030716927714126648,0.9999999999999996,0.9999999999999999
