time,step,group_id,vortex_centroid_x,vortex_centroid_y,vortex_centroid_z,major_radius,tube_circulation,linear_impulse_x,linear_impulse_y,linear_impulse_z,linear_impulse_magnitude,impulse_radius,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,max_vortex_strength_magnitude
0.0,0,0,-0.49999999810943796,9.923339362406707e-18,1.3043078280567175e-17,1.0037268733186118,3.2518142770769667,9.89535928113038,0.0,2.1337098754514727e-16,9.89535928113038,0.9650290991766953,20.507898237623102,0.0,0.0,0.0,0.016339058312101865
0.0,0,1,0.49999999810943807,9.923339362406707e-18,1.3043078280567175e-17,1.0037268733186113,3.251814277076968,-9.89535928113038,3.122502256758253e-17,9.93129189996722e-17,9.89535928113038,0.9650290991766953,20.507898237623102,0.0,0.0,0.0,0.016339058312101865
0.07798592212,10,0,-0.44658850845806286,-4.3190084094710616e-07,2.6250364887200996e-07,1.027520772879229,3.2512968184915345,10.396096384435483,-6.407739523573721e-06,3.2490434420029066e-06,10.396096384437964,0.9905426846396973,20.990708518976078,1.901877112686634e-06,2.508995748939924e-06,4.581375378620578e-06,0.017299338314414717
0.07798592212,10,1,0.446588617756678,-3.3736712402827243e-07,3.383198161738813e-07,1.0275207535787714,3.251296689270196,-10.396095673459373,-5.657124463720638e-06,4.4569602299618545e-06,10.396095673461867,0.9905426748722694,20.990707290430358,-1.7168931663036346e-06,-2.3767829588905443e-06,-4.90953107146197e-06,0.017299339023926302
0.15597184424,20,0,-0.3975678185641523,-1.0662906033324293e-06,7.817911080991402e-07,1.0584415407947003,3.239186263066935,11.036924968495935,-3.88798245434677e-06,1.467662497886199e-06,11.036924968496718,1.024696892406621,21.541833590565894,6.771428161300719e-06,8.505459845764562e-06,1.0840731192729436e-05,0.01764891949578844
0.15597184424,20,1,0.3975680591119983,-9.83273824008388e-07,8.915765770425772e-07,1.058441449099351,3.239186416069897,-11.03692371072226,-2.7252250047454926e-06,2.946090516968902e-06,11.03692371072299,1.0246968160020413,21.541832741873186,4.392641130834818e-07,-8.472818080917932e-06,-1.0664269211702049e-05,0.017648931871744013
0.23395776636,30,0,-0.35239940211884474,-1.1891177272042925e-06,9.730413534805983e-07,1.0967164701975718,3.223316087504553,11.840412360012659,8.442011160561948e-06,-2.4192239550179743e-06,11.840412360015916,1.066153393356098,22.211461190859218,7.995875091815208e-06,7.107102192094317e-06,1.6289167433569673e-05,0.017869483637763625
0.23395776636,30,1,0.35239974015645303,-1.1492660763516255e-06,1.1184536541237737e-06,1.0967163564077396,3.2233161504751657,-11.840410506007105,1.0543496941522827e-05,-1.2405434524664135e-06,11.840410506011864,1.0661533162053052,22.2114593202312,2.512338177051987e-06,-7.441708476108033e-06,-1.5666468016206636e-05,0.017869464879384456
0.31194368848,40,0,-0.3120040806315887,-5.605352057085583e-07,6.915915691542174e-07,1.1414320319573532,3.223424486434293,12.842834987853646,2.2917946067578998e-05,-9.838132389644464e-06,12.842834987877861,1.1110752492697074,23.117849121955075,9.895637049339712e-06,6.8794647631875705e-06,1.5080508092069067e-05,0.01886088892097261
0.31194368848,40,1,0.3120045302912865,-5.478725759442319e-07,8.214554367184741e-07,1.141432094337941,3.2234244900088003,-12.842836821877702,2.498826980253219e-05,-9.25749092454682e-06,12.84283682190535,1.1110753459837164,23.117850411008167,3.5126868169754744e-06,-7.122866463760147e-06,-1.4191803529683966e-05,0.018860912158049938
