time,step,kinetic_energy,enstrophy,enstrophy_test,dEdt,neg_nu_enstrophy,helicity,strength_magnitude,strength_x,strength_y,strength_z,impulse_x,impulse_y,impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles,max_gamma,turbulent_viscosity_mean,turbulent_viscosity_max,effective_viscosity_mean,effective_viscosity_max,invariant_projection_correction_ratio,core_radius_mean,overlap_ratio,overlap_ratio_max,vorticity_divergence_error,strength_misalignment_deg,stabilization_events,stabilization_last_mechanism,stabilization_circulation_error,stabilization_strength_growth,stabilization_vorticity_growth,stabilization_max_vorticity_growth
0.1,5,11.180307388305664,876.3511962890625,729.8613891601562,0.0,-0.9177132248878479,0.0034587401896715164,20.316877365112305,-7.387405730696628e-06,7.4857380241155624e-06,0.00023950224567670375,9.881497383117676,-0.0021300320513546467,0.001030661747790873,7.523074600612745e-05,-0.0354522168636322,0.0335567370057106,17701,0.011880489066243172,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.07293064147233963,0.4531877464450726,0.595868964161511,0.04351083837243548,6.862850057264493,0,none,0.0,0.0,0.0,0.0
0.2,10,10.949832916259766,791.3115234375,671.126220703125,-2.3047447204589844,-0.8286603689193726,-0.013270334340631962,20.32732391357422,-1.2950159543834161e-05,7.529470167355612e-07,0.00023844087263569236,9.883805274963379,-0.005279841832816601,0.002145248232409358,-0.00014424686378333718,-0.035207297652959824,0.031902655959129333,17701,0.013740669004619122,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.07574798166751862,0.4218446782149675,0.6111661045388408,0.05129530901249299,9.326330965082441,0,none,0.0,0.0,0.0,0.0
0.3,15,10.756318092346191,726.7523193359375,624.7938232421875,-1.9351482391357426,-0.7610532641410828,0.07532312721014023,20.340293884277344,-1.640566551941447e-05,7.193069905042648e-06,0.00023781287018209696,9.882770538330078,-0.008160959929227829,0.003200715407729149,0.0005543489824049175,-0.03492405265569687,0.03224742040038109,17701,0.013902231119573116,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.07846423983573914,0.40707547648638115,0.6018066336806461,0.04035771458643957,10.069544775805824,0,none,0.0,0.0,0.0,0.0
0.4,20,10.591217041015625,676.7223510742188,587.83251953125,-1.6510105133056636,-0.7086605429649353,0.15554562211036682,20.350963592529297,-1.9901382984244265e-05,1.1600510333664715e-05,0.00023801959468983114,9.882729530334473,-0.011025087907910347,0.004422515165060759,0.0014338189503178,-0.03595899045467377,0.03205810859799385,17701,0.014118866994976997,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.0810895562171936,0.394046628951247,0.6020754612699554,0.03485398255121201,10.320980561503125,0,none,0.0,0.0,0.0,0.0
0.5,25,10.449445724487305,636.82861328125,557.6529541015625,-1.4177131652832033,-0.6668813228607178,-0.3549334704875946,20.35310173034668,-2.256553852930665e-05,2.61684999713907e-06,0.00023691050591878593,9.88352108001709,-0.011386475525796413,0.0005068447790108621,-0.0036470331251621246,-0.032171763479709625,0.03235078975558281,17701,0.013898400589823723,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.08363249897956848,0.3797160082744216,0.5972166347076517,0.03431755339240378,10.328672217831208,0,none,0.0,0.0,0.0,0.0
0.6,30,10.324474334716797,603.8380737304688,532.3169555664062,-1.2497138977050783,-0.632339358329773,0.30917391180992126,20.35962677001953,-2.4690249119885266e-05,1.4688586816191673e-05,0.00023823963419999927,9.884428977966309,-0.013102160766720772,0.008042768575251102,0.003721611574292183,-0.03805026412010193,0.03143740072846413,17701,0.014132804237306118,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.08610036969184875,0.3704684321187536,0.6019650582798496,0.03223274026777989,10.550386586748477,0,none,0.0,0.0,0.0,0.0
0.7,35,10.21236515045166,576.0791015625,510.6599426269531,-1.1210918426513674,-0.6032698750495911,-0.10998373478651047,20.35983657836914,-2.6691186576499604e-05,1.0193674825131893e-05,0.0002376423799432814,9.88440990447998,-0.017280487343668938,0.0050668129697442055,-0.0006855889223515987,-0.03417009487748146,0.029291538521647453,17701,0.014047864824533463,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.08849944919347763,0.35497809565976035,0.5935989764086105,0.03518674451846622,10.395059554598152,0,none,0.0,0.0,0.0,0.0
0.8,40,10.110697746276855,551.937255859375,491.6357421875,-1.016674041748046,-0.5779881477355957,-0.0428474135696888,20.362157821655273,-2.8250780815142207e-05,8.131974027492106e-06,0.00023785150551702827,9.884087562561035,-0.017962241545319557,0.006298240274190903,-0.0005415926571004093,-0.03509343042969704,0.030430039390921593,17701,0.014398744329810143,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.09083520621061325,0.3461484731485812,0.5683339504820635,0.03361422734959262,10.779702025411293,0,none,0.0,0.0,0.0,0.0
0.9,45,10.017438888549805,530.8115844726562,474.8334045410156,-0.932588577270508,-0.5558640360832214,0.04781926050782204,20.359878540039062,-2.9700049708480947e-05,1.2192638678243384e-05,0.0002375689073232934,9.88437271118164,-0.019625553861260414,0.008222178556025028,0.0005301744677126408,-0.03566373512148857,0.03001129813492298,17701,0.01388873253017664,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.09311237931251526,0.33566915270670095,0.5600014803130247,0.03624815468520552,10.720578558136445,0,none,0.0,0.0,0.0,0.0
1.0,50,9.931057929992676,512.1409301757812,459.7908630371094,-0.8638095855712893,-0.5363128781318665,0.06677587330341339,20.362749099731445,-3.146464950987138e-05,9.346989827463403e-06,0.00023738027084618807,9.884915351867676,-0.02227567695081234,0.00860881619155407,0.0012949553783982992,-0.034513700753450394,0.028681088238954544,17701,0.014568448066711426,0.0,0.0,0.0010471976129338145,0.0010471974965184927,0.0,0.09533517062664032,0.3279520400328759,0.5392276744578998,0.03488995956439869,10.508378791802468,0,none,0.0,0.0,0.0,0.0
