flow_time,time_step,group_id,x_centroid,y_centroid,z_centroid,major_radius,tube_circulation,impulse_x,impulse_norm,impulse_radius,length_strength,vector_circulation_x,vector_circulation_y,vector_circulation_z,max_strength
0.1,5,0,0.09411259057416468,0.027711003218282855,-0.025708412899921988,1.0031036687934287,3.5006474814473516,9.892976510624234,9.89297865655008,0.8967739858620475,22.0634826890974,-1.3200869875218402e-05,0.0004990700751861255,0.0007567478495842384,0.02083846324517105
0.2,10,0,0.1890028742109062,0.038610437867232256,-0.030671210635066257,1.003994124324471,3.5610425969995436,9.899625835373731,9.899650992597431,0.881376915265617,22.464057819381424,-2.1902830268843987e-05,0.0004973261199499035,0.0007553246451923457,0.02753319268256757
0.3,15,0,0.28043608387359653,0.0456339781923048,-0.03373836961916813,1.0026876851680258,3.6115377339003207,9.893045504526977,9.893089373977919,0.8696093927487213,22.75294967251253,-2.3496027909741812e-05,0.0004986288285220297,0.0007555548385593802,0.028184146607314456
0.4,20,0,0.3721944948549564,0.048558240421227625,-0.035274772948236756,1.0021194224406054,3.6382346721744723,9.890901272662733,9.890959916820004,0.8635318916612195,22.908152003030878,-2.3492035711503156e-05,0.0004999794776914257,0.0007557006761276241,0.02914808477563459
0.5,25,0,0.462617162622732,0.04996654737152701,-0.03663885083825487,1.002851966473978,3.6442795582559064,9.893748305051224,9.893822657984934,0.8617191283422619,22.962987202148437,-2.356820387289238e-05,0.0005010575463400002,0.0007551679217892016,0.02744443343765428
0.6,30,0,0.5521104984737131,0.05055664303444081,-0.0364584134754713,1.0032165785011016,3.6500156047320025,9.894731213388306,9.8948383086011,0.860140520734656,23.007492543543478,-2.2976064964819187e-05,0.0005006829587959061,0.000754474644294234,0.029980057826821036
0.7,35,0,0.6416339819812554,0.051663927535676286,-0.03629001138290796,1.0025059688473679,3.66122920951259,9.893151480277758,9.893306577739075,0.8579810762468407,23.06182933781345,-2.328586620330142e-05,0.0005008162063351307,0.0007542795023781634,0.028642602832989413
0.8,40,0,0.7303183572047536,0.05135450188741929,-0.037152108869988675,1.0028530913868625,3.6647168462847315,9.891249181549462,9.891418839441142,0.8567043597502406,23.091790596991565,-2.2797559245557597e-05,0.0005013356555387816,0.0007541573766651766,0.03143144197413831
0.9,45,0,0.8177926931046404,0.050167676576721935,-0.036366934198149375,1.0022188369521543,3.668478772350722,9.891123848206822,9.891363933919743,0.8563626885706959,23.100875519060345,-2.2465241269642444e-05,0.000501772570549619,0.000753867844949907,0.030563115891625425
1.0,50,0,0.9055994012865155,0.04931113540686546,-0.03592571283675154,1.0021172259010074,3.674835953169555,9.892566151937773,9.892812565716724,0.8550931431245065,23.13856132577191,-2.2294494490981975e-05,0.0005025850041064928,0.0007538305500496278,0.029506859205434013
1.1,55,0,0.9926278898124307,0.04893432130514,-0.036744406251077874,1.002311826152901,3.678298853730082,9.892618653458626,9.892880763962447,0.8541281503996446,23.16486292913678,-2.226655062637084e-05,0.0005030796031491036,0.0007534092899532663,0.03119146540585802
1.2,60,0,1.0783551445545028,0.047794005376220416,-0.03606155759220302,1.0021120398441181,3.6800233840783667,9.892898753985373,9.893235437201925,0.853928706454312,23.171104010030717,-2.2532152449405984e-05,0.0005030647498909246,0.00075315270503995,0.02709381391709661
1.3,65,0,1.165215259227247,0.045918436574661485,-0.03545624969644693,1.0017577090680914,3.6817195386282635,9.893660575069402,9.893972008499516,0.8539007777314251,23.173587064260612,-2.2719063491272173e-05,0.0005032917023921613,0.000753058434817433,0.028833804139941004
1.4,70,0,1.2518214987483658,0.04615692207359883,-0.035808738319987904,1.0022872613779608,3.6826800015928205,9.893366886212714,9.893750645583783,0.8532079505191922,23.191885728592332,-2.2037124329798985e-05,0.0005036266485980434,0.000752668526668554,0.031419639439705556
1.5,75,0,1.3366655278247612,0.04591503924158705,-0.03608633666452091,1.0032460228213027,3.6791271039111377,9.892683733059613,9.893105283023996,0.8531600670032834,23.191674494971227,-2.158000709118202e-05,0.0005038600252778025,0.0007526321369364375,0.0290830916470981
