time,step,total_kinetic_energy,energy_measurement,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,pedrizzetti_cumulative_vortex_strength_transfer_x,pedrizzetti_cumulative_vortex_strength_transfer_y,pedrizzetti_cumulative_vortex_strength_transfer_z,pedrizzetti_cumulative_linear_impulse_transfer_x,pedrizzetti_cumulative_linear_impulse_transfer_y,pedrizzetti_cumulative_linear_impulse_transfer_z,pedrizzetti_cumulative_angular_impulse_transfer_x,pedrizzetti_cumulative_angular_impulse_transfer_y,pedrizzetti_cumulative_angular_impulse_transfer_z,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient,strain_increment_infinity,strain_increment_spectral,maximum_particle_strength,maximum_particle_vorticity
0.0,0,26.744091860228473,periodic_fourier_energy,2063.9518825505897,1303.690737557611,-5.714844888701017,fourier_transition_viscous_rate,-5.714844888701017,-0.0102118472962299,41.01739092882645,-1.030516614264343e-07,0.0,0.0,19.802337720938574,5.145513396333061e-17,-2.6215966179052134e-16,1.8119342595874683e-08,1.3994197610949875e-16,-1.1705428877770954e-16,16104,0.0249754358083009,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.0026723996270447,0.0039765057153999,0.0035923386458307,0.0048964451998472,0.0,0.0599999986588954,0.9430715498225444,1.0442405817926932,1.0872634022849023e-05,0.938314674166439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,,,,
0.075,10,26.37165907239245,periodic_fourier_energy,1931.757726404937,1245.1170323765205,-4.965770504480295,periodic_fourier_energy_backward_difference,-5.243014239653325,-0.001135170958372,41.23948707369557,-7.78598181447876e-05,5.507575073337989e-06,-0.000100313596028,19.795102675458637,1.6168659612174307e-05,6.1726160046523806e-06,1.669386053404221e-05,4.596944296087623e-07,2.1786500472911463e-05,16104,0.0263827610760927,0.063035599887371,0.0682141557335853,0.0709120035171508,0.0025148466229438,0.0038478833157569,0.0034347856417298,0.0047678225673735,0.0,0.0682141585627147,0.7425189143243308,0.9328762827818938,0.0468034461074485,3.256504149638113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.2368118391931057,0.0,0.2368118391931057,0.149808816480204,0.0263827610760927,177.77928812566114
0.15,20,26.084651007562673,periodic_fourier_energy,1827.4271169317255,1199.6378226699103,-3.826774197730363,periodic_fourier_energy_backward_difference,-4.550094133296502,0.0001156354264929,41.35279867228176,-1.604839148150461e-05,-1.853728661060927e-05,-0.0001009694587672,19.79593920991596,1.129000722030762e-05,1.2773582629863396e-05,-1.6240420670163536e-05,7.931209691825092e-06,1.920211011715567e-05,16104,0.0283132549375295,0.0661100596189498,0.075234904885292,0.0789005905389785,0.0023675349075347,0.0036331433802843,0.0032874741591513,0.0045530828647315,0.0,0.0752349092249869,0.6481908921557892,1.0397011019520996,0.060395069655577,5.105871187401923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.2039373368024826,0.0,0.2039373368024826,0.1337136548739932,0.0283132549375295,190.78785168833545
0.225,30,25.765122663334257,periodic_fourier_energy,1710.1964590191355,1140.9542408923849,-4.260377923045552,periodic_fourier_energy_backward_difference,-4.10209598155929,0.0005549517367324,41.25561216326236,8.713638224810971e-05,-1.6363420224152492e-05,-0.0001058076820346,19.810017268996795,2.993102671368273e-05,-4.354144514843949e-07,-9.35411051528432e-05,6.843641847224801e-06,2.5343633919171517e-05,16104,0.0293195843696594,0.068709559738636,0.0813952758908271,0.0862090811133384,0.0022327871993184,0.0032969540916383,0.003152726450935,0.0042168935760855,0.0,0.0813952817526538,0.6007405832831878,0.9414522039912832,0.04611373520158,5.8020611119342735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1936977419257164,0.0,0.1936977419257164,0.1263749862760731,0.0293195843696594,197.56896643019107
0.3,40,25.490703331636993,periodic_fourier_energy,1622.315954944337,1096.7336991742886,-3.658924422630179,periodic_fourier_energy_backward_difference,-3.698526712858063,-0.0034108397074945,41.15805579509022,6.199226043918094e-05,-2.9613359870950266e-05,-0.0001069213261848,19.812526890216635,3.652874891594512e-05,-2.027444424415423e-06,-9.984268900744086e-05,2.1479035955776963e-05,3.5342177446082826e-05,16104,0.0306655764579772,0.0715809762477874,0.0868830010294914,0.0925410687923431,0.0021027668844908,0.0031512849964201,0.0030227061361074,0.0040712244808673,0.0,0.0868829972241619,0.5706992016486093,0.969606792356942,0.0528310599521073,7.111560045526986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1746204007230699,0.0,0.1746204007230699,0.1130095621037921,0.0306655764579772,206.6388857837329
0.375,50,25.30653700796299,periodic_fourier_energy,1557.0071075534722,1065.5166019723276,-2.4555509823200334,periodic_fourier_energy_backward_difference,-3.400710399949153,0.0002812036272099,41.35677815817472,2.458510686154103e-05,-1.8627602862864023e-05,-9.461664698839912e-05,19.814852515301173,4.737704817861259e-05,-6.766741586940062e-06,-3.2237827062621314e-05,2.3426991649252404e-05,2.894424347554626e-05,16104,0.032800268381834,0.074682742357254,0.091873250901699,0.0981204360723495,0.0020302690099924,0.0029875298496335,0.002950208261609,0.0039074691012501,0.0,0.0918732513213262,0.5427299878078117,0.9372733502820167,0.0612988076378677,7.362458164073418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1763418728113174,0.0,0.1763418728113174,0.1115719973689245,0.032800268381834,221.02343065742104
0.45,60,25.096544908468314,periodic_fourier_energy,1482.707211658582,1029.198933744082,-2.799894659929028,periodic_fourier_energy_backward_difference,-3.0685665767237165,-0.0005480975342097,41.49821111390071,-3.022996127033384e-06,-1.598498533361692e-05,-0.0001081047997377,19.82033860150016,6.099034235900684e-05,-6.7791578876786585e-06,-2.0300504892694712e-05,2.9289504404804895e-05,3.685871579296901e-05,16104,0.0330192632973194,0.0775489881634712,0.0964662134647369,0.1035523787140846,0.0019107630942016,0.0029406566172838,0.0028307023458182,0.0038605958689004,0.0,0.0964662099018382,0.515148642893777,1.092135855653965,0.0525578123851015,8.113904626167447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1783485102653503,0.0,0.1783485102653503,0.1123630201922345,0.0330192632973194,222.49912003147256
0.525,70,25.26525755727956,periodic_fourier_energy,1410.9448276608623,991.733183292478,-2.7718904644188074,fourier_grid_transition_backward_difference,-2.8198197898279287,0.00017277623098,41.4328964788305,-4.592380945744878e-05,-1.4409828514416745e-05,-0.0001149692247395,19.822265718955677,7.683620448386545e-05,-7.021979951187265e-06,-4.663046844795942e-06,3.374214427927927e-05,3.8455273391598894e-05,16104,0.0338564589619636,0.0805054306983947,0.1006924211978912,0.1085000932216644,0.0018320372328162,0.0027805040590465,0.0027519767172634,0.0037004433106631,0.0,0.1006924258683837,0.4964097141576077,1.1260353086121286,0.0511543165427483,8.223671430381753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1580164611339569,0.0,0.1580164611339569,0.0973353939471303,0.0338564589619636,228.1405329545958
0.6,80,25.063642725220717,periodic_fourier_energy,1348.0721157115604,957.7198687836094,-2.688197760784544,periodic_fourier_energy_backward_difference,-2.6144643772345866,0.0004887121723442,41.53228093702316,-9.2626702021259e-05,-2.4135649040246676e-05,-0.0001555293894348,19.82346516637356,0.0001043309946222,-1.7117865704057437e-05,6.8114639070695105e-06,4.9578251676818355e-05,6.460763882503413e-05,16120,0.0346375107765197,0.0833539366722107,0.1046525165438652,0.1131621077656745,0.0017689982196316,0.0026293678674846,0.0026889375876635,0.0035493071191012,0.0,0.1046525148064748,0.4727757894582095,1.1050682882998522,0.0409189767252964,9.18662971509652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,filament refinement,0.0,0.0,0.0,0.0,0.150666242390871,0.0,0.150666242390871,0.0983575836131686,0.0346375107765197,233.4036225599847
0.675,90,24.903640418705823,periodic_fourier_energy,1293.58783932966,928.7231837487982,-2.13336408686525,periodic_fourier_energy_backward_difference,-2.426868679831423,-0.0005738868164818,41.67899245359489,-9.148834097660874e-05,-3.263686033605495e-05,-0.0001678661662189,19.822192319411812,0.00011256378389,-2.2895094021590383e-05,3.919555567165561e-05,6.174795085602824e-05,7.138086473779084e-05,16352,0.0343542248010635,0.0856474265456199,0.1083029434084892,0.1172884404659271,0.0016731049399822,0.0026723220944404,0.0025930441915988,0.003592261346057,0.0,0.1083029403078776,0.4487727391483826,1.0168110717550078,0.0482511604307821,9.345436173920774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,filament refinement,0.0,0.0,0.0,0.0,0.1509413345251232,0.0,0.1509413345251232,0.0964623178911942,0.0343542248010635,231.4947101869644
