figure,time,rms_percent,sampled_max_percent,covered_area_D2,valid_nodes
reference_fvm_vpm_fields,0.25,2.3155122893902442,15.236824674342131,6.415199887561798,880
reference_fvm_vpm_fields,0.5,1.7264072861264848,12.131842040647552,6.415199887561798,880
reference_fvm_vpm_fields,0.75,1.4794487218055474,10.81421095849138,6.415199887561798,880
reference_fvm_vpm_fields,1.0,1.4137418571963476,10.15864462264481,6.415199887561798,880
reference_fvm_vpm_fields,1.25,1.4390932372868144,10.03894681447371,6.415199887561798,880
reference_fvm_vpm_fields,1.5,1.482208428023833,10.004580815163328,6.415199887561798,880
reference_fvm_vpm_fields,1.75,1.5661098397426443,9.963550182135814,6.415199887561798,880
reference_fvm_vpm_fields,2.0,1.6407498528783557,9.873724894278373,6.415199887561798,880
reference_fvm_vpm_fields,2.25,1.7917553998559668,9.861995574486452,6.415199887561798,880
reference_fvm_vpm_fields,2.5,1.8623885641516378,10.883614567968031,6.415199887561798,880
reference_fvm_vpm_fields,2.75,1.9444527628862793,11.37250637214425,6.415199887561798,880
reference_fvm_vpm_fields,3.0,2.024970447608467,11.579593808769339,6.415199887561798,880
reference_fvm_vpm_fields,3.25,2.1018511973669103,10.872048379692837,6.415199887561798,880
reference_fvm_vpm_fields,3.5,2.2852374863498777,11.772373574267911,6.415199887561798,880
reference_fvm_vpm_fields,3.75,2.474919911033761,13.025165938058365,6.415199887561798,880
reference_fvm_vpm_fields,4.0,2.5628725039134146,12.868383916770535,6.415199887561798,880
reference_fvm_vpm_fields,4.25,2.5837401791493395,14.192856718475575,6.415199887561798,880
reference_fvm_vpm_fields,4.5,2.425608221367639,14.980319840209551,6.415199887561798,880
reference_fvm_vpm_fields,4.75,2.308850445276076,10.244807915668718,6.415199887561798,880
reference_fvm_vpm_fields,5.0,2.2685919807882264,9.883679810661649,6.415199887561798,880
reference_fvm_vpm_fields,5.25,2.334835061469863,9.193907646859342,6.415199887561798,880
reference_fvm_vpm_fields,5.5,2.4268109083413036,10.485410221596869,6.415199887561798,880
reference_fvm_vpm_fields,5.75,2.5227502802842654,10.59458807417782,6.415199887561798,880
reference_fvm_vpm_fields,6.0,2.5552087238870964,10.529460244987348,6.415199887561798,880
reference_fvm_vpm_fields,6.25,2.50860838444958,9.844348971943036,6.415199887561798,880
reference_fvm_vpm_fields,6.5,2.454600708472959,11.031699931072422,6.415199887561798,880
reference_fvm_vpm_fields,6.75,2.5699302100203893,11.353198026853878,6.415199887561798,880
reference_fvm_vpm_fields,7.0,2.7340258684298093,12.41251568455699,6.415199887561798,880
reference_fvm_vpm_fields,7.25,2.9546008081710564,13.375455704058234,6.415199887561798,880
reference_fvm_vpm_fields,7.5,3.2548545456694615,13.439726765387814,6.415199887561798,880
reference_fvm_vpm_fields,7.75,3.434880650812278,13.418420082453158,6.415199887561798,880
reference_fvm_vpm_fields,8.0,3.511482867969045,13.5004779883238,6.415199887561798,880
reference_fvm_vpm_fields,8.25,3.6179974108869986,14.231740270291581,6.415199887561798,880
reference_fvm_vpm_fields,8.5,3.94659271121586,17.332435077429334,6.415199887561798,880
reference_fvm_vpm_fields,8.75,4.0854083235307606,15.90414709812635,6.415199887561798,880
