figure,time,rms_percent,sampled_max_percent,covered_area_D2,valid_nodes
reference_fvm_coupled_fvm_fields,1.0,0.9929376618553807,9.523698642156528,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,2.0,1.1581423134568614,8.839743837382779,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,3.0,1.4334970906338385,9.587901294309576,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,4.0,1.6686508053570177,10.583502374238927,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,5.0,1.3126481893546171,8.226674229985482,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,6.0,1.596945313100835,11.854128634596059,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,7.0,1.3620184136869737,8.410285950454155,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,8.0,2.5131762268381834,11.742920250706366,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,9.0,3.0855845577918193,12.848713242679299,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,10.0,3.9345908109170296,18.921068774438787,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,11.0,3.9850774296488027,16.959984097544552,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,12.0,4.585370259004736,15.922362396533693,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,13.0,3.8891847491690084,13.87870524681385,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,14.0,5.780963077286093,22.043430115819035,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,15.0,6.510958883276002,24.912639783744595,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,16.0,7.903926077376877,36.00148227185657,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,17.0,9.068750948833964,37.94019722662764,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,18.0,10.48416507163748,49.96687566854667,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,19.0,10.873869672324973,53.717060034042454,7.654500205993653,1035
reference_fvm_coupled_fvm_fields,20.0,12.56076272572924,59.021389844173896,7.654500205993653,1035
