time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,power,rotational_power,translational_power
0.00015625,2,1443.1520446409938,-1443.1520446409938,0.0,7.535133e-05,5.9380345e-06,2.7155797,0.21722769744982118,-0.4077939309955104,-0.015244340942782292,2.7155797481536865,-2.7155797481536865,0.3920000000000001,0.0048002560667529896,962.0186258585213,-5417.602374512865,-67.51137215953715,0.004133430334524198,0.0011486607014805663,-67.48862383943847,2.2962922230362892e-08,-2.4664359443704598e-08,0.0,100,-6.383383039167416,-6.383383039167416,0.0
0.0003125,4,1358.850561516629,-1358.850561516629,0.0,-0.00063789246,-7.4455565e-05,2.5569496,0.22921034137830804,-0.36977456845582307,-0.014697865274776534,2.5569496154785156,-2.5569496154785156,0.3920000000000001,0.0048002560667529896,1015.0851858854612,-4912.509549149696,-65.09123984044622,-0.00981067005769952,-0.009655656404301844,-65.29678841676358,2.1820596884936094e-08,-1.6499847177442462e-07,0.0,200,-6.1760697996308025,-6.1760697996308025,0.0
0.00046875,6,1314.7893167804586,-1314.7893167804586,0.0,0.00033979525,6.211281e-05,2.4740396,0.24470459250394935,-0.34251188359784174,-0.014390482759003368,2.4740395545959473,-2.4740395545959473,0.3920000000000001,0.0048002560667529896,1083.7033149343108,-4550.320769484356,-63.72995990741492,-0.0039843370982884955,0.0005824741383488698,-63.619183975922816,4.3655745685100555e-10,1.4283802790560074e-07,0.0,300,-6.017394148548819,-6.017394148548819,0.0
0.000625,8,1295.4979037580276,-1295.4979037580276,0.0,-0.00014467942,-3.5822377e-05,2.437739,0.26267160159518677,-0.32099441097268755,-0.014140166518067971,2.4377388954162598,-2.4377388954162598,0.3920000000000001,0.0048002560667529896,1163.272345954089,-4264.457979660654,-62.621404741744264,0.0008963316516897645,-0.0004600877515723498,-62.669548930594694,-1.393345883116126e-08,-3.268392623212435e-07,0.0,400,-5.92757285098882,-5.92757285098882,0.0
0.00078125,10,1291.7160488827285,-1291.7160488827285,0.0,0.00017023928,5.4224496e-05,2.4306226,0.2822767482109342,-0.30224222604753287,-0.013924110913839252,2.4306225776672363,-2.4306225776672363,0.3920000000000001,0.0048002560667529896,1250.0960633181828,-4015.3324438052887,-61.66457686974992,0.0006250509177653253,0.0037680423222652506,-61.60687859204607,-2.0103470887988806e-08,-5.931046489493497e-07,0.0,500,-5.827060826426741,-5.827060826426741,0.0
0.0009375,12,1297.5876294501445,-1297.5876294501445,0.0,0.00045916697,0.00018191338,2.4416711,0.30281204663616296,-0.2844190656616804,-0.013853628752382285,2.441671133041382,-2.441671133041382,0.3920000000000001,0.0048002560667529896,1341.0390683058256,-3778.549135647667,-61.352438257094256,0.009387524957581246,0.017888963752381953,-61.19408901124669,2.8303475119173527e-09,-7.290824344252655e-07,0.0,600,-5.788017292887412,-5.788017292887412,0.0
0.00109375,14,1309.53174280396,-1309.53174280396,0.0,-9.2469796e-05,-4.2938103e-05,2.4641464,0.3237172590586904,-0.26643692286633425,-0.013687430230754081,2.464146375656128,-2.464146375656128,0.3920000000000001,0.0048002560667529896,1433.6202813099637,-3539.6537227878584,-60.61640838947844,0.004555157647222032,0.004752401504604034,-60.64965039285315,3.710738383233547e-08,-6.598660489132158e-07,0.0,700,-5.736521099946468,-5.736521099946468,0.0
0.00125,16,1324.028177405699,-1324.028177405699,0.0,-0.00040630213,-0.0002242501,2.4914243,0.344218600395409,-0.24740389487001263,-0.013628393159369154,2.491424322128296,-2.491424322128296,0.3920000000000001,0.0048002560667529896,1524.4129033031254,-3286.797145409866,-60.35495571583143,0.003057603573162728,-0.0005514818309066965,-60.50492265297474,7.278867997229099e-08,-5.878092261824008e-07,0.0,800,-5.722833665275374,-5.722833665275374,0.0
0.00140625,18,1339.1763763292865,-1339.1763763292865,0.0,-3.8905142e-05,-2.4357127e-05,2.5199287,0.363779874130782,-0.2269254711732932,-0.013550147552506825,2.5199286937713623,-2.5199286937713623,0.3920000000000001,0.0048002560667529896,1611.0423244122492,-3014.738273482101,-60.008435764292784,0.014637301773494232,0.029495240040850662,-60.02358021482229,8.40664142742753e-08,-5.142538634927973e-07,0.0,900,-5.677305982705219,-5.677305982705219,0.0
0.0015625,20,1354.1008163507777,-1354.1008163507777,0.0,0.00027190626,0.00020296503,2.548012,0.3820508890737827,-0.2049070682840806,-0.013424337309912953,2.5480120182037354,-2.5480120182037354,0.3920000000000001,0.0048002560667529896,1691.9576814079485,-2722.2205513954214,-59.45127018126651,0.004031752420769765,0.010180290318196256,-59.34301750617663,7.477137842215598e-08,-4.381048408497179e-07,0.0,1000,-5.6129327772619195,-5.6129327772619195,0.0
