time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z
0.06,10,-12.0,3.9,0.0,6.997052,0.001262715,8.418597e-05,9.905477054417133e-05,-1.5213678125292063e-05,-1.3261327694635838e-05
0.06,10,-11.833333,3.9,0.0,6.996956,0.0013178478,8.647051e-05,7.738429121673107e-05,-7.620034739375114e-05,-2.05438191187568e-05
0.06,10,-11.666667,3.9,0.0,6.9968557,0.0013751449,8.999929e-05,7.797195576131344e-05,-0.00011415692279115319,6.806829333072528e-06
0.06,10,-11.5,3.9,0.0,6.996751,0.0014354067,9.361934e-05,0.00017354357987642288,2.8532405849546194e-05,4.219992479193024e-05
0.06,10,-11.333333,3.9,0.0,6.9966416,0.0014988068,9.733904e-05,3.879913128912449e-05,-0.00014601770089939237,1.8159262253902853e-06
0.06,10,-11.166667,3.9,0.0,6.9965277,0.0015654971,0.00010118168,0.00015345762949436903,-2.078711986541748e-06,2.8847796784248203e-05
0.06,10,-11.0,3.9,0.0,6.9964085,0.0016357088,0.00010509323,4.5198830775916576e-05,-3.2753858249634504e-05,-2.3736709408694878e-05
0.06,10,-10.833333,3.9,0.0,6.9962845,0.0017096394,0.00010904856,4.8086512833833694e-06,-0.0001304812030866742,2.2734529920853674e-06
0.06,10,-10.666667,3.9,0.0,6.9961543,0.0017875044,0.00011314452,0.00010339845903217793,-0.00013189681340008974,7.963539246702567e-05
0.06,10,-10.5,3.9,0.0,6.996018,0.0018695432,0.00011725817,-0.00011632288806140423,-8.39458080008626e-05,1.3472934369929135e-05
0.06,10,-10.333333,3.9,0.0,6.995876,0.001956008,0.000121396035,0.0001096649793908,-0.00010838394518941641,1.9272774807177484e-05
0.06,10,-10.166667,3.9,0.0,6.9957266,0.002047167,0.00012554228,0.00015049311332404613,-0.00022507121320813894,-8.78674109117128e-06
0.06,10,-10.0,3.9,0.0,6.99557,0.0021432883,0.00012967829,8.495873771607876e-05,-0.00015989667735993862,8.925519068725407e-06
0.06,10,-9.833334,3.9,0.0,6.995406,0.0022446772,0.0001336839,0.00015704415272921324,-0.00010473653674125671,-6.204852616065182e-05
0.06,10,-9.666666,3.9,0.0,6.9952345,0.002351688,0.00013764389,-7.378985174000263e-05,-0.0003095559077337384,-2.2636959329247475e-05
0.06,10,-9.5,3.9,0.0,6.9950533,0.0024646223,0.00014135987,0.0001878745388239622,-0.00016389158554375172,4.404172796057537e-05
0.06,10,-9.333333,3.9,0.0,6.9948635,0.0025838283,0.00014485326,0.00016479589976370335,1.2193224392831326e-05,-4.43159879068844e-05
0.06,10,-9.166667,3.9,0.0,6.9946637,0.0027097457,0.00014800392,0.00010509067215025425,-0.00017834489699453115,-1.2501295714173466e-05
0.06,10,-9.0,3.9,0.0,6.9944534,0.0028427634,0.0001507774,-3.1623756512999535e-05,-0.00018834462389349937,-5.9583355323411524e-05
0.06,10,-8.833333,3.9,0.0,6.9942317,0.0029833075,0.00015292875,-9.859912097454071e-06,-0.000198655528947711,2.7483001758810133e-05
0.06,10,-8.666666,3.9,0.0,6.9939976,0.0031318646,0.00015443563,-3.492366522550583e-05,-7.458985783159733e-05,6.359985854942352e-05
0.06,10,-8.5,3.9,0.0,6.9937506,0.0032889193,0.00015507452,0.00016070879064500332,-0.00010776822455227375,3.0609851819463074e-05
0.06,10,-8.333334,3.9,0.0,6.9934893,0.0034550107,0.00015467033,6.288406439125538e-05,-0.00013601663522422314,3.0497219995595515e-05
0.06,10,-8.166666,3.9,0.0,6.9932127,0.0036307143,0.00015297718,0.00026867957785725594,-0.0001650766935199499,-1.1473479389678687e-05
0.06,10,-8.0,3.9,0.0,6.9929194,0.0038165927,0.00014977902,0.00023373239673674107,-0.000464992830529809,-8.132826042128727e-05
0.06,10,-7.8333335,3.9,0.0,6.992608,0.0040133335,0.00014460273,0.0002713310532271862,-0.00039390241727232933,-6.101706821937114e-05
0.06,10,-7.666667,3.9,0.0,6.992277,0.0042216172,0.0001371745,0.00029927329160273075,-0.00019040098413825035,6.832465442130342e-05
0.06,10,-7.5,3.9,0.0,6.9919243,0.004442195,0.0001269579,0.0002659412566572428,-0.0004217785317450762,-0.0001536054041935131
0.06,10,-7.333333,3.9,0.0,6.991548,0.0046763513,0.00011424534,0.0003334830980747938,-0.00030910386703908443,4.570181772578508e-05
0.06,10,-7.1666665,3.9,0.0,6.9911466,0.004924671,9.643659e-05,0.0004000435583293438,-0.00015587336383759975,-6.278074579313397e-06
0.06,10,-7.0,3.9,0.0,6.990716,0.0051875953,7.3455274e-05,0.00014523346908390522,-0.0002824384719133377,0.00010230971383862197
0.06,10,-6.8333335,3.9,0.0,6.9902534,0.0054660146,4.560128e-05,0.0003988342359662056,-0.0007065003737807274,0.00011469369928818196
0.06,10,-6.6666665,3.9,0.0,6.9897556,0.005762196,1.8410385e-05,0.0002591449301689863,-0.0005865581333637238,-5.8817953686229885e-05
0.06,10,-6.5,3.9,0.0,6.9892197,0.006075413,-2.3338944e-05,0.000359940342605114,-0.0005876757204532623,9.533789125271142e-06
0.06,10,-6.3333335,3.9,0.0,6.98863,0.006391328,-0.000104319304,7.182382978498936e-05,-0.00021579302847385406,-0.00013731744547840208
0.06,10,-6.166667,3.9,0.0,6.9880004,0.00674278,-0.00016830862,0.00032336311414837837,-0.00016988301649689674,-0.00016458882601000369
0.06,10,-6.0,3.9,0.0,6.987315,0.0071171406,-0.00024842843,-4.342151805758476e-05,-0.0005313870497047901,-0.00010883687355089933
0.06,10,-5.833333,3.9,0.0,6.9865675,0.0075151064,-0.00034473464,0.0001380746252834797,-0.001018790528178215,1.955153129529208e-05
0.06,10,-5.6666665,3.9,0.0,6.985749,0.00793827,-0.00045942888,-0.000280079897493124,-0.0009385822340846062,-4.101003287360072e-05
0.06,10,-5.5,3.9,0.0,6.9848523,0.008399584,-0.0006185621,-0.00033114454708993435,-0.0007592770271003246,-3.433878009673208e-05
0.06,10,-5.333333,3.9,0.0,6.9838614,0.008880836,-0.0007859841,-6.498931907117367e-05,-0.000982245896011591,2.2530730348080397e-05
0.06,10,-5.166667,3.9,0.0,6.9827633,0.009396511,-0.0009873658,4.8306072130799294e-05,-0.0007350137457251549,-5.5258977226912975e-05
0.06,10,-5.0,3.9,0.0,6.9815435,0.009947768,-0.0012293532,0.00026988773606717587,-0.0013116952031850815,-6.319803651422262e-05
0.06,10,-4.8333335,3.9,0.0,6.980181,0.010538552,-0.0015191808,-3.9400532841682434e-05,-0.0014247503131628036,-2.6074325433000922e-05
0.06,10,-4.666667,3.9,0.0,6.978654,0.011173226,-0.0018662736,-0.000475836917757988,-0.001169237308204174,2.7610803954303265e-07
0.06,10,-4.5,3.9,0.0,6.976934,0.011856698,-0.0022822693,0.0006049720104783773,-0.0010260427370667458,0.00016956732724793255
0.06,10,-4.333333,3.9,0.0,6.974988,0.012594996,-0.0027808398,-0.0006122261984273791,-0.0018706247210502625,5.158226122148335e-05
0.06,10,-4.1666665,3.9,0.0,6.9727755,0.013395239,-0.0033797622,-7.005658699199557e-05,-0.0019002053886651993,-0.00015245101531036198
0.06,10,-4.0,3.9,0.0,6.970247,0.014266016,-0.0040992796,-0.0008928943425416946,-0.0016913209110498428,1.8546823412179947e-05
0.06,10,-3.833333,3.9,0.0,6.9673433,0.015217878,-0.004965648,-0.0006386634195223451,-0.002205466851592064,4.776639980264008e-05
0.06,10,-3.666667,3.9,0.0,6.963991,0.016263625,-0.0060102046,-0.00020391447469592094,-0.0030017346143722534,-4.514178726822138e-05
0.06,10,-3.5,3.9,0.0,6.960099,0.017418882,-0.0072729588,-0.0004579317755997181,-0.003047708421945572,-0.00017625809414312243
0.06,10,-3.333334,3.9,0.0,6.955555,0.018702794,-0.008803561,-0.0009947284124791622,-0.0037821978330612183,7.361802272498608e-05
0.06,10,-3.166667,3.9,0.0,6.9502177,0.020139044,-0.010664076,-0.0017599044367671013,-0.002840224653482437,0.00021280295914039016
0.06,10,-3.0,3.9,0.0,6.943909,0.021756778,-0.012933791,-0.001343119889497757,-0.0054634734988212585,-8.265743963420391e-05
0.06,10,-2.833333,3.9,0.0,6.936403,0.023592222,-0.015708357,-0.00011235848069190979,-0.004451576620340347,0.00031062436755746603
0.06,10,-2.666666,3.9,0.0,6.9274054,0.025689939,-0.01911658,-0.0019812900573015213,-0.007498137652873993,0.00011843664105981588
0.06,10,-2.5,3.9,0.0,6.916534,0.028100781,-0.02328825,-0.00341115053743124,-0.004654988646507263,0.0002558379201218486
0.06,10,-2.333333,3.9,0.0,6.9032764,0.030900761,-0.028492153,-0.004166201688349247,-0.006816200911998749,9.97504685074091e-05
0.06,10,-2.166667,3.9,0.0,6.8869433,0.03417331,-0.034980893,-0.00497225858271122,-0.006812244653701782,1.2572156265377998e-05
0.06,10,-2.0,3.9,0.0,6.8665814,0.038025066,-0.043132693,-0.00396428513340652,-0.008265405893325806,-0.0006986318621784449
0.06,10,-1.833334,3.9,0.0,6.8408375,0.042593338,-0.05340129,-0.004913790267892182,-0.009491264820098877,1.6021542251110077e-05
0.06,10,-1.666667,3.9,0.0,6.8077393,0.04805444,-0.066432595,-0.010684261098504066,-0.010178282856941223,-2.051633782684803e-05
0.06,10,-1.5,3.9,0.0,6.764317,0.054642126,-0.08304381,-0.01332759764045477,-0.008374512195587158,-0.00030830944888293743
0.06,10,-1.333333,3.9,0.0,6.7059307,0.0626703,-0.10430336,-0.014577931724488735,-0.01173749566078186,-0.0018451050855219364
0.06,10,-1.166666,3.9,0.0,6.6250334,0.072560966,-0.13161027,-0.017042092978954315,-0.007307678461074829,-0.0027955714613199234
0.06,10,-1.0,3.9,0.0,6.508797,0.0848839,-0.16706413,-0.02138422429561615,0.008903861045837402,-0.003358153160661459
0.06,10,-0.833333,3.9,0.0,6.3344216,0.10037306,-0.21458185,-0.02542205899953842,0.06440085172653198,-0.002775385190034285
0.06,10,-0.666667,3.9,0.0,6.0597,0.11991445,-0.2815945,-0.02574864774942398,0.2726341485977173,-0.011908304877579212
0.06,10,-0.5,3.9,0.0,5.6048007,0.14433393,-0.3753618,-0.00882960855960846,0.7879248857498169,-0.028465897776186466
0.06,10,-0.33333397,3.9,0.0,4.8244276,0.17296489,-0.46481395,0.0675739049911499,1.8185656070709229,-0.05188399367034435
0.06,10,-0.16666698,3.9,0.0,3.4926417,0.1982684,-0.32725084,0.36950676143169403,3.567697137594223,-0.08862308133393526
0.06,10,0.0,3.9,0.0,1.3600473,0.051117674,1.5588909,0.1969972550868988,9.745375871658325,-0.8842275645583868
0.06,10,0.16666603,3.9,0.0,3.6008263,-0.15247159,3.145586,-1.0468674451112747,7.7585976123809814,-0.0925253052264452
0.06,10,0.33333397,3.9,0.0,4.8835306,-0.14205486,2.486722,-0.6068671084940434,8.819678783416748,-0.04762798314914107
0.06,10,0.5,3.9,0.0,5.5992355,-0.12408898,1.5083375,-0.41142130829393864,8.468966484069824,-0.021235374733805656
0.06,10,0.666667,3.9,0.0,6.0210624,-0.10547396,0.6404529,-0.2701359689235687,6.84118390083313,-0.005700668320059776
0.06,10,0.833333,3.9,0.0,6.2881165,-0.088874124,0.049951673,-0.17247584462165833,4.662924528121948,-0.004064204171299934
0.06,10,1.0,3.9,0.0,6.4679565,-0.075178795,-0.25349784,-0.10270515084266663,2.676762256771326,-0.0018077613785862923
0.06,10,1.166666,3.9,0.0,6.593817,-0.064347245,-0.34800184,-0.06514336913824081,1.3006532192230225,-0.0020987289026379585
0.06,10,1.333334,3.9,0.0,6.68379,-0.05586318,-0.3306917,-0.04095276817679405,0.539341151714325,-0.002881913911551237
0.06,10,1.5,3.9,0.0,6.749107,-0.04911795,-0.27354115,-0.028964117169380188,0.19467651844024658,-0.002776804845780134
0.06,10,1.666666,3.9,0.0,6.7973194,-0.04362347,-0.21390986,-0.022442679852247238,0.06916409730911255,-0.0021435152739286423
0.06,10,1.833334,3.9,0.0,6.8336,-0.03904973,-0.16469115,-0.01792733184993267,0.028264164924621582,-0.0013769363285973668
0.06,10,2.0,3.9,0.0,6.86145,-0.035184804,-0.12720767,-0.011930745095014572,0.01655048131942749,-0.0016776538686826825
0.06,10,2.166667,3.9,0.0,6.883226,-0.031885695,-0.09921184,-0.00901629775762558,0.010254472494125366,-0.001456051948480308
0.06,10,2.333333,3.9,0.0,6.900529,-0.029048404,-0.0781945,-0.007694467902183533,0.009439259767532349,-0.0011711010010913014
0.06,10,2.5,3.9,0.0,6.914467,-0.026591565,-0.062212467,-0.006059196777641773,0.008607551455497742,-0.0009604088263586164
0.06,10,2.666666,3.9,0.0,6.925827,-0.02445031,-0.049901247,-0.00505094975233078,0.007389426231384277,-0.0006081056199036539
0.06,10,2.833334,3.9,0.0,6.9351797,-0.022571787,-0.040293425,-0.004271443001925945,0.005122855305671692,-0.00046928226947784424
0.06,10,3.0,3.9,0.0,6.9429464,-0.020912934,-0.032730877,-0.0020928392186760902,0.005128234624862671,-0.00048344727838411927
0.06,10,3.166666,3.9,0.0,6.949449,-0.019439815,-0.026702061,-0.0035677459090948105,0.004706032574176788,-0.00012926786439493299
0.06,10,3.333334,3.9,0.0,6.954939,-0.018116975,-0.021873802,-0.002505645388737321,0.004156321287155151,-0.00021337863290682435
0.06,10,3.5,3.9,0.0,6.9596,-0.016924556,-0.01799497,-0.0019128629937767982,0.003294996917247772,-0.0003554039285518229
0.06,10,3.666667,3.9,0.0,6.963582,-0.015845735,-0.014836505,-0.0010693864896893501,0.0041004978120327,-0.00011018471559509635
0.06,10,3.833333,3.9,0.0,6.9670053,-0.014862727,-0.012260929,-0.001110253855586052,0.0030754953622817993,-0.00015519728185608983
0.06,10,4.0,3.9,0.0,6.9699655,-0.013962864,-0.010152534,-0.0010508059058338404,0.002791173756122589,-0.0002487294841557741
0.06,10,4.166666,3.9,0.0,6.9725394,-0.013135335,-0.008418709,-0.0013720213901251554,0.0019945576786994934,7.112024468369782e-05
0.06,10,4.333334,3.9,0.0,6.974788,-0.012371302,-0.0069878846,-0.0014719106256961823,0.0016903206706047058,-8.343104855157435e-05
0.06,10,4.5,3.9,0.0,6.9767647,-0.011663476,-0.0058040097,-0.0009076623246073723,0.001588325947523117,4.8096029786393046e-05
0.06,10,4.666666,3.9,0.0,6.978509,-0.011005726,-0.004821509,-0.0007789153605699539,0.0017079785466194153,-3.290886525064707e-06
0.06,10,4.833334,3.9,0.0,6.9800563,-0.010392938,-0.0040042996,-0.0003863503225147724,0.002238776534795761,-3.613359876908362e-05
0.06,10,5.0,3.9,0.0,6.981436,-0.009820772,-0.0033231378,-3.9993785321712494e-05,0.0015233494341373444,-7.255625678226352e-05
0.06,10,5.166668,3.9,0.0,6.9826703,-0.009285483,-0.0027543008,-0.00039996951818466187,0.0015229173004627228,-0.00010679633123800159
0.06,10,5.333332,3.9,0.0,6.9837804,-0.008783981,-0.0022788793,0.00035909609869122505,0.0013492945581674576,-9.122348274104297e-05
0.06,10,5.5,3.9,0.0,6.984782,-0.008313487,-0.0018807873,0.0005073682405054569,0.0006293505430221558,-8.440820965915918e-05
0.06,10,5.666666,3.9,0.0,6.9856896,-0.007871613,-0.001547724,0.00024107703939080238,0.0008775591850280762,7.285020546987653e-05
0.06,10,5.833334,3.9,0.0,6.986515,-0.0074561383,-0.0012678206,0.00036095408722758293,0.0010710209608078003,9.584121289663017e-05
0.06,10,6.0,3.9,0.0,6.987269,-0.0070650936,-0.0010335818,-0.0002970481291413307,0.000809171237051487,-1.82757357833907e-05
0.06,10,6.166666,3.9,0.0,6.9879594,-0.0066969665,-0.0008366369,0.0002826596610248089,0.0011764271184802055,7.011186971794814e-05
0.06,10,6.333334,3.9,0.0,6.988594,-0.006350215,-0.00067159534,-5.9439800679683685e-05,0.0003650737926363945,4.52379317721352e-05
0.06,10,6.5,3.9,0.0,6.9891768,-0.0060267714,-0.00051189587,0.0002727103419601917,0.0007620207034051418,-9.350347681902349e-06
0.06,10,6.666668,3.9,0.0,6.989717,-0.005717127,-0.00039584562,-0.00024412944912910461,0.0005025058053433895,3.481522435322404e-05
0.06,10,6.833332,3.9,0.0,6.9902186,-0.005425658,-0.0003011264,5.858158692717552e-05,0.0005108942277729511,-0.00010583130642771721
