time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z
0.06,10,-12.0,0.0,0.0,6.9963436,8.400764e-07,-1.990686e-06,6.439525168389082e-05,-5.8679353969637305e-05,8.543636567992507e-05
0.06,10,-11.833333,0.0,0.0,6.99621,9.2159166e-07,-2.1731466e-06,0.00010909640695899725,4.567929863696918e-06,4.431436673257849e-05
0.06,10,-11.666667,0.0,0.0,6.9960694,9.839441e-07,-2.3206435e-06,0.00010662991553544998,2.0172599761281163e-05,9.48349952523131e-06
0.06,10,-11.5,0.0,0.0,6.995922,1.0446042e-06,-2.5130512e-06,0.0001293832901865244,-7.127819117158651e-07,2.2729606826032978e-05
0.06,10,-11.333333,0.0,0.0,6.9957676,1.1377676e-06,-2.7464157e-06,0.0001789964735507965,0.00010923913214355707,1.945646499734721e-05
0.06,10,-11.166667,0.0,0.0,6.9956055,1.2103501e-06,-2.9803919e-06,7.070135325193405e-05,4.458211697055958e-05,-6.117006159911398e-05
0.06,10,-11.0,0.0,0.0,6.9954357,1.2967148e-06,-3.2345579e-06,0.00018098857253789902,-1.9572613382479176e-05,-1.748483737173956e-05
0.06,10,-10.833333,0.0,0.0,6.9952574,1.3977976e-06,-3.5268222e-06,0.0002349617425352335,-5.61667256988585e-05,-8.654628891235916e-05
0.06,10,-10.666667,0.0,0.0,6.9950695,1.5390528e-06,-3.843856e-06,0.00018208380788564682,2.7309899451211095e-05,-2.737288195930887e-05
0.06,10,-10.5,0.0,0.0,6.994873,1.6431954e-06,-4.2030865e-06,5.7775527238845825e-05,-7.215737423393875e-05,3.444994490564568e-05
0.06,10,-10.333333,0.0,0.0,6.994665,1.7898087e-06,-4.6034415e-06,0.0003481241874396801,-2.5554247258696705e-05,-2.1605788788292557e-05
0.06,10,-10.166667,0.0,0.0,6.9944477,1.945195e-06,-5.043649e-06,0.00019405502825975418,6.617112376261503e-05,8.216268361138646e-05
0.06,10,-10.0,0.0,0.0,6.994218,2.10249e-06,-5.542281e-06,0.0002190857194364071,2.131144719896838e-05,2.3457205315935425e-05
0.06,10,-9.833334,0.0,0.0,6.993976,2.2811278e-06,-6.0417015e-06,0.00013967929407954216,3.219611244276166e-07,2.4940117327787448e-05
0.06,10,-9.666666,0.0,0.0,6.993722,2.4871802e-06,-6.6363e-06,0.00034287176094949245,7.108683348633349e-06,4.3355348680051975e-05
0.06,10,-9.5,0.0,0.0,6.993454,2.7234573e-06,-7.349347e-06,0.00024043070152401924,-1.9578903447836637e-05,2.0645884433179162e-05
0.06,10,-9.333333,0.0,0.0,6.993171,2.9847793e-06,-8.129517e-06,0.00020334403961896896,-2.3746204533381388e-05,4.783828535437351e-05
0.06,10,-9.166667,0.0,0.0,6.9928727,3.2769592e-06,-8.926863e-06,0.00021825777366757393,-5.2501018217299134e-05,1.691850229690317e-05
0.06,10,-9.0,0.0,0.0,6.9925575,3.5994426e-06,-9.910569e-06,0.000189218670129776,8.128438639687374e-05,-3.458077208051691e-05
0.06,10,-8.833333,0.0,0.0,6.9922247,3.9146885e-06,-1.0983103e-05,0.00043963268399238586,-5.656601570080966e-05,-5.5188713304232806e-05
0.06,10,-8.666666,0.0,0.0,6.9918733,4.310331e-06,-1.2169217e-05,0.00029856571927666664,-7.052902947179973e-05,-3.362798270245548e-05
0.06,10,-8.5,0.0,0.0,6.9915013,4.780524e-06,-1.3513125e-05,0.00040263542905449867,4.549457298708148e-05,-4.444636306288885e-05
0.06,10,-8.333334,0.0,0.0,6.9911084,5.34259e-06,-1.4836218e-05,0.00040433090180158615,2.0675357518484816e-05,3.796113105636323e-05
