time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,unsteady_force_x,unsteady_force_y,unsteady_force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,force_density,force_units,moment_units,reference_speed,reference_speed_units,power,rotational_power,translational_power
0.006,1,-3.0220538570371615e-06,43.67103116321405,1.0660175234738533e-06,9347.191,-0.00022816658,-0.0006468296,9285.296875,7.08550214767456e-05,0.00010763481259346008,-5676.837893104593,2253.1625062482517,30653.85103186421,-0.0006468296051025391,9347.19140625,30.012500000000003,7.131576025264337,-5.304553074039284,7.380559986932568,28.643583414584864,-5.304556265541993,4.998237263909256e-07,1.6250696391280408e-05,9.320676326751709e-06,-1.8775426752881685e-05,0.0,135,1.225,N,N*m,7.0,m/s,6.956677409781246,6.956677409781246,0.0
0.012,2,-1.685641949486636e-06,0.2624825919401119,1.2986606012480378e-06,56.180836,-0.00027796067,-0.00036078878,-28.652124404907227,-0.00017457173089496791,-2.50857301580254e-05,-3000.1267598878403,13.543418165414144,184.25027624597263,-0.0003607887774705887,56.18083572387695,30.012500000000003,7.131576025264337,-2.803379614908681,0.04436342692582424,0.17216721485746925,-2.803379567343445,-7.420234656830908e-06,6.61382000496325e-06,3.241002559661865e-07,-2.1672195657629345e-05,0.0,270,1.225,N,N*m,7.0,m/s,14.703808871851612,14.703808871851612,0.0
0.018,3,2.06239789779314e-06,0.3663694015018204,-2.1347850268443377e-06,78.4164,0.00045692176,0.00044142827,-29.610004425048828,0.0009209885611198843,0.000144629564601928,-2997.965416934506,18.941323703005896,257.169686260891,0.0004414282739162445,78.41639709472656,30.012500000000003,7.131576025264337,-2.8013600119848263,0.06204504798667192,0.2403045983507695,-2.80135810760967,7.363103926308031e-05,6.20437932723976e-06,2.4121254682540894e-05,-4.3377593573978857e-05,0.0,405,1.225,N,N*m,7.0,m/s,33.05143953284671,33.05143953284671,0.0
0.024,4,9.618576836549322e-07,0.47227885065703323,2.8580210371903206e-06,101.08488,-0.0006117206,0.00020587258,-30.14850616455078,-0.0007330614607781172,0.00011633208487182856,-2996.269198299462,24.409209716672986,331.5063153943427,0.00020587258040905,101.08487701416016,30.012500000000003,7.131576025264337,-2.7997750307075395,0.07995590022820712,0.309766260284526,-2.799774885563355,-2.8537201365918146e-05,4.737679289865105e-06,2.9742717742919922e-05,-4.879885619901714e-05,0.0,540,1.225,N,N*m,7.0,m/s,58.70432639620468,58.70432639620468,0.0
0.03,5,1.4044739099921485e-06,0.5795765776634222,7.418331845203528e-07,124.0505,-0.00015877932,0.00030060858,-30.1951961517334,-7.855793228372931e-06,-0.00011944532161578536,-2995.142027367963,30.023789274549152,406.8129141090501,0.0003006085753440857,124.05049896240234,30.012500000000003,7.131576025264337,-2.7987217792069257,0.09834726841110403,0.38013428157200363,-2.798719100025841,-7.883108523761098e-06,1.8486200302085668e-06,4.307553172111511e-05,-4.9030505566705074e-05,0.0,675,1.225,N,N*m,7.0,m/s,91.64971421352232,91.64971421352232,0.0
0.036,6,-1.9117929861124443e-06,0.6876481286837578,6.432977497874849e-06,147.18175,-0.0013768915,-0.00040919334,-29.727096557617188,-0.0005191710661165416,-0.00012492694077081978,-2994.6721910910933,35.71607231239228,482.6517122532962,-0.00040919333696365356,147.18174743652344,30.012500000000003,7.131576025264337,-2.7982827546101885,0.11699316559202005,0.4509996008576134,-2.798284284288049,-5.3839898918064704e-05,-6.932901216665534e-06,-1.7583370208740234e-05,-2.887702669251979e-05,0.0,810,1.225,N,N*m,7.0,m/s,131.88241932608915,131.88241932608915,0.0
0.042,7,2.782179028332279e-07,0.7956986846170689,4.006659792115493e-06,170.3085,-0.00085757114,5.9548765e-05,-28.789318084716797,-0.0005498351529240608,8.828892896417528e-05,-2994.951249193645,41.511972036792166,558.4818101611498,5.9548765420913696e-05,170.30850219726562,30.012500000000003,7.131576025264337,-2.7985435121910105,0.13597847423067985,0.5218567904649465,-2.7985436680728704,-2.8320969031161137e-05,-4.946942317037109e-06,5.207955837249756e-06,-2.1517188715236557e-05,0.0,945,1.225,N,N*m,7.0,m/s,179.4064878544729,179.4064878544729,0.0
0.048,8,1.9647388015906226e-06,0.9031664397475782,3.129799113683336e-06,193.31052,-0.000669891,0.00042052567,-27.431982040405273,-0.00012697794591076672,0.00012226049148011953,-2996.038797730263,47.394386554491106,633.9052558189273,0.0004205256700515747,193.31051635742188,30.012500000000003,7.131576025264337,-2.799559739717975,0.1552471745998207,0.5923339959184556,-2.799559074604304,1.2838636240737536e-05,7.358598104664046e-06,5.2053481340408325e-05,-4.739189796154619e-05,0.0,1080,1.225,N,N*m,7.0,m/s,234.23591500293327,234.23591500293327,0.0
0.054,9,2.0902632004165992e-06,1.0097040661840007,-5.522281623752495e-06,216.11345,0.0011819694,0.00044739246,-25.698043823242188,0.000981190474703908,-0.0003416120889596641,-2997.993095015992,53.369993056590474,708.6465753537826,0.00044739246368408203,216.1134490966797,30.012500000000003,7.131576025264337,-2.8013858749485037,0.174821138805574,0.6621738088146356,-2.8013845706871012,4.527055779964247e-05,2.770503797226835e-06,2.0984560251235962e-05,-4.261997024990194e-05,0.0,1215,1.225,N,N*m,7.0,m/s,296.3958444552656,296.3958444552656,0.0
0.06,10,5.958736502726373e-06,1.114872912753292,-3.0080428835131864e-06,238.62341,0.00064383075,0.0012753867,-23.694473266601562,0.0003240991209167987,0.0005107785109430552,-3000.8218141040734,59.43117615317867,782.4269040640587,0.0012753866612911224,238.6234130859375,30.012500000000003,7.131576025264337,-2.8040290877399947,0.19467542153577938,0.7311156522904033,-2.8040235782709306,6.050600500333899e-07,1.0221208823491972e-05,8.471310138702393e-05,-9.315442807888985e-05,0.0,1350,1.225,N,N*m,7.0,m/s,365.9174480662448,365.9174480662448,0.0
