time,step,total_kinetic_energy,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient,strain_increment_infinity,strain_increment_spectral,maximum_particle_strength,maximum_particle_vorticity
0.0,0,19.614145278930664,2223.721435546875,1710.255126953125,0.0,direct_energy_backward_difference,-3.943690061569214,2.3414031602442265e-08,41.0161247253418,0.0,1.282431185245514e-06,2.235174179077149e-07,4.815869033336639e-06,9.868526831269264e-07,1.3550743460655212e-07,8.396455086767673e-09,-6.44940882921219e-08,-1.313164830207825e-07,6688,0.0163390580564737,0.0799999982118606,0.07999999076128,0.0799999982118606,0.0009720067610032,0.0015833734069019,0.0020192041993141,0.0026305709034204,0.0,0.0799999982118606,0.4932682827496018,0.5335242985644993,1.523987638974083e-07,1.371703224991991,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,,,,
0.07798592212,10,19.40582275390625,2191.08740234375,1705.8935546875,-2.671283731233697,direct_energy_backward_difference,-3.630152940750122,1.6007106751203535e-09,41.98298645019531,1.234002411365509e-07,7.903436198830605e-07,-9.274808689951896e-07,1.5085097402334211e-06,-1.2652017176151276e-05,9.614916052669288e-06,-2.231681719422341e-07,-1.4798715710639954e-06,8.360948413610458e-07,6688,0.017300920560956,0.0821870863437652,0.0837696567177772,0.0849410742521286,0.0008809763239696,0.0016601061215624,0.0019281739369034,0.0027073035016655,0.0,0.0837696577805544,0.4419155856218696,0.5086747171825463,0.0650734663915461,3.8487897667632422,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1946746160491109,0.0,0.1946746160491109,0.1280564523267283,0.017300920560956,349.74489580992207
0.15597184424,20,18.99977684020996,2142.280029296875,1683.788818359375,-5.206656569008574,direct_energy_backward_difference,-3.4662458896636963,1.0926974937319756e-05,43.085018157958984,7.566297426819801e-06,5.363253876566887e-07,-1.8933205865323544e-06,6.395857781171799e-06,-8.132017683237791e-06,6.766997103113681e-06,-9.497744031250476e-07,-1.2436648830771446e-06,1.6876147128641603e-06,6688,0.0176366064697504,0.0843547955155372,0.0872035026550293,0.0890359878540039,0.0008031363249756,0.0013194831553846,0.0018503337632864,0.0023666806519031,0.0,0.0872035086985998,0.4182040965048047,0.4603989309694231,0.0502908336989402,3.3666877623129263,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1690751623589875,0.0,0.1690751623589875,0.1087013616891893,0.0176366064697504,356.5309181364514
0.23395776636,30,18.479116439819336,2096.5966796875,1662.5477294921875,-6.676338321543012,direct_energy_backward_difference,-3.3578853607177734,2.911081537604332e-06,44.41847229003906,1.2243091077834832e-05,2.4284818209707737e-06,7.008202373981476e-07,-2.7276109904050827e-06,1.9832514226436615e-05,-1.162676198873669e-06,-4.36473055742681e-06,-2.759508788585663e-06,6.323680281639099e-07,6688,0.0178362820297479,0.0864669978618621,0.0904056578874588,0.092918261885643,0.0007449224358424,0.0011744098737835,0.0017921200487762,0.002221607370302,0.0,0.0904056512891052,0.4043299605377666,0.448340862974346,0.0089604818183137,1.964503134665502,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.150400475620096,0.0,0.150400475620096,0.1009920910225191,0.0178362820297479,360.9641375413968
0.31194368848,40,18.196720123291016,2124.7548828125,1698.1873779296875,-3.621119156529125,direct_energy_backward_difference,-3.2337558269500732,-3.8809594116173685e-06,46.22806167602539,5.163718014955521e-06,2.8703361749649048e-06,5.1688402891159064e-08,3.1352974474430084e-06,5.073589272797108e-05,-1.9810395315289497e-05,-1.9368017092347145e-06,-2.5203917175531387e-06,1.5881378203630447e-06,6688,0.018825214356184,0.0884890630841255,0.093384064733982,0.0965344980359077,0.0006729031447321,0.0011768529657274,0.0017201005248352,0.0022240504622459,0.0,0.0933840605998456,0.4158110241767586,0.4501980944172625,0.0541983381245271,3.1759137705218534,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1572030325768026,0.0,0.1572030325768026,0.1014873767468706,0.018825214356184,380.022898400995
0.3899296106,50,17.768707275390625,2145.783203125,1726.773681640625,-5.488334769470193,direct_energy_backward_difference,-3.2320001125335693,2.053682692348957e-06,48.295143127441406,6.954942364245653e-06,2.4028122425079346e-06,7.972121238708496e-07,7.441965863108635e-06,5.394272739067674e-05,-2.018932718783617e-05,-1.722939487081021e-06,-9.818468242883682e-07,1.594657078385353e-06,6688,0.0196223128587007,0.0906740576028823,0.0961691588163375,0.0998189747333526,0.0006227610865607,0.0011093270732089,0.0016699585830792,0.0021565244533121,0.0,0.0961691489862055,0.4085487773432253,0.460463955039224,0.0513079535904066,3.116466182706535,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1404643798818421,0.0,0.1404643798818421,0.0912823481629984,0.0196223128587007,396.61570576143066
0.46791553272,60,17.196260452270508,2157.58154296875,1747.1988525390625,-7.340386669266671,direct_energy_backward_difference,-3.286167621612549,4.861911293119192e-06,50.58647918701172,1.518029603175819e-05,3.642635419964791e-07,-7.10831955075264e-07,4.112953320145607e-07,4.1963940020650625e-05,-4.204921424388886e-07,-6.708138243993744e-06,-1.9961735233664513e-06,1.412583515048027e-06,6688,0.0202526673674583,0.0929083600640297,0.0988291352987289,0.1029155179858207,0.0006102479528635,0.0010852125706151,0.001657445449382,0.0021324101835489,0.0,0.0988291218758752,0.3986176029096175,0.4733728347371703,0.0129046905551869,1.865246110827676,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.137308324622786,0.0,0.137308324622786,0.0824403406432532,0.0202526673674583,406.967684543344
0.54590145484,70,16.724658966064453,2219.826904296875,1806.4058837890625,-6.04726434445929,direct_energy_backward_difference,-3.3840506076812744,-5.515030352398753e-07,53.48250198364258,2.0525185391306877e-06,-3.993045538663864e-07,1.789652742445469e-06,-6.50063157081604e-07,2.324383240193129e-05,2.0232866518199444e-05,-1.3610697351396084e-06,-1.1834781616926191e-06,2.144661266356706e-06,6688,0.0214667208492755,0.0951230525970459,0.101369209587574,0.1057739481329917,0.0005871242028661,0.0010548784630373,0.0016343217575922,0.0021020760759711,0.0,0.1013692114869818,0.3880939409321222,0.4796366115159879,0.0265745355792955,2.0482635652006413,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.138016346054372,0.0,0.138016346054372,0.0850208182815083,0.0214667208492755,430.16291282722295
0.62388737696,80,16.175731184434788,2286.405156047977,1607.0322342837212,-5.317889814353266,fourier_transition_viscous_rate,-5.317889814353266,-2.781633221612257e-07,59.04418856914573,1.3147296078486193e-06,-1.4114344183413507e-06,3.714471267901587e-06,-1.121279795311779e-06,1.9478303687420428e-05,2.7705156532000584e-05,-5.583881867503728e-07,-1.0653575570693335e-06,2.1052782682970917e-08,39730,0.0213649775832891,0.0799999982118606,0.0799999833106994,0.0799999982118606,0.0017230579396709,0.0037765672896057,0.0027702553197741,0.0048237647861242,0.0,0.0799999982118606,0.6450567094682103,0.797589404292037,0.0019760517613529,3.161078941290691,1,1,-0.0001429295103854,-5.030428389467488,conservative regularization,1.5687762624201158e-10,0.0358793092178116,-0.6310083001704012,0.0,0.2427883987931129,0.0,0.2427883987931129,0.1640871219036415,0.0213649775832891,170.9198125480577
0.70187329908,90,15.484653539434229,2314.5762521055303,1623.1824795085547,-8.861569193695923,periodic_fourier_energy_backward_difference,-6.140411638899731,-2.0998651266259947e-05,64.59305510855599,3.177138365195731e-05,-2.450721345609308e-06,2.9672307393369124e-06,1.223958858173694e-06,2.915425747510378e-05,6.423453523539808e-05,-0.0004632374774694,-3.150799384839116e-06,8.882871006888863e-07,39730,0.0223587080836296,0.0828166231513023,0.0851815268397331,0.0884668380022049,0.0016729950439184,0.0040360023267567,0.0027201923076063,0.0050831995904445,0.0,0.0851815312260678,0.5885386008153906,0.7827000479884695,0.0251578962445805,5.040678326842999,1,1,-0.0001429295103854,-5.030428389467488,conservative regularization,1.5687762624201158e-10,0.0358793092178116,-0.6310083001704012,0.0,0.2498577848401134,0.0,0.2498577848401134,0.1727165662709558,0.0223587080836296,178.86965617318407
