7.778000e-04,1.068854e+00
1.944000e-03,1.072482e+00
2.852000e-03,1.044700e+00
3.630000e-03,1.013290e+00
4.537000e-03,1.026850e+00
5.444000e-03,1.054308e+00
6.352000e-03,1.035532e+00
7.259000e-03,1.004270e+00
8.037000e-03,9.952242e-01
8.944000e-03,9.972610e-01
9.981000e-03,9.890917e-01
1.076000e-02,9.757391e-01
1.167000e-02,1.001674e+00
1.257000e-02,1.013000e+00
1.348000e-02,9.988833e-01
1.439000e-02,9.982119e-01
1.517000e-02,1.003317e+00
1.620000e-02,1.016560e+00
1.698000e-02,1.023995e+00
1.750000e-02,1.004855e+00
1.893000e-02,1.003686e+00
1.957000e-02,9.784676e-01
2.061000e-02,9.951983e-01
2.139000e-02,9.883213e-01
2.243000e-02,9.216989e-01
2.333000e-02,9.117251e-01
2.424000e-02,8.981581e-01
2.515000e-02,8.469819e-01
2.606000e-02,8.052997e-01
2.696000e-02,7.744481e-01
2.826000e-02,7.050418e-01
2.865000e-02,6.926701e-01
2.930000e-02,6.551762e-01
3.033000e-02,5.960561e-01
3.124000e-02,5.502552e-01
3.228000e-02,5.348300e-01
3.319000e-02,5.022733e-01
3.409000e-02,4.503320e-01
3.487000e-02,4.050889e-01
3.578000e-02,3.350819e-01
3.669000e-02,2.521564e-01
3.759000e-02,2.197005e-01
3.850000e-02,2.101223e-01
3.941000e-02,2.162904e-01
4.031000e-02,2.066537e-01
4.109000e-02,1.945138e-01
4.200000e-02,1.956966e-01
4.278000e-02,1.980277e-01
4.381000e-02,1.886947e-01
4.472000e-02,1.796747e-01
4.563000e-02,1.561438e-01
4.654000e-02,1.069260e-01
4.744000e-02,-2.653000e-03
