time,step,surface,lift,drag,lift_coefficient,drag_coefficient,panel_count,rotational_power,translational_power,power,force_x,force_y,force_z,moment_x,moment_y,moment_z,rotation_centre_x,rotation_centre_y,rotation_centre_z,translation_velocity_x,translation_velocity_y,translation_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,position_x,position_y,position_z,centroid_x,centroid_y,centroid_z
0.0125,1,flat_plate,2338.094755046581,450.5576536368333,4.676189510093162,0.9011153072736666,224,0.0,0.0,0.0,-45.40534591674805,0.0,2380.677978515625,0.00013535266350572783,-1260.6961726062,3.124337438060315e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.025,2,flat_plate,330.70009911077005,21.948386794493956,0.6614001982215401,0.043896773588987914,224,0.0,0.0,0.0,-47.287654876708984,0.0,328.0368347167969,-0.0004911592717409263,-61.922720612128614,-4.283248161290887e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.0375,3,flat_plate,401.4006572952858,34.26729980885748,0.8028013145905716,0.06853459961771496,224,0.0,0.0,0.0,-49.93741226196289,0.0,399.753662109375,0.00025908751726433366,-107.93223671644228,3.888402161575377e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.05,4,flat_plate,431.5892259299003,37.84565407817915,0.8631784518598006,0.0756913081563583,224,0.0,0.0,0.0,-52.713809967041016,0.0,430.0265197753906,6.538550418611067e-05,-124.78260537754977,-3.2216459788653173e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.0625,5,flat_plate,439.56196886377353,36.912141302017545,0.879123937727547,0.07382428260403509,224,0.0,0.0,0.0,-55.284549713134766,0.0,437.6309509277344,8.537544926667806e-05,-126.04396463709418,2.4465847121291073e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.075,6,flat_plate,441.55306974573006,34.98671411504889,0.8831061394914601,0.06997342823009778,224,0.0,0.0,0.0,-57.58187484741211,0.0,439.17822265625,-0.0004585687006439798,-123.48885805421742,-6.107680402926696e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.0875,7,flat_plate,443.4670815132969,33.28657526551703,0.8869341630265938,0.06657315053103406,224,0.0,0.0,0.0,-59.64280700683594,0.0,440.6969299316406,6.811054025490648e-05,-121.35555518657202,-8.346661122562299e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1,8,flat_plate,446.14917555259944,31.947294582887938,0.8922983511051988,0.06389458916577588,224,0.0,0.0,0.0,-61.510459899902344,0.0,443.0419616699219,0.00019433423903336688,-120.14685913227731,6.402206426264073e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.1125,9,flat_plate,449.0440941409757,30.823864849199083,0.8980881882819514,0.061647729698398164,224,0.0,0.0,0.0,-63.21122741699219,0.0,445.6400451660156,-0.00015744152167229686,-119.40481715492206,1.074667035264043e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
0.125,10,flat_plate,451.87091907112773,29.832910342414817,0.9037418381422555,0.05966582068482963,224,0.0,0.0,0.0,-64.76825714111328,0.0,448.1990661621094,0.0003048644624215058,-118.89384885234176,5.738457364668631e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000596046448,-6.988644827288226e-07,0.0
