time,step,reference_speed,R1,Rinf,edge_R1,edge_Rinf,interior_R1,interior_Rinf,collocation_R1,collocation_Rinf,off_grid_R1,off_grid_Rinf,independent_surface_R1,independent_surface_Rinf,two_sided_trace_R1,two_sided_trace_Rinf,transport_R1,transport_Rinf,transport_filter_radius,transport_operator,transport_filter_radii,boundary_filter_radius,stage_boundary_residual,stage_near_wake_elapsed,stage_near_wake_matrix_norm,n_probes,n_panels,n_edge_panels,wing_0_R1,wing_0_Rinf,wing_0_n_probes,wing_1_R1,wing_1_Rinf,wing_1_n_probes
0.02,1,1.0,0.25411325501156984,2.0025797035590505,0.25411325501156984,2.0025797035590505,0.0,0.0,1.4224732503009818e-16,3.885780586188048e-16,0.3811698825173546,2.0025797035590505,0.5598325709418505,2.0025797035590505,0.20250719409285894,0.6792084068660469,0.20123476664593476,0.45918892911527986,1.25,symmetric_pair_radius:GAUSSIAN:DirectInduction:uniform_target_core,"1.25,1.25",1e-08,0.0,0.0,0.0,224,8,8,0.263516017949007,2.0025797035590505,112,0.24471049207413267,1.9020152846439984,112
