time,step,surface,wing_uid,segment_uid,station_id,half,span_index,span_coordinate,span_coordinate_absolute,min_span_edge,max_span_edge,chord_index,chord_fraction,panel_chord,panel_circulation,pressure_jump_coefficient,pressure_jump_coefficient_type,panel_force_x,panel_force_y,panel_force_z,panel_force_units,force_density,unsteady_force_x,unsteady_force_y,unsteady_force_z,relative_velocity_x,relative_velocity_y,relative_velocity_z,relative_velocity_units,bound_x,bound_y,bound_z,span_coordinate_normalized
0.02,1,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:mirror:0,mirror,0,-0.25000000000000006,0.25000000000000006,-0.5000000000000001,7.918349979812747e-19,0,0.5000000000000003,0.9999999999999997,-0.4942651544296714,-9.761736799986007,circulation_proxy,0.9848353038710559,-0.05824241828471334,9.706953229002742,N,1.0,0.968714569486556,-0.05529988899653504,9.216537566045726,1.9844590951885317,0.03702342929401893,-0.06501014925411824,m/s,1.8486304738420685,-0.2507387028593627,0.122365663567844,-0.25
0.02,1,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:mirror:1,mirror,1,-0.7500000000000001,0.7500000000000001,-1.0000000000000002,-0.5,0,0.5000000000000003,0.9999999999999997,-0.5275356323149218,-10.418828738219705,circulation_proxy,1.0332460054977821,-0.06214926613422735,10.358086723540625,N,1.0,1.0339216680901626,-0.05902229126873046,9.83693049992255,1.9758498673685603,0.04065112035065445,0.002805536629652383,m/s,1.8486304738420685,-0.7507297028863626,0.11936568156781159,-0.75
0.02,1,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:orig:0,orig,0,0.25,0.25,2.4940046078362913e-19,0.5,0,0.5000000000000003,0.9999999999999997,0.3088284636416236,6.099362156922066,circulation_proxy,0.6257134662002221,-0.036399202930505276,6.066461023170302,N,1.0,0.6052755884581746,-0.03455266794613226,5.7587088855202975,1.9930654943043686,0.034450113210851556,-0.13215315375479073,m/s,1.8486304738420685,0.24925229716763728,0.12536564556787638,0.24999999999999994
0.02,1,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:orig:1,orig,1,0.75,0.75,0.5,1.0000000000000002,0,0.5000000000000003,0.9999999999999997,0.10051663244841585,1.9852034908562126,circulation_proxy,0.20720151819818347,-0.011849621133271163,1.9749131562460485,N,1.0,0.19700342105010865,-0.011246106602673372,1.8743286081783748,2.001387355835204,0.034320204087206256,-0.20271135413521046,m/s,1.8486304738420685,0.7492432971946372,0.12836562756790879,0.7499999999999999
0.04,2,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:mirror:0,mirror,0,-0.25000000000000006,0.25000000000000006,-0.5000000000000001,8.149138907705176e-19,0,0.5000000000000003,0.9999999999999997,-0.49123452220235897,-0.4344101679402512,circulation_proxy,0.010326274096854984,-0.00517108106639183,0.43090273767648146,N,1.0,-0.00593976242719488,0.0006781404984005643,-0.05650899561201257,1.9845788803834683,0.037400082064524144,-0.06578108198240934,m/s,1.8486304738420685,-0.25146837915250225,0.12085903780192839,-0.24999999999999983
0.04,2,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:mirror:1,mirror,1,-0.7500000000000002,0.7500000000000002,-1.0000000000000004,-0.5000000000000001,0,0.5000000000000003,0.9999999999999997,-0.5252360939133385,-0.48211974888365056,circulation_proxy,-0.004949994821242153,-0.005712485456885328,0.47601760457925335,N,1.0,-0.004506885287671231,0.000514549440769287,-0.04287706184658516,1.9759953099079994,0.04066136740085631,0.0021753588674908453,m/s,1.8486304738420685,-0.7514323795845002,0.1148591818008916,-0.7499999999999998
0.04,2,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:orig:0,orig,0,0.25000000000000006,0.25000000000000006,-1.0497639675947783e-18,0.5,0,0.5000000000000003,0.9999999999999997,0.3061069332646046,0.25507823869549845,circulation_proxy,0.015054502037445797,-0.0030515719819737388,0.2542854587593679,N,1.0,-0.00533395102586313,0.0006089752328413051,-0.05074550014579233,1.9931134469817373,0.035192604313370984,-0.13279857205094453,m/s,1.8486304738420685,0.24849562127949573,0.12685889380296517,0.25000000000000006
0.04,2,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:orig:1,orig,1,0.75,0.75,0.49999999999999994,1.0000000000000002,0,0.5000000000000003,0.9999999999999997,0.09883371838352373,0.06727907966679639,circulation_proxy,0.0067562042158147186,-0.0008102156188944818,0.06751472734761876,N,1.0,-0.003298357894025515,0.0003765723113633399,-0.031379519643239026,2.001368954269292,0.03546645280773441,-0.2030532402874929,m/s,1.8486304738420685,0.7484596217114936,0.13285874980400197,0.7499999999999998
0.06,3,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:mirror:0,mirror,0,-0.25000000000000006,0.25000000000000006,-0.5,2.084449621809489e-18,0,0.5000000000000002,0.9999999999999997,-0.4882012395208322,-0.4313271892422058,circulation_proxy,0.0104619735544481,-0.007701852343903898,0.4278344736601842,N,1.0,-0.005944957075432094,0.0010180698111987027,-0.05655332540467038,1.984699100554362,0.037776031812161104,-0.06654464969902056,m/s,1.8486304738420685,-0.25218900261115085,0.11934806112370468,-0.25
0.06,3,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:mirror:1,mirror,1,-0.75,0.75,-1.0000000000000002,-0.49999999999999994,0,0.5000000000000002,0.9999999999999997,-0.5229340103888029,-0.47976994430376185,circulation_proxy,-0.004725695355201938,-0.008527364821084444,0.47369132476613945,N,1.0,-0.004511873496252809,0.0007726552337047222,-0.04292065472983204,1.9761410490485325,0.04067064820949441,0.0015500608356470713,m/s,1.8486304738420685,-0.7521080047981272,0.11034854711583154,-0.7499999999999999
0.06,3,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:orig:0,orig,0,0.25,0.25,-1.5578795407492356e-18,0.49999999999999994,0,0.5000000000000002,0.9999999999999997,0.3033839796043451,0.25232859847447986,circulation_proxy,0.014999158768302271,-0.004528034747907717,0.2515303171995345,N,1.0,-0.005336740531049181,0.0009139131462049795,-0.050767468969619325,1.9931623641890335,0.0359327408246923,-0.13343533055043189,m/s,1.8486304738420685,0.24772999957582562,0.1283475751315778,0.24999999999999994
0.06,3,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:orig:1,orig,1,0.7499999999999999,0.7499999999999999,0.49999999999999994,1.0000000000000002,0,0.5000000000000002,0.9999999999999997,0.09715065025963696,0.06559312293676002,circulation_proxy,0.006611270701272867,-0.0011849061433602686,0.06582100948514182,N,1.0,-0.0032986598355873174,0.0005648932285656641,-0.03137956770995308,2.0013520353151475,0.03660801550539123,-0.20338565405387019,m/s,1.8486304738420685,0.7476490017628019,0.13734708913945096,0.7499999999999998
0.08,4,wing_1,wing_1_main_wing,segment_0,wing_1_main_wing:segment_0:mirror:0,mirror,0,-0.25000000000000006,0.25000000000000006,-0.5,1.1277005813236872e-18,0,0.5000000000000003,0.9999999999999997,-0.4851674783107384,-0.4282844556214799,circulation_proxy,0.010597666541350319,-0.010196947427006341,0.4247912307465074,N,1.0,-0.005945894947727284,0.0013575835401623227,-0.05655511975470297,1.9848198119340126,0.03815123717486741,-0.06730116249632918,m/s,1.8486304738420685,-0.2529005472929418,0.11783278792817009,-0.25
