time,step,group_id,vortex_centroid_x,vortex_centroid_y,vortex_centroid_z,major_radius,tube_circulation,linear_impulse_x,linear_impulse_magnitude,impulse_radius,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,max_vortex_strength_magnitude
0.1,5,0,0.09397086748538405,0.027478574253519066,-0.025609560840864038,1.0030801432435044,3.4991180056227114,9.892702202308918,9.892704219739777,0.8971621217166631,22.053325659381855,-1.3074624425568615e-05,0.0004993206028531816,0.0007569871282555596,0.020614570603109346
0.2,10,0,0.1884351926185121,0.037442231133747714,-0.030112027294706082,1.0039848688259885,3.5532289694031194,9.899388711096664,9.899413063894388,0.8833019954632115,22.41456062533414,-2.2073019346285916e-05,0.000497524526362092,0.0007555788354327575,0.026225292890195515
0.3,15,0,0.2793388145825964,0.043836078669270584,-0.03288918179713061,1.002795898756009,3.5985142808999093,9.891625238515108,9.891670148437177,0.8725372433220042,22.673347697518786,-2.3804876730371127e-05,0.0004987056756187158,0.0007558066483143167,0.02637305637392482
0.4,20,0,0.3703897691341155,0.04652943312588572,-0.034282384518150064,1.0021759526312062,3.6237200963796625,9.890112863498382,9.890170629394824,0.8668726269280723,22.818048054977858,-2.3993043403808256e-05,0.0005001730306535279,0.0007559466907647305,0.02749774246422007
0.5,25,0,0.46024360385962965,0.04793908704655364,-0.035659438308821574,1.002952758879267,3.628728192648249,9.89353055369744,9.893611330809735,0.865306679664228,22.867294482573122,-2.431870976327133e-05,0.0005011254032138979,0.0007555491429087624,0.025904420682712946
0.6,30,0,0.5490653612586306,0.04824518549670241,-0.035519378046624264,1.0032375433860725,3.63322375058194,9.894413641399291,9.89453383472562,0.8640712289617348,22.902125433836883,-2.4150008015394464e-05,0.000500684665015072,0.0007547561647438528,0.026970559961040457
0.7,35,0,0.6376918919417904,0.049316884309020835,-0.03496063819354789,1.0026184981961468,3.642943188972161,9.892100421109138,9.892282140788742,0.8621017173498545,22.949222676874214,-2.424651690025037e-05,0.0005005963006281533,0.0007549870646217371,0.026486652517287167
0.8,40,0,0.7256131684770852,0.0482383919785379,-0.03572280562397165,1.0026527276340025,3.6457372986943035,9.890253744880628,9.890465677363599,0.8612534139230537,22.967608644503407,-2.380565158865977e-05,0.0005010698031275851,0.0007552549895617489,0.028302384575468794
0.9,45,0,0.8125315241188277,0.04703572556291044,-0.03495366325828036,1.0024859045665022,3.646398936841013,9.89092929424129,9.89121987994812,0.8613061086981824,22.967954784154877,-2.3539304781050596e-05,0.0005012980458234395,0.0007556009377829298,0.027450599294799694
1.0,50,0,0.8991296494611436,0.04571978543292507,-0.034078666968462894,1.0020517289903754,3.651675402093193,9.8914556070685,9.891776290214038,0.8604826249946033,22.991228417368863,-2.3583296777651697e-05,0.0005023185087162929,0.0007556048168204654,0.028951982661617002
1.1,55,0,0.985645659926113,0.04511825456015522,-0.03416936357802964,1.0023616793297183,3.652473021072957,9.89225463890536,9.892622854309446,0.8601022978240747,23.0033633890672,-2.4235542532391463e-05,0.0005024675855773708,0.0007553193228329036,0.02719252911985143
1.2,60,0,1.0706299243461748,0.04416646201140965,-0.033392126065365506,1.0028562114314432,3.651211941350332,9.89269119792338,9.893140862046726,0.8600201132825519,23.006766258724518,-2.4492123172140112e-05,0.0005021765749688711,0.00075503504219121,0.026507715828252044
1.3,65,0,1.155600061685435,0.041990780779401715,-0.0328696352077776,1.0020464588859406,3.6549050684264754,9.892622012455616,9.89305904779231,0.8598382675423467,23.011441619292853,-2.4679107977793047e-05,0.0005022342835392379,0.0007549053684581253,0.029039696024368688
1.4,70,0,1.2412803350299009,0.04042024374039711,-0.0329476975788864,1.002248244598943,3.653876095135946,9.892024380716148,9.892583853307675,0.8598659411771368,23.00959575108872,-2.402114378430298e-05,0.0005023249521167727,0.0007546396458479876,0.02680713583746373
1.5,75,0,1.3256623420705256,0.039557832782728626,-0.03236158317316141,1.00266467609301,3.6516525130797644,9.891031575141936,9.891595203026657,0.8599462434855185,23.005147770479752,-2.3822518492089273e-05,0.0005024199319212386,0.0007545695371367067,0.026948290833093195
1.6,80,0,1.409121037775814,0.0388800157049737,-0.031833831130523856,1.0026973978752984,3.6547472851119207,9.89078805034173,9.891457944305339,0.8591780951102415,23.02539601649449,-2.414772045740421e-05,0.0005027853764598689,0.0007547450708553782,0.02816089118161077
1.7,85,0,1.492392855694262,0.03636958931409973,-0.031292413477704194,1.002644594316717,3.653372009907655,9.89079217029424,9.891422150419073,0.8595436786942475,23.01551950319816,-2.4433033591009234e-05,0.0005031318282409103,0.0007546158799165426,0.02836932694453676
1.8,90,0,1.5756239143766289,0.0347999493173435,-0.030655499874758792,1.0023989842811478,3.652410795612741,9.891369025173322,9.892075328030785,0.8600373383421112,23.003827594508117,-2.423846159205212e-05,0.0005033023063365505,0.0007546445412165426,0.027357314383718623
1.9,95,0,1.6585626748926776,0.03340369903350311,-0.030061570212223415,1.0024804257436868,3.6536418869648397,9.892610279016697,9.89342724730122,0.8597951931698725,23.01345093783641,-2.4601830087789267e-05,0.0005037292388401227,0.0007546049742037653,0.029262573532173635
2.0,100,0,1.7415027528353921,0.031941635506399495,-0.02872261096641571,1.0024397446860493,3.6550095663749937,9.893064995281756,9.893898808936507,0.8595493106428519,23.021131391605486,-2.5205687732898774e-05,0.0005039322288080683,0.0007549305952796459,0.028223288500164295
2.1,105,0,1.8244361388046773,0.030510673482486303,-0.02780072305775744,1.0025613111817082,3.6534542955550418,9.893133704814767,9.894049367338061,0.8598240338714465,23.01412609458957,-2.566323204766796e-05,0.000504227686578318,0.0007550190914806798,0.026753417164186187
2.2,110,0,1.9066495093400453,0.0300091659520286,-0.027777792914219876,1.0032952727108804,3.6540369382269615,9.892419117549771,9.893403536856882,0.8590019539792673,23.034647339336942,-2.5849567835162235e-05,0.0005041811410606556,0.0007552653535976006,0.02978216041442862
2.3,115,0,1.9877190638145161,0.027779168684917154,-0.02687954313604221,1.00331543970144,3.652210924036495,9.89212071142709,9.89309155202175,0.8593870573085038,23.02359912890872,-2.572706362879984e-05,0.0005041566953849497,0.0007553803915314461,0.029109562337428833
2.4,120,0,2.0688825862135363,0.025869373758955986,-0.02595995180025881,1.0025980364248046,3.6557232481932056,9.891466488996882,9.892552243649035,0.8591288823778984,23.02926242281231,-2.5732823642321545e-05,0.0005042768336096515,0.0007552760603246611,0.02795721241903445
2.5,125,0,2.1506358216195953,0.023754948342123286,-0.024993216503380686,1.002186854574949,3.656647255019652,9.8907062674066,9.891823037526605,0.8592008467364309,23.02563614805428,-2.6231093376294368e-05,0.0005040512176570644,0.0007550303454572083,0.026241500281924818
2.6,130,0,2.2321900899702443,0.022616827928715964,-0.02430898173458649,1.0022100155101823,3.6576157298346477,9.890516157446461,9.891709242527416,0.8589436127663588,23.032266834535644,-2.6437825510872148e-05,0.0005038350350581311,0.0007544916469353069,0.029881193106335184
2.7,135,0,2.3128451697056556,0.021010282066994457,-0.02361639461175313,1.0030439957005668,3.653818270358411,9.891330200002496,9.892609301554709,0.8591995859691257,23.027500159689758,-2.6509369075000677e-05,0.0005036668138727052,0.0007543030464240985,0.02867183711913143
2.8,140,0,2.3924583740676115,0.01916257067598192,-0.023422104636633464,1.0032425454114597,3.6547944379403696,9.891871491853555,9.893136487874186,0.8588458695567012,23.038211717733688,-2.6702050377525044e-05,0.0005034807342534364,0.0007540867506676818,0.02613550510263907
2.9,145,0,2.4722986292920894,0.017325315029840485,-0.02175838642925238,1.0026698061427353,3.658299659839989,9.891917849971838,9.893295437638846,0.8585268695812664,23.04714223438144,-2.680253961073742e-05,0.0005034877439049623,0.0007538571633380897,0.027013016512430047
3.0,150,0,2.552471435572864,0.015963591605803452,-0.020387495485128235,1.0022895656483035,3.662166595335915,9.8920875065859,9.893504312425474,0.8579638091081047,23.062754413173337,-2.641269604963803e-05,0.0005034365166274313,0.0007537133019344111,0.029236928087733774
3.1,155,0,2.632648234299875,0.01379827508156891,-0.019743079552815648,1.0026130057835012,3.659821017108371,9.893144646354793,9.894567603576048,0.8583289616115614,23.055420581401414,-2.6000750450450028e-05,0.0005034893022708431,0.000753759782864627,0.029524375214976306
