time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,unsteady_force_x,unsteady_force_y,unsteady_force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,power,rotational_power,translational_power
1.6875,135,-0.42762493896484377,0.006082062244415283,0.0,3.0410311,0.0,-213.81247,0.008052954450249672,0.0,-0.09204582124948502,0.0002622954845854508,-54.23690853131704,2.3816636567364213e-05,-213.81246948242188,3.0410311222076416,50.0,10.0,5.2459096917090166e-08,-0.10847381706263408,4.763327313472843e-09,4.6443939208984375e-08,-0.0018427196741104125,5.054473876953125e-09,-21.386751174926758,21.386761295773418,0.0,7560,-30.410311222076416,0.0,-30.410311222076416
1.7,136,-0.4276582336425781,0.006080712795257568,0.0,3.0403564,0.0,-213.82912,0.008125650696456432,0.0,-0.09287671744823456,-6.232520377480455e-05,-54.24103651770738,-6.011250716309036e-06,-213.82911682128906,3.040356397628784,50.0,10.0,-1.246504075496091e-08,-0.10848207303541475,-1.2022501432618071e-09,-2.54213809967041e-08,-0.0018434445858001708,-1.52587890625e-09,-21.388338088989258,21.388352891983146,0.0,7616,-30.403563976287842,0.0,-30.403563976287842
1.7125,137,-0.42768975830078126,0.006079273700714111,0.0,3.0396369,0.0,-213.84488,0.00812668539583683,0.0,-0.09288854151964188,-0.0001673339145149555,-54.244929829045475,-1.4665525518209321e-05,-213.84487915039062,3.0396368503570557,50.0,10.0,-3.34667829029911e-08,-0.10848985965809095,-2.933105103641864e-09,-3.581047058105469e-08,-0.001841745376586914,-2.744048833847046e-09,-21.38991928100586,21.3899277600381,0.0,7672,-30.396368503570557,0.0,-30.396368503570557
1.725,138,-0.427712158203125,0.006077090740203858,0.0,3.0385454,0.0,-213.85608,0.007755772676318884,0.0,-0.08864901214838028,0.0001802340337846431,-54.248736522192246,1.741290805323814e-05,-213.8560791015625,3.0385453701019287,50.0,10.0,3.6046806756928616e-08,-0.1084974730443845,3.4825816106476284e-09,1.5467405319213868e-08,-0.0018455610275268555,2.9519200325012207e-09,-21.391435623168945,21.391443872702943,0.0,7728,-30.385453701019287,0.0,-30.385453701019287
1.7375,139,-0.4277342834472656,0.006075050354003906,0.0,3.0375252,0.0,-213.86714,0.0074524772353470325,0.0,-0.08518233895301819,-0.00010945255473515658,-54.252415893820114,-1.14854076056492e-05,-213.8671417236328,3.037525177001953,50.0,10.0,-2.1890510947031318e-08,-0.10850483178764023,-2.29708152112984e-09,-1.118779182434082e-08,-0.0018465588092803956,-2.2292137145996095e-09,-21.39289665222168,21.39290598905277,0.0,7784,-30.37525177001953,0.0,-30.37525177001953
1.75,140,-0.4277652587890625,0.006073801040649414,0.0,3.0369005,0.0,-213.88263,0.007501241751015186,0.0,-0.08573971688747406,6.190002736516931e-05,-54.25561237215946,4.754597207945466e-06,-213.88262939453125,3.036900520324707,50.0,10.0,1.2380005473033862e-08,-0.10851122474431893,9.509194415890932e-10,1.9329786300659178e-08,-0.0018445209264755249,7.487833499908448e-10,-21.394371032714844,21.394378515490004,0.0,7840,-30.36900520324707,0.0,-30.36900520324707
1.7625,141,-0.4277877502441406,0.006071957111358642,0.0,3.0359786,0.0,-213.89388,0.00725134601816535,0.0,-0.08288335800170898,-6.367993528755278e-05,-54.2592721191132,-4.541538629165842e-06,-213.8938751220703,3.0359785556793213,50.0,10.0,-1.2735987057510556e-08,-0.10851854423822639,-9.083077258331684e-10,-2.0086765289306642e-08,-0.0018470275402069092,-7.450580596923829e-10,-21.39578628540039,21.39579626237643,0.0,7896,-30.359785556793213,0.0,-30.359785556793213
1.775,142,-0.42781173706054687,0.006070293426513672,0.0,3.0351467,0.0,-213.90587,0.007082855328917503,0.0,-0.08095746487379074,3.5328113549226714e-05,-54.26267858867757,3.9147726977883934e-06,-213.90586853027344,3.035146713256836,50.0,10.0,7.0656227098453426e-09,-0.10852535717735515,7.829545395576786e-10,-2.008676528930664e-09,-0.0018470895290374756,1.0542571544647216e-09,-21.39716911315918,21.397180264162166,0.0,7952,-30.35146713256836,0.0,-30.35146713256836
1.7875,143,-0.42783563232421873,0.00606870174407959,0.0,3.0343509,0.0,-213.91782,0.00693188002333045,0.0,-0.07923181354999542,-6.512795385660297e-06,-54.26597496267803,-1.1325954134555616e-06,-213.91781616210938,3.034350872039795,50.0,10.0,-1.3025590771320595e-09,-0.10853194992535606,-2.265190826911123e-10,-2.6881694793701173e-09,-0.0018486119508743287,-5.662441253662109e-10,-21.398536682128906,21.39853536091818,0.0,8008,-30.34350872039795,0.0,-30.34350872039795
1.8,144,-0.4278587341308594,0.006067123413085938,0.0,3.0335617,0.0,-213.92937,0.006776619702577591,0.0,-0.07745715975761414,-0.00011355916531741173,-54.269215516054054,-9.837315267713365e-06,-213.9293670654297,3.0335617065429688,50.0,10.0,-2.2711833063482345e-08,-0.10853843103210811,-1.967463053542673e-09,-2.3740530014038085e-08,-0.0018501996994018555,-2.136826515197754e-09,-21.399856567382812,21.399860589143316,0.0,8064,-30.335617065429688,0.0,-30.335617065429688
1.8125,145,-0.4278814697265625,0.006065593719482422,0.0,3.0327969,0.0,-213.94073,0.006632054690271616,0.0,-0.07580477744340897,0.00010235416941206665,-54.27239122925408,8.39529295371122e-06,-213.94073486328125,3.032796859741211,50.0,10.0,2.047083388241333e-08,-0.10854478245850817,1.679058590742244e-09,1.817941665649414e-08,-0.0018501071929931641,1.7873942852020264e-09,-21.401159286499023,21.40115638944558,0.0,8120,-30.32796859741211,0.0,-30.32796859741211
1.825,146,-0.4279036865234375,0.00606410026550293,0.0,3.0320501,0.0,-213.95184,0.0064907860942184925,0.0,-0.07419014722108841,-0.00011793319794328738,-54.27548795658488,-9.88062713491722e-06,-213.95184326171875,3.032050132751465,50.0,10.0,-2.3586639588657477e-08,-0.10855097591316977,-1.976125426983444e-09,-1.659989356994629e-08,-0.0018507884740829469,-2.2180378437042238e-09,-21.40242576599121,21.402425560628657,0.0,8176,-30.32050132751465,0.0,-30.32050132751465
1.8375,147,-0.42792544555664064,0.006062621116638183,0.0,3.0313106,0.0,-213.96272,0.006345043890178204,0.0,-0.0725242868065834,4.7536486500021624e-05,-54.27853323708189,3.7450262071470064e-06,-213.9627227783203,3.031310558319092,50.0,10.0,9.507297300004325e-09,-0.10855706647416377,7.490052414294013e-10,6.812810897827148e-09,-0.0018507194519042968,7.331371307373047e-10,-21.403657913208008,21.403665377777724,0.0,8232,-30.313105583190918,0.0,-30.313105583190918
1.85,148,-0.42794650268554685,0.0060611810684204105,0.0,3.0305905,0.0,-213.97325,0.006207619793713093,0.0,-0.07095347344875336,-6.696201198863605e-06,-54.28149844557271,-1.3036221837570139e-06,-213.97325134277344,3.030590534210205,50.0,10.0,-1.339240239772721e-09,-0.10856299689114542,-2.6072443675140276e-10,-6.532669067382813e-09,-0.0018522179126739503,-2.682209014892578e-10,-21.404876708984375,21.40487783797787,0.0,8288,-30.30590534210205,0.0,-30.30590534210205
1.8625,149,-0.4279674682617188,0.006059781551361084,0.0,3.0298908,0.0,-213.98373,0.006079093553125858,0.0,-0.0694844052195549,1.3091988423141743e-05,-54.284396431328304,1.3377828560479088e-06,-213.98373413085938,3.029890775680542,50.0,10.0,2.6183976846283485e-09,-0.10856879286265661,2.6755657120958174e-10,-4.613399505615234e-09,-0.0018512014150619508,7.43567943572998e-10,-21.40605926513672,21.406066358442935,0.0,8344,-30.29890775680542,0.0,-30.29890775680542
1.875,150,-0.42798782348632813,0.006058404922485352,0.0,3.0292025,0.0,-213.99391,0.005950169637799263,0.0,-0.0680108293890953,-1.64339306092387e-05,-54.28725646236598,-1.4306320794688077e-06,-213.99391174316406,3.029202461242676,50.0,10.0,-3.28678612184774e-09,-0.10857451292473196,-2.8612641589376155e-10,-1.660585403442383e-08,-0.0018526902198791504,-2.987682819366455e-10,-21.407228469848633,21.407228329351618,0.0,8400,-30.292024612426758,0.0,-30.292024612426758
1.8875,151,-0.42800772094726564,0.006057067394256592,0.0,3.0285337,0.0,-214.00386,0.005830233450978994,0.0,-0.06663993000984192,-0.00014225690488700593,-54.29003212100733,-1.1375337307217848e-05,-214.0038604736328,3.028533697128296,50.0,10.0,-2.8451380977401188e-08,-0.10858006424201466,-2.2750674614435695e-09,-3.537535667419434e-08,-0.001854073405265808,-2.053380012512207e-09,-21.408361434936523,21.40836755080155,0.0,8456,-30.28533697128296,0.0,-30.28533697128296
1.9,152,-0.4280272521972656,0.006055715560913086,0.0,3.0278578,0.0,-214.01363,0.005695168860256672,0.0,-0.06509612500667572,0.00017802166077629522,-54.292780566611164,1.6583002260261992e-05,-214.0136260986328,3.027857780456543,50.0,10.0,3.560433215525905e-08,-0.10858556113322233,3.3166004520523985e-09,3.240704536437988e-08,-0.0018539876937866211,3.0718743801116943e-09,-21.409465789794922,21.40947951668017,0.0,8512,-30.27857780456543,0.0,-30.27857780456543
1.9125,153,-0.4280467529296875,0.006054455280303955,0.0,3.0272276,0.0,-214.02338,0.005590138025581837,0.0,-0.06389560550451279,-1.0916434019847543e-05,-54.295425460132286,-3.593685506952937e-07,-214.02337646484375,3.0272276401519775,50.0,10.0,-2.1832868039695087e-09,-0.10859085092026458,-7.187371013905874e-11,5.215406417846679e-09,-0.0018552638292312622,-1.4007091522216797e-10,-21.410566329956055,21.410571055939503,0.0,8568,-30.272276401519775,0.0,-30.272276401519775
1.925,154,-0.4280652770996094,0.006053181171417237,0.0,3.0265906,0.0,-214.03264,0.005469738505780697,0.0,-0.06251943856477737,-0.00014179732222530106,-54.298056356570534,-1.1303976732213172e-05,-214.0326385498047,3.026590585708618,50.0,10.0,-2.8359464445060212e-08,-0.10859611271314107,-2.2607953464426346e-09,-3.069639205932617e-08,-0.001855082631111145,-2.265721559524536e-09,-21.411623001098633,21.411638722058385,0.0,8624,-30.26590585708618,0.0,-30.26590585708618
1.9375,155,-0.428083740234375,0.006051934242248535,0.0,3.0259671,0.0,-214.04187,0.0053538670763373375,0.0,-0.06119505316019058,0.00013399167339045448,-54.30061034145318,1.0993607330922472e-05,-214.0418701171875,3.0259671211242676,50.0,10.0,2.6798334678090896e-08,-0.10860122068290635,2.1987214661844944e-09,1.042485237121582e-08,-0.0018564635515213013,2.4378299713134765e-09,-21.412675857543945,21.4126842532322,0.0,8680,-30.259671211242676,0.0,-30.259671211242676
1.95,156,-0.4281019287109375,0.006050731182098389,0.0,3.0253656,0.0,-214.05096,0.0052489060908555984,0.0,-0.05999533459544182,-0.00011057626789501285,-54.30312494239176,-8.152276380624102e-06,-214.05096435546875,3.0253655910491943,50.0,10.0,-2.211525357900257e-08,-0.10860624988478353,-1.6304552761248204e-09,-1.9234418869018554e-08,-0.0018561749458312988,-1.6063451766967774e-09,-21.41370964050293,21.413708435652786,0.0,8736,-30.253655910491943,0.0,-30.253655910491943
1.9625,157,-0.42811978149414065,0.006049545288085938,0.0,3.0247726,0.0,-214.05989,0.005143383983522654,0.0,-0.0587892085313797,2.3723147915433174e-05,-54.30557231882708,1.6341430491007003e-06,-214.0598907470703,3.0247726440429688,50.0,10.0,4.7446295830866346e-09,-0.10861114463765416,3.268286098201401e-10,-2.467632293701172e-09,-0.0018574912548065185,5.006790161132812e-10,-21.414709091186523,21.414711993372478,0.0,8792,-30.247726440429688,0.0,-30.247726440429688
1.975,158,-0.42813705444335937,0.006048376083374023,0.0,3.024188,0.0,-214.06853,0.005036966875195503,0.0,-0.057572852820158005,5.982787343761231e-05,-54.30799792196858,4.116307120494156e-06,-214.0685272216797,3.0241880416870117,50.0,10.0,1.1965574687522463e-08,-0.10861599584393716,8.232614240988312e-10,7.295608520507812e-09,-0.0018580608367919922,8.374452590942383e-10,-21.415679931640625,21.41569336225284,0.0,8848,-30.241880416870117,0.0,-30.241880416870117
1.9875,159,-0.4281542663574219,0.006047248840332031,0.0,3.0236244,0.0,-214.07713,0.004943595267832279,0.0,-0.05650559440255165,-7.327289657155234e-05,-54.310351342292606,-6.599343777224931e-06,-214.07713317871094,3.0236244201660156,50.0,10.0,-1.4654579314310467e-08,-0.10862070268458521,-1.3198687554449862e-09,-3.0380487442016604e-08,-0.00185849666595459,-1.47894024848938e-09,-21.41664695739746,21.416656424924568,0.0,8904,-30.236244201660156,0.0,-30.236244201660156
2.0,160,-0.4281709899902344,0.006046133518218994,0.0,3.0230668,0.0,-214.0855,0.004846921190619469,0.0,-0.05540062487125397,9.225839502313704e-05,-54.31266854175479,8.508376220017766e-06,-214.0854949951172,3.023066759109497,50.0,10.0,1.845167900462741e-08,-0.10862533708350958,1.7016752440035533e-09,1.3911724090576172e-08,-0.0018589801788330077,1.7836689949035645e-09,-21.41758918762207,21.417600518134492,0.0,8960,-30.23066759109497,0.0,-30.23066759109497
2.0125,161,-0.42818719482421874,0.006045031070709229,0.0,3.0225155,0.0,-214.0936,0.004745362792164087,0.0,-0.05423979088664055,2.0763211608709753e-05,-54.314933176965624,2.9920794881732604e-06,-214.09359741210938,3.0225155353546143,50.0,10.0,4.15264232174195e-09,-0.10862986635393125,5.98415897634652e-10,-7.641315460205079e-09,-0.001858665108680725,3.46451997756958e-10,-21.41853141784668,21.41852578637033,0.0,9016,-30.225155353546143,0.0,-30.225155353546143
2.025,162,-0.4282032775878906,0.006043960094451904,0.0,3.02198,0.0,-214.10164,0.004653909709304571,0.0,-0.05319448187947273,-0.00013076454602867216,-54.317170650769214,-1.1267942044312917e-05,-214.1016387939453,3.021980047225952,50.0,10.0,-2.6152909205734433e-08,-0.10863434130153843,-2.2535884088625837e-09,-1.5282630920410157e-08,-0.001859960675239563,-2.5473535060882567e-09,-21.419422149658203,21.419431906907597,0.0,9072,-30.21980047225952,0.0,-30.21980047225952
2.0375,163,-0.4282189636230469,0.006042893409729004,0.0,3.0214467,0.0,-214.10948,0.004557492211461067,0.0,-0.05209239944815636,7.30001090385457e-05,-54.31934746753473,5.976027397824879e-06,-214.10948181152344,3.021446704864502,50.0,10.0,1.460002180770914e-08,-0.10863869493506946,1.1952054795649758e-09,7.408857345581054e-09,-0.0018588112592697143,1.0505318641662597e-09,-21.420318603515625,21.420320126159297,0.0,9128,-30.21446704864502,0.0,-30.21446704864502
2.05,164,-0.4282344665527344,0.006041876316070557,0.0,3.0209382,0.0,-214.11723,0.004473158624023199,0.0,-0.05112846568226814,8.26742466628616e-05,-54.32149308920746,5.935155510616852e-06,-214.1172332763672,3.0209381580352783,50.0,10.0,1.653484933257232e-08,-0.10864298617841492,1.1870311021233703e-09,1.5175342559814453e-08,-0.0018616894483566284,1.0892748832702636e-09,-21.421178817749023,21.421190236770173,0.0,9184,-30.209381580352783,0.0,-30.209381580352783
2.0625,165,-0.42824984741210936,0.006040867805480957,0.0,3.020434,0.0,-214.12492,0.004390533547848463,0.0,-0.05018407106399536,7.07392976391219e-05,-54.32359182098704,5.490198150992498e-06,-214.1249237060547,3.0204339027404785,50.0,10.0,1.414785952782438e-08,-0.10864718364197408,1.0980396301984996e-09,2.332329750061035e-08,-0.0018604711294174195,8.895993232727051e-10,-21.42205238342285,21.42204362555087,0.0,9240,-30.204339027404785,0.0,-30.204339027404785
2.075,166,-0.4282647705078125,0.006039865970611572,0.0,3.019933,0.0,-214.13239,0.004300056025385857,0.0,-0.04914993792772293,-0.0002466396604727805,-54.325638845017124,-2.212953440339227e-05,-214.13238525390625,3.019932985305786,50.0,10.0,-4.93279320945561e-08,-0.10865127769003424,-4.425906880678454e-09,-4.0858983993530273e-08,-0.0018609026670455932,-4.307180643081665e-09,-21.422883987426758,21.422881901728765,0.0,9296,-30.19932985305786,0.0,-30.19932985305786
2.0875,167,-0.4282793273925781,0.006038897037506104,0.0,3.0194485,0.0,-214.13966,0.004221522249281406,0.0,-0.048252250999212265,2.5543511634751326e-05,-54.327666522668956,1.2986800426162404e-06,-214.13966369628906,3.0194485187530518,50.0,10.0,5.1087023269502655e-09,-0.1086553330453379,2.597360085232481e-10,-1.0335445404052734e-08,-0.0018629488945007325,1.1548399925231934e-10,-21.423709869384766,21.423703101659303,0.0,9352,-30.194485187530518,0.0,-30.194485187530518
2.1,168,-0.4282937927246094,0.006037945747375488,0.0,3.0189729,0.0,-214.1469,0.004142437130212784,0.0,-0.047348324209451675,0.0001704250406486807,-54.32963814167396,1.4860117180548471e-05,-214.1468963623047,3.018972873687744,50.0,10.0,3.408500812973614e-08,-0.10865927628334793,2.972023436109694e-09,3.78727912902832e-08,-0.0018616920709609984,3.074854612350464e-09,-21.42451286315918,21.42450967983426,0.0,9408,-30.18972873687744,0.0,-30.18972873687744
2.1125,169,-0.42830767822265625,0.006036988258361816,0.0,3.0184941,0.0,-214.15384,0.004055683501064777,0.0,-0.04635672643780708,4.358677742288819e-06,-54.33160170298217,2.9739229323588745e-07,-214.15383911132812,3.018494129180908,50.0,10.0,8.717355484577638e-10,-0.10866320340596435,5.947845864717749e-11,-1.3858079910278321e-08,-0.0018629970550537109,1.691281795501709e-10,-21.42530632019043,21.42529839185774,0.0,9464,-30.184941291809082,0.0,-30.184941291809082
2.125,170,-0.4283217163085937,0.006036082267761231,0.0,3.0180411,0.0,-214.16086,0.003983899485319853,0.0,-0.04553623124957085,0.00010207115046867443,-54.33348490438416,7.919284527702075e-06,-214.16085815429688,3.0180411338806152,50.0,10.0,2.0414230093734887e-08,-0.10866696980876832,1.583856905540415e-09,4.208087921142578e-08,-0.0018616729974746703,1.6756355762481689e-09,-21.426082611083984,21.42607479109452,0.0,9520,-30.180411338806152,0.0,-30.180411338806152
2.1375,171,-0.428335205078125,0.006035195827484131,0.0,3.017598,0.0,-214.1676,0.003915713168680668,0.0,-0.044756848365068436,-0.0002887983974346753,-54.33537447551746,-2.5798966476031637e-05,-214.1676025390625,3.0175979137420654,50.0,10.0,-5.775967948693506e-08,-0.10867074895103493,-5.159793295206328e-09,-7.168054580688476e-08,-0.001864502191543579,-5.251169204711914e-09,-21.426836013793945,21.42683526874241,0.0,9576,-30.175979137420654,0.0,-30.175979137420654
2.15,172,-0.42834848022460936,0.0060342860221862795,0.0,3.017143,0.0,-214.17424,0.00383200915530324,0.0,-0.04380011931061745,0.00018930040174680585,-54.337201606662184,1.61091767101329e-05,-214.1742401123047,3.0171430110931396,50.0,10.0,3.786008034936117e-08,-0.10867440321332436,3.22183534202658e-09,3.4034252166748044e-08,-0.0018641059398651124,3.1478703022003173e-09,-21.427593231201172,21.42758134360235,0.0,9632,-30.171430110931396,0.0,-30.171430110931396
