run,time,step,x,radius,vorticity,n_peaks,raw_n_peaks,bridge_ratio,core
selective_eddy_viscosity,0.0,0,0.499997615814209,1.0,1.0008936309814453,2,2,-1.354488987085026e-05,1
selective_eddy_viscosity,0.0,0,-0.5000014305114746,1.0,1.0008557128906252,2,2,-1.354488987085026e-05,2
selective_eddy_viscosity,0.15,40,0.679997444152832,1.0399999618530273,0.9407305908203126,2,2,-8.226087294638615e-06,1
selective_eddy_viscosity,0.15,40,-0.32000160217285156,0.9599999785423279,0.9149887847900392,2,2,-8.226087294638615e-06,2
selective_eddy_viscosity,0.3,80,0.8399972915649414,1.0799999237060547,0.883738250732422,2,2,5.535570510783093e-06,1
selective_eddy_viscosity,0.3,80,-0.12000179290771484,0.9199999570846558,0.8242237854003908,2,2,5.535570510783093e-06,2
selective_eddy_viscosity,0.45,120,0.9799971580505371,1.1200000047683716,0.8291162109375001,2,2,1.6385769099199186e-05,1
selective_eddy_viscosity,0.45,120,0.07999801635742188,0.85999995470047,0.7470979309082032,2,2,1.6385769099199186e-05,2
selective_eddy_viscosity,0.6,160,1.1199970245361328,1.159999966621399,0.7826478576660157,2,2,1.6894958638450557e-05,1
selective_eddy_viscosity,0.6,160,0.29999780654907227,0.8199999928474426,0.6736035156250001,2,2,1.6894958638450557e-05,2
selective_eddy_viscosity,0.75,200,1.2399969100952148,1.1999999284744263,0.7324053955078126,2,2,0.00013219757006886518,1
selective_eddy_viscosity,0.75,200,0.5799975395202637,0.7199999690055847,0.6018297576904298,2,2,0.00013219757006886518,2
selective_eddy_viscosity,0.9,240,1.3599967956542969,1.2400000095367432,0.6983767700195314,2,2,0.0009735483232991767,1
selective_eddy_viscosity,0.9,240,0.8799972534179688,0.699999988079071,0.5580668258666993,2,2,0.0009735483232991767,2
selective_eddy_viscosity,1.05,280,1.4599967002868652,1.2599999904632568,0.6674361419677736,2,2,0.003054801433041532,1
selective_eddy_viscosity,1.05,280,1.2399969100952148,0.6399999856948853,0.5179039382934572,2,2,0.003054801433041532,2
selective_eddy_viscosity,1.2,320,1.53999662399292,1.2799999713897705,0.628143768310547,2,2,0.017209639162493403,1
selective_eddy_viscosity,1.2,320,1.6399965286254883,0.6399999856948853,0.49203422546386727,2,2,0.017209639162493403,2
selective_eddy_viscosity,1.35,360,1.6399965286254883,1.2599999904632568,0.5765102767944337,2,2,0.02100671982646644,1
selective_eddy_viscosity,1.35,360,2.019996166229248,0.6800000071525574,0.4722675323486329,2,2,0.02100671982646644,2
selective_eddy_viscosity,1.5,400,1.719996452331543,1.2200000286102295,0.5374323272705079,2,2,0.013269046729883396,1
selective_eddy_viscosity,1.5,400,2.319995880126953,0.7400000095367432,0.4732476806640626,2,2,0.013269046729883396,2
selective_eddy_viscosity,1.65,440,1.8599963188171387,1.1799999475479126,0.5099964141845704,2,2,0.006548768864431189,1
selective_eddy_viscosity,1.65,440,2.579995632171631,0.7999999523162842,0.47549625396728523,2,2,0.006548768864431189,2
selective_eddy_viscosity,1.8,480,1.959996223449707,1.1399999856948853,0.4787905883789063,2,2,0.008294065347492729,1
selective_eddy_viscosity,1.8,480,2.819995403289795,0.85999995470047,0.4833398056030274,2,2,0.008294065347492729,2
selective_eddy_viscosity,1.95,520,2.1199960708618164,1.100000023841858,0.4343997192382813,2,2,0.010468308255695582,1
selective_eddy_viscosity,1.95,520,2.999995231628418,0.9199999570846558,0.4760615539550782,2,2,0.010468308255695582,2
selective_eddy_viscosity,2.1,560,2.259995937347412,1.059999942779541,0.404167709350586,2,2,0.00921623510991994,1
selective_eddy_viscosity,2.1,560,3.1999950408935547,0.9599999785423279,0.4701563262939454,2,2,0.00921623510991994,2
selective_eddy_viscosity,2.25,600,2.399995803833008,1.0,0.3820097351074219,2,2,0.00475731347531889,1
selective_eddy_viscosity,2.25,600,3.359994888305664,1.0199999809265137,0.4500032806396485,2,2,0.00475731347531889,2
selective_eddy_viscosity,2.4,640,2.5999956130981445,0.9599999785423279,0.36598823547363285,2,2,0.005557494234514699,1
selective_eddy_viscosity,2.4,640,3.5199947357177734,1.059999942779541,0.45360797882080084,2,2,0.005557494234514699,2
selective_eddy_viscosity,2.55,680,2.759995460510254,0.9199999570846558,0.3430974960327149,2,2,0.010698995533347414,1
selective_eddy_viscosity,2.55,680,3.659994602203369,1.1200000047683716,0.4491790771484376,2,2,0.010698995533347414,2
selective_eddy_viscosity,2.7,720,2.9799952507019043,0.8399999737739563,0.30441844940185553,2,2,0.026938363867386447,1
selective_eddy_viscosity,2.7,720,3.799994468688965,1.1399999856948853,0.43965492248535165,2,2,0.026938363867386447,2
