run,time,step,x,radius,vorticity,n_peaks,raw_n_peaks,bridge_ratio
pedrizzetti_relaxation,2.4,640,2.619995594024658,1.0199999809265137,0.4484904861450196,2,3,0.000817301035321989
pedrizzetti_relaxation,2.55,680,3.779994487762451,1.059999942779541,0.5029203414916993,3,3,0.0011693717325465015
pedrizzetti_relaxation,2.55,680,2.8599953651428223,0.9599999785423279,0.40234088897705084,3,3,0.0011693717325465015
pedrizzetti_relaxation,2.55,680,2.759995460510254,0.8799999952316284,0.3988909912109376,3,3,0.0011693717325465015
pedrizzetti_relaxation,2.7,720,3.8799943923950195,1.1200000047683716,0.5105049133300782,2,3,0.001375975903266897
pedrizzetti_relaxation,2.7,720,2.939995288848877,0.8799999952316284,0.37849609375000004,2,3,0.001375975903266897
pedrizzetti_relaxation,2.85,760,4.039994239807129,1.159999966621399,0.5052045440673829,2,3,0.0029078969397732
pedrizzetti_relaxation,2.85,760,3.1599950790405273,0.8199999928474426,0.34287021636962894,2,3,0.0029078969397732
pedrizzetti_relaxation,3.0,800,4.159994125366211,1.1999999284744263,0.5008760070800782,2,2,0.006294779828230152
pedrizzetti_relaxation,3.0,800,3.4599947929382324,0.7799999713897705,0.3319235229492188,2,2,0.006294779828230152
pedrizzetti_relaxation,3.15,840,4.259994029998779,1.2400000095367432,0.4990314483642579,2,2,0.012401394510012754
pedrizzetti_relaxation,3.15,840,3.679994583129883,0.6800000071525574,0.2862382698059082,2,2,0.012401394510012754
pedrizzetti_relaxation,3.3,880,4.359993934631348,1.2599999904632568,0.48128273010253914,2,2,0.031816023551815106
pedrizzetti_relaxation,3.3,880,4.059994220733643,0.6399999856948853,0.26480224609375,2,2,0.031816023551815106
pedrizzetti_relaxation,3.45,920,4.439993858337402,1.2799999713897705,0.47508483886718755,2,2,0.06751231622336158
pedrizzetti_relaxation,3.45,920,4.459993839263916,0.6599999666213989,0.2716360473632813,2,2,0.06751231622336158
pedrizzetti_relaxation,3.6,960,4.519993782043457,1.2599999904632568,0.457527084350586,2,2,0.08985966998825008
pedrizzetti_relaxation,3.6,960,4.799993515014648,0.6800000071525574,0.27309402465820315,2,2,0.08985966998825008
pedrizzetti_relaxation,3.75,1000,4.619993686676025,1.2400000095367432,0.4395453643798829,2,2,0.10363273473216923
pedrizzetti_relaxation,3.75,1000,5.139993190765381,0.7400000095367432,0.281812744140625,2,2,0.10363273473216923
pedrizzetti_relaxation,3.9,1040,4.719993591308594,1.1999999284744263,0.4116605377197266,2,2,0.1067501926466506
pedrizzetti_relaxation,3.9,1040,5.379992961883545,0.8199999928474426,0.29810527801513675,2,2,0.1067501926466506
pedrizzetti_relaxation,4.05,1080,4.839993476867676,1.159999966621399,0.3822045135498047,2,3,0.04276985870064051
pedrizzetti_relaxation,4.05,1080,5.599992752075195,0.8799999952316284,0.32119827270507817,2,3,0.04276985870064051
pedrizzetti_relaxation,4.2,1120,4.999993324279785,1.1399999856948853,0.35049095153808596,2,2,0.016843830132114847
pedrizzetti_relaxation,4.2,1120,5.819992542266846,0.9199999570846558,0.33114955902099613,2,2,0.016843830132114847
pedrizzetti_relaxation,4.35,1160,5.999992370605469,0.9799999594688416,0.3375241851806641,2,3,0.008545301850482868
pedrizzetti_relaxation,4.35,1160,5.2199931144714355,1.059999942779541,0.322883415222168,2,3,0.008545301850482868
pedrizzetti_relaxation,4.5,1200,6.1399922370910645,1.0399999618530273,0.3383090209960938,2,3,0.006423508699275229
pedrizzetti_relaxation,4.5,1200,5.259993076324463,1.059999942779541,0.3097903442382813,2,3,0.006423508699275229
pedrizzetti_relaxation,4.65,1240,6.299992084503174,1.0799999237060547,0.3415271377563477,2,3,0.02885024183364691
pedrizzetti_relaxation,4.65,1240,5.559992790222168,0.9799999594688416,0.28527961730957035,2,3,0.02885024183364691
pedrizzetti_relaxation,4.8,1280,6.4399919509887695,1.1399999856948853,0.35006713867187506,2,2,0.053968758803070935
pedrizzetti_relaxation,4.8,1280,5.639992713928223,0.9399999976158142,0.27554843902587894,2,2,0.053968758803070935
pedrizzetti_relaxation,4.95,1320,6.539991855621338,1.1999999284744263,0.3510142135620118,2,2,0.0787530626464466
pedrizzetti_relaxation,4.95,1320,5.839992523193359,0.8199999928474426,0.25168039321899416,2,2,0.0787530626464466
pedrizzetti_relaxation,5.1,1360,6.619991779327393,1.2400000095367432,0.35719619750976567,2,2,0.08965047088481522
pedrizzetti_relaxation,5.1,1360,6.179992198944092,0.7799999713897705,0.2362117385864258,2,2,0.08965047088481522
pedrizzetti_relaxation,5.25,1400,6.679991722106934,1.2599999904632568,0.35161621093750006,2,3,0.17127386273906467
pedrizzetti_relaxation,5.25,1400,6.539991855621338,0.7599999904632568,0.21787050247192385,2,3,0.17127386273906467
pedrizzetti_relaxation,5.4,1440,6.739991664886475,1.2599999904632568,0.3336383819580079,2,2,0.288907654532161
pedrizzetti_relaxation,5.4,1440,6.87999153137207,0.7400000095367432,0.20974496841430668,2,2,0.288907654532161
pedrizzetti_relaxation,5.55,1480,6.839991569519043,1.2200000286102295,0.3191413307189942,2,2,0.3336293630010107
pedrizzetti_relaxation,5.55,1480,7.219991207122803,0.7999999523162842,0.21776130676269534,2,2,0.3336293630010107
pedrizzetti_relaxation,5.7,1520,6.939991474151611,1.1399999856948853,0.293598747253418,2,4,0.3304110435315607
pedrizzetti_relaxation,5.7,1520,7.4799909591674805,0.8799999952316284,0.23800106048583988,2,4,0.3304110435315607
pedrizzetti_relaxation,5.85,1560,7.119991302490234,1.059999942779541,0.26674736022949225,3,5,0.30792372334087575
pedrizzetti_relaxation,5.85,1560,7.559990882873535,1.0199999809265137,0.23710374832153325,3,5,0.30792372334087575
pedrizzetti_relaxation,5.85,1560,7.7199907302856445,0.9399999976158142,0.22821224212646488,3,5,0.30792372334087575
pedrizzetti_relaxation,6.0,1600,7.339991092681885,1.0199999809265137,0.2517061614990235,4,5,0.4634539504826007
pedrizzetti_relaxation,6.0,1600,7.739990711212158,1.0799999237060547,0.24942127227783206,4,5,0.4634539504826007
pedrizzetti_relaxation,6.0,1600,7.919990539550781,1.059999942779541,0.2148357200622559,4,5,0.4634539504826007
pedrizzetti_relaxation,6.0,1600,8.239990234375,0.7199999690055847,0.07065216064453125,4,5,0.4634539504826007
pedrizzetti_relaxation,6.15,1640,7.499990940093994,0.9599999785423279,0.23910530090332036,3,6,0.6399040746895398
pedrizzetti_relaxation,6.15,1640,7.879990577697754,1.159999966621399,0.23799171447753908,3,6,0.6399040746895398
pedrizzetti_relaxation,6.15,1640,8.439990043640137,0.85999995470047,0.06533830642700196,3,6,0.6399040746895398
pedrizzetti_relaxation,6.1875,1650,7.899990558624268,1.1799999475479126,0.23753189086914067,3,6,0.7032034660737059
pedrizzetti_relaxation,6.1875,1650,7.559990882873535,0.9399999976158142,0.23282711029052738,3,6,0.7032034660737059
pedrizzetti_relaxation,6.1875,1650,8.479990005493164,0.8999999761581421,0.06326208114624024,3,6,0.7032034660737059
