timestamp_utc,commit,dirty,method,backend,hardware_model,precision,kernel,distribution,count,reference_targets,velocity_relative_l2,gradient_relative_l2,rate_relative_l2,rate_particle_p50,rate_particle_p95,rate_particle_max,raw_rate_defect,m2l_pairs,near_node_pairs,p2p_particle_pairs,interaction_work,tree_build_seconds,upward_pass_seconds,interaction_list_seconds,m2l_seconds,downward_pass_seconds,near_field_seconds,strength_rate_seconds,stage_seconds,ssprk3_accepted_step_seconds,peak_host_rss_kib,estimated_device_bytes,host_particle_transfers
2026-09-02T15:09:27.125355+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,uniform,4000,128,2.681605584290057e-05,6.834287103061618e-06,9.525875951350218e-06,1.6865443963737306e-05,0.00017696779731285223,0.0005400601070254744,1.9997602560067715e-07,3936,28375,13874248,13878184,0.039864200982265174,0.01315637695370242,0.0095272779581137,0.010607598000206053,0.01635364897083491,0.41293580102501437,0.0010432449635118246,0.44148743501864374,1.4757343280361965,643024,12272000,0
2026-09-02T15:09:40.169903+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,TREECODE,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,uniform,4000,128,0.0026700079871868126,0.024297121959461567,0.03799184617300748,0.13916686311717044,0.5550278779029012,1.2019097731513637,1.6057592851388995e-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6208521569496952,2.0178731760242954,584484,0,0
2026-09-02T15:09:59.723306+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,uniform,14080,128,9.874427871492577e-05,3.171689079769833e-05,4.02342844822092e-05,9.388261473668105e-05,0.0006397431862610543,0.001875143255385356,2.118832914997075e-07,103350,135205,76609268,76712618,0.059116287040524185,0.0372491090092808,0.030143658979795873,0.14101461903192103,0.04131997103104368,0.9150352660217322,0.0019179719965904951,1.2013697680085897,3.8777520849835128,685376,43197440,0
2026-09-02T15:10:47.207070+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,TREECODE,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,uniform,14080,128,0.004938202750491767,0.025832243878793015,0.030625065965906563,0.10440677372645879,0.39376396629040067,0.9114923181923191,3.284284480730016e-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3519019929808564,15.392084408027586,593852,0,0
2026-09-02T15:11:34.560589+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,uniform,35000,128,0.0001420225356949204,6.105834248825672e-05,6.028217046466365e-05,0.00011116955191375595,0.0004795454888463938,0.0008585839776600123,4.2960771417283407e-07,428198,560541,272536910,272965108,0.09716253104852512,0.08151952701155096,0.11254981101956218,0.5223210130352527,0.0859750239760615,2.916294305003248,0.004701846977695823,3.805960245023016,11.905487896990962,792788,107380000,0
2026-09-02T15:15:06.557153+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,TREECODE,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,uniform,35000,128,0.005708076188838231,0.025669910769798143,0.025534869383846845,0.049440704132607954,0.21907982694109218,0.3027197616550043,6.417965540345047e-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25937247899128,79.76252013701014,624236,0,0
2026-09-02T15:16:37.943769+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,uniform,70200,128,0.0002412534222852104,0.00012358788394504862,0.00011672704224624086,0.0001031330076321858,0.0009297389022126187,0.0029366512689242906,3.3714325874061726e-07,1485206,1099630,543392494,544877700,0.1533475400065072,0.1502897139871493,0.2940440489910543,2.1657571319956332,0.1870275769615546,5.631093706993852,0.01946722302818671,8.724008065997623,26.400758628034964,953920,215373600,0
2026-09-02T15:26:21.976571+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,TREECODE,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,uniform,70200,128,0.00697813456153634,0.027019874737975052,0.02419800816500381,0.03194224301170209,0.17061295342674632,1.5164305323063716,1.5694861342593637e-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.20496840099804,217.3729492969578,673660,0,0
2026-09-02T15:26:42.521959+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,uniform,14080,128,9.890931963550144e-05,3.173601786130283e-05,4.0380607289067656e-05,9.277999022294336e-05,0.0006396033380178841,0.0018746185260650923,1.6307340644303543e-07,103350,135205,76609268,76712618,0.06371580599807203,0.03653148701414466,0.03014977602288127,0.14997677796054631,0.04702099098358303,1.0703738500014879,0.0026819889899343252,1.1839857389568351,3.725507508032024,701168,43197440,0
2026-09-02T15:27:00.363994+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,clustered,14080,128,5.6784080510798336e-05,6.607168729141136e-05,7.18174208948133e-05,3.8740787561943014e-05,0.000237023266146947,0.0008706257679075123,6.427180758972305e-07,10126,125109,48949238,48959364,0.05835692898835987,0.04234504501800984,0.023471670981962234,0.019701499957591295,0.045202509965747595,0.6369237109902315,0.0017801030189730227,0.7928842949913815,2.5604157929774374,686152,43197440,0
2026-09-02T15:27:19.070852+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,elongated,14080,128,3.291057102582286e-05,3.4331194467211844e-06,3.4314719192845776e-06,2.9871017620566987e-06,4.1792055252235556e-05,0.00011213095084424065,3.278761412593767e-08,21368,130142,63354966,63376334,0.06993617996340618,0.045237196958623827,0.02537903201300651,0.055775066022761166,0.05131828400772065,0.9164039360475726,0.001447602000553161,1.0649259770289063,2.8972351740230806,702208,43197440,0
2026-09-02T15:27:35.282358+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,ring,14080,128,6.922876239200151e-05,8.627366162844765e-05,0.0006324979324717186,0.00031756720410968764,0.0026477949925298805,0.05140450463897761,1.262563245297131e-05,28750,62567,26564622,26593372,0.04821610194630921,0.04255850496701896,0.01780336198862642,0.04484604997560382,0.04668004799168557,0.43707815697416663,0.0015926609630696476,0.6647035049973056,1.9453487690188922,699772,43197440,0
2026-09-02T15:27:48.570260+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,two_rings,14080,128,0.000186247749214811,0.00037160900097031656,0.0020101036324616994,0.001477054810413817,0.005798065620149587,0.016794094971844024,0.00010535365161118514,13530,26593,7906994,7920524,0.0566537770209834,0.047162470989860594,0.014207909000106156,0.028504603018518537,0.054549915017560124,0.27268562599783763,0.0022068279795348644,0.4631375889875926,1.5632080750074238,698160,43197440,0
2026-09-02T15:28:02.947629+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,leapfrog,14080,128,0.0002425349689475842,0.00043708823914123316,0.002280711382620725,0.0015507210154951947,0.00673023910706948,0.0116341118460846,0.00010009341753061443,12798,28426,9230178,9242976,0.06677211099304259,0.046289207006338984,0.01569243799895048,0.03236436104634777,0.053264610993210226,0.29184806399280205,0.001689692959189415,0.42760862997965887,1.4527826409903355,687336,43197440,0
2026-09-02T15:28:15.525686+00:00,2942d13958f9c3fed43ce90dd3eec10eeb83dd1c,True,FMM,VULKAN,Intel Corporation Alder Lake-P GT2 [Iris Xe Graphics] (rev 0c); NVIDIA Corporation GA106M [GeForce RTX 3060 Mobile / Max-Q] (rev a1),f32,GAUSSIAN,rotor,14080,128,0.00020902796576458278,0.00010669674867383161,0.001318185714752659,0.0011719077190710235,0.005127479094355383,0.009816507004434935,5.264347131437184e-05,20716,5674,2352222,2372938,0.059296121005900204,0.04191638302290812,0.011499484011437744,0.04402402398409322,0.047309693007264286,0.16744560399092734,0.0022600980009883642,0.37400212400825694,1.3229762759874575,699264,43197440,0
