time,step,total_kinetic_energy,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient,strain_increment_infinity,strain_increment_spectral,maximum_particle_strength,maximum_particle_vorticity
0.0625,5,3.0138111114501953,90.90961456298828,27.16167640686035,0.0,direct_energy_backward_difference,-0.9102448225021362,1.127773430198431e-09,10.747333526611328,-1.2782948033418506e-08,-10.50843334197998,2.9103830456733704e-10,-0.9342172145843506,2.0372681319713587e-10,-5.496058464050293,-2.916648895734397e-07,3.689283847808838,-9.313225746154784e-09,280,0.2276279330253601,0.0637651234865188,0.2283700108528137,0.5880582928657532,0.0006844461895525,0.0029380081687122,0.0106844455003738,0.0129380077123641,0.0,0.2283700072871787,0.4453953116782062,0.76289820178593,0.1619919962672157,2.4686071053365133,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0215379659086465,0.0,0.0215379659086465,0.0165397352122026,0.2276279330253601,198.1066514841752
0.125,10,19.486886978149418,244.62062072753903,99.41069793701172,263.5692138671875,direct_energy_backward_difference,-4.298590660095215,-1.557054929435253e-08,31.760168075561523,-3.026798367500305e-09,-28.810487747192383,-8.891220204532146e-09,-2.9242372512817383,-1.746229827404022e-09,-18.231050491333008,-9.238719940185548e-07,9.927639961242676,-2.9802322387695312e-08,560,0.2979054749011993,0.0837088078260421,0.2666007578372955,0.5901959538459778,0.0050993766635656,0.0238111820071935,0.0150993755087256,0.0338111817836761,0.0,0.2666007743084005,0.4336199154145883,1.053112938404994,0.1218833032547301,5.782152737905294,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0440597284585237,0.0,0.0440597284585237,0.029838953397824,0.2979054749011993,197.52461859867347
0.1875,15,26.097084045410156,260.3425598144531,120.74403381347656,105.76315307617188,direct_energy_backward_difference,-4.63179874420166,5.296897143125534e-09,41.31672668457031,-4.032626748085022e-07,-33.872432708740234,-3.9515725802630186e-08,-3.8865113258361816,2.89292074739933e-08,-28.55556297302246,-4.075467586517334e-06,10.460989952087402,4.209578037261963e-07,840,0.2979063391685486,0.1003934293985366,0.2900336384773254,0.5923371315002441,0.0061223967932164,0.0295503605157136,0.0161223951727151,0.0395503602921962,0.0,0.2900336113004457,0.455582303540362,0.9555480408112468,0.1152992829876343,8.102457506002875,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0537574399262666,0.0,0.0537574399262666,0.0381368398978637,0.2979063391685486,196.13185921009435
0.25,20,30.60454750061035,277.26885986328125,137.82318115234375,72.11941528320312,direct_energy_backward_difference,-4.63886022567749,1.046573743224144e-07,49.027244567871094,-6.583620688616065e-07,-36.503787994384766,-1.108019205275923e-07,-4.578797340393066,1.558000803925097e-07,-38.997894287109375,-2.177491069232929e-06,6.484312057495117,4.1921157389879227e-07,1120,0.2979210317134857,0.1128049045801162,0.3032948672771454,0.5944843888282776,0.0060391467995941,0.0292934980243444,0.0160391461104154,0.039293497800827,0.0,0.3032948433488075,0.4632606175809275,1.0741714330083088,0.1070425354139512,10.83376310547587,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0574328556656837,0.0,0.0574328556656837,0.0419883545681627,0.2979210317134857,194.15702693571075
0.3125,25,34.663368225097656,298.320068359375,155.4384765625,64.94113159179688,direct_energy_backward_difference,-4.709852695465088,-7.105991244316101e-07,56.03105163574219,6.616115570068359e-06,-38.10669708251953,-5.7741999626159675e-08,-5.115796089172363,-1.296401023864746e-06,-49.8414306640625,-4.553794860839844e-05,-2.2311925888061523,8.195638656616211e-06,1400,0.2979510128498077,0.1238121688365936,0.3123838901519775,0.5989091992378235,0.0058518731966614,0.0271268561482429,0.0158518739044666,0.0371268540620803,0.0,0.3123839069902897,0.4686645639563669,0.9534258465177348,0.1095187798005719,11.02470855695591,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0594767957925796,0.0,0.0594767957925796,0.0441164917783014,0.2979510128498077,191.987638716008
0.375,30,38.739990234375,321.83807373046875,173.67990112304688,65.2259521484375,direct_energy_backward_difference,-4.85143518447876,-3.973715138272382e-06,62.683876037597656,7.111198101483751e-06,-39.16387176513672,2.2040367184672505e-06,-5.547598361968994,-5.428100848803297e-07,-61.08279800415039,-9.009108180180192e-05,-15.981048583984377,2.9398943297564983e-06,1680,0.2979964017868042,0.1339141130447387,0.3193362057209015,0.6033735275268555,0.0056202867999672,0.0255318339914083,0.0156202865764498,0.0355318337678909,0.0,0.3193361856398128,0.47400822282865,0.9530632124812346,0.1038156636425454,11.190803011484917,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0564442914910614,0.0,0.0564442914910614,0.0454575135684355,0.2979964017868042,189.668887834884
0.4375,35,42.979835510253906,346.7407531738281,192.33615112304688,67.8375244140625,direct_energy_backward_difference,-5.040933132171631,-6.454065442085266e-06,69.1466064453125,3.874301910400391e-06,-39.89588165283203,3.959983587265015e-06,-5.9020256996154785,-1.4901161193847656e-08,-72.67243957519531,-5.626678466796875e-05,-34.996803283691406,3.2633543014526367e-06,1960,0.2980560958385467,0.143271341919899,0.325029581785202,0.6079031229019165,0.0053873471915721,0.0239617656916379,0.0153873478993773,0.0339617654681205,0.0,0.3250295917750621,0.476006875153928,0.952809710778544,0.1058820056723422,11.27537664928812,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0580641474574804,0.0,0.0580641474574804,0.0463740911551613,0.2980560958385467,187.8247627473577
0.5,40,47.41917419433594,372.3770446777344,211.23992919921875,71.0294189453125,direct_energy_backward_difference,-5.27244758605957,-6.813455001974944e-06,75.50812530517578,-1.1541951607796364e-06,-40.417911529541016,9.874720490188338e-07,-6.195979118347168,4.133195034228265e-06,-84.55947875976562,-0.0002749435952864,-59.450435638427734,-3.169357660226524e-05,2240,0.2981263697147369,0.1519893407821655,0.3299106657505035,0.6124619245529175,0.0051746293902397,0.0224502403289079,0.0151746291667222,0.0324502401053905,0.0,0.3299106462991663,0.4777621896562042,0.9526185915256412,0.1036832918081772,11.44967955551448,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0591979244723916,0.0,0.0591979244723916,0.0470315917127359,0.2981263697147369,188.41463264698916
0.5625,45,52.05537796020508,398.29443359375,230.2581329345703,74.17926025390625,direct_energy_backward_difference,-5.539538383483887,2.3132190108299255e-05,81.82522583007812,-6.616115570068359e-06,-40.80033874511719,-2.594594843685627e-05,-6.442242622375488,3.156810998916626e-05,-96.69287109375,0.0003278255462646,-89.45030212402344,-0.0001627951860427,2520,0.2982036173343658,0.1601476371288299,0.3342339992523193,0.6169118285179138,0.0049887052737176,0.021046869456768,0.0149887055158615,0.0310468692332506,0.0,0.3342339837125369,0.4784046950181581,0.9524699301516266,0.1045599609734627,11.119461830492924,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0600215720012784,0.0,0.0600215720012784,0.0475237886223936,0.2982036173343658,191.89368208721197
0.625,50,56.86979675292969,424.1856384277344,249.28366088867188,77.03070068359375,direct_energy_backward_difference,-5.823848247528076,-1.465626155550126e-05,88.12289428710938,7.497510523535311e-08,-41.0837516784668,-6.557755114044994e-06,-6.651599407196045,0.0001332103856839,-109.03604888916016,0.0006017016712576,-125.08560943603516,-0.0006548416567966,2800,0.2982819080352783,0.1630830764770507,0.3381564021110534,0.6212459802627563,0.0048270151019096,0.019932834431529,0.0148270139470696,0.0299328342080116,0.0,0.3381563782479082,0.4772237784944653,0.9523565703107976,0.1075617768072456,12.07974046148075,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0606415618211031,0.0,0.0606415618211031,0.0478994746571368,0.2982819080352783,196.0735353541977
