1.538e-4,-2.058e+0
9.231e-4,2.058e+0
1.846e-3,1.646e+1
2.769e-3,2.469e+1
3.692e-3,3.704e+1
4.615e-3,3.909e+1
5.385e-3,4.527e+1
6.154e-3,5.556e+1
7.231e-3,6.379e+1
8.154e-3,7.407e+1
9.077e-3,7.613e+1
1e-2,9.053e+1
1.092e-2,9.053e+1
1.169e-2,1.029e+2
1.262e-2,1.029e+2
1.354e-2,1.152e+2
1.446e-2,1.214e+2
1.538e-2,1.276e+2
1.631e-2,1.379e+2
1.708e-2,1.461e+2
1.8e-2,1.481e+2
1.892e-2,1.605e+2
1.985e-2,1.605e+2
2.077e-2,1.749e+2
2.169e-2,1.852e+2
2.246e-2,1.955e+2
2.338e-2,2.078e+2
2.431e-2,2.243e+2
2.523e-2,2.284e+2
2.6e-2,2.387e+2
2.692e-2,2.51e+2
2.785e-2,2.572e+2
2.877e-2,2.778e+2
2.954e-2,2.819e+2
3.062e-2,2.984e+2
3.138e-2,3.23e+2
3.231e-2,3.333e+2
3.323e-2,3.498e+2
3.415e-2,3.395e+2
3.508e-2,3.436e+2
3.6e-2,3.519e+2
3.677e-2,3.416e+2
3.769e-2,3.498e+2
3.862e-2,3.56e+2
3.954e-2,3.457e+2
4.046e-2,3.519e+2
4.123e-2,3.56e+2
4.215e-2,3.601e+2
4.308e-2,3.663e+2
4.4e-2,3.683e+2
4.492e-2,3.786e+2
4.585e-2,3.807e+2
4.662e-2,3.827e+2
4.785e-2,3.951e+2
