flow_time,time_step,center0_x,center0_y,center1_x,center1_y,separation,a_c0,a_c1,a_c_mean,angle_rad,merged
0.0,0,7.88380816813581e-05,2.9121940673472836e-05,nan,nan,nan,0.11365300696501893,nan,0.11365300696501893,nan,True
0.5,10,6.045929432737503e-05,-1.3209631308224527e-05,nan,nan,nan,0.13216703748293335,nan,0.13216703748293335,nan,True
1.0,20,-0.0002661401770012517,-8.361139362339809e-05,nan,nan,nan,0.1454218474892497,nan,0.1454218474892497,nan,True
1.5,30,0.0002042991289613759,1.4729829752733762e-05,nan,nan,nan,0.15931355301510203,nan,0.15931355301510203,nan,True
2.0,40,-0.00016938488279244832,0.00023510726459884094,nan,nan,nan,0.17068255940986377,nan,0.17068255940986377,nan,True
2.5,50,0.00040379726834078455,0.00026140263365840373,nan,nan,nan,0.1803099119454651,nan,0.1803099119454651,nan,True
3.0,60,-0.0005792486865934775,-0.0005244503636596211,nan,nan,nan,0.1898812337420971,nan,0.1898812337420971,nan,True
3.5,70,6.420558052807929e-05,8.847264377320275e-05,nan,nan,nan,0.20053968266428382,nan,0.20053968266428382,nan,True
4.0,80,-0.0004285206311836655,-0.00016242439839886803,nan,nan,nan,0.2088912825377215,nan,0.2088912825377215,nan,True
4.5,90,-9.004943613503205e-05,0.00014974761695039207,nan,nan,nan,0.21661579327943592,nan,0.21661579327943592,nan,True
5.0,100,-7.149972816104774e-05,3.494992647559152e-05,nan,nan,nan,0.22529877937406415,nan,0.22529877937406415,nan,True
5.5,110,-0.0002659123639416569,-0.0002739217032673501,nan,nan,nan,0.2337422168293102,nan,0.2337422168293102,nan,True
6.0,120,0.0001647617809681139,9.174596729400236e-06,nan,nan,nan,0.24153297951406286,nan,0.24153297951406286,nan,True
6.5,130,-0.00036493053001354837,-0.000624397024991898,nan,nan,nan,0.2484081368768283,nan,0.2484081368768283,nan,True
7.0,140,0.0002108393525253062,5.97892756653212e-06,nan,nan,nan,0.25596120063293787,nan,0.25596120063293787,nan,True
7.5,150,0.00013834299334485351,9.10435247044903e-05,nan,nan,nan,0.26345583054317745,nan,0.26345583054317745,nan,True
8.0,160,-1.7764648862854432e-05,6.166838689495594e-05,nan,nan,nan,0.2702289466108645,nan,0.2702289466108645,nan,True
8.5,170,-0.0001086029629730991,-8.716848324564667e-05,nan,nan,nan,0.2767535337300281,nan,0.2767535337300281,nan,True
9.0,180,0.00048208037603708577,0.00023645093942256033,nan,nan,nan,0.28306888157706056,nan,0.28306888157706056,nan,True
9.5,190,-8.718219591882657e-05,-0.00021153452700113193,nan,nan,nan,0.2895542397468193,nan,0.2895542397468193,nan,True
10.0,200,-0.0003544732888892105,-0.00017850265998664252,nan,nan,nan,0.29610233427037863,nan,0.29610233427037863,nan,True
10.5,210,0.0001572866762107394,0.00023212517057137006,nan,nan,nan,0.30207157624957326,nan,0.30207157624957326,nan,True
11.0,220,7.50876343794615e-05,0.00016977985493132336,nan,nan,nan,0.30770972204413716,nan,0.30770972204413716,nan,True
11.5,230,8.941031026507951e-05,-0.00044144012070841443,nan,nan,nan,0.3134737437841075,nan,0.3134737437841075,nan,True
12.0,240,-5.4654378977992884e-05,-0.00018636978403726,nan,nan,nan,0.3188677088278067,nan,0.3188677088278067,nan,True
12.5,250,5.382908086714343e-05,-0.0001554837761824082,nan,nan,nan,0.32514188141662975,nan,0.32514188141662975,nan,True
13.0,260,-0.00014323780676457978,0.0003801352095157872,nan,nan,nan,0.33035423640736794,nan,0.33035423640736794,nan,True
13.5,270,-0.0005523344698923124,-0.0004524305819132637,nan,nan,nan,0.3359026813202751,nan,0.3359026813202751,nan,True
14.0,280,8.983447082920281e-05,2.462415674194719e-05,nan,nan,nan,0.34110453007942837,nan,0.34110453007942837,nan,True
14.5,290,0.0001961331598814626,0.0002260057437322819,nan,nan,nan,0.34601526075527206,nan,0.34601526075527206,nan,True
15.0,300,-0.00034640064980944504,-3.405480965981497e-05,nan,nan,nan,0.35052091576379285,nan,0.35052091576379285,nan,True
15.5,310,-6.325328770274882e-05,-0.00014055614261179408,nan,nan,nan,0.35619988384562196,nan,0.35619988384562196,nan,True
16.0,320,-0.00012970723463002955,5.4934718764462485e-05,nan,nan,nan,0.36168362530527504,nan,0.36168362530527504,nan,True
16.5,330,4.826581240066193e-06,6.832142244075719e-05,nan,nan,nan,0.36669593041171894,nan,0.36669593041171894,nan,True
17.0,340,-3.5958989019371964e-05,3.066917537938381e-05,nan,nan,nan,0.37168356969291116,nan,0.37168356969291116,nan,True
17.5,350,-0.00041810686082976344,-0.0005726935941288006,nan,nan,nan,0.37571635355228955,nan,0.37571635355228955,nan,True
18.0,360,-8.557872697618171e-05,-0.00035628609269127944,nan,nan,nan,0.38081183606149677,nan,0.38081183606149677,nan,True
18.5,370,0.00015969616656701083,-1.7517242235841075e-05,nan,nan,nan,0.38489806946323746,nan,0.38489806946323746,nan,True
19.0,380,0.0001595765244317865,-0.0002381425898083142,nan,nan,nan,0.3895019330482006,nan,0.3895019330482006,nan,True
19.5,390,-0.0003017081808682864,-0.0006490515258865065,nan,nan,nan,0.3940816329494266,nan,0.3940816329494266,nan,True
20.0,400,-0.00026857975746847907,-0.00029707473234473665,nan,nan,nan,0.3989782541931727,nan,0.3989782541931727,nan,True
20.5,410,0.00026960606500562857,-8.838143292936146e-05,nan,nan,nan,0.40345930479919756,nan,0.40345930479919756,nan,True
21.0,420,0.0004793146835532769,0.00022177521950363376,nan,nan,nan,0.407656178398656,nan,0.407656178398656,nan,True
21.5,430,9.75643101203502e-05,6.596606694205959e-05,nan,nan,nan,0.4120304683468065,nan,0.4120304683468065,nan,True
22.0,440,-5.873915146795924e-05,6.826334100226338e-05,nan,nan,nan,0.4156940591972991,nan,0.4156940591972991,nan,True
22.5,450,-3.1078485639797714e-05,-0.0002119404893618958,nan,nan,nan,0.42021217926087234,nan,0.42021217926087234,nan,True
23.0,460,-8.63447128143806e-05,-4.877604610615532e-05,nan,nan,nan,0.4247352387868759,nan,0.4247352387868759,nan,True
23.5,470,0.00023869253153417956,0.0004757511724453309,nan,nan,nan,0.4291902891198231,nan,0.4291902891198231,nan,True
24.0,480,0.00017594682652842083,-9.898191255632618e-05,nan,nan,nan,0.4333554555414913,nan,0.4333554555414913,nan,True
24.5,490,-0.0003982481212760062,-0.0001697148866628628,nan,nan,nan,0.43724092503571726,nan,0.43724092503571726,nan,True
25.0,500,-0.00033102174681343984,-0.00017910212422877155,nan,nan,nan,0.4410319133339814,nan,0.4410319133339814,nan,True
25.5,510,-1.4178787994987643e-05,5.36799524079443e-06,nan,nan,nan,0.44451122482970534,nan,0.44451122482970534,nan,True
26.0,520,-0.00010569828404906498,-8.468736131834618e-05,nan,nan,nan,0.4486038134592833,nan,0.4486038134592833,nan,True
26.5,530,-0.00019372298038456873,-3.735031490203402e-05,nan,nan,nan,0.452254522489214,nan,0.452254522489214,nan,True
27.0,540,-0.00011585420887019514,-0.0001696277936244094,nan,nan,nan,0.4565245365397052,nan,0.4565245365397052,nan,True
27.5,550,-0.0003906655795316704,-0.00044515821086319894,nan,nan,nan,0.4600905711801266,nan,0.4600905711801266,nan,True
28.0,560,-0.00014027892490290933,-0.00019710016817290067,nan,nan,nan,0.464404286017016,nan,0.464404286017016,nan,True
28.5,570,-3.368997923038689e-05,-0.0002265208870722164,nan,nan,nan,0.46803889138027244,nan,0.46803889138027244,nan,True
29.0,580,0.00015722726370513343,-5.49784445359708e-05,nan,nan,nan,0.47183286129763613,nan,0.47183286129763613,nan,True
29.5,590,0.00019422814045384738,-0.00024381057451748031,nan,nan,nan,0.47515164878782395,nan,0.47515164878782395,nan,True
30.0,600,-0.00027599471815180224,-0.00041607417328116665,nan,nan,nan,0.4789662935692451,nan,0.4789662935692451,nan,True
