time,step,kinetic_energy,enstrophy,enstrophy_test,dEdt,neg_nu_enstrophy,helicity,strength_magnitude,strength_x,strength_y,strength_z,impulse_x,impulse_y,impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles,max_gamma,turbulent_viscosity_mean,turbulent_viscosity_max,effective_viscosity_mean,effective_viscosity_max,invariant_projection_correction_ratio,core_radius_mean,overlap_ratio,overlap_ratio_max,vorticity_divergence_error,strength_misalignment_deg,stabilization_viscosity_mean,stabilization_viscosity_max,stabilization_viscosity_active_fraction,refinement_events,refinement_parents_total,refinement_last_split,refinement_max_stretch_ratio,refinement_last_energy_change,refinement_cumulative_energy_change,refinement_cumulative_enstrophy_change,refinement_cumulative_helicity_change,refinement_cumulative_abs_energy_change,refinement_cumulative_abs_enstrophy_change,refinement_cumulative_abs_helicity_change,refinement_cumulative_abs_circulation_error_relative,refinement_cumulative_abs_linear_impulse_error_relative,refinement_cumulative_abs_angular_impulse_error_relative,refinement_last_enstrophy_change,refinement_last_helicity_error,refinement_max_abs_energy_change,refinement_max_abs_enstrophy_change,refinement_max_helicity_error,refinement_max_circulation_error,refinement_max_strength_variation_error,refinement_max_linear_impulse_error,refinement_max_angular_impulse_error,refinement_max_circulation_error_relative,refinement_max_strength_variation_error_relative,refinement_max_linear_impulse_error_relative,refinement_max_angular_impulse_error_relative,relaxation_events,relaxation_last_projection_sweeps,relaxation_max_projection_sweeps,relaxation_last_iterations,relaxation_last_regularization,relaxation_last_trust_region_scale,relaxation_last_residual_ratio,relaxation_best_residual_ratio,relaxation_last_correction_norm,relaxation_max_correction_norm,relaxation_last_energy_change,relaxation_last_enstrophy_change,relaxation_last_helicity_change,relaxation_last_variation_change,relaxation_last_energy_spectral_error,relaxation_last_enstrophy_spectral_error,relaxation_last_helicity_spectral_error,relaxation_max_energy_spectral_error,relaxation_max_enstrophy_spectral_error,relaxation_max_helicity_spectral_error,relaxation_max_abs_energy_change,relaxation_max_abs_enstrophy_change,relaxation_max_abs_helicity_change,relaxation_max_abs_variation_change,relaxation_last_circulation_restored_relative,relaxation_last_linear_impulse_restored_relative,relaxation_last_angular_impulse_restored_relative,relaxation_last_reference_restoration_scale,relaxation_last_circulation_reference_error_relative,relaxation_last_linear_impulse_reference_error_relative,relaxation_last_angular_impulse_reference_error_relative,relaxation_max_circulation_restored_relative,relaxation_max_linear_impulse_restored_relative,relaxation_max_angular_impulse_restored_relative,relaxation_cumulative_energy_change,relaxation_cumulative_enstrophy_change,relaxation_cumulative_helicity_change,relaxation_cumulative_variation_change,relaxation_cumulative_abs_energy_change,relaxation_cumulative_abs_enstrophy_change,relaxation_cumulative_abs_helicity_change,relaxation_cumulative_abs_variation_change,relaxation_max_circulation_error,relaxation_max_linear_impulse_error,relaxation_max_angular_impulse_error,relaxation_cumulative_abs_circulation_error_relative,relaxation_cumulative_abs_linear_impulse_error_relative,relaxation_cumulative_abs_angular_impulse_error_relative,relaxation_grid_divergence_before,relaxation_grid_divergence_after,relaxation_direct_divergence_before,relaxation_direct_divergence_after,relaxation_direct_divergence_ratio,grid_diffusion_events,grid_diffusion_last_particles_before,grid_diffusion_last_particles_after,grid_diffusion_max_moment_correction_relative,grid_diffusion_max_circulation_error_relative,grid_diffusion_max_linear_impulse_error_relative,grid_diffusion_max_angular_impulse_error_relative,regularization_events,regularization_dissipative_candidate_events,regularization_enstrophy_restoration_events,regularization_solenoidal_projection_events,regularization_projection_only_events,regularization_last_projection_correction_relative,regularization_max_projection_correction_relative,regularization_last_projection_residual_ratio,regularization_last_particles_before,regularization_last_particles_after,regularization_last_energy_change,regularization_cumulative_energy_change,regularization_max_energy_dissipation,regularization_last_energy_transfer,regularization_cumulative_energy_transfer,regularization_equivalent_viscosity,regularization_last_step,regularization_last_enstrophy_change,regularization_max_abs_enstrophy_change,regularization_max_enstrophy_injection,regularization_max_enstrophy_dissipation,regularization_last_candidate_energy_change,regularization_last_candidate_enstrophy_change,regularization_last_moment_correction_relative,regularization_last_correction_relative,regularization_max_correction_relative,regularization_last_divergence_before,regularization_last_divergence_after,regularization_last_misalignment_before,regularization_last_misalignment_after,regularization_max_circulation_error_relative,regularization_max_linear_impulse_error_relative,regularization_max_angular_impulse_error_relative
9.5,190,1.3361048698425293,11.147322654724121,10.034799575805664,-0.021274089813232422,-0.021032676100730896,0.0,6.1852617263793945,0.0,0.0,6.185266017913818,0.0012060558656230569,0.0006892523379065096,0.0,-1.1449049452494364e-05,1.550736897115712e-06,-0.1737225353717804,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.28248560428619385,0.22069853777472012,0.3520931797198706,0.05916607122592007,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.75,195,1.3309048414230347,10.898406982421875,9.832015991210938,-0.020800113677978516,-0.020563025027513504,0.0,6.185219764709473,0.0,0.0,6.18522834777832,0.0012125670909881592,0.0006936678546480834,0.0,-9.660428986535408e-06,1.2054268836436677e-06,-0.17761088907718658,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.28580573201179504,0.21801907785461425,0.34763900573768997,0.060153458303595315,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,200,1.3258215188980103,10.660209655761719,9.63714599609375,-0.020333290100097656,-0.020113594830036163,0.0,6.185235977172852,0.0,0.0,6.185245037078857,0.0012181233614683151,0.0006974047864787281,0.0,-9.71932149695931e-06,9.16436079023697e-07,-0.181502103805542,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.28908771276474,0.21547458666282518,0.34293236011367184,0.061140763214863544,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.25,205,1.3208471536636353,10.432037353515625,9.449737548828125,-0.0198974609375,-0.019683102145791054,0.0,6.1852312088012695,0.0,0.0,6.185222625732422,0.0012203518999740481,0.0007047296967357397,0.0,-8.68456936586881e-06,1.9926887944166083e-06,-0.18539196252822876,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.29233285784721375,0.2130518454636416,0.3385078150997316,0.06212642179467195,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,210,1.31597900390625,10.213315963745117,9.269381523132324,-0.019472599029541016,-0.019270405173301697,0.0,6.185258865356445,0.0,0.0,6.185257911682129,0.0012149765389040112,0.0007061085780151188,0.0,-9.2314630819601e-06,3.037392616533907e-06,-0.1892806887626648,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.2955423593521118,0.2107024504207956,0.3339634851857112,0.0631117316390199,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.75,215,1.3112109899520874,10.003449440002441,9.095664024353027,-0.01907205581665039,-0.01887441985309124,0.0,6.185238361358643,0.0,0.0,6.185242176055908,0.001213326002471149,0.000717950810212642,0.0,-8.157437150657643e-06,1.8693464198804577e-06,-0.19317224621772766,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.2987173795700073,0.20845664323371718,0.3297110746231188,0.0640920086190518,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,220,1.306541085243225,9.801901817321777,8.928256034851074,-0.01867961883544922,-0.018494147807359695,0.0,6.185251235961914,0.0,0.0,6.185250282287598,0.0012080104788765311,0.0007242089486680925,0.0,-8.26112682261737e-06,8.219032565648376e-07,-0.1970617026090622,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.3018589913845062,0.20628894036927187,0.32539069601157355,0.0650725850338126,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.25,225,1.301961898803711,9.608200073242188,8.766793251037598,-0.01831674575805664,-0.018128663301467896,0.0,6.185237884521484,0.0,0.0,6.185233116149902,0.0012030798243358731,0.0007220529951155186,0.0,-8.676203833601903e-06,1.4457655197475106e-06,-0.20095135271549225,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.3049682676792145,0.2041741177820992,0.3213777107832485,0.06605106358409082,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,230,1.2974750995635986,9.421880722045898,8.61097240447998,-0.01794719696044922,-0.017777133733034134,0.0,6.185249328613281,0.0,0.0,6.185252666473389,0.0011940102558583021,0.0007225085864774883,0.0,-8.935928235587198e-06,2.7087139642389957e-06,-0.2048427164554596,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.3080461621284485,0.20213299500103638,0.3174717960846409,0.06702750524306608,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.75,235,1.2930731773376465,9.2425537109375,8.460518836975098,-0.017607688903808594,-0.017438774928450584,0.0,6.185229301452637,0.0,0.0,6.185235023498535,0.0011839864309877157,0.0007151223253458738,0.0,-9.4751330834697e-06,2.3543452698504552e-06,-0.20873165130615234,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.31109362840652466,0.20016303218688372,0.3135275032050737,0.06801177426703245,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,240,1.2887544631958008,9.069808959960938,8.31513786315918,-0.017274856567382812,-0.017112858593463898,0.0,6.185239791870117,0.0,0.0,6.185235977172852,0.0011706530349329114,0.0007095696055330336,0.0,-1.0675296834961046e-05,1.9868034542014357e-06,-0.2126220017671585,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.31411150097846985,0.19825646009878473,0.3098921403360316,0.0689965907472914,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.25,245,1.2845147848129272,8.903334617614746,8.174592018127441,-0.01695871353149414,-0.016798732802271843,0.0,6.185232639312744,0.0,0.0,6.185235023498535,0.0011699879541993141,0.0006982613704167306,0.0,-1.1309441106277518e-05,5.477180025081907e-07,-0.21651189029216766,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.3171006739139557,0.19641383393177558,0.30655023586230307,0.06997360796007335,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,250,1.2803528308868408,8.742740631103516,8.038640022277832,-0.016647815704345703,-0.01649574749171734,0.0,6.185247421264648,0.0,0.0,6.185232639312744,0.0011671583633869886,0.0006894322577863932,0.0,-1.0725810170697514e-05,1.4547825912814005e-06,-0.2204028218984604,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.32006195187568665,0.19462779814411743,0.3029304423701537,0.07094718057550396,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.75,255,1.2762662172317505,8.58775806427002,7.907079696655273,-0.016346454620361328,-0.01620333082973957,0.0,6.185251712799072,0.0,0.0,6.18525505065918,0.001176252611912787,0.0006788249593228102,0.0,-1.1006994100171141e-05,9.968306358132395e-07,-0.22429202497005463,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.32299602031707764,0.19287959412519634,0.29921972387513873,0.0719208428269352,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,260,1.2722516059875488,8.438100814819336,7.7796711921691895,-0.01605844497680664,-0.01592092216014862,0.0,6.1852312088012695,0.0,0.0,6.185239315032959,0.00117790256626904,0.0006738451193086803,0.0,-1.0805908459587954e-05,3.359241702582949e-07,-0.22818246483802795,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.32590368390083313,0.1911704057578556,0.295738199163785,0.07289118229265049,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.25,265,1.2683063745498657,8.293463706970215,7.656239032745361,-0.015780925750732422,-0.015648042783141136,0.0,6.185229778289795,0.0,0.0,6.185229778289795,0.0011801498476415873,0.0006750449538230896,0.0,-1.0239192306471523e-05,-5.639464006890194e-07,-0.23207154870033264,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.32878565788269043,0.1895155067198504,0.29247896289999814,0.07385948165947302,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,270,1.264425277709961,8.153635025024414,7.536598205566406,-0.01552438735961914,-0.015384221449494362,0.0,6.1852335929870605,0.0,0.0,6.185226917266846,0.001194702461361885,0.0006762489792890847,0.0,-9.799801773624495e-06,-1.8925230733657372e-06,-0.2359617054462433,1197,0.022114787250757217,0.0,0.0,0.0018867924809455872,0.0018867924809455872,0.0,0.3316425383090973,0.18791310125168725,0.2892876932300558,0.07482571831540324,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
