# flow_time=30.0
x,y,z,Ux,Uy,Uz,omega_x,omega_y,omega_z,Sxx,Sxy,Sxz,Syy,Syz,Szz,dudx,dudy,dudz,dvdx,dvdy,dvdz,dwdx,dwdy,dwdz
0.0,-0.875,0.0,0.16593622,-0.0001475243,0.0,0.0,0.0,0.053154115,0.00036442757,0.17014289,-7.1739e-07,-0.0003644277,6.3874904e-07,0.0,0.00036442757,0.15077738,-1.43478e-06,0.1895084,-0.0003644277,1.2774981e-06,0.0,0.0,0.0
0.0,-0.8625,0.0,0.16780725,-0.0001516029,0.0,0.0,0.0,0.058222003,0.00037235045,0.17255256,-7.180855e-07,-0.0003723501,6.609084e-07,0.0,0.00037235045,0.15067641,-1.436171e-06,0.1944287,-0.0003723501,1.3218169e-06,0.0,0.0,0.0
0.0,-0.85,0.0,0.16967054,-0.00015641958,0.0,0.0,0.0,0.06368963,0.0003800068,0.17490292,-7.1822063e-07,-0.0003800062,6.8376113e-07,0.0,0.0003800068,0.15031606,-1.4364413e-06,0.19948976,-0.0003800062,1.3675223e-06,0.0,0.0,0.0
0.0,-0.8375,0.0,0.17153813,-0.00016155657,0.0,0.0,0.0,0.06957947,0.00038737094,0.17718613,-7.1522146e-07,-0.00038737047,7.071962e-07,0.0,0.00038737094,0.14967723,-1.4304429e-06,0.20469502,-0.00038737047,1.4143924e-06,0.0,0.0,0.0
0.0,-0.825,0.0,0.17340006,-0.00016629936,0.0,0.0,0.0,0.07591463,0.00039435076,0.1793918,-7.081714e-07,-0.00039435146,7.312789e-07,0.0,0.00039435076,0.14873813,-1.4163428e-06,0.21004546,-0.00039435146,1.4625577e-06,0.0,0.0,0.0
0.0,-0.8125,0.0,0.17524046,-0.00017133058,0.0,0.0,0.0,0.08271839,0.00040094013,0.1815103,-7.0439313e-07,-0.0004009399,7.5584114e-07,0.0,0.00040094013,0.14747721,-1.4087863e-06,0.2155434,-0.0004009399,1.5116823e-06,0.0,0.0,0.0
0.0,-0.8,0.0,0.17706725,-0.00017651687,0.0,0.0,0.0,0.09001386,0.00040705962,0.18353203,-6.9522724e-07,-0.00040705974,7.810956e-07,0.0,0.00040705962,0.14587331,-1.3904545e-06,0.22119074,-0.00040705974,1.5621912e-06,0.0,0.0,0.0
0.0,-0.7875,0.0,0.17886929,-0.00018084625,0.0,0.0,0.0,0.09782446,0.0004126561,0.18544681,-6.821779e-07,-0.00041265634,8.066779e-07,0.0,0.0004126561,0.14390504,-1.3643559e-06,0.22698858,-0.00041265634,1.6133558e-06,0.0,0.0,0.0
0.0,-0.775,0.0,0.18063158,-0.00018648161,0.0,0.0,0.0,0.10617389,0.00041768383,0.18724386,-6.707453e-07,-0.00041768476,8.330204e-07,0.0,0.00041768383,0.14154926,-1.3414906e-06,0.23293847,-0.00041768476,1.6660408e-06,0.0,0.0,0.0
0.0,-0.7625,0.0,0.18236808,-0.00019168452,0.0,0.0,0.0,0.115085125,0.00042206986,0.18891278,-6.5468174e-07,-0.00042206963,8.59801e-07,0.0,0.00042206986,0.13878457,-1.3093635e-06,0.239041,-0.00042206963,1.719602e-06,0.0,0.0,0.0
