time,step,reference_speed,R1,Rinf,edge_R1,edge_Rinf,interior_R1,interior_Rinf,collocation_R1,collocation_Rinf,off_grid_R1,off_grid_Rinf,independent_surface_R1,independent_surface_Rinf,two_sided_trace_R1,two_sided_trace_Rinf,transport_R1,transport_Rinf,transport_filter_radius,transport_operator,transport_filter_radii,boundary_filter_radius,stage_boundary_residual,stage_near_wake_elapsed,stage_near_wake_matrix_norm,n_probes,n_panels,n_edge_panels,front_wing_R1,front_wing_Rinf,front_wing_n_probes,rear_wing_R1,rear_wing_Rinf,rear_wing_n_probes
0.01,1,4.0,0.16980197589829163,4.328463019295484,0.18915580621261274,4.328463019295484,0.12416516614476901,1.0422500036349873,8.44997410822624e-17,2.498001805406602e-16,0.25470296384743735,4.328463019295484,0.4290722930710393,4.328463019295484,0.0803336346238355,0.30586382654883826,0.040911162646657506,0.16951551326962053,0.047729707730091955,symmetric_pair_radius:GAUSSIAN:host_reference,0.04772970773009196,1e-08,9.992007221626409e-16,0.0,0.0,1344,48,36,0.17496896135292367,4.328463019295484,672,0.16463499044365962,4.196356450062728,672
0.02,2,4.0,0.16394926239889718,4.226740360989709,0.18289164009864883,4.226740360989709,0.11928266806985315,0.9983206286122092,9.293525916152217e-17,2.7755575615628914e-16,0.2459238935983457,4.226740360989709,0.4145507996272707,4.226740360989709,0.0772969875694208,0.299980230460974,0.04199937351727849,0.1715020898876461,0.047729707730091955,symmetric_pair_radius:GAUSSIAN:host_reference,0.04772970773009196,1e-08,6.661338147750939e-16,0.004999999999999999,1.5459781673128026,1344,48,36,0.16905494956766554,4.226740360989709,672,0.15884357523012888,4.100844017239375,672
