time,step,surface,wing_uid,segment_uid,station_id,half,span_index,span_coordinate,span_coordinate_absolute,min_span_edge,max_span_edge,chord_index,chord_fraction,panel_chord,panel_circulation,pressure_jump_coefficient,pressure_jump_coefficient_type,panel_force_x,panel_force_y,panel_force_z,panel_force_units,force_density,unsteady_force_x,unsteady_force_y,unsteady_force_z,relative_velocity_x,relative_velocity_y,relative_velocity_z,relative_velocity_units,bound_x,bound_y,bound_z,span_coordinate_normalized
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:0,mirror,0,-0.4519437849521637,0.4519437849521637,-0.641509473323822,-0.2735024392604828,0,0.16666670143604279,0.1783333569765091,-0.19806058704853058,-2.41212797164917,circulation_proxy,0.04902185872197151,-0.004493342712521553,0.384535014629364,N,1.0,0.04147626459598541,4.611457438130628e-09,0.29511895775794983,3.9816665649414062,0.0349687822163105,-0.33424556255340576,m/s,0.6998520493507385,-0.05624999850988388,-0.014033287763595581,-0.4928718640544003
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:0,mirror,0,-0.4519437849521637,0.4519437849521637,-0.641509473323822,-0.2735024392604828,1,0.5000001192092896,0.1783333569765091,-0.1375644952058792,-4.151119232177734,circulation_proxy,0.09189239889383316,-0.0003789296024478972,0.659099817276001,N,1.0,0.0841093435883522,3.1033223990561964e-08,0.598469078540802,3.916832447052002,0.0017385397804901004,-0.5027855038642883,m/s,0.8764498233795166,-0.05624999850988388,-0.03885249048471451,-0.4928718640544003
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:0,mirror,0,-0.4519437849521637,0.4519437849521637,-0.641509473323822,-0.2735024392604828,2,0.8333333134651184,0.17833323776721954,-0.10440559685230255,-5.466841697692871,circulation_proxy,0.12159620970487595,-6.024969479767606e-05,0.8684471845626831,N,1.0,0.11557568609714508,-2.5949626447641094e-08,0.8223636150360107,3.9234864711761475,-0.0001421791675966233,-0.512578547000885,m/s,1.0530476570129395,-0.05624999850988388,-0.06367169320583344,-0.4928718640544003
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:1,mirror,1,-0.5786680579185486,0.5786680579185486,-0.7333263158798218,-0.4251604974269867,0,0.1666666716337204,0.13499999046325684,-0.20857831835746765,-2.727933406829834,circulation_proxy,0.0361454114317894,-0.009015852585434914,0.3288724720478058,N,1.0,0.03306526318192482,-2.428171219648334e-09,0.23527157306671143,3.9749770164489746,0.015610983595252037,-0.12930193543434143,m/s,0.8005293011665344,-0.16875000298023224,-0.028182553127408028,-0.6310723011828625
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:1,mirror,1,-0.5786680579185486,0.5786680579185486,-0.7333263158798218,-0.4251604974269867,1,0.5,0.13499999046325684,-0.11545754224061966,-4.117263317108154,circulation_proxy,0.06849963217973709,-0.0005424741539172828,0.49491745233535767,N,1.0,0.06239013001322746,-8.086582070632176e-09,0.44392895698547363,3.923753499984741,0.0034433556720614433,-0.4701123535633087,m/s,0.9342154860496521,-0.16875000298023224,-0.046970922499895096,-0.6310723011828625
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:1,mirror,1,-0.5786680579185486,0.5786680579185486,-0.7333263158798218,-0.4251604974269867,2,0.8333332538604736,0.13499999046325684,-0.08453836292028427,-5.156100749969482,circulation_proxy,0.08670277148485184,-5.770264033344574e-05,0.6200323104858398,N,1.0,0.08189278095960617,1.1931918564300759e-08,0.5826971530914307,3.925527811050415,0.0009043695172294974,-0.5057353973388672,m/s,1.0679017305374146,-0.16875000298023224,-0.06575929373502731,-0.6310723011828625
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:2,mirror,2,-0.7053923010826111,0.7053923010826111,-0.8251432180404663,-0.5768185257911682,0,0.16666658222675323,0.09166669100522995,-0.18830622732639313,-2.792494773864746,circulation_proxy,0.018773330375552177,-0.012019374407827854,0.22914451360702515,N,1.0,0.02026960253715515,-1.0960863328079995e-09,0.14422567188739777,4.002303600311279,0.006975172087550163,0.07150793075561523,m/s,0.9012065529823303,-0.28125,-0.042331818491220474,-0.7692727058101008
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:2,mirror,2,-0.7053923010826111,0.7053923010826111,-0.8251432180404663,-0.5768185257911682,1,0.5000002384185791,0.09166669100522995,-0.09300597012042999,-3.7330644130706787,circulation_proxy,0.041426315903663635,-0.0007130326121114194,0.30464401841163635,N,1.0,0.03703746199607849,-2.6195902336212384e-08,0.2635353207588196,3.9287540912628174,0.000271637924015522,-0.41943785548210144,m/s,0.9919811487197876,-0.28125,-0.055089350789785385,-0.7692727058101008
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:2,mirror,2,-0.7053923010826111,0.7053923010826111,-0.8251432180404663,-0.5768185257911682,2,0.8333333730697632,0.09166662395000458,-0.06316419690847397,-4.453098773956299,circulation_proxy,0.05076493322849274,-4.3712436308851466e-05,0.3635658919811249,N,1.0,0.047173671424388885,-1.4891981869880055e-08,0.3356579542160034,3.927192449569702,0.001495290664024651,-0.5053583979606628,m/s,1.0827556848526,-0.28125,-0.0678468868136406,-0.7692727058101008
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:3,mirror,3,-0.832116425037384,0.832116425037384,-0.9169600009918213,-0.7284766435623169,0,0.16666612029075623,0.048333264887332916,-0.13154032826423645,-2.5939555168151855,circulation_proxy,0.002259045373648405,-0.012194758281111717,0.11303375661373138,N,1.0,0.007465770468115807,-2.679829247398402e-09,0.05312173068523407,4.045424461364746,0.0035247341729700565,0.3522898554801941,m/s,1.0018837451934814,-0.39375001192092896,-0.05648108199238777,-0.9074729804324431
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:3,mirror,3,-0.832116425037384,0.832116425037384,-0.9169600009918213,-0.7284766435623169,1,0.5,0.04833338409662247,-0.06287582218647003,-2.884153366088867,circulation_proxy,0.016398843377828598,-0.0005357746849767864,0.12410835921764374,N,1.0,0.013522974215447903,7.651278721709787e-09,0.09622093290090561,3.941009283065796,0.002912304364144802,-0.4063575565814972,m/s,1.0497467517852783,-0.39375001192092896,-0.06320778280496597,-0.9074729804324431
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:mirror:3,mirror,3,-0.832116425037384,0.832116425037384,-0.9169600009918213,-0.7284766435623169,2,0.8333337903022766,0.048333264887332916,-0.03907918930053711,-3.2008368968963623,circulation_proxy,0.01898154802620411,-5.000886449124664e-05,0.13775569200515747,N,1.0,0.016930513083934784,3.9664810325135136e-10,0.12046681344509125,3.932314157485962,0.0014109911862760782,-0.466499000787735,m/s,1.0976097583770752,-0.39375001192092896,-0.06993447989225388,-0.9074729804324431
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:orig:0,orig,0,0.4519437849521637,0.4519437849521637,0.2735024392604828,0.641509473323822,0,0.16666670143604279,0.1783333569765091,0.19805987179279327,2.412118911743164,circulation_proxy,0.04903363063931465,0.004493664484471083,0.384621262550354,N,1.0,0.041476115584373474,-4.611440562740654e-09,0.2951178550720215,3.9822540283203125,-0.038709890097379684,-0.3343111574649811,m/s,0.6998520493507385,0.05624999850988388,-0.014033287763595581,0.4928718640544003
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:orig:0,orig,0,0.4519437849521637,0.4519437849521637,0.2735024392604828,0.641509473323822,1,0.5000001192092896,0.1783333569765091,0.1375625729560852,4.151087284088135,circulation_proxy,0.0918949767947197,0.0003789076581597328,0.6591179370880127,N,1.0,0.08410874009132385,-3.1032985958745485e-08,0.598464846611023,3.917161464691162,-0.004015070386230946,-0.5028338432312012,m/s,0.8764498233795166,0.05624999850988388,-0.03885249048471451,0.4928718640544003
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:orig:0,orig,0,0.4519437849521637,0.4519437849521637,0.2735024392604828,0.641509473323822,2,0.8333333134651184,0.17833323776721954,0.10440529882907867,5.466804504394531,circulation_proxy,0.12159603834152222,6.024723916198127e-05,0.8684458136558533,N,1.0,0.11557487398386002,2.5949447035600315e-08,0.8223578333854675,3.9236793518066406,-0.0013185797724872828,-0.5126071572303772,m/s,1.0530476570129395,0.05624999850988388,-0.06367169320583344,0.4928718640544003
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:orig:1,orig,1,0.5786680579185486,0.5786680579185486,0.4251604974269867,0.7333263158798218,0,0.1666666716337204,0.13499999046325684,0.20857353508472443,2.7278709411621094,circulation_proxy,0.036156248301267624,0.009015636518597603,0.32894784212112427,N,1.0,0.033064503222703934,2.428115486452498e-09,0.23526617884635925,3.9761962890625,-0.01819794811308384,-0.1294737607240677,m/s,0.8005293011665344,0.16875000298023224,-0.028182553127408028,0.6310723011828625
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:orig:1,orig,1,0.5786680579185486,0.5786680579185486,0.4251604974269867,0.7333263158798218,1,0.5,0.13499999046325684,0.11545472592115402,4.1171674728393555,circulation_proxy,0.06850126385688782,0.0005424321279861033,0.4949285089969635,N,1.0,0.06238867715001106,8.0863937768072e-09,0.4439186453819275,3.9245550632476807,-0.00527377100661397,-0.4702293276786804,m/s,0.9342154860496521,0.16875000298023224,-0.046970922499895096,0.6310723011828625
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:orig:1,orig,1,0.5786680579185486,0.5786680579185486,0.4251604974269867,0.7333263158798218,2,0.8333332538604736,0.13499999046325684,0.08453744649887085,5.1559929847717285,circulation_proxy,0.08670194447040558,5.770028292317875e-05,0.620026171207428,N,1.0,0.08189103752374649,-1.193164678170433e-08,0.5826846361160278,3.92606782913208,-0.00223184353671968,-0.5058127045631409,m/s,1.0679017305374146,0.16875000298023224,-0.06575929373502731,0.6310723011828625
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:orig:2,orig,2,0.7053923010826111,0.7053923010826111,0.5768185257911682,0.8251432180404663,0,0.16666658222675323,0.09166669100522995,0.18829834461212158,2.7923779487609863,circulation_proxy,0.018781904131174088,0.012018279172480106,0.22919683158397675,N,1.0,0.020268751308321953,1.096040591619385e-09,0.14421962201595306,4.003690242767334,-0.008691836148500443,0.07128185778856277,m/s,0.9012065529823303,0.28125,-0.042331818491220474,0.7692727058101008
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:orig:2,orig,2,0.7053923010826111,0.7053923010826111,0.5768185257911682,0.8251432180404663,1,0.5000002384185791,0.09166669100522995,0.09300302714109421,3.732922315597534,circulation_proxy,0.04142739996314049,0.0007129779551178217,0.3046509623527527,N,1.0,0.03703601285815239,2.6194896918241284e-08,0.26352500915527344,3.929813861846924,-0.001660721143707633,-0.4195927381515503,m/s,0.9919811487197876,0.28125,-0.055089350789785385,0.7692727058101008
0.01,1,rear_wing,rear_wing_main_wing,segment_0,rear_wing_main_wing:segment_0:orig:2,orig,2,0.7053923010826111,0.7053923010826111,0.5768185257911682,0.8251432180404663,2,0.8333333730697632,0.09166662395000458,0.06316270679235458,4.452941417694092,circulation_proxy,0.05076412111520767,4.3710198951885104e-05,0.36355990171432495,N,1.0,0.04717196896672249,1.489143741650878e-08,0.33564576506614685,3.9280102252960205,-0.0026294623967260122,-0.5054746270179749,m/s,1.0827556848526,0.28125,-0.0678468868136406,0.7692727058101008
