flow_time,time_step,x,y,z,Ux,Uy,Uz,omega_x,omega_y,omega_z,p
0.6000000000000003,60,-1.5,0.75,0.0,0.9558751603938207,0.039496795471916056,0.0010930897362937978,-0.0012449520490611854,0.001063006225427961,0.03912969114388137,0.13840777182526112
0.6000000000000003,60,-1.46,0.75,0.0,0.9544699740013389,0.0420513142334216,0.0010905929817111581,-0.0014053253623343457,0.0007410196367231099,0.03472967101055796,0.13982187849358232
0.6000000000000003,60,-1.42,0.75,0.0,0.9518456895587554,0.04659950976782647,0.0010854691523676937,-0.001619534010013972,0.00045517723360678807,0.030127002707662064,0.14257916794050665
0.6000000000000003,60,-1.38,0.75,0.0,0.9494397388276337,0.05146486608988009,0.0010909600260722125,-0.0016430090757816255,0.000558971369756468,0.03305668943187105,0.14492486184236067
0.6000000000000003,60,-1.34,0.75,0.0,0.947225685529931,0.056981273953262634,0.0010916944087846778,-0.0015896124188602833,0.000988916919940499,0.04336308007948064,0.14690404612866376
0.6000000000000003,60,-1.3,0.75,0.0,0.9451251251030259,0.06379434435796044,0.001272464688215112,-0.0015398525404291404,0.0014685283522660447,0.05516404406810408,0.14862730316723016
0.6000000000000003,60,-1.26,0.75,0.0,0.9428522034452054,0.07101893994419094,0.0012298528494187053,-0.0015227704517923768,0.002193532569401249,0.06102861946019042,0.15068932109497327
0.6000000000000003,60,-1.22,0.75,0.0,0.9406245044974919,0.07889230267508873,0.0011576691662738025,-0.001497073879021054,0.0030087310990367052,0.06345852845279537,0.15264637619188035
0.6000000000000003,60,-1.18,0.75,0.0,0.9384881320692955,0.08743518323332738,0.0010536395019184268,-0.0014372566229607505,0.003868085882079484,0.06529471823143898,0.15443198085239987
0.6000000000000003,60,-1.14,0.75,0.0,0.9364721281393694,0.0967327869418084,0.0009187730174784059,-0.0013297881747399854,0.00461424713694887,0.0672320089116715,0.15601005577892738
0.6000000000000003,60,-1.1,0.75,0.0,0.9344833903962119,0.10786664991735971,0.0007456270580924959,-0.0011572624641847072,0.0050434690342076845,0.06940666890067351,0.15740533902421402
0.6000000000000003,60,-1.06,0.75,0.0,0.9329302368653429,0.11916691863256203,0.0005788966852240023,-0.0009571250260265371,0.004932610436116702,0.07115469277734761,0.15828234931192717
0.6000000000000003,60,-1.02,0.75,0.0,0.9317868069553122,0.13163245563294484,0.0004242715020639419,-0.0007282889499954828,0.0044047236348516774,0.07183402106143567,0.15859911373830218
0.6000000000000003,60,-0.98,0.75,0.0,0.9312509596555403,0.1453290544536835,0.0002939395418839516,-0.00047871036090311916,0.0037362374279081025,0.06995953595571833,0.15812737104534033
0.6000000000000003,60,-0.94,0.75,0.0,0.9315793489275106,0.1602445832230694,0.00018713573582636376,-0.00021862483558821619,0.003217928362820006,0.0640253421531723,0.156570392158205
0.6000000000000003,60,-0.8999999999999999,0.75,0.0,0.932047998698516,0.17854413263625635,-0.0004784057373364698,5.670557117031944e-05,0.0031653405714285915,0.052691325818372395,0.15440191638427747
0.6000000000000003,60,-0.86,0.75,0.0,0.9350473611336191,0.19628015806927893,-0.0006444393273583456,0.00025535043537686764,0.0029538525333561018,0.03887896553268356,0.1494626569370664
0.6000000000000003,60,-0.82,0.75,0.0,0.9402798006842381,0.21503539944576822,-0.0007895308012900791,0.0003650240509533676,0.002606398067869076,0.024868194620517096,0.14191408720623358
0.6000000000000003,60,-0.7799999999999999,0.75,0.0,0.9484827844354127,0.23466402449322857,-0.0008984218194821691,0.0003736887554840873,0.002042073492785898,0.013331615397344437,0.13103120871631355
0.6000000000000003,60,-0.74,0.75,0.0,0.9616141251555032,0.25627144497437937,-0.0010094475806184447,0.00030074645718664847,0.0012918101271085542,0.005294338038314073,0.11470960107361461
0.6000000000000003,60,-0.7,0.75,0.0,0.978835866663444,0.27630785397959806,-0.0010700163058888997,0.000204734534357668,0.0006906777289889731,0.0017656857849012054,0.0943078951334489
0.6000000000000003,60,-0.6599999999999999,0.75,0.0,1.0017989803449026,0.29504800471410564,-0.001080415709873269,0.00012803984223638454,0.00028177799881058083,0.00082997260206825,0.06813720554094137
0.6000000000000003,60,-0.62,0.75,0.0,1.0311728563827263,0.31073418997273755,-0.0010473362145953546,9.1229677083434e-05,8.160023380547439e-05,0.0017464045873996502,0.03574428106667314
0.6000000000000003,60,-0.5799999999999998,0.75,0.0,1.0670549084132643,0.320974723088635,-0.0009804480089074838,9.398610574477744e-05,2.894989546156446e-05,0.003321896219216739,-0.002728208230507043
0.6000000000000003,60,-0.54,0.75,0.0,1.111416184798768,0.3196632971713093,-0.00017081973155283362,6.178748141414197e-05,-9.358974035596111e-06,0.0063871823314641625,-0.04838598491105113
0.6000000000000003,60,-0.5,0.75,0.0,1.1554760410492388,0.3103317188274124,-0.00015770015680446707,7.946046064929988e-05,1.456393106317628e-05,0.008391280620226238,-0.09364771711945719
0.6000000000000003,60,-0.45999999999999996,0.75,0.0,1.1986542694196016,0.2883378573153058,-0.00014650682369555135,9.987364452356281e-05,3.222130765177049e-05,0.026116137432995304,-0.13739146314007164
0.6000000000000003,60,-0.41999999999999993,0.75,0.0,1.2364437153454746,0.254777926417034,-0.00013685263822662636,0.00012467607060565546,4.098732698645865e-05,0.08516548486349011,-0.17416294965198878
0.6000000000000003,60,-0.3799999999999999,0.75,0.0,1.2660026131106343,0.21300243091078552,-0.0001284745926218688,0.0001521110903747443,4.191762518581333e-05,0.1830489051595216,-0.20065649897863605
0.6000000000000003,60,-0.33999999999999986,0.75,0.0,1.2872302851314088,0.161502651832364,-0.00012056351193089786,0.00017839487163153291,3.4870507952583854e-05,0.29272899443382355,-0.21804720003058048
0.6000000000000003,60,-0.2999999999999998,0.75,0.0,1.295387028215885,0.1111530575492636,-0.00011444819935078687,0.000193729126694263,2.223572561642592e-05,0.35980061387134765,-0.22419112021471319
0.6000000000000003,60,-0.2599999999999998,0.75,0.0,1.29122867930465,0.06140415989054959,-0.00010939294761321282,0.00019795520154374956,6.492331552566629e-06,0.37684615597913246,-0.2205042590612753
0.6000000000000003,60,-0.21999999999999997,0.75,0.0,1.2751164055364463,0.01652978904530955,-0.00010559488112754639,0.00019201183339003012,-9.633425771122007e-06,0.3558348127156066,-0.20737780540451428
0.6000000000000003,60,-0.17999999999999994,0.75,0.0,1.2505084154878465,-0.023412207779952274,-0.0003033327304341178,0.0008020067140393493,5.096428651302577e-05,0.34296594057084306,-0.18745794505134492
0.6000000000000003,60,-0.1399999999999999,0.75,0.0,1.2195368181877144,-0.04824966421031987,-0.00023037994713871033,0.0007446164804752999,8.323715314128691e-06,0.2992249815654621,-0.16291370153329077
0.6000000000000003,60,-0.10000000000000009,0.75,0.0,1.188669927596682,-0.062012236479088115,-0.00016112690439249854,0.000656536311926315,-2.643645284468709e-05,0.25069151559434355,-0.13888274713374493
0.6000000000000003,60,-0.05999999999999983,0.75,0.0,1.1614432038388092,-0.0666832977889965,-0.00010457256514656411,0.0005574299789710723,-5.33794282928151e-05,0.20180933135939147,-0.11795925309275095
0.6000000000000003,60,-0.020000000000000018,0.75,0.0,1.1398719220188884,-0.06492094746936242,-6.558745980750013e-05,0.0004632840435223412,-7.374369791222675e-05,0.15537842945748465,-0.10124352793559553
0.6000000000000003,60,0.020000000000000018,0.75,0.0,1.1238926771342097,-0.059113845295400015,-2.614195386915912e-05,0.0003467714274794574,-0.00010144099483198047,0.11099069078368115,-0.08816661101710097
0.6000000000000003,60,0.06000000000000005,0.75,0.0,1.1152869307463265,-0.05249956227390349,-2.2237148149593448e-05,0.0002971415180336851,-0.0001060907112742622,0.07447334894498552,-0.08001917918788758
0.6000000000000003,60,0.10000000000000009,0.75,0.0,1.111740399709225,-0.04674801942212355,-2.717823048795987e-05,0.0002504142943279049,-0.00010382254225418079,0.04541026898480708,-0.07506185011160058
0.6000000000000003,60,0.14000000000000012,0.75,0.0,1.1118247196140625,-0.042978160370992224,-3.8540280678700544e-05,0.00020883747842389584,-9.816492218835972e-05,0.024755708196717532,-0.07248701975909941
0.6000000000000003,60,0.18000000000000016,0.75,0.0,1.1141437206534504,-0.04162872680737512,-5.3954710458570466e-05,0.00017350445833447597,-9.255033452046057e-05,0.011981939901620154,-0.0715702579766522
0.6000000000000003,60,0.2200000000000002,0.75,0.0,1.1177512271555572,-0.04290331733381816,-0.000144632175901819,7.465607063818779e-05,-4.781217572882475e-05,0.004263245653076293,-0.0715703055767242
0.6000000000000003,60,0.26,0.75,0.0,1.1214210502479012,-0.046164602709356045,-0.0001511545954379641,7.24737559703571e-05,-5.239731086038627e-05,0.001990541908215153,-0.07234462428586072
0.6000000000000003,60,0.30000000000000027,0.75,0.0,1.1249965574145835,-0.051193544967012054,-0.0001574869372211713,6.742299093808778e-05,-5.669835498183355e-05,0.0010160120282070165,-0.07338769365470622
0.6000000000000003,60,0.3400000000000003,0.75,0.0,1.1282130333434872,-0.05775683966507007,-0.00016363589195697212,6.05116309256245e-05,-5.948568030320873e-05,0.0006168488178438823,-0.07444376223704532
0.6000000000000003,60,0.3800000000000001,0.75,0.0,1.1310869348797095,-0.06646514513190091,-0.0001701703888942035,5.2404672212608095e-05,-6.096654614253544e-05,0.0004599309292101664,-0.0753460088287922
0.6000000000000003,60,0.41999999999999993,0.75,0.0,1.1329837994661396,-0.07582194516564832,-0.00017599912743136262,4.552150454504004e-05,-6.197161255315773e-05,0.00045152324512389883,-0.07574131330801999
0.6000000000000003,60,0.45999999999999996,0.75,0.0,1.1339651378306348,-0.0864806727512778,-0.0001814834304709145,3.970664012585112e-05,-6.332957379673875e-05,0.0005084382016724823,-0.07551510064300217
0.6000000000000003,60,0.5,0.75,0.0,1.1337659537189184,-0.09843401632342826,-0.0001870062547411051,3.454668123842997e-05,-6.368271128062993e-05,0.0006021072922249863,-0.07446836595914358
0.6000000000000003,60,0.54,0.75,0.0,1.1320579365208592,-0.11165772564199551,-0.00019250866587551736,2.914652417377441e-05,-5.986935744116038e-05,0.0007139340521452762,-0.0724210115049274
0.6000000000000003,60,0.5800000000000001,0.75,0.0,1.1292286096051796,-0.12764638232910328,-0.00015641351648026857,2.027231612471743e-05,-4.878654001816854e-05,0.0008578897225517301,-0.0698043992104168
0.6000000000000003,60,0.6200000000000001,0.75,0.0,1.123136732882308,-0.14375341235382663,-0.0001395881708202502,9.93748889897717e-06,-2.4115986563093774e-05,0.0009685198623251103,-0.06529932627871211
0.6000000000000003,60,0.6600000000000001,0.75,0.0,1.1137291955338688,-0.16052809867976953,-0.0001090672214294456,-2.0334757421673224e-07,4.241575221079144e-06,0.0009555371759094101,-0.05896309827616003
0.6000000000000003,60,0.7000000000000002,0.75,0.0,1.100313590495062,-0.17670065018436187,-6.660395824859e-05,-8.67023486159961e-06,2.944880792353068e-05,0.0007618963964012568,-0.050133814527752125
0.6000000000000003,60,0.7400000000000002,0.75,0.0,1.082884722850915,-0.19041031374995063,-1.8999300034001915e-05,-1.4110494562932222e-05,4.6424381009203084e-05,0.0004379142271293758,-0.0384867767343879
0.6000000000000003,60,0.7800000000000002,0.75,0.0,1.0609973750652226,-0.2003666675774777,0.00010145540788720201,-1.4295022746253907e-05,5.095947540798979e-05,7.649741823759577e-05,-0.023509987416152338
0.6000000000000003,60,0.8200000000000003,0.75,0.0,1.0394732356925125,-0.20436974766236313,0.00014835846920958242,-1.3080182888859336e-05,5.1058655533448824e-05,-0.00015434864439358375,-0.008526038060408645
0.6000000000000003,60,0.8600000000000003,0.75,0.0,1.0187517823247512,-0.2033864639601189,0.00017156227326622827,-1.0248207379027056e-05,4.863047703457517e-05,-0.00018196076074136367,0.006096247937832427
0.6000000000000003,60,0.9000000000000004,0.75,0.0,1.0001083371593615,-0.19826067694963975,0.00016840009896260008,-6.505206495827212e-06,4.6445881273708014e-05,2.6359006137204016e-05,0.019441678664886587
