time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,unsteady_force_x,unsteady_force_y,unsteady_force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,force_density,force_units,moment_units,reference_speed,reference_speed_units,power,rotational_power,translational_power
0.0025,1,56.024530152481546,5.859924793823443,0.04201840549281244,46.879398350587536,-0.33614724394249945,448.1962412198523,46.796062321426646,-0.333926062655854,445.234666726287,-111.15297273890499,-397.74630861718316,11.283047207399505,448.1962412198523,46.879398350587536,2.0,3.9999999999999996,-6.947060796181563,-24.859144288573955,0.7051904504624692,-6.947060796181564,-9.710348180002262,0.7165520496741978,1.4922904791399487,-1.4922904791399487,0.0,18,1.0,N,N*m,2.0,m/s,-33.3458918216715,-33.3458918216715,0.0
0.005,2,0.32582928633334207,0.005785342743575648,0.000488744296058291,0.046282741948605176,-0.003909954368466327,2.606634290666736,-0.03706092627617593,0.0005289165410601635,-0.3526107629151318,-0.7101314521767832,-1.206379845364069,-0.02838676344020844,2.606634290666736,0.046282741948605176,2.0,3.9999999999999996,-0.04438321576104896,-0.07539874033525433,-0.0017741727150130278,-0.04438321576104897,0.014134887624659347,-0.001639872172347735,1.491107376547883,-1.4911073765478828,0.0,36,1.0,N,N*m,2.0,m/s,-0.213039435653035,-0.213039435653035,0.0
0.0075,3,0.3256117230558987,0.005793938422979577,0.0007326276131852872,0.04635150738383661,-0.0058610209054822966,2.604893784447189,-0.036999308318388574,0.0007920553654673121,-0.3520240128326362,-0.710037768006307,-1.2050066519315314,-0.029219096678803468,2.604893784447189,0.04635150738383661,2.0,3.9999999999999996,-0.044377360500394196,-0.07531291574572073,-0.001826193542425217,-0.04437736050039418,0.014160299096460924,-0.0016248784693110078,1.4899254028120255,-1.4899254028120257,0.0,54,1.0,N,N*m,2.0,m/s,-0.21301133040189207,-0.21301133040189207,0.0
0.01,4,0.32539515513420875,0.005802546047916547,0.0009761883939695661,0.04642036838333237,-0.007809507151756528,2.6031612410736695,-0.036937107838578266,0.0010542977361352028,-0.35143152441336517,-0.7099444221440141,-1.2036362286104842,-0.03004958585262889,2.6031612410736695,0.04642036838333237,2.0,3.9999999999999996,-0.04437152638400089,-0.07522726428815528,-0.001878099115789306,-0.044371526384000895,0.014185811402939463,-0.0016098590839954431,1.4887445784924105,-1.4887445784924105,0.0,72,1.0,N,N*m,2.0,m/s,-0.21298332664320424,-0.21298332664320424,0.0
0.0125,5,0.32517958076140524,0.0058111654888862085,0.0012194291439347413,0.04648932391108966,-0.009755433151477928,2.6014366460912415,-0.03687433050017746,0.0013156312391747634,-0.35083335257267984,-0.709851414381873,-1.2022685451793862,-0.030878238159474516,2.6014366460912415,0.04648932391108966,2.0,3.9999999999999996,-0.04436571339886707,-0.07514178407371165,-0.0019298898849671575,-0.04436571339886707,0.014211425942101615,-0.001594813776737128,1.4875649239621174,-1.4875649239621174,0.0,90,1.0,N,N*m,2.0,m/s,-0.21295542431456194,-0.21295542431456194,0.0
0.015,6,0.32496499801576295,0.005819796609159362,0.0014623523619627036,0.04655837287327489,-0.011698818895701627,2.599719984126103,-0.03681098202227618,0.0015760436257901687,-0.350229552773629,-0.7097587444745317,-1.2009035710064297,-0.031705060692376934,2.599719984126103,0.04655837287327489,2.0,3.9999999999999996,-0.04435992152965824,-0.07505647318790187,-0.001981566293273559,-0.04435992152965825,0.014237144106298383,-0.0015797423031340622,1.4863864594053953,-1.486386459405395,0.0,108,1.0,N,N*m,2.0,m/s,-0.21292762334235954,-0.21292762334235954,0.0
0.0175,7,0.32475140486183746,0.005828439264827549,0.0017049605398783917,0.046627514118620386,-0.013639684319027132,2.598011238894699,-0.03674706817831196,0.0018355228142212432,-0.3496201810141709,-0.7096664121403841,-1.1995412750666175,-0.03253006043819885,2.598011238894699,0.046627514118620386,2.0,3.9999999999999996,-0.04435415075877401,-0.0749713296916636,-0.0020331287773874287,-0.044354150758774025,0.01426296728146937,-0.0015646444140704826,1.4852092048158234,-1.4852092048158234,0.0,126,1.0,N,N*m,2.0,m/s,-0.2128999236421152,-0.2128999236421152,0.0
0.02,8,0.32453879915169453,0.005837093304861866,0.001947256162040194,0.04669674643889492,-0.01557804929632155,2.596310393213556,-0.03668259479469332,0.002094056891625564,-0.34900529381375905,-0.7095744170617345,-1.1981816259530529,-0.033353244276345624,2.596310393213556,0.04669674643889492,2.0,3.9999999999999996,-0.044348401066358414,-0.07488635162206582,-0.002084577767271602,-0.04434840106635842,0.014288896846772876,-0.001549519855748221,1.484033179994525,-1.4840331799945248,0.0,144,1.0,N,N*m,2.0,m/s,-0.21287232511852033,-0.21287232511852033,0.0
0.0225,9,0.3243271786257132,0.005845758571126568,0.002189241704932954,0.04676606856901254,-0.01751393363946363,2.594617429005705,-0.03661756774978942,0.002351634115924623,-0.3483849482034075,-0.7094827588848513,-1.1968245918932214,-0.034174618977579965,2.594617429005705,0.04676606856901254,2.0,3.9999999999999996,-0.044342672430303216,-0.07480153699332635,-0.0021359136860987483,-0.04434267243030323,0.01431493417378919,-0.0015343683697234744,1.4828584045484106,-1.4828584045484106,0.0,162,1.0,N,N*m,2.0,m/s,-0.21284482766545543,-0.21284482766545543,0.0
0.025,10,0.32411654091410724,0.0058544348984681084,0.00243091963676992,0.04683547918774486,-0.019447357094159356,2.5929323273128575,-0.03655199297232673,0.002608242917563925,-0.3477592017101101,-0.7093914372201682,-1.1954701407608779,-0.03499419120286132,2.5929323273128575,0.04683547918774486,2.0,3.9999999999999996,-0.04433696482626052,-0.07471688379755488,-0.002187136950178833,-0.04433696482626052,0.014341080626192371,-0.0015191896929426893,1.4816848978884738,-1.4816848978884738,0.0,180,1.0,N,N*m,2.0,m/s,-0.2128174311660504,-0.2128174311660504,0.0
