time,step,reference_speed,R1,Rinf,edge_R1,edge_Rinf,interior_R1,interior_Rinf,collocation_R1,collocation_Rinf,off_grid_R1,off_grid_Rinf,independent_surface_R1,independent_surface_Rinf,two_sided_trace_R1,two_sided_trace_Rinf,transport_R1,transport_Rinf,transport_filter_radius,transport_operator,transport_filter_radii,boundary_filter_radius,stage_boundary_residual,stage_near_wake_elapsed,stage_near_wake_matrix_norm,n_probes,n_panels,n_edge_panels,wing_0_R1,wing_0_Rinf,wing_0_n_probes,wing_1_R1,wing_1_Rinf,wing_1_n_probes
0.0025,1,1.0,0.2553883718298092,2.0086258246218236,0.2553883718298092,2.0086258246218236,0.0,0.0,9.020562075079397e-17,2.7755575615628914e-16,0.3830825577447137,2.0086258246218236,0.5626978556972572,2.0086258246218236,0.20346725979217045,0.6808181348155674,0.2019579484546884,0.46028254086294834,1.2499999999999998,symmetric_pair_radius:GAUSSIAN:DirectInduction:uniform_target_core,1.25,1e-08,0.0,0.0,0.0,224,8,8,0.2647122664184571,2.0086258246218236,112,0.24606447724116132,1.909187423961105,112
