time,step,reference_speed,R1,Rinf,edge_R1,edge_Rinf,interior_R1,interior_Rinf,collocation_R1,collocation_Rinf,off_grid_R1,off_grid_Rinf,independent_surface_R1,independent_surface_Rinf,two_sided_trace_R1,two_sided_trace_Rinf,transport_R1,transport_Rinf,transport_filter_radius,transport_operator,transport_filter_radii,boundary_filter_radius,stage_boundary_residual,stage_near_wake_elapsed,stage_near_wake_matrix_norm,n_probes,n_panels,n_edge_panels,wing_0_R1,wing_0_Rinf,wing_0_n_probes,wing_1_R1,wing_1_Rinf,wing_1_n_probes
0.01,1,1.0,0.2548365317457035,2.0060095255649597,0.2548365317457035,2.0060095255649597,0.0,0.0,9.367506770274758e-17,1.942890293094024e-16,0.3822547976185552,2.0060095255649597,0.5614636241955392,2.0060095255649597,0.2030459710415712,0.680119750801115,0.20164623220632977,0.45981358022280494,1.25,symmetric_pair_radius:GAUSSIAN:DirectInduction:uniform_target_core,"1.25,1.25",1e-08,0.0,0.0,0.0,224,8,8,0.2641946668210979,2.0060095255649597,112,0.24547839667030913,1.9061101190760261,112
