time,step,surface,lift,drag,lift_coefficient,drag_coefficient,panel_count,rotational_power,translational_power,power,force_x,force_y,force_z,moment_x,moment_y,moment_z,rotation_centre_x,rotation_centre_y,rotation_centre_z,translation_velocity_x,translation_velocity_y,translation_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,position_x,position_y,position_z,centroid_x,centroid_y,centroid_z
0.1875,15,flat_plate,375.45611572265625,21.747644424438477,0.7509122314453127,0.04349528884887696,224,0.0,-217.47644424438477,-217.47644424438477,21.747644424438477,0.0,375.45611572265625,-0.0003015532656966968,-100.3389180286741,4.909200260083679e-05,-1.2750000000000004,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-1.2750000000000004,0.0,0.0,-0.7825959920883179,-6.988644827288226e-07,-0.08682407438755035
0.2,16,flat_plate,377.7669677734375,21.022624969482422,0.7555339355468752,0.04204524993896485,224,0.0,-210.22624969482422,-210.22624969482422,21.022624969482422,0.0,377.7669677734375,0.0003495383262759333,-99.84196272886527,-5.90244183729105e-05,-1.4000000000000006,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-1.4000000000000006,0.0,0.0,-0.907596230506897,-6.988644827288226e-07,-0.08682407438755035
0.2125,17,flat_plate,380.042236328125,20.386489868164062,0.7600844726562501,0.04077297973632813,224,0.0,-203.86489868164062,-203.86489868164062,20.386489868164062,0.0,380.042236328125,-0.0003209278718152575,-99.52112432146876,5.620284377627627e-05,-1.5250000000000006,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-1.5250000000000006,0.0,0.0,-1.032596230506897,-6.988644827288226e-07,-0.08682407438755035
0.225,18,flat_plate,382.2431335449219,19.82134246826172,0.7644862670898439,0.03964268493652345,224,0.0,-198.2134246826172,-198.2134246826172,19.82134246826172,0.0,382.2431335449219,0.00012024854898129433,-99.32186164119453,-1.8930616025203406e-05,-1.6500000000000006,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-1.6500000000000006,0.0,0.0,-1.1575958728790283,-6.988644827288226e-07,-0.08682407438755035
0.2375,19,flat_plate,384.3490905761719,19.314205169677734,0.7686981811523439,0.038628410339355476,224,0.0,-193.14205169677734,-193.14205169677734,19.314205169677734,0.0,384.3490905761719,4.3906580909691684e-05,-99.2078798839407,-7.040830439564161e-06,-1.7750000000000006,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-1.7750000000000006,0.0,0.0,-1.282596230506897,-6.988644827288226e-07,-0.08682407438755035
0.25,20,flat_plate,386.3532409667969,18.856069564819336,0.7727064819335939,0.03771213912963868,224,0.0,-188.56069564819336,-188.56069564819336,18.856069564819336,0.0,386.3532409667969,8.446139391793395e-05,-99.15627762448152,-1.5583780646810652e-05,-1.9000000000000006,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-1.9000000000000006,0.0,0.0,-1.4075963497161865,-6.988644827288226e-07,-0.08682407438755035
0.2625,21,flat_plate,388.2532958984375,18.439725875854492,0.7765065917968752,0.036879451751708994,224,0.0,-184.39725875854492,-184.39725875854492,18.439725875854492,0.0,388.2532958984375,0.00018829905386752444,-99.15025881596914,-3.421630360467276e-05,-2.0250000000000012,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-2.0250000000000012,0.0,0.0,-1.532596230506897,-6.988644827288226e-07,-0.08682407438755035
0.275,22,flat_plate,390.0511169433594,18.059471130371094,0.780102233886719,0.03611894226074219,224,0.0,-180.59471130371094,-180.59471130371094,18.059471130371094,0.0,390.0511169433594,-0.000847564431065706,-99.17797856451695,0.00015021675333093398,-2.1500000000000012,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-2.1500000000000012,0.0,0.0,-1.6575965881347656,-6.988644827288226e-07,-0.08682407438755035
0.2875,23,flat_plate,391.7520751953125,17.71123695373535,0.7835041503906252,0.03542247390747071,224,0.0,-177.11236953735352,-177.11236953735352,17.71123695373535,0.0,391.7520751953125,0.00023115326762379595,-99.23116496991261,-4.425236424232537e-05,-2.2750000000000012,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-2.2750000000000012,0.0,0.0,-1.7825963497161865,-6.988644827288226e-07,-0.08682407438755035
0.3,24,flat_plate,393.3555603027344,17.390411376953125,0.7867111206054689,0.03478082275390626,224,0.0,-173.90411376953125,-173.90411376953125,17.390411376953125,0.0,393.3555603027344,0.00019718947108415819,-99.30161470784365,-3.461629009837708e-05,-2.4000000000000012,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-2.4000000000000012,0.0,0.0,-1.9075958728790283,-6.988644827288226e-07,-0.08682407438755035
0.3125,25,flat_plate,394.871337890625,17.094633102416992,0.7897426757812501,0.03418926620483399,224,0.0,-170.94633102416992,-170.94633102416992,17.094633102416992,0.0,394.871337890625,0.0005130093118808077,-99.38610697292076,-9.104050885921922e-05,-2.5250000000000012,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-2.5250000000000012,0.0,0.0,-2.0325963497161865,-6.988644827288226e-07,-0.08682407438755035
0.325,26,flat_plate,396.3003845214844,16.820669174194336,0.792600769042969,0.03364133834838868,224,0.0,-168.20669174194336,-168.20669174194336,16.820669174194336,0.0,396.3003845214844,-0.0002890046934354018,-99.47928525546293,5.2388321809537786e-05,-2.6500000000000017,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-2.6500000000000017,0.0,0.0,-2.157597064971924,-6.988644827288226e-07,-0.08682407438755035
0.3375,27,flat_plate,397.6502685546875,16.56658363342285,0.7953005371093752,0.03313316726684571,224,0.0,-165.66583633422852,-165.66583633422852,16.56658363342285,0.0,397.6502685546875,5.27806251895413e-05,-99.57917767543627,-8.569050561568758e-06,-2.7750000000000017,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-2.7750000000000017,0.0,0.0,-2.2825961112976074,-6.988644827288226e-07,-0.08682407438755035
0.35,28,flat_plate,398.9254455566406,16.330480575561523,0.7978508911132814,0.032660961151123054,224,0.0,-163.30480575561523,-163.30480575561523,16.330480575561523,0.0,398.9254455566406,-0.0001602940333071956,-99.68377477721923,2.549717392197337e-05,-2.9000000000000017,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-2.9000000000000017,0.0,0.0,-2.4075963497161865,-6.988644827288226e-07,-0.08682407438755035
0.3625,29,flat_plate,400.1292724609375,16.110349655151367,0.8002585449218752,0.03222069931030274,224,0.0,-161.10349655151367,-161.10349655151367,16.110349655151367,0.0,400.1292724609375,0.00014755754506623475,-99.79016012016604,-2.8256165803597355e-05,-3.0250000000000017,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-3.0250000000000017,0.0,0.0,-2.5325968265533447,-6.988644827288226e-07,-0.08682407438755035
0.375,30,flat_plate,401.26727294921875,15.905007362365723,0.8025345458984376,0.03181001472473145,224,0.0,-159.05007362365723,-159.05007362365723,15.905007362365723,0.0,401.26727294921875,-9.13614876765223e-05,-99.89815517458558,1.4893553702766127e-05,-3.1500000000000017,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-3.1500000000000017,0.0,0.0,-2.6575961112976074,-6.988644827288226e-07,-0.08682407438755035
0.3875,31,flat_plate,402.3432922363281,15.7129487991333,0.8046865844726564,0.03142589759826661,224,0.0,-157.129487991333,-157.129487991333,15.7129487991333,0.0,402.3432922363281,0.0001589880083976425,-100.00595451999618,-2.810926414209547e-05,-3.275000000000002,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-3.275000000000002,0.0,0.0,-2.7825958728790283,-6.988644827288226e-07,-0.08682407438755035
