run,time,step,x,radius,vorticity,n_peaks,raw_n_peaks,cluster_n_peaks,cluster_x_span,cluster_radius_span,strongest_peak_pair_bridge_ratio,peak_rank
baseline,1.65,440,2.619995594024658,0.7799999713897705,0.51583984375,2,2,1,"[2.619995594024658, 2.619995594024658]","[0.7799999713897705, 0.7799999713897705]",0.000848764935729468,1
baseline,1.8,480,1.9999961853027344,1.1399999856948853,0.5865395355224611,2,2,1,"[1.9999961853027344, 1.9999961853027344]","[1.1399999856948853, 1.1399999856948853]",0.00010468743814222204,0
baseline,1.8,480,2.8599953651428223,0.8399999737739563,0.5113999176025391,2,2,1,"[2.8599953651428223, 2.8599953651428223]","[0.8399999737739563, 0.8399999737739563]",0.00010468743814222204,1
baseline,1.95,520,2.1599960327148438,1.1200000047683716,0.5486572265625,2,2,1,"[2.1599960327148438, 2.1599960327148438]","[1.1200000047683716, 1.1200000047683716]",-7.974782573434514e-05,0
baseline,1.95,520,3.0799951553344727,0.8999999761581421,0.5278968811035157,2,2,1,"[3.0799951553344727, 3.0799951553344727]","[0.8999999761581421, 0.8999999761581421]",-7.974782573434514e-05,1
baseline,2.1,560,3.239995002746582,0.9599999785423279,0.5228892135620118,2,2,1,"[3.239995002746582, 3.239995002746582]","[0.9599999785423279, 0.9599999785423279]",0.0007235930163560766,0
baseline,2.1,560,2.2999958992004395,1.059999942779541,0.4960586166381837,2,2,1,"[2.2999958992004395, 2.2999958992004395]","[1.059999942779541, 1.059999942779541]",0.0007235930163560766,1
baseline,2.25,600,3.419994831085205,1.0,0.5189892959594727,2,2,1,"[3.419994831085205, 3.419994831085205]","[1.0, 1.0]",0.0018729446346759848,0
baseline,2.25,600,2.439995765686035,1.0399999618530273,0.47632965087890633,2,2,1,"[2.439995765686035, 2.439995765686035]","[1.0399999618530273, 1.0399999618530273]",0.0018729446346759848,1
baseline,2.4,640,3.559994697570801,1.059999942779541,0.5141606903076172,2,3,1,"[3.559994697570801, 3.559994697570801]","[1.059999942779541, 1.059999942779541]",0.0007486951785361496,0
baseline,2.4,640,2.619995594024658,1.0199999809265137,0.44862888336181644,2,3,2,"[2.5999956130981445, 2.619995594024658]","[0.9199999570846558, 1.0199999809265137]",0.0007486951785361496,1
baseline,2.55,680,3.779994487762451,1.059999942779541,0.5039335250854493,2,3,1,"[3.779994487762451, 3.779994487762451]","[1.059999942779541, 1.059999942779541]",0.001099851804160422,0
baseline,2.55,680,2.8599953651428223,0.9599999785423279,0.40269401550292977,2,3,2,"[2.759995460510254, 2.8599953651428223]","[0.8799999952316284, 0.9599999785423279]",0.001099851804160422,1
baseline,2.7,720,3.8799943923950195,1.1200000047683716,0.5101043701171876,2,3,1,"[3.8799943923950195, 3.8799943923950195]","[1.1200000047683716, 1.1200000047683716]",0.0011731022189750224,0
baseline,2.7,720,2.939995288848877,0.8799999952316284,0.37862854003906254,2,3,2,"[2.939995288848877, 3.0199952125549316]","[0.8799999952316284, 0.8999999761581421]",0.0011731022189750224,1
baseline,2.85,760,4.039994239807129,1.159999966621399,0.504557342529297,2,3,1,"[4.039994239807129, 4.039994239807129]","[1.159999966621399, 1.159999966621399]",0.0029459899461855275,0
baseline,2.85,760,3.2199950218200684,0.7999999523162842,0.34324420928955085,2,3,2,"[3.1599950790405273, 3.2199950218200684]","[0.7999999523162842, 0.8199999928474426]",0.0029459899461855275,1
baseline,3.0,800,4.159994125366211,1.1999999284744263,0.5007142639160157,2,2,1,"[4.159994125366211, 4.159994125366211]","[1.1999999284744263, 1.1999999284744263]",0.005877042832910705,0
baseline,3.0,800,3.4599947929382324,0.7799999713897705,0.33200866699218756,2,2,1,"[3.4599947929382324, 3.4599947929382324]","[0.7799999713897705, 0.7799999713897705]",0.005877042832910705,1
baseline,3.15,840,4.259994029998779,1.2599999904632568,0.4979232406616212,2,2,1,"[4.259994029998779, 4.259994029998779]","[1.2599999904632568, 1.2599999904632568]",0.011769442197866452,0
baseline,3.15,840,3.679994583129883,0.6800000071525574,0.28669900894165046,2,2,1,"[3.679994583129883, 3.679994583129883]","[0.6800000071525574, 0.6800000071525574]",0.011769442197866452,1
baseline,3.3,880,4.359993934631348,1.2599999904632568,0.48098472595214853,2,2,1,"[4.359993934631348, 4.359993934631348]","[1.2599999904632568, 1.2599999904632568]",0.03240382648023443,0
baseline,3.3,880,4.059994220733643,0.6399999856948853,0.26554489135742193,2,2,1,"[4.059994220733643, 4.059994220733643]","[0.6399999856948853, 0.6399999856948853]",0.03240382648023443,1
baseline,3.45,920,4.439993858337402,1.2799999713897705,0.4736235046386719,2,2,1,"[4.439993858337402, 4.439993858337402]","[1.2799999713897705, 1.2799999713897705]",0.06746235312819404,0
baseline,3.45,920,4.459993839263916,0.6599999666213989,0.2729182624816895,2,2,1,"[4.459993839263916, 4.459993839263916]","[0.6599999666213989, 0.6599999666213989]",0.06746235312819404,1
baseline,3.6,960,4.519993782043457,1.2599999904632568,0.4555931472778321,2,2,1,"[4.519993782043457, 4.519993782043457]","[1.2599999904632568, 1.2599999904632568]",0.08975985258397877,0
baseline,3.6,960,4.799993515014648,0.6800000071525574,0.27448432922363286,2,2,1,"[4.799993515014648, 4.799993515014648]","[0.6800000071525574, 0.6800000071525574]",0.08975985258397877,1
baseline,3.75,1000,4.619993686676025,1.2400000095367432,0.4380437850952149,2,2,1,"[4.619993686676025, 4.619993686676025]","[1.2400000095367432, 1.2400000095367432]",0.10312658783068872,0
baseline,3.75,1000,5.139993190765381,0.7400000095367432,0.2829648590087891,2,2,1,"[5.139993190765381, 5.139993190765381]","[0.7400000095367432, 0.7400000095367432]",0.10312658783068872,1
baseline,3.9,1040,4.719993591308594,1.1999999284744263,0.4096311187744141,3,3,1,"[4.719993591308594, 4.719993591308594]","[1.1999999284744263, 1.1999999284744263]",0.10567341956565636,0
baseline,3.9,1040,5.379992961883545,0.8199999928474426,0.300225944519043,3,3,1,"[5.379992961883545, 5.379992961883545]","[0.8199999928474426, 0.8199999928474426]",0.10567341956565636,1
baseline,3.9,1040,5.059993267059326,1.059999942779541,0.04111289024353028,3,3,1,"[5.059993267059326, 5.059993267059326]","[1.059999942779541, 1.059999942779541]",0.10567341956565636,2
baseline,4.05,1080,4.839993476867676,1.159999966621399,0.3817547988891602,2,3,1,"[4.839993476867676, 4.839993476867676]","[1.159999966621399, 1.159999966621399]",0.04097653123301099,0
baseline,4.05,1080,5.599992752075195,0.8799999952316284,0.3237934494018555,2,3,2,"[5.599992752075195, 5.8999924659729]","[0.699999988079071, 0.8799999952316284]",0.04097653123301099,1
baseline,4.2,1120,4.999993324279785,1.1399999856948853,0.34271999359130867,2,2,1,"[4.999993324279785, 4.999993324279785]","[1.1399999856948853, 1.1399999856948853]",0.018475371886779526,0
baseline,4.2,1120,5.819992542266846,0.9199999570846558,0.33412544250488285,2,2,1,"[5.819992542266846, 5.819992542266846]","[0.9199999570846558, 0.9199999570846558]",0.018475371886779526,1
baseline,4.35,1160,5.979992389678955,1.0,0.336551742553711,2,3,1,"[5.979992389678955, 5.979992389678955]","[1.0, 1.0]",0.009671042714772305,0
baseline,4.35,1160,5.199993133544922,1.0399999618530273,0.3139716529846192,2,3,2,"[5.059993267059326, 5.199993133544922]","[1.0199999809265137, 1.0399999618530273]",0.009671042714772305,1
baseline,4.5,1200,6.1399922370910645,1.0399999618530273,0.3368741607666016,2,2,1,"[6.1399922370910645, 6.1399922370910645]","[1.0399999618530273, 1.0399999618530273]",0.003943223453818665,0
baseline,4.5,1200,5.29999303817749,1.0399999618530273,0.3081978225708008,2,2,1,"[5.29999303817749, 5.29999303817749]","[1.0399999618530273, 1.0399999618530273]",0.003943223453818665,1
baseline,4.65,1240,6.299992084503174,1.0799999237060547,0.3397254943847657,2,3,1,"[6.299992084503174, 6.299992084503174]","[1.0799999237060547, 1.0799999237060547]",0.02114471320263736,0
baseline,4.65,1240,5.539992809295654,0.9799999594688416,0.29019577026367194,2,3,2,"[5.419992923736572, 5.539992809295654]","[0.9199999570846558, 0.9799999594688416]",0.02114471320263736,1
baseline,4.8,1280,6.419991970062256,1.1399999856948853,0.34583965301513675,2,2,1,"[6.419991970062256, 6.419991970062256]","[1.1399999856948853, 1.1399999856948853]",0.0546598784691854,0
baseline,4.8,1280,5.639992713928223,0.9199999570846558,0.2780300903320313,2,2,1,"[5.639992713928223, 5.639992713928223]","[0.9199999570846558, 0.9199999570846558]",0.0546598784691854,1
baseline,4.95,1320,6.539991855621338,1.1999999284744263,0.34452159881591804,2,2,1,"[6.539991855621338, 6.539991855621338]","[1.1999999284744263, 1.1999999284744263]",0.07288217614584303,0
baseline,4.95,1320,5.859992504119873,0.8199999928474426,0.2571120071411133,2,2,1,"[5.859992504119873, 5.859992504119873]","[0.8199999928474426, 0.8199999928474426]",0.07288217614584303,1
baseline,5.1,1360,6.599991798400879,1.2400000095367432,0.3474769973754883,2,2,1,"[6.599991798400879, 6.599991798400879]","[1.2400000095367432, 1.2400000095367432]",0.11957162081600448,0
baseline,5.1,1360,6.179992198944092,0.7799999713897705,0.23554012298583987,2,2,1,"[6.179992198944092, 6.179992198944092]","[0.7799999713897705, 0.7799999713897705]",0.11957162081600448,1
baseline,5.25,1400,6.65999174118042,1.2599999904632568,0.3420597076416016,2,3,1,"[6.65999174118042, 6.65999174118042]","[1.2599999904632568, 1.2599999904632568]",0.21852337037425917,0
baseline,5.25,1400,6.539991855621338,0.7599999904632568,0.21995367050170903,2,3,2,"[6.399991989135742, 6.539991855621338]","[0.6200000047683716, 0.7599999904632568]",0.21852337037425917,1
baseline,5.4,1440,6.739991664886475,1.2400000095367432,0.3284018707275391,2,2,1,"[6.739991664886475, 6.739991664886475]","[1.2400000095367432, 1.2400000095367432]",0.31534429125238594,0
baseline,5.4,1440,6.859991550445557,0.7599999904632568,0.20878499984741214,2,2,1,"[6.859991550445557, 6.859991550445557]","[0.7599999904632568, 0.7599999904632568]",0.31534429125238594,1
baseline,5.55,1480,6.819991588592529,1.1999999284744263,0.313145923614502,2,2,1,"[6.819991588592529, 6.819991588592529]","[1.1999999284744263, 1.1999999284744263]",0.3379384251158712,0
baseline,5.55,1480,7.239991188049316,0.7599999904632568,0.22192565917968754,2,2,1,"[7.239991188049316, 7.239991188049316]","[0.7599999904632568, 0.7599999904632568]",0.3379384251158712,1
baseline,5.7,1520,6.939991474151611,1.1200000047683716,0.28243221282958986,2,5,2,"[6.939991474151611, 7.179991245269775]","[1.1200000047683716, 1.159999966621399]",0.33907772934750735,0
baseline,5.7,1520,7.439990997314453,0.8999999761581421,0.252479362487793,2,5,3,"[7.439990997314453, 7.579990863800049]","[0.7799999713897705, 0.8999999761581421]",0.33907772934750735,1
baseline,5.77875,1541,7.059991359710693,1.0799999237060547,0.2671172904968262,2,4,1,"[7.059991359710693, 7.059991359710693]","[1.0799999237060547, 1.0799999237060547]",0.30791157734715285,0
baseline,5.77875,1541,7.579990863800049,0.9199999570846558,0.2563620376586914,2,4,3,"[7.439990997314453, 7.679990768432617]","[0.8799999952316284, 1.0199999809265137]",0.30791157734715285,1
