run,time,step,x,radius,vorticity,n_peaks,raw_n_peaks,cluster_n_peaks,cluster_x_span,cluster_radius_span,strongest_peak_pair_bridge_ratio,peak_rank
stretching_viscosity,0.0,0,0.499997615814209,1.0,1.0008936309814453,2,2,1,"[0.499997615814209, 0.499997615814209]","[1.0, 1.0]",-1.354488987085026e-05,0
stretching_viscosity,0.0,0,-0.5000014305114746,1.0,1.0008557128906252,2,2,1,"[-0.5000014305114746, -0.5000014305114746]","[1.0, 1.0]",-1.354488987085026e-05,1
stretching_viscosity,0.15,40,0.679997444152832,1.0399999618530273,0.9407307434082033,2,2,1,"[0.679997444152832, 0.679997444152832]","[1.0399999618530273, 1.0399999618530273]",-8.22066471033277e-06,0
stretching_viscosity,0.15,40,-0.32000160217285156,0.9599999785423279,0.9149890899658204,2,2,1,"[-0.32000160217285156, -0.32000160217285156]","[0.9599999785423279, 0.9599999785423279]",-8.22066471033277e-06,1
stretching_viscosity,0.3,80,0.8399972915649414,1.0799999237060547,0.8837404632568361,2,2,1,"[0.8399972915649414, 0.8399972915649414]","[1.0799999237060547, 1.0799999237060547]",5.516843489383635e-06,0
stretching_viscosity,0.3,80,-0.12000179290771484,0.9199999570846558,0.8242211914062502,2,2,1,"[-0.12000179290771484, -0.12000179290771484]","[0.9199999570846558, 0.9199999570846558]",5.516843489383635e-06,1
stretching_viscosity,0.45,120,0.9799971580505371,1.1200000047683716,0.8291089630126954,2,2,1,"[0.9799971580505371, 0.9799971580505371]","[1.1200000047683716, 1.1200000047683716]",1.6378383010182575e-05,0
stretching_viscosity,0.45,120,0.07999801635742188,0.85999995470047,0.747096405029297,2,2,1,"[0.07999801635742188, 0.07999801635742188]","[0.85999995470047, 0.85999995470047]",1.6378383010182575e-05,1
stretching_viscosity,0.6,160,1.1199970245361328,1.159999966621399,0.7826555633544923,2,2,1,"[1.1199970245361328, 1.1199970245361328]","[1.159999966621399, 1.159999966621399]",1.6805136112829804e-05,0
stretching_viscosity,0.6,160,0.29999780654907227,0.8199999928474426,0.6735999298095704,2,2,1,"[0.29999780654907227, 0.29999780654907227]","[0.8199999928474426, 0.8199999928474426]",1.6805136112829804e-05,1
stretching_viscosity,0.75,200,1.2399969100952148,1.1999999284744263,0.7324063873291017,2,2,1,"[1.2399969100952148, 1.2399969100952148]","[1.1999999284744263, 1.1999999284744263]",0.00013191521194447827,0
stretching_viscosity,0.75,200,0.5799975395202637,0.7199999690055847,0.6018256378173829,2,2,1,"[0.5799975395202637, 0.5799975395202637]","[0.7199999690055847, 0.7199999690055847]",0.00013191521194447827,1
stretching_viscosity,0.9,240,1.3599967956542969,1.2400000095367432,0.6983775329589845,2,2,1,"[1.3599967956542969, 1.3599967956542969]","[1.2400000095367432, 1.2400000095367432]",0.0009728048522051562,0
