run,time,step,x,radius,vorticity,n_peaks,raw_n_peaks,cluster_n_peaks,cluster_x_span,cluster_radius_span,strongest_peak_pair_bridge_ratio,peak_rank,ring
stretching_viscosity,0.0,0,0.499997615814209,1.0,1.0008936309814453,2,2,1,"[0.499997615814209, 0.499997615814209]","[1.0, 1.0]",-1.354488987085026e-05,0,1
stretching_viscosity,0.0,0,-0.5000014305114746,1.0,1.0008557128906252,2,2,1,"[-0.5000014305114746, -0.5000014305114746]","[1.0, 1.0]",-1.354488987085026e-05,1,2
stretching_viscosity,0.15,40,0.679997444152832,1.0399999618530273,0.9407307434082033,2,2,1,"[0.679997444152832, 0.679997444152832]","[1.0399999618530273, 1.0399999618530273]",-8.22066471033277e-06,0,1
stretching_viscosity,0.15,40,-0.32000160217285156,0.9599999785423279,0.9149890899658204,2,2,1,"[-0.32000160217285156, -0.32000160217285156]","[0.9599999785423279, 0.9599999785423279]",-8.22066471033277e-06,1,2
stretching_viscosity,0.3,80,0.8399972915649414,1.0799999237060547,0.8837404632568361,2,2,1,"[0.8399972915649414, 0.8399972915649414]","[1.0799999237060547, 1.0799999237060547]",5.516843489383635e-06,0,1
stretching_viscosity,0.3,80,-0.12000179290771484,0.9199999570846558,0.8242211914062502,2,2,1,"[-0.12000179290771484, -0.12000179290771484]","[0.9199999570846558, 0.9199999570846558]",5.516843489383635e-06,1,2
stretching_viscosity,0.45,120,0.9799971580505371,1.1200000047683716,0.8291089630126954,2,2,1,"[0.9799971580505371, 0.9799971580505371]","[1.1200000047683716, 1.1200000047683716]",1.6378383010182575e-05,0,1
stretching_viscosity,0.45,120,0.07999801635742188,0.85999995470047,0.747096405029297,2,2,1,"[0.07999801635742188, 0.07999801635742188]","[0.85999995470047, 0.85999995470047]",1.6378383010182575e-05,1,2
stretching_viscosity,0.6,160,1.1199970245361328,1.159999966621399,0.7826555633544923,2,2,1,"[1.1199970245361328, 1.1199970245361328]","[1.159999966621399, 1.159999966621399]",1.6805136112829804e-05,0,1
stretching_viscosity,0.6,160,0.29999780654907227,0.8199999928474426,0.6735999298095704,2,2,1,"[0.29999780654907227, 0.29999780654907227]","[0.8199999928474426, 0.8199999928474426]",1.6805136112829804e-05,1,2
stretching_viscosity,0.75,200,1.2399969100952148,1.1999999284744263,0.7324063873291017,2,2,1,"[1.2399969100952148, 1.2399969100952148]","[1.1999999284744263, 1.1999999284744263]",0.00013191521194447827,0,1
stretching_viscosity,0.75,200,0.5799975395202637,0.7199999690055847,0.6018256378173829,2,2,1,"[0.5799975395202637, 0.5799975395202637]","[0.7199999690055847, 0.7199999690055847]",0.00013191521194447827,1,2
stretching_viscosity,0.9,240,1.3599967956542969,1.2400000095367432,0.6983775329589845,2,2,1,"[1.3599967956542969, 1.3599967956542969]","[1.2400000095367432, 1.2400000095367432]",0.0009728048522051562,0,1
stretching_viscosity,0.9,240,0.8799972534179688,0.699999988079071,0.5580606079101563,2,2,1,"[0.8799972534179688, 0.8799972534179688]","[0.699999988079071, 0.699999988079071]",0.0009728048522051562,1,2
stretching_viscosity,1.05,280,1.4599967002868652,1.2599999904632568,0.6674562835693361,2,2,1,"[1.4599967002868652, 1.4599967002868652]","[1.2599999904632568, 1.2599999904632568]",0.003183924266035115,0,1
stretching_viscosity,1.05,280,1.2399969100952148,0.6399999856948853,0.5175241851806641,2,2,1,"[1.2399969100952148, 1.2399969100952148]","[0.6399999856948853, 0.6399999856948853]",0.003183924266035115,1,2
stretching_viscosity,1.2,320,1.53999662399292,1.2799999713897705,0.6280828094482422,2,2,1,"[1.53999662399292, 1.53999662399292]","[1.2799999713897705, 1.2799999713897705]",0.01709475791818854,0,1
stretching_viscosity,1.2,320,1.6399965286254883,0.6399999856948853,0.49195800781250004,2,2,1,"[1.6399965286254883, 1.6399965286254883]","[0.6399999856948853, 0.6399999856948853]",0.01709475791818854,1,2
stretching_viscosity,1.35,360,1.6399965286254883,1.2599999904632568,0.5765598678588868,2,2,1,"[1.6399965286254883, 1.6399965286254883]","[1.2599999904632568, 1.2599999904632568]",0.02159990539121372,0,1
stretching_viscosity,1.35,360,1.9999961853027344,0.6800000071525574,0.4720988845825196,2,2,1,"[1.9999961853027344, 1.9999961853027344]","[0.6800000071525574, 0.6800000071525574]",0.02159990539121372,1,2
stretching_viscosity,1.5,400,1.719996452331543,1.2200000286102295,0.5376760864257814,2,2,1,"[1.719996452331543, 1.719996452331543]","[1.2200000286102295, 1.2200000286102295]",0.013840022360764159,0,1
stretching_viscosity,1.5,400,2.2999958992004395,0.7400000095367432,0.47318412780761726,2,2,1,"[2.2999958992004395, 2.2999958992004395]","[0.7400000095367432, 0.7400000095367432]",0.013840022360764159,1,2
stretching_viscosity,1.65,440,1.8599963188171387,1.1999999284744263,0.5103497314453126,2,2,1,"[1.8599963188171387, 1.8599963188171387]","[1.1999999284744263, 1.1999999284744263]",0.005598321992325418,0,1
stretching_viscosity,1.65,440,2.579995632171631,0.7999999523162842,0.4753828430175782,2,2,1,"[2.579995632171631, 2.579995632171631]","[0.7999999523162842, 0.7999999523162842]",0.005598321992325418,1,2
stretching_viscosity,1.8,480,1.959996223449707,1.1399999856948853,0.4787902450561524,2,2,1,"[1.959996223449707, 1.959996223449707]","[1.1399999856948853, 1.1399999856948853]",0.00762001305106655,1,1
stretching_viscosity,1.8,480,2.819995403289795,0.85999995470047,0.4832454681396485,2,2,1,"[2.819995403289795, 2.819995403289795]","[0.85999995470047, 0.85999995470047]",0.00762001305106655,0,2
stretching_viscosity,1.95,520,2.1199960708618164,1.100000023841858,0.4345368957519532,2,2,1,"[2.1199960708618164, 2.1199960708618164]","[1.100000023841858, 1.100000023841858]",0.010156475991632446,1,1
