run,time,step,x,radius,vorticity,n_peaks,raw_n_peaks,cluster_n_peaks,cluster_x_span,cluster_radius_span,strongest_peak_pair_bridge_ratio,peak_rank,ring
stretching_viscosity,1.95,520,2.999995231628418,0.9199999570846558,0.47610641479492194,2,2,1,"[2.999995231628418, 2.999995231628418]","[0.9199999570846558, 0.9199999570846558]",0.010156475991632446,0,2
stretching_viscosity,2.1,560,2.259995937347412,1.059999942779541,0.40482353210449223,2,2,1,"[2.259995937347412, 2.259995937347412]","[1.059999942779541, 1.059999942779541]",0.008315752024219098,1,1
stretching_viscosity,2.1,560,3.1999950408935547,0.9599999785423279,0.46957984924316415,2,2,1,"[3.1999950408935547, 3.1999950408935547]","[0.9599999785423279, 0.9599999785423279]",0.008315752024219098,0,2
stretching_viscosity,2.25,600,2.399995803833008,1.0,0.3816390991210938,2,2,1,"[2.399995803833008, 2.399995803833008]","[1.0, 1.0]",0.004215653984273042,1,1
stretching_viscosity,2.25,600,3.359994888305664,1.0199999809265137,0.44991088867187506,2,2,1,"[3.359994888305664, 3.359994888305664]","[1.0199999809265137, 1.0199999809265137]",0.004215653984273042,0,2
stretching_viscosity,2.4,640,2.5999956130981445,0.9599999785423279,0.3667929077148438,2,2,1,"[2.5999956130981445, 2.5999956130981445]","[0.9599999785423279, 0.9599999785423279]",0.004694840157070881,1,1
stretching_viscosity,2.4,640,3.5199947357177734,1.059999942779541,0.4534512329101563,2,2,1,"[3.5199947357177734, 3.5199947357177734]","[1.059999942779541, 1.059999942779541]",0.004694840157070881,0,2
stretching_viscosity,2.55,680,2.759995460510254,0.9199999570846558,0.3438638305664063,2,2,1,"[2.759995460510254, 2.759995460510254]","[0.9199999570846558, 0.9199999570846558]",0.00993903619907657,1,1
stretching_viscosity,2.55,680,3.659994602203369,1.1200000047683716,0.4492412185668946,2,2,1,"[3.659994602203369, 3.659994602203369]","[1.1200000047683716, 1.1200000047683716]",0.00993903619907657,0,2
stretching_viscosity,2.7,720,2.9799952507019043,0.8399999737739563,0.3046726608276368,2,2,1,"[2.9799952507019043, 2.9799952507019043]","[0.8399999737739563, 0.8399999737739563]",0.026653455978550872,1,1
stretching_viscosity,2.7,720,3.799994468688965,1.1399999856948853,0.4379731750488282,2,2,1,"[3.799994468688965, 3.799994468688965]","[1.1399999856948853, 1.1399999856948853]",0.026653455978550872,0,2
stretching_viscosity,2.85,760,3.1999950408935547,0.7999999523162842,0.2721733474731446,2,2,1,"[3.1999950408935547, 3.1999950408935547]","[0.7999999523162842, 0.7999999523162842]",0.039659277015613906,1,1
stretching_viscosity,2.85,760,3.919994354248047,1.1999999284744263,0.4333044815063477,2,2,1,"[3.919994354248047, 3.919994354248047]","[1.1999999284744263, 1.1999999284744263]",0.039659277015613906,0,2
stretching_viscosity,3.0,800,3.4599947929382324,0.7199999690055847,0.25132188796997074,2,2,1,"[3.4599947929382324, 3.4599947929382324]","[0.7199999690055847, 0.7199999690055847]",0.0429007471162412,1,1
stretching_viscosity,3.0,800,4.019994258880615,1.2400000095367432,0.43022155761718756,2,2,1,"[4.019994258880615, 4.019994258880615]","[1.2400000095367432, 1.2400000095367432]",0.0429007471162412,0,2
stretching_viscosity,3.15,840,3.859994411468506,0.699999988079071,0.24050140380859378,2,2,1,"[3.859994411468506, 3.859994411468506]","[0.699999988079071, 0.699999988079071]",0.09602913005079308,1,1
stretching_viscosity,3.15,840,4.119994163513184,1.2799999713897705,0.42431259155273443,2,2,1,"[4.119994163513184, 4.119994163513184]","[1.2799999713897705, 1.2799999713897705]",0.09602913005079308,0,2
stretching_viscosity,3.3,880,4.199994087219238,0.6599999666213989,0.238862361907959,2,3,2,"[3.7599945068359375, 4.199994087219238]","[0.4599999785423279, 0.6599999666213989]",0.16259199378855735,1,1
stretching_viscosity,3.3,880,4.179994106292725,1.2799999713897705,0.4091109466552735,2,3,1,"[4.179994106292725, 4.179994106292725]","[1.2799999713897705, 1.2799999713897705]",0.16259199378855735,0,2
stretching_viscosity,3.45,920,4.559993743896484,0.7400000095367432,0.23987407684326176,2,2,1,"[4.559993743896484, 4.559993743896484]","[0.7400000095367432, 0.7400000095367432]",0.23823042027063224,1,1
stretching_viscosity,3.45,920,4.259994029998779,1.2599999904632568,0.3833923721313477,2,2,1,"[4.259994029998779, 4.259994029998779]","[1.2599999904632568, 1.2599999904632568]",0.23823042027063224,0,2
stretching_viscosity,3.6,960,4.8599934577941895,0.7799999713897705,0.2419181632995606,2,2,1,"[4.8599934577941895, 4.8599934577941895]","[0.7799999713897705, 0.7799999713897705]",0.2523792843724056,1,1
stretching_viscosity,3.6,960,4.359993934631348,1.2200000286102295,0.3712094879150391,2,2,1,"[4.359993934631348, 4.359993934631348]","[1.2200000286102295, 1.2200000286102295]",0.2523792843724056,0,2
stretching_viscosity,3.75,1000,5.07999324798584,0.8799999952316284,0.25183399200439455,2,2,1,"[5.07999324798584, 5.07999324798584]","[0.8799999952316284, 0.8799999952316284]",0.17202632755283243,1,1
stretching_viscosity,3.75,1000,4.47999382019043,1.159999966621399,0.3432508850097657,2,2,1,"[4.47999382019043, 4.47999382019043]","[1.159999966621399, 1.159999966621399]",0.17202632755283243,0,2
stretching_viscosity,3.9,1040,5.239993095397949,0.9799999594688416,0.25448207855224614,2,3,2,"[5.019993305206299, 5.239993095397949]","[0.9799999594688416, 1.0799999237060547]",0.24902720566311892,1,1
stretching_viscosity,3.9,1040,4.639993667602539,1.100000023841858,0.3203805541992188,2,3,1,"[4.639993667602539, 4.639993667602539]","[1.100000023841858, 1.100000023841858]",0.24902720566311892,0,2
