time,step,surface,wing_uid,segment_uid,station_id,half,span_index,span_coordinate,span_coordinate_absolute,min_span_edge,max_span_edge,chord_index,chord_fraction,panel_chord,panel_circulation,pressure_jump_coefficient,panel_force_x,panel_force_y,panel_force_z,relative_velocity_x,relative_velocity_y,relative_velocity_z,bound_x,bound_y,bound_z,span_coordinate_normalized
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:0,mirror,0,-0.3261663019657135,0.3261663019657135,-0.652332603931427,0.0,0,0.0625,0.125,0.12668217718601227,0.2026914805173874,-0.005133944563567638,-0.0,-0.4404061734676361,5.329283237457275,3.342981699461234e-06,-0.06212502345442772,-0.09069201350212097,-0.3261663019657135,0.001090609235689044,-0.0652332603931427
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:0,mirror,0,-0.3261663019657135,0.3261663019657135,-0.652332603931427,0.0,1,0.1875,0.125,0.053347665816545486,0.08535626530647278,0.00509283784776926,0.0,-0.18520887196063995,5.3220295906066895,3.880137228406966e-06,0.1463441401720047,0.034231822937726974,-0.3261663019657135,0.005453046411275864,-0.0652332603931427
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:0,mirror,0,-0.3261663019657135,0.3261663019657135,-0.652332603931427,0.0,2,0.3125,0.1250000149011612,0.03186965361237526,0.05099144205451012,0.003452712669968605,0.0,-0.11062945425510406,5.321380615234375,4.490326318773441e-06,0.16607873141765594,0.1591557115316391,-0.3261663019657135,0.00981548335403204,-0.0652332603931427
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:0,mirror,0,-0.3261663019657135,0.3261663019657135,-0.652332603931427,0.0,3,0.4375000298023224,0.1250000298023224,0.019155243411660194,0.030648384243249893,0.002152441069483757,0.0,-0.06649189442396164,5.321228504180908,5.189517651160713e-06,0.17225605249404907,0.28407958149909973,-0.3261663019657135,0.014177920296788216,-0.0652332603931427
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:0,mirror,0,-0.3261663019657135,0.3261663019657135,-0.652332603931427,0.0,4,0.5625,0.12499988079071045,0.009833348914980888,0.015733372420072556,0.001125692157074809,0.0,-0.03413362801074982,5.321228504180908,6.054923233023146e-06,0.17548868060112,0.4090034067630768,-0.3261663019657135,0.018540358170866966,-0.0652332603931427
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:0,mirror,0,-0.3261663019657135,0.3261663019657135,-0.652332603931427,0.0,5,0.6874999403953552,0.1250000298023224,0.0032495169434696436,0.005199226085096598,0.000381536316126585,0.0,-0.011279906146228313,5.321298122406006,7.27539008948952e-06,0.17998984456062317,0.5339272022247314,-0.3261663019657135,0.022902794182300568,-0.0652332603931427
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:0,mirror,0,-0.3261663019657135,0.3261663019657135,-0.652332603931427,0.0,6,0.8124999403953552,0.12499997019767761,0.0021599603351205587,0.0034559371415525675,0.0002674093993846327,0.0,-0.0074979523196816444,5.321423530578613,8.726358828425873e-06,0.1897849589586258,0.6588510274887085,-0.3261663019657135,0.027265232056379318,-0.0652332603931427
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:0,mirror,0,-0.3261663019657135,0.3261663019657135,-0.652332603931427,0.0,7,0.9374999403953552,0.1250000298023224,0.008596222847700119,0.013753954321146011,0.0010927494149655104,0.0,-0.029843781143426895,5.322027206420898,8.472053195873741e-06,0.1948694884777069,0.7837749123573303,-0.3261663019657135,0.03162766993045807,-0.0652332603931427
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:1,mirror,1,-0.9455074667930603,0.9455074667930603,-1.2386823892593384,-0.652332603931427,0,0.0625,0.125,0.12611719965934753,0.20178751647472382,-0.004533947445452213,-0.0,-0.3940916359424591,5.329250335693359,8.720688128960319e-06,-0.061311986297369,-0.09069201350212097,-0.9455074667930603,0.001090609235689044,-0.18910149335861207
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:1,mirror,1,-0.9455074667930603,0.9455074667930603,-1.2386823892593384,-0.652332603931427,1,0.1875,0.125,0.052975188940763474,0.08476030081510544,0.0045469715259969234,0.0,-0.16531260311603546,5.322022438049316,1.0062502951768693e-05,0.14638377726078033,0.034231822937726974,-0.9455074667930603,0.005453046411275864,-0.18910149335861207
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:1,mirror,1,-0.9455074667930603,0.9455074667930603,-1.2386823892593384,-0.652332603931427,2,0.3125,0.1250000149011612,0.031480416655540466,0.05036866292357445,0.0030642030760645866,0.0,-0.09822478890419006,5.321374893188477,1.1591808288358152e-05,0.16600465774536133,0.1591557115316391,-0.9455074667930603,0.00981548335403204,-0.18910149335861207
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:1,mirror,1,-0.9455074667930603,0.9455074667930603,-1.2386823892593384,-0.652332603931427,3,0.4375000298023224,0.1250000298023224,0.018659323453903198,0.0298549123108387,0.0018822369165718555,0.0,-0.058218926191329956,5.321223735809326,1.3312916053109802e-05,0.17203691601753235,0.28407958149909973,-0.9455074667930603,0.014177920296788216,-0.18910149335861207
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:1,mirror,1,-0.9455074667930603,0.9455074667930603,-1.2386823892593384,-0.652332603931427,4,0.5625,0.12499988079071045,0.009024416096508503,0.014439079910516739,0.0009250414441339672,0.0,-0.028157107532024384,5.321231365203857,1.5360574252554215e-05,0.17481766641139984,0.4090034067630768,-0.9455074667930603,0.018540358170866966,-0.18910149335861207
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:1,mirror,1,-0.9455074667930603,0.9455074667930603,-1.2386823892593384,-0.652332603931427,5,0.6874999403953552,0.1250000298023224,0.0014909079764038324,0.002385452389717102,0.00015571531548630446,0.0,-0.004651871509850025,5.321329116821289,1.8260408978676423e-05,0.17812451720237732,0.5339272022247314,-0.9455074667930603,0.022902794182300568,-0.18910149335861207
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:1,mirror,1,-0.9455074667930603,0.9455074667930603,-1.2386823892593384,-0.652332603931427,6,0.8124999403953552,0.12499997019767761,-0.001337855588644743,-0.00214056926779449,-0.0001473687298130244,-0.0,0.004174433648586273,5.321469306945801,2.2463857021648437e-05,0.18786215782165527,0.6588510274887085,-0.9455074667930603,0.027265232056379318,-0.18910149335861207
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:1,mirror,1,-0.9455074667930603,0.9455074667930603,-1.2386823892593384,-0.652332603931427,7,0.9374999403953552,0.1250000298023224,0.005380288232117891,0.008608459495007992,0.0006252101738937199,0.0,-0.016789600253105164,5.3220391273498535,2.363100793445483e-05,0.19818177819252014,0.7837749123573303,-0.9455074667930603,0.03162766993045807,-0.18910149335861207
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:2,mirror,2,-1.5022028684616089,1.5022028684616089,-1.765723466873169,-1.2386823892593384,0,0.0625,0.125,0.12524962425231934,0.20039939880371094,-0.0039621260948479176,-0.0,-0.3517895042896271,5.329199314117432,1.2036058251396753e-05,-0.060021571815013885,-0.09069201350212097,-1.5022028684616089,0.001090609235689044,-0.3004405736923218
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:2,mirror,2,-1.5022028684616089,1.5022028684616089,-1.765723466873169,-1.2386823892593384,1,0.1875,0.125,0.0524272546172142,0.0838836058974266,0.0040473598055541515,0.0,-0.14705419540405273,5.322011947631836,1.379673085466493e-05,0.14647726714611053,0.034231822937726974,-1.5022028684616089,0.005453046411275864,-0.3004405736923218
0.0625,5,flat_plate,main_wing,segment_0,main_wing:segment_0:mirror:2,mirror,2,-1.5022028684616089,1.5022028684616089,-1.765723466873169,-1.2386823892593384,2,0.3125,0.1250000149011612,0.030942784622311592,0.04950845241546631,0.0027064508758485317,0.0,-0.08678147941827774,5.321366786956787,1.5838993931538425e-05,0.1659572720527649,0.1591557115316391,-1.5022028684616089,0.00981548335403204,-0.3004405736923218
