time,step,group_id,vortex_centroid_x,vortex_centroid_y,vortex_centroid_z,major_radius,tube_circulation,linear_impulse_x,linear_impulse_y,linear_impulse_z,linear_impulse_magnitude,impulse_radius,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,max_vortex_strength_magnitude
3.899296106,500,0,4.667720952091497,0.0002571358971827065,-0.26957981042445933,1.106429352305039,9.957279809544264,16.28930512944448,-4.1571413026277675,-1.2252203858753634,16.855991528359418,0.4870124140722754,69.22201997856216,0.13704879947296167,-2.5005222160646987,3.269557962941377,0.1416525272266225
3.899296106,500,1,4.984736552669757,0.007585366726092848,-0.3214959245001196,0.7832984091942592,6.747380503307553,3.0191862795132396,4.5341651783941055,3.412786638142742,6.428160879508873,0.38714568071585737,33.207968987915805,-0.14119662098825358,2.65523246389181,-3.3670068096717714,0.13124265420497588
3.93828906706,505,0,4.7008564348525095,0.004660481858042371,-0.2753420597733474,1.1091778190367512,10.30680591470691,16.424832332385392,-3.427892942346076,-1.0284055247223238,16.810210739144168,0.4680562094038838,71.82988026396934,-0.06058364824636264,-2.457388853017763,3.0059938992411963,0.1494563584795302
3.93828906706,505,1,5.044486219436506,0.016368173552548198,-0.33920097203996585,0.7768398183954616,7.354497779267162,2.851275747932872,3.8174367871449912,3.2785165148606534,5.783707077023531,0.32223441191872443,35.897513506300044,0.05643575230148379,2.612098145223271,-3.103442205764619,0.14430945884042207
3.97728202812,510,0,4.736213049834699,0.00932469693930451,-0.2838861662426575,1.110452293468556,10.743737971399183,16.610916061588103,-2.910935715493334,-0.6490755896727679,16.87653336043778,0.4502752295783919,74.96096721216423,-0.3308788409066672,-2.350070337788261,2.8424286693707757,0.1571329180553494
3.97728202812,510,1,5.103895446617902,0.020486960750777668,-0.36015655850259964,0.7710559860981054,8.006830398892768,2.6326251926451993,3.282648563853671,2.963111064565422,5.146506016674883,0.2653481533837073,38.7905922920275,0.32673112193369036,2.504779182291852,-2.9398764986222665,0.1550389097094568
4.01627498918,515,0,4.774200946215114,0.01365235271550057,-0.2943165121878315,1.1106517871927846,11.274704753172392,16.868102098513553,-2.746160358097376,-0.14762678144055105,17.090817967109164,0.434440073112171,78.67974906033298,-0.5802498757038976,-2.2022737173118188,2.817103768009998,0.16444028090790613
4.01627498918,515,1,5.161642544066287,0.019122406179800367,-0.3838113342701385,0.7667882214871051,8.677310903180041,2.3435102225667936,3.0835918462887055,2.5481897257003676,4.636145998125832,0.22179238952996638,41.80617746128247,0.576102099939825,2.3569819858078667,-2.9145513451015823,0.17717178774872253
4.05526795024,520,0,4.81393985375499,0.01728255252789611,-0.30499640232550423,1.1104414692842273,11.881059119712948,17.188812398495454,-2.735216872202994,0.44211626582801333,17.41069067559253,0.42006383992321716,82.89545074279664,-0.7966542133473071,-2.0313785535065403,2.8383324429798122,0.1710974520926239
4.05526795024,520,1,5.217695204699869,0.01420993696268405,-0.41067816664501966,0.7716138729739279,9.28487074925047,2.008963613232116,3.030285596143575,2.065927316361255,4.181700762844405,0.1857920768945421,45.01484490340231,0.7925068011131273,2.186085603059901,-2.935779550032109,0.22804128601835255
