# time=0.018
position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z
-12.0,3.9,0.0,6.9972916,0.0011628947,3.31942e-05,1.6351346857845783e-05,1.4588964404538274e-05,1.4501388989174302e-05
-11.833333,3.9,0.0,6.9972034,0.0012132432,3.480073e-05,2.418411895632744e-06,-4.919507773593068e-05,-4.985901335885501e-05
-11.666667,3.9,0.0,6.9971104,0.0012661705,3.651483e-05,1.4140852726995945e-05,1.3683020370081067e-05,-5.961776253116113e-06
-11.5,3.9,0.0,6.997014,0.0013218687,3.82727e-05,7.356517016887665e-06,3.157719038426876e-05,3.0003501478859107e-06
-11.333333,3.9,0.0,6.9969134,0.0013804616,4.0170737e-05,7.865787483751774e-05,-7.499699131585658e-05,8.809480334548425e-06
-11.166667,3.9,0.0,6.996808,0.0014421351,4.2097643e-05,5.29242679476738e-05,8.101790444925427e-05,2.403640780812566e-05
-11.0,3.9,0.0,6.996699,0.0015070351,4.413072e-05,-1.2708711437880993e-05,-0.0001736806589178741,2.9121182933522505e-05
-10.833333,3.9,0.0,6.996584,0.0015754225,4.6316534e-05,9.098323062062263e-06,-2.7460017008706927e-05,-1.08587571503449e-05
-10.666667,3.9,0.0,6.996464,0.0016474838,4.853122e-05,7.175898645073175e-05,3.065899363718927e-05,-7.200161121545534e-06
-10.5,3.9,0.0,6.996339,0.001723381,5.0885603e-05,0.00010110344737768173,-6.792214117012918e-05,-6.78189223890513e-05
-10.333333,3.9,0.0,6.996207,0.0018034467,5.33266e-05,-5.9810816310346127e-05,-3.354702494107187e-05,-5.092467631584441e-05
-10.166667,3.9,0.0,6.99607,0.0018878252,5.5835582e-05,5.878740921616554e-06,0.00010205342550761998,3.321017175039742e-06
-10.0,3.9,0.0,6.995926,0.0019768637,5.8462843e-05,1.759757287800312e-05,-1.3554614270105958e-05,-5.4216266335060936e-05
-9.833334,3.9,0.0,6.9957747,0.002070823,6.1244704e-05,-0.0001934850588440895,-0.00015035283286124468,-4.907761649519671e-06
-9.666666,3.9,0.0,6.9956164,0.002169986,6.408617e-05,5.840230733156204e-05,5.217728903517127e-05,-2.4776142481641727e-05
-9.5,3.9,0.0,6.9954495,0.0022746818,6.696861e-05,0.00017902464605867863,0.00017632544040679932,-0.00014874891462568485
-9.333333,3.9,0.0,6.9952745,0.0023852384,6.9976784e-05,-4.029087722301483e-05,-0.0002544267335906625,8.41759078866744e-05
-9.166667,3.9,0.0,6.9950905,0.0025020523,7.301755e-05,-9.709037840366364e-08,7.000303594395518e-05,6.211741583683761e-05
-9.0,3.9,0.0,6.9948964,0.002625507,7.614866e-05,3.8499245420098305e-05,-0.0001472383737564087,1.6971893046502373e-05
-8.833333,3.9,0.0,6.9946923,0.002756031,7.933192e-05,0.00016987393610179424,-0.0002515820087864995,6.0112356550234836e-06
-8.666666,3.9,0.0,6.994477,0.0028939953,8.248538e-05,0.0003409862983971834,-6.084144115447998e-05,-4.410692167766683e-05
-8.5,3.9,0.0,6.9942493,0.0030399768,8.562952e-05,-2.093869261443615e-05,-0.00022841792088001966,-2.5821472718234872e-05
-8.333334,3.9,0.0,6.9940085,0.0031943787,8.86973e-05,7.728114724159241e-05,-6.686686538159847e-05,8.182223905350838e-05
-8.166666,3.9,0.0,6.9937544,0.0033578041,9.159371e-05,-0.00013633910566568375,-0.00015885056927800179,-3.270650563536037e-05
-8.0,3.9,0.0,6.9934845,0.0035308031,9.444356e-05,-0.00019336375407874584,-9.822740685194731e-05,-3.0644389767076063e-05
-7.8333335,3.9,0.0,6.993198,0.0037140183,9.6946955e-05,9.025447070598602e-05,-0.00010225677397102118,-0.00011455501112322963
-7.666667,3.9,0.0,6.9928894,0.0039014136,5.607307e-05,0.00010373839177191257,6.476975977420807e-05,3.4860199775721412e-06
-7.5,3.9,0.0,6.9925637,0.004106557,5.4458156e-05,0.00013377959839999676,4.257587715983391e-05,4.053328393638367e-05
-7.333333,3.9,0.0,6.992216,0.004323834,5.2589923e-05,3.840937279164791e-05,-0.00010197353549301624,1.025807932819589e-05
-7.1666665,3.9,0.0,6.991845,0.0045543266,4.9304217e-05,9.980075992643833e-05,-0.00028291018679738045,-5.2054005209356546e-05
-7.0,3.9,0.0,6.9914474,0.004798859,3.456697e-05,9.762379340827465e-05,-0.00040413811802864075,6.855287938378751e-05
-6.8333335,3.9,0.0,6.9910207,0.005058241,2.6930124e-05,0.00011403602547943592,3.365194424986839e-05,1.4418810678762384e-05
-6.6666665,3.9,0.0,6.9905696,0.005348458,-1.3008714e-05,0.00021178298629820347,-0.00012360606342554092,-4.5347685045271646e-05
-6.5,3.9,0.0,6.9900746,0.005641986,-2.6971102e-06,7.891841232776642e-05,-8.458527736365795e-05,9.806998878048034e-05
-6.3333335,3.9,0.0,6.9895396,0.0059538838,-1.6622245e-05,-0.00022600358352065086,0.00011845631524920464,3.884513262164546e-05
-6.166667,3.9,0.0,6.9889593,0.006285544,-3.24212e-05,-5.066255107522011e-05,-0.0005384841933846474,4.683413862949237e-06
-6.0,3.9,0.0,6.9883285,0.0066384473,-5.3223222e-05,-5.027139559388161e-05,-0.0004020100459456444,2.212189974670764e-05
-5.833333,3.9,0.0,6.9876394,0.007014025,-7.831305e-05,0.00023104576393961906,-0.0004902686923742294,1.2814600268029608e-05
-5.6666665,3.9,0.0,6.986886,0.0074143372,-0.00010534376,9.87551175057888e-05,-1.3386830687522888e-05,-1.1924099453608505e-05
-5.5,3.9,0.0,6.9860578,0.007841535,-0.00014059246,0.00028957193717360497,0.00011427467688918114,-5.078128742752597e-05
-5.333333,3.9,0.0,6.985144,0.008297751,-0.00018272549,-9.053386747837067e-05,-0.0006486568599939346,-3.8123511330923066e-05
-5.166667,3.9,0.0,6.984133,0.0087857675,-0.00023321807,6.01988285779953e-05,-0.0001271180808544159,3.0194694772944786e-05
-5.0,3.9,0.0,6.9830084,0.009308749,-0.00029345602,0.0002086868043988943,-0.00031094998121261597,4.531248123385012e-07
-4.8333335,3.9,0.0,6.981754,0.0098702,-0.0003655553,-0.00019466853700578213,-0.0003506522625684738,-7.431196354446001e-05
