# time=0.018
position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z
-12.0,6.6,0.0,6.9981647,0.0014579549,1.8645078e-05,8.382009400520474e-05,-1.2365548172965646e-05,-3.5021432040593936e-05
-11.833333,6.6,0.0,6.9981184,0.0015136476,1.8647872e-05,-3.6641256883740425e-05,-7.953989552333951e-05,5.57382344936741e-05
-11.666667,6.6,0.0,6.9980707,0.0015718548,1.8666498e-05,1.6026897355914116e-05,-2.3970322217792273e-05,2.565550300914765e-05
-11.5,6.6,0.0,6.998021,0.0016325844,1.8434599e-05,-3.023626049980521e-06,-2.567918272688985e-06,3.346210149857143e-05
-11.333333,6.6,0.0,6.9979706,0.0016963613,1.8171035e-05,0.00017217494314536452,-5.8338569942861795e-05,-3.067755255869997e-05
-11.166667,6.6,0.0,6.9979186,0.0017629787,1.7883256e-05,-5.298253381624818e-05,1.651229104027152e-05,-2.409516974921644e-05
-11.0,6.6,0.0,6.9978642,0.0018326965,1.7451122e-05,0.0001260398857994005,-4.671694478020072e-05,-1.9610834215200157e-05
-10.833333,6.6,0.0,6.9978085,0.0019056215,1.6052276e-05,3.702245885506272e-05,-6.725528510287404e-05,-4.309422558890219e-05
-10.666667,6.6,0.0,6.997751,0.001982079,1.5307218e-05,-7.90021731518209e-05,-1.7711077816784382e-05,-2.1503174195913743e-05
-10.5,6.6,0.0,6.997692,0.0020621594,1.4352612e-05,-1.6843259800225496e-06,5.9143989346921444e-05,5.177455523153185e-05
-10.333333,6.6,0.0,6.9976306,0.0021461342,1.3202429e-05,6.169427069835365e-05,-3.9558159187436104e-05,3.284929027813632e-05
-10.166667,6.6,0.0,6.9975677,0.002234141,1.1827797e-05,-1.908338163048029e-06,-2.2860418539494276e-05,-2.5193260000833106e-05
-10.0,6.6,0.0,6.997502,0.0023264817,9.567477e-06,-6.806201417930424e-05,-5.651690298691392e-05,-1.4796911386838474e-05
-9.833334,6.6,0.0,6.997434,0.0024233744,7.5977296e-06,-5.0964474212378263e-05,-4.184315912425518e-06,2.075521956612647e-05
-9.666666,6.6,0.0,6.9973645,0.0025251165,5.2824616e-06,-4.287844058126211e-05,-2.4646869860589504e-05,-4.0084997408484924e-05
-9.5,6.6,0.0,6.997292,0.0026319844,2.4959445e-06,5.589716602116823e-05,-5.887832958251238e-05,-1.0405769899080042e-06
-9.333333,6.6,0.0,6.9972177,0.0027443068,-6.1653554e-07,-0.00017681671306490898,4.224618896842003e-05,1.914483192422267e-05
-9.166667,6.6,0.0,6.99714,0.0028624143,-4.351139e-06,1.782318577170372e-06,-3.385520540177822e-05,4.6317436044773785e-05
-9.0,6.6,0.0,6.99706,0.0029866612,-8.592382e-06,-3.815838135778904e-05,-0.00010592234320938587,1.4819636305674067e-05
-8.833333,6.6,0.0,6.9969764,0.003117483,-1.3507903e-05,1.563597470521927e-05,-2.2034626454114914e-05,5.67784672966809e-06
-8.666666,6.6,0.0,6.99689,0.0032552718,-1.9092113e-05,-0.00010235852096229792,-9.545404464006424e-05,-7.540291471741511e-05
-8.5,6.6,0.0,6.9968,0.003400515,-2.559647e-05,8.326838724315166e-05,-4.850677214562893e-05,-2.1668515842065972e-05
-8.333334,6.6,0.0,6.9967074,0.0035537514,-3.2942742e-05,-8.591206278651953e-05,-5.263136699795723e-05,-9.134204560723447e-06
-8.166666,6.6,0.0,6.99661,0.0037154853,-4.141964e-05,-0.00010764191392809153,0.00014334800653159618,-0.00010974387316764478
-8.0,6.6,0.0,6.9965096,0.0038863781,-5.1056966e-05,4.7232722863554955e-05,0.00011870567686855793,7.324886871629133e-05
-7.8333335,6.6,0.0,6.996404,0.004067061,-6.211735e-05,-0.00014210958033800125,-7.438007742166519e-05,-2.0341578874649713e-05
-7.666667,6.6,0.0,6.996295,0.00425833,-7.4589625e-05,-0.0001748839858919382,-9.028473868966103e-05,9.72243162777886e-06
-7.5,6.6,0.0,6.9961805,0.004460959,-8.871965e-05,3.0968920327723026e-05,-4.154583439230919e-05,-4.5402320893117576e-05
-7.333333,6.6,0.0,6.9960613,0.004675861,-0.000104840845,0.00036996323615312576,-0.00013697752729058266,-3.4139284139200754e-05
-7.1666665,6.6,0.0,6.9959364,0.004903999,-0.00012312084,-0.0001439069164916873,-1.6032252460718155e-05,1.627883523269702e-05
-7.0,6.6,0.0,6.9958053,0.0051465784,-0.00014440343,2.980814315378666e-05,0.00012633483856916428,8.211124418266991e-05
-6.8333335,6.6,0.0,6.995668,0.005404689,-0.00014910474,-0.0002975991228595376,0.0003164215013384819,-1.6852206044859486e-05
-6.6666665,6.6,0.0,6.9955235,0.0056799296,-0.00017217547,-0.0002245273208245635,-4.916451871395111e-05,-2.7728448458219646e-05
-6.5,6.6,0.0,6.9953723,0.0059736264,-0.0001996383,7.909571286290884e-05,-7.085036486387253e-06,0.00017099836509260058
-6.3333335,6.6,0.0,6.9952126,0.006287678,-0.00026161596,-0.00016214989591389894,7.06920400261879e-06,4.989750959794037e-05
-6.166667,6.6,0.0,6.9950447,0.0066239103,-0.00030098855,-0.00012077530845999718,-5.895225331187248e-05,8.52157199915382e-06
-6.0,6.6,0.0,6.9948664,0.006984551,-0.00034534186,-3.238802310079336e-05,-3.706756979227066e-05,-3.4088120628439356e-06
-5.833333,6.6,0.0,6.994679,0.0073721297,-0.0003960058,-3.240222577005625e-05,-7.429486140608788e-05,-6.411519598259474e-05
-5.6666665,6.6,0.0,6.9944797,0.0077894977,-0.0004526414,-7.918057963252068e-05,8.486676961183548e-05,3.8384550862247124e-06
-5.5,6.6,0.0,6.9942355,0.008243033,-0.0005138889,0.00023614754900336266,-0.0001537012867629528,-6.749001840944402e-06
-5.333333,6.6,0.0,6.9940085,0.008730891,-0.00058507174,-0.0005217324942350388,0.0002600206062197685,-0.0001349859121546615
-5.166667,6.6,0.0,6.9937677,0.009259689,-0.00066504255,-0.0006367206806316972,1.8329359591007233e-05,3.839422242890578e-05
-5.0,6.6,0.0,6.993511,0.009834313,-0.0007608235,-0.00020137312822043896,0.00010692235082387924,-9.408757796336431e-05
-4.8333335,6.6,0.0,6.9932375,0.0104604075,-0.0008637905,-0.00022049760445952415,-0.00034068431705236435,-0.00018736874153546523
-4.666667,6.6,0.0,6.992946,0.011144381,-0.0009811595,-2.1556741558015347e-05,-3.648456186056137e-05,-1.0929605195997283e-05
-4.5,6.6,0.0,6.992635,0.011893705,-0.0011144578,-0.0002701960038393736,9.258836507797241e-05,6.782569471397437e-05
-4.333333,6.6,0.0,6.9923024,0.012717227,-0.001265876,-0.0004460292402654886,-6.717443466186523e-05,6.989515895838849e-05
-4.1666665,6.6,0.0,6.991932,0.013615204,-0.0014203265,-0.0004009888507425785,-0.00033941492438316345,0.00021556170395342633
-4.0,6.6,0.0,6.99155,0.0146180615,-0.0016138032,-0.0006632588338106871,0.00010131485760211945,1.0758129064925015e-05
