# time=0.018
position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z
-12.0,1.5,0.0,6.9967422,0.00052398886,2.2611814e-05,0.00015887117478996515,-4.526767588686198e-05,-2.0277007365621103e-05
-11.833333,1.5,0.0,6.996624,0.000548321,2.4044653e-05,4.3893465772271156e-05,-4.295381950214505e-05,-6.07022956273795e-05
-11.666667,1.5,0.0,6.9965005,0.0005740465,2.5609741e-05,1.0502408258616924e-05,-7.3906994657590985e-06,2.913097108603324e-05
-11.5,1.5,0.0,6.9963713,0.00060118875,2.7300557e-05,8.670170791447163e-05,5.918409442529082e-06,5.870884342584759e-05
-11.333333,1.5,0.0,6.9962354,0.00062987284,2.910057e-05,-7.2999391704797745e-06,-8.958144462667406e-06,-1.684840913185326e-05
-11.166667,1.5,0.0,6.996093,0.0006601794,3.1049596e-05,2.0310282707214355e-05,-6.707194552291185e-05,4.9546736249794776e-05
-11.0,1.5,0.0,6.9959435,0.000692252,3.318023e-05,7.058028131723404e-06,2.7434580260887742e-05,5.987428630760405e-05
-10.833333,1.5,0.0,6.995787,0.0007261785,3.5456847e-05,-4.426413215696812e-05,-0.00011496132356114686,2.604918449833349e-06
-10.666667,1.5,0.0,6.9956226,0.0007620446,3.795419e-05,9.798817336559296e-05,-3.3059302950277925e-05,-2.796873013721779e-05
-10.5,1.5,0.0,6.9954495,0.0008000409,4.0620565e-05,0.00015373621135950089,-8.504569996148348e-05,-7.226017714856425e-06
-10.333333,1.5,0.0,6.9952683,0.00084025256,4.3543987e-05,6.320676766335964e-05,-6.33822928648442e-05,1.9778414412030543e-05
-10.166667,1.5,0.0,6.995077,0.0008828505,4.672073e-05,0.0001692457590252161,5.226465873420238e-07,-6.27385364850852e-05
-10.0,1.5,0.0,6.9948764,0.00092800957,5.0163828e-05,9.62673220783472e-05,-2.678789314813912e-05,-6.812736955907894e-06
-9.833334,1.5,0.0,6.9946647,0.0009758307,5.3946394e-05,0.00023698224686086178,-3.717280924320221e-05,2.32307774012952e-05
-9.666666,1.5,0.0,6.9944425,0.0010265334,5.8025587e-05,1.3171229511499405e-06,-9.999645408242941e-05,6.30074603122921e-05
-9.5,1.5,0.0,6.994208,0.0010803358,6.251829e-05,6.851297803223133e-05,-8.10681376606226e-06,-7.747827112325467e-05
-9.333333,1.5,0.0,6.9939604,0.001137367,6.7399815e-05,0.00027074944227933884,-0.00011047208681702614,-2.2095482108852593e-05
-9.166667,1.5,0.0,6.9936996,0.0011978231,7.2755385e-05,-6.425939500331879e-05,3.311826731078327e-05,-7.679525810999621e-05
-9.0,1.5,0.0,6.993424,0.00126205,7.8663696e-05,0.00015897443518042564,0.0001363148621749133,4.6335005663422635e-06
-8.833333,1.5,0.0,6.9931326,0.0013301332,8.509029e-05,0.00013594655320048332,-7.20256648492068e-05,4.685665726356092e-05
-8.666666,1.5,0.0,6.9928417,0.0013980423,6.3196756e-05,0.00012720655649900436,5.128164775669575e-05,4.955022041031043e-05
-8.5,1.5,0.0,6.992518,0.001474264,6.781239e-05,0.00020958669483661652,3.867258783429861e-06,-4.197886391921202e-05
-8.333334,1.5,0.0,6.9921756,0.0015551294,7.279497e-05,4.726415500044823e-05,-4.333385732024908e-06,2.6740176508610602e-05
-8.166666,1.5,0.0,6.991812,0.0016407354,7.885974e-05,0.00013450859114527702,-8.922949200496078e-05,4.214859336570953e-05
-8.0,1.5,0.0,6.991428,0.0017316083,9.526033e-05,2.5099143385887146e-07,-0.00016604294069111347,3.316461288704886e-05
-7.8333335,1.5,0.0,6.9910207,0.0018278974,0.00010209996,0.00021839560940861702,2.8055801521986723e-05,-3.913423643098213e-05
-7.666667,1.5,0.0,6.9905887,0.0019299855,0.000109629706,0.00010197237133979797,-4.582403926178813e-05,4.142498346482171e-05
-7.5,1.5,0.0,6.99013,0.0020380171,0.00011727866,2.3402739316225052e-05,-0.0001648531761020422,5.408856031863252e-05
-7.333333,1.5,0.0,6.9896455,0.0021671474,9.804871e-05,0.0002231048420071602,8.460588287562132e-05,-1.0982284948113374e-05
-7.1666665,1.5,0.0,6.9891276,0.0022898088,0.0001047682,0.0001505007967352867,-1.0346819180995226e-05,0.00010489758642506786
