time,step,surface,wing_uid,segment_uid,station_id,half,span_index,span_coordinate,span_coordinate_absolute,min_span_edge,max_span_edge,local_chord,spanwise_station_width,circulation,circulation_magnitude,relative_speed,section_lift_coefficient_from_circulation,lift_per_span,drag_per_span,section_lift_coefficient,section_force_x,section_force_y,section_force_z,section_force_units,force_density,span_coordinate_normalized
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_0,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_0:orig:0,orig,0,-1.1065503358840942,1.1065503358840942,-1.2279490232467651,-0.9848408102989197,0.5938016772270203,0.22774313390254974,-6.128940105438232,6.128940105438232,3.8728485107421875,5.3301992446099815,131.82322914724904,503.0132570353431,7.396876248512134,114.55781555175781,-44.14889144897461,30.021835327148438,N,1.225,0.9514419920838167
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_1,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_1:orig:0,orig,0,-1.3330210447311401,1.3330210447311401,-1.454651117324829,-1.2117726802825928,0.5826796293258667,0.2275528907775879,-8.275896072387695,8.275896072387695,3.690417528152466,7.697322524488374,146.92075865494024,684.1659049522959,8.401390162351003,155.68392944335938,-51.1334114074707,33.43224334716797,N,1.225,0.8610877949073384
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_2,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_2:orig:0,orig,0,-1.559913992881775,1.559913992881775,-1.6815820932388306,-1.4389476776123047,0.5714343786239624,0.22746296226978302,-9.313074111938477,9.313074111938477,3.523975133895874,9.249619222401899,139.75297516551333,767.8667908828826,8.148778712973085,174.6612548828125,-50.043373107910156,31.788625717163086,N,1.225,0.7705651384475984
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_3,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_3:orig:0,orig,0,-1.7870110273361206,1.7870110273361206,-1.908625602722168,-1.6662508249282837,0.5601328611373901,0.2274176925420761,-9.831009864807129,9.831009864807129,3.385965585708618,10.367034309077553,126.94661153709639,803.2065978309292,7.551407171988848,182.66339111328125,-46.507537841796875,28.869905471801758,N,1.225,0.6799610584155988
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_4,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_4:orig:0,orig,0,-2.014214038848877,2.014214038848877,-2.135728597640991,-1.893626093864441,0.5488041043281555,0.22739331424236298,-10.070764541625977,10.070764541625977,3.272569417953491,11.214662791495547,113.56684301099592,812.059186740958,6.894964420883782,184.65682983398438,-42.40220260620117,25.8243408203125,N,1.225,0.5893146971010415
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_5,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_5:orig:0,orig,0,-2.2414753437042236,2.2414753437042236,-2.3628642559051514,-2.1210436820983887,0.53746098279953,0.22737914323806763,-10.150959968566895,10.150959968566895,3.180384635925293,11.877102980589108,101.24360115330101,805.7613168120176,6.276513528606416,183.21331787109375,-38.41692352294922,23.02068328857422,N,1.225,0.49864507870305236
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_6,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_6:orig:0,orig,0,-2.468770980834961,2.468770980834961,-2.590019464492798,-2.348487615585327,0.5261096954345703,0.22737133502960205,-10.135177612304688,10.135177612304688,3.106184244155884,12.403888159816074,90.39987542788894,790.5494143904906,5.725182744533513,179.74827575683594,-34.78870391845703,20.554340362548828,N,1.225,0.40796176288169245
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_7,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_7:orig:0,orig,0,-2.696087121963501,2.696087121963501,-2.8171868324279785,-2.575948476791382,0.514754056930542,0.22736625373363495,-10.059310913085938,10.059310913085938,3.0468690395355225,12.827577916312533,81.02554185131218,769.9897588792874,5.244692047881439,175.06968688964844,-31.57322120666504,18.422473907470703,N,1.225,0.31727026665470837
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_8,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_8:orig:0,orig,0,-2.9234161376953125,2.9234161376953125,-3.0443613529205322,-2.803420066833496,0.5033958554267883,0.22736303508281708,-9.944401741027832,9.944401741027832,2.999711275100708,13.171024739801926,72.96884410385977,746.1905279663391,4.829761197239351,169.65614318847656,-28.755563735961914,16.590417861938477,N,1.225,0.22657363389396024
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_9,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_9:orig:0,orig,0,-3.1507537364959717,3.1507537364959717,-3.271540880203247,-3.0308995246887207,0.4920356869697571,0.22736109793186188,-9.803130149841309,9.803130149841309,2.9624459743499756,13.45078783094062,66.04562069138406,720.4310252789612,4.472447486537592,163.79798889160156,-26.295597076416016,15.016204833984375,N,1.225,0.1358735767773694
0.006,1,blade_2,blade_2_RotorFlow_OpenVSP_Blade_0,RotorFlow_OpenVSP_Blade_0_segment_10,blade_2_RotorFlow_OpenVSP_Blade_0:RotorFlow_OpenVSP_Blade_0_segment_10:orig:0,orig,0,-3.37809681892395,3.37809681892395,-3.4987235069274902,-3.2583842277526855,0.480674684047699,0.22735966742038727,-9.64327621459961,9.64327621459961,2.933255910873413,13.678970034946312,60.08020239287989,693.5098230425534,4.1646447791359815,157.67616271972656,-24.147146224975586,13.659814834594727,N,1.225,0.04517133187787905
