# flow_time=5.4
x,y,z,Ux,Uy,Uz,omega_x,omega_y,omega_z,Sxx,Sxy,Sxz,Syy,Syz,Szz,dudx,dudy,dudz,dvdx,dvdy,dvdz,dwdx,dwdy,dwdz
-4.5,0.0,0.0,0.994656,9.607817e-05,0.00010922204,0.0,0.0,0.0,-0.0034280114,2.213075e-05,2.719176e-05,0.0017134249,-7.071503e-07,0.0017148189,-0.0034280114,5.7751918e-06,9.853732e-06,3.8486305e-05,0.0017134249,-3.0114672e-06,4.452979e-05,1.5971666e-06,0.0017148189
-4.4600515,0.0,0.0,0.994515,0.00010101421,0.0001228992,0.0,0.0,0.0,-0.0035450773,2.254647e-05,2.7828253e-05,0.0017719337,-7.3905187e-07,0.0017733697,-0.0035450773,5.755492e-06,1.00194575e-05,3.9337447e-05,0.0017719337,-3.1030252e-06,4.5637047e-05,1.6249214e-06,0.0017733697
-4.420103,0.0,0.0,0.99436903,0.00011319152,0.00011677914,0.0,0.0,0.0,-0.0036672107,2.2971613e-05,2.848843e-05,0.0018329896,-7.7280293e-07,0.0018344298,-0.0036672107,5.7300545e-06,1.0190983e-05,4.0213174e-05,0.0018329896,-3.1984769e-06,4.6785877e-05,1.652871e-06,0.0018344298
-4.3801546,0.0,0.0,0.9942249,0.00011492266,0.00011852098,0.0,0.0,0.0,-0.0037946773,2.340887e-05,2.9171857e-05,0.0018966843,-8.083026e-07,0.0018982165,-0.0037946773,5.6988283e-06,1.0366638e-05,4.111891e-05,0.0018966843,-3.2978328e-06,4.7977075e-05,1.6812276e-06,0.0018982165
-4.340206,0.0,0.0,0.9940708,0.0001268832,0.00012525538,0.0,0.0,0.0,-0.00392771,2.38572e-05,2.9881825e-05,0.0019631886,-8.4579204e-07,0.0019648094,-0.00392771,5.6612616e-06,1.0549936e-05,4.2053136e-05,0.0019631886,-3.4014172e-06,4.9213715e-05,1.7098331e-06,0.0019648094
-4.3002577,0.0,0.0,0.9939169,0.00012929997,0.00012708451,0.0,0.0,0.0,-0.0040667476,2.4318642e-05,3.0616426e-05,0.0020326849,-8.85428e-07,0.002034262,-0.0040667476,5.6193253e-06,1.0736738e-05,4.301796e-05,0.0020326849,-3.5096023e-06,5.0496114e-05,1.7387463e-06,0.002034262
-4.260309,0.0,0.0,0.9937577,0.00013219958,0.00012901738,0.0,0.0,0.0,-0.0042118677,2.4790203e-05,3.137928e-05,0.002105249,-9.2723553e-07,0.0021069387,-0.0042118677,5.569438e-06,1.0930248e-05,4.401097e-05,0.002105249,-3.6222186e-06,5.1828312e-05,1.7677476e-06,0.0021069387
-4.2203608,0.0,0.0,0.9935922,0.00013450213,0.0001311075,0.0,0.0,0.0,-0.004363465,2.527946e-05,3.217075e-05,0.0021811125,-9.714186e-07,0.002182766,-0.004363465,5.5147557e-06,1.1131327e-05,4.5044166e-05,0.0021811125,-3.7398668e-06,5.321017e-05,1.7970298e-06,0.002182766
-4.1804123,0.0,0.0,0.99342084,0.00013661283,0.00013363885,0.0,0.0,0.0,-0.0045221215,2.5780446e-05,3.2993346e-05,0.0022604326,-1.0182066e-06,0.0022621069,-0.0045221215,5.450397e-06,1.1339537e-05,4.6110494e-05,0.0022604326,-3.86292e-06,5.4647157e-05,1.826507e-06,0.0022621069
-4.140464,0.0,0.0,0.99324334,0.00013914125,0.00013618979,0.0,0.0,0.0,-0.004688129,2.6294487e-05,3.3850698e-05,0.0023433827,-1.067719e-06,0.0023451184,-0.004688129,5.3796825e-06,1.15556795e-05,4.720929e-05,0.0023433827,-3.991336e-06,5.6145716e-05,1.8558982e-06,0.0023451184
