time,step,reference_speed,R1,Rinf,edge_R1,edge_Rinf,interior_R1,interior_Rinf,collocation_R1,collocation_Rinf,off_grid_R1,off_grid_Rinf,independent_surface_R1,independent_surface_Rinf,two_sided_trace_R1,two_sided_trace_Rinf,transport_R1,transport_Rinf,transport_filter_radius,transport_operator,transport_filter_radii,boundary_filter_radius,stage_boundary_residual,stage_near_wake_elapsed,stage_near_wake_matrix_norm,n_probes,n_panels,n_edge_panels,front_wing_R1,front_wing_Rinf,front_wing_n_probes
0.01,1,4.0,0.1620957838018865,4.09585708701104,0.18257864836375637,4.09585708701104,0.11379668341525502,0.9595494294511427,8.67531808917421e-17,2.498001805406602e-16,0.24314367570282966,4.09585708701104,0.40962712377349925,4.09585708701104,0.07666022763216006,0.29083918227643746,0.10299543302779234,0.12636210094576844,0.28463243841839253,symmetric_pair_radius:GAUSSIAN:host_reference,0.2846324384183925,1e-08,0.0,0.0,0.0,672,24,18,0.1620957838018865,4.09585708701104,672
0.02,2,4.0,0.1566085441945894,3.9980429896030625,0.17705950025297984,3.9980429896030625,0.10838468484702676,0.9180953151496721,6.806238579273708e-17,1.942890293094024e-16,0.23491281629188404,3.9980429896030625,0.39601909317801864,3.9980429896030625,0.07380653940574945,0.2852288839850661,0.10127866960933316,0.12639082090332512,0.28463243841839253,symmetric_pair_radius:GAUSSIAN:host_reference,0.2846324384183925,1e-08,6.106226635438361e-16,0.004999999999999999,0.8854384295204474,672,24,18,0.1566085441945894,3.9980429896030625,672
