case,precision,compute_device,boundary_response,surface,n_force_samples,final_lift,peak_abs_lift,integrated_lift,final_drag,intersection_events,side_bypass_events,core_overlap_events,final_leakage_R1,final_transport_R1
smooth_incident_plate,f64,CPU,responsive,front_wing,2,0.9774586245789468,9.15710589723559,0.05067282260907269,0.0340507720580704,0,0,16,0.1566085441945894,0.1012786696093331
