time,step,particle,particle_index,provenance,event_type,event_name,process,surface,panel,interval_start,interval_end,start_x,start_y,start_z,end_x,end_y,end_z,crossing_x,crossing_y,crossing_z,core_radius,closest_distance,surface_tolerance
0.02,2,0,0,active_particle_index,3,core_overlap,advective_transport,front_wing,2,0.01,0.010476190476190476,0.6254959956434534,0.05625,-0.08228609594263869,0.6653721792095303,0.05624834829000418,-0.08340318217960113,0.6254959956434534,0.05625,-0.08228609594263869,0.28463243841839253,0.03953391999344153,0.0019967283202059947
0.02,2,1,1,active_particle_index,3,core_overlap,advective_transport,front_wing,2,0.01,0.010476190476190476,0.5968311500419646,0.1125,-0.08106833130923811,0.6366990494760506,0.11249842729482801,-0.08232166762425792,0.5968311500419646,0.1125,-0.08106833130923811,0.28463243841839253,0.01976695999672082,0.0019967283202059947
0.02,2,2,2,active_particle_index,3,core_overlap,advective_transport,front_wing,5,0.01,0.010476190476190476,0.6081663044404759,0.16875,-0.07985056667583754,0.6480473069377949,0.1687443672689079,-0.08091941269189924,0.6081663044404759,0.16875,-0.07985056667583754,0.28463243841839253,0.03953391999344164,0.0019967283202059947
0.02,2,3,3,active_particle_index,3,core_overlap,advective_transport,front_wing,5,0.01,0.010476190476190476,0.5795014588389871,0.225,-0.07863280204243697,0.619386424241285,0.22499592790396045,-0.07972261330424843,0.5795014588389871,0.225,-0.07863280204243697,0.2846324384183925,0.01976695999672082,0.0019967283202059947
0.02,2,4,4,active_particle_index,3,core_overlap,advective_transport,front_wing,8,0.01,0.010476190476190476,0.5908366132374985,0.28125,-0.0774150374090364,0.6307425788602705,0.28124037544413594,-0.07826598808867627,0.5908366132374985,0.28125,-0.0774150374090364,0.2846324384183925,0.03953391999344163,0.0019967283202059947
0.02,2,5,5,active_particle_index,3,core_overlap,advective_transport,front_wing,8,0.01,0.010476190476190476,0.5621717676360097,0.3375,-0.07619727277563582,0.602091997458799,0.33749335896871613,-0.07696569504634598,0.5621717676360097,0.3375,-0.07619727277563582,0.28463243841839253,0.01976695999672081,0.0019967283202059947
0.02,2,6,6,active_particle_index,3,core_overlap,advective_transport,front_wing,11,0.01,0.010476190476190476,0.5448420764330321,0.45,-0.07376174350883469,0.5848035060947815,0.4499922630335869,-0.07415320391254458,0.5448420764330321,0.45,-0.07376174350883469,0.28463243841839253,0.019766959996720828,0.0019967283202059947
0.02,2,7,7,active_particle_index,3,core_overlap,advective_transport,front_wing,11,0.01,0.010476190476190476,0.5735069220345209,0.39375000000000004,-0.07497950814223525,0.6134503402396199,0.3937380226213637,-0.07550208778998288,0.5735069220345209,0.39375000000000004,-0.07497950814223525,0.28463243841839253,0.03953391999344165,0.0019967283202059947
0.02,2,8,8,active_particle_index,3,core_overlap,advective_transport,front_wing,14,0.01,0.010476190476190476,0.6254959956434534,-0.05625,-0.08228609594263869,0.6653721792095303,-0.05624834829000418,-0.08340318217960113,0.6254959956434534,-0.05625,-0.08228609594263869,0.28463243841839253,0.03953391999344153,0.0019967283202059947
0.02,2,9,9,active_particle_index,3,core_overlap,advective_transport,front_wing,14,0.01,0.010476190476190476,0.5968311500419646,-0.1125,-0.08106833130923811,0.6366990494760506,-0.11249842729482801,-0.08232166762425792,0.5968311500419646,-0.1125,-0.08106833130923811,0.28463243841839253,0.01976695999672082,0.0019967283202059947
0.02,2,10,10,active_particle_index,3,core_overlap,advective_transport,front_wing,17,0.01,0.010476190476190476,0.6081663044404759,-0.16875,-0.07985056667583754,0.6480473069377949,-0.1687443672689079,-0.08091941269189924,0.6081663044404759,-0.16875,-0.07985056667583754,0.28463243841839253,0.03953391999344164,0.0019967283202059947
0.02,2,11,11,active_particle_index,3,core_overlap,advective_transport,front_wing,17,0.01,0.010476190476190476,0.5795014588389871,-0.225,-0.07863280204243697,0.619386424241285,-0.22499592790396045,-0.07972261330424843,0.5795014588389871,-0.225,-0.07863280204243697,0.2846324384183925,0.01976695999672082,0.0019967283202059947
0.02,2,12,12,active_particle_index,3,core_overlap,advective_transport,front_wing,20,0.01,0.010476190476190476,0.5908366132374985,-0.28125,-0.0774150374090364,0.6307425788602705,-0.28124037544413594,-0.07826598808867627,0.5908366132374985,-0.28125,-0.0774150374090364,0.2846324384183925,0.03953391999344163,0.0019967283202059947
0.02,2,13,13,active_particle_index,3,core_overlap,advective_transport,front_wing,20,0.01,0.010476190476190476,0.5621717676360097,-0.3375,-0.07619727277563582,0.602091997458799,-0.33749335896871613,-0.07696569504634598,0.5621717676360097,-0.3375,-0.07619727277563582,0.28463243841839253,0.01976695999672081,0.0019967283202059947
0.02,2,14,14,active_particle_index,3,core_overlap,advective_transport,front_wing,23,0.01,0.010476190476190476,0.5448420764330321,-0.45,-0.07376174350883469,0.5848035060947815,-0.4499922630335869,-0.07415320391254458,0.5448420764330321,-0.45,-0.07376174350883469,0.28463243841839253,0.019766959996720828,0.0019967283202059947
0.02,2,15,15,active_particle_index,3,core_overlap,advective_transport,front_wing,23,0.01,0.010476190476190476,0.5735069220345209,-0.39375000000000004,-0.07497950814223525,0.6134503402396199,-0.3937380226213637,-0.07550208778998288,0.5735069220345209,-0.39375000000000004,-0.07497950814223525,0.28463243841839253,0.03953391999344165,0.0019967283202059947
