time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total
1.3125,210,18.02158150132611,-18.02158150132611,0.0,-6.132816e-07,9.091335e-06,0.13564366,-0.013068771577704105,0.043763574639316,-6.544244857780607e-05,0.13564366102218628,-0.13564366102218628,0.3920000000000001,0.019200853569933066,-14.469279921558984,36.33849161341419,-0.07245555571879206,-28.274590656053164,40.32042159905527,-0.07287372901720907,-1.9543222151696682e-07,-2.9389993869699538e-05,0.0,42000
1.35,216,18.220807172471055,-18.220807172471055,0.0,-1.5184169e-06,-1.1604487e-06,0.13714318,-0.03154182452438467,0.04388620901449659,-7.28182639560848e-05,0.13714317977428436,-0.13714317977428436,0.3920000000000001,0.019200853569933066,-34.92198831132934,36.44031940629317,-0.08062179664843903,-48.58759524024023,31.885120650641042,-0.08082446571506813,-5.687179509550333e-07,-2.9214381356723607e-05,0.0,43200
1.3875,222,18.077246536907413,-18.077246536907413,0.0,-2.3264158e-06,-1.8279568e-06,0.13606264,-0.043897376878922846,0.0304289206446156,-6.73371511715452e-05,0.1360626369714737,-0.1360626369714737,0.3920000000000001,0.019200853569933066,-48.60161722980318,25.266242229130942,-0.07455330316459532,-53.927491483127106,14.880745310407963,-0.07483034066033029,-8.000351954251528e-07,-2.99638559226878e-05,0.0,44400
1.425,228,18.020358006928085,-18.020358006928085,0.0,3.810355e-08,2.4443666e-06,0.13563445,-0.04340177875189298,0.012206970427120321,-6.268266883401045e-05,0.13563445210456848,-0.13563445210456848,0.3920000000000001,0.019200853569933066,-48.052908578346646,10.135892603539842,-0.06940002556453082,-42.04586167940508,-0.00011271516038732904,-0.06915801627315414,-1.2762484402628615e-09,-3.135120641672984e-05,0.0,45600
1.4625,234,18.021941818446564,-18.021941818446564,0.0,9.3664084e-08,5.959053e-06,0.13564637,-0.03033427884668947,-0.00035697269660827144,-6.000817726539842e-05,0.13564637303352356,-0.13564637303352356,0.3920000000000001,0.019200853569933066,-33.58503660743324,-0.29640744497740285,-0.06643892344992064,-19.779464386309815,-4.278417282369187,-0.06621505792929212,-3.873719833791256e-08,-3.200583887519315e-05,0.0,46800
1.5,240,18.221294194512986,-18.221294194512986,0.0,5.2714586e-07,-4.7981496e-07,0.13714685,-0.012342655937070443,3.638160139309474e-07,-7.114399959372782e-05,0.13714684545993805,-0.13714684545993805,0.3920000000000001,0.019200853569933066,-13.665350462903902,0.0003020897008531509,-0.07876811058639452,0.0006197458491217062,4.555620729467795,-0.0787992201119051,1.4968100003898144e-07,-3.3003962016664445e-05,0.0,48000
1.5375,246,18.073504782195013,-18.073504782195013,0.0,-1.8365755e-06,-2.0323562e-06,0.13603447,0.0003589726376814008,0.013108748673933355,-6.576745460098352e-05,0.13603447377681732,-0.13603447377681732,0.3920000000000001,0.019200853569933066,0.39744176014629257,10.884671960094865,-0.07281539084924686,5.722214161745209,21.268010289676692,-0.07253665862021727,-8.845818229019642e-07,-3.2749230740591884e-05,0.0,49200
1.575,252,18.017004286037707,-18.017004286037707,0.0,5.127305e-07,1.5555505e-06,0.13560921,9.041469862196042e-07,0.031190546810996565,-6.133338878616315e-05,0.1356092095375061,-0.1356092095375061,0.3920000000000001,0.019200853569933066,0.0010010394439952152,25.89864820345297,-0.06790615059787485,-6.004928016151577,36.03276139225812,-0.06803844671638822,-1.167586560768541e-08,-3.4349093766650185e-05,0.0,50400
1.6125,258,18.019564121404446,-18.019564121404446,0.0,3.4445764e-06,-1.3631325e-07,0.13562848,-0.013068443480645892,0.04375847747057486,-5.7550317729215025e-05,0.13562847673892975,-0.13562847673892975,0.3920000000000001,0.019200853569933066,-14.468916664144276,36.334259248369094,-0.0637176686307161,-28.272672922332514,40.31574621303258,-0.06336129247215329,8.560309652239084e-07,-3.5013574233744293e-05,0.0,51600
1.65,264,18.2210685013716,-18.2210685013716,0.0,-9.124717e-07,-3.0672236e-08,0.13714515,-0.031542965077266095,0.043887180555573425,-7.04928457974975e-05,0.13714514672756195,-0.13714514672756195,0.3920000000000001,0.019200853569933066,-34.92325109098759,36.441126112271,-0.07804717622055739,-48.589053102652905,31.88586311022479,-0.07813900590033086,-4.874018486589193e-07,-3.3250704291276634e-05,0.0,52800
1.6875,270,18.072107068529952,-18.072107068529952,0.0,-4.8734705e-07,1.9567228e-06,0.13602395,-0.043885487515911155,0.030421052875555184,-6.639776650293624e-05,0.13602395355701447,-0.13602395355701447,0.3920000000000001,0.019200853569933066,-48.58845374917439,25.25970933362653,-0.07351324980967154,-53.91281376801096,14.8771733810504,-0.07333330482795908,-3.2145180739462376e-07,-3.3945689210668206e-05,0.0,54000
1.725,276,18.015854042922413,-18.015854042922413,0.0,-5.8292716e-07,5.644797e-07,0.13560055,-0.04339169248956958,0.012204756093849778,-5.896079476664679e-05,0.13560055196285248,-0.13560055196285248,0.3920000000000001,0.019200853569933066,-48.04174142678601,10.134053961892214,-0.06527929873161628,-42.036199112389866,0.0005899365526771522,-0.06519684649688304,8.846200216794387e-09,-3.3061165595427155e-05,0.0,55200
1.7625,282,18.01936614496464,-18.01936614496464,0.0,4.0680025e-06,8.0419613e-07,0.13562699,-0.030331090911028626,-0.0003570298154695391,-5.4663187357712144e-05,0.13562698662281036,-0.13562698662281036,0.3920000000000001,0.019200853569933066,-33.58150703824806,-0.2964548728504285,-0.06052114038267638,-19.77791353602132,-4.277889794194409,-0.06090375403373779,8.734932634979486e-07,-3.346832818351686e-05,0.0,56400
1.8,288,18.219413418334792,-18.219413418334792,0.0,3.197212e-06,5.3521923e-08,0.13713269,-0.012341483643168307,2.3235034052465978e-07,-6.905673164119691e-05,0.1371326893568039,-0.1371326893568039,0.3920000000000001,0.019200853569933066,-13.664052540714392,0.0001929289590741997,-0.07645716161181808,0.0005051148565131533,4.555042761885923,-0.07677826907362992,1.2059463188052177e-06,-3.366879900568165e-05,0.0,57600
