time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,unsteady_force_x,unsteady_force_y,unsteady_force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,force_density,force_units,moment_units,reference_speed,reference_speed_units,power,rotational_power,translational_power
0.02,1,7.286596038821958,0.7375912583191582,0.04372010087540142,5.9007300665532645,-0.3497608070032113,58.29276831057566,5.81734927968272,-0.332088294688327,55.34738493653774,-14.514876389363549,-50.7732105809128,1.120213199316992,58.29276831057566,5.9007300665532645,2.0,3.9999999999999996,-0.9071797743352219,-3.173325661307051,0.07001332495731201,-0.9071797743352218,-1.2018185696277595,0.08184250945794246,1.4840601014900738,-1.484060101490074,0.0,18,1.0,N,N*m,2.0,m/s,-4.354462916809064,-4.354462916809064,0.0
0.04,2,0.32272581670540357,0.005889895677962631,0.0038728957012431594,0.047119165423701044,-0.03098316560994527,2.581806533643228,-0.036283786217238406,0.0041425065683709265,-0.34519231051222926,-0.7087997150241404,-1.1882744890967878,-0.03989309482437279,2.581806533643228,0.047119165423701044,2.0,3.9999999999999996,-0.04429998218900878,-0.07426715556854925,-0.0024933184265232998,-0.044299982189008776,0.014405627386835793,-0.001429193952593575,1.4747241293038573,-1.4747241293038573,0.0,36,1.0,N,N*m,2.0,m/s,-0.21263991450724212,-0.21263991450724212,0.0
0.06,3,0.32110745397718077,0.005958041659708451,0.00578055848539098,0.0476643332776676,-0.04624446788312783,2.5688596318174457,-0.03573354792380282,0.006119345510262005,-0.3399269225928472,-0.7080907498826445,-1.1775482736540352,-0.04630704896993065,2.5688596318174457,0.0476643332776676,2.0,3.9999999999999996,-0.04425567186766529,-0.07359676710337722,-0.0028941905606206663,-0.04425567186766528,0.014626439394806366,-0.001306001315509848,1.465476750815661,-1.4654767508156614,0.0,54,1.0,N,N*m,2.0,m/s,-0.21242722496479335,-0.21242722496479335,0.0
0.08,4,0.31955019143836544,0.006026855536424081,0.0076706774211431055,0.04821484429139264,-0.06136541936914484,2.556401531506923,-0.03515301106018918,0.008026234843032047,-0.3343622394484631,-0.7074031763206019,-1.1669636519363205,-0.0526101320942674,2.556401531506923,0.04821484429139264,2.0,3.9999999999999996,-0.044212698520037626,-0.07293522824602004,-0.003288133255891713,-0.04421269852003761,0.014855224011476247,-0.0011807577700804163,1.4563266446746852,-1.4563266446746854,0.0,72,1.0,N,N*m,2.0,m/s,-0.21222095289618048,-0.21222095289618048,0.0
0.1,5,0.31805192760619166,0.006096196898170148,0.00954442132639798,0.04876957518536118,-0.07635537061118383,2.544415420849533,-0.03454550190398475,0.00985887587438334,-0.3285306011382016,-0.7067365056076403,-1.1565021448292345,-0.05880474956866416,2.544415420849533,0.04876957518536118,2.0,3.9999999999999996,-0.04417103160047753,-0.07228138405182717,-0.0036752968480415105,-0.04417103160047752,0.015092564318606894,-0.0010532917481983985,1.4472816077673452,-1.4472816077673454,0.0,90,1.0,N,N*m,2.0,m/s,-0.21202095168229207,-0.21202095168229207,0.0
0.12,6,0.3166102260083492,0.006165901656079164,0.011402894612436444,0.0493272132486333,-0.09122315689949154,2.532881808066793,-0.03391443652940443,0.011613766185568482,-0.3224652390289252,-0.706090133685572,-1.1461451233106112,-0.06489282099590156,2.532881808066793,0.0493272132486333,2.0,3.9999999999999996,-0.04413063335534826,-0.07163407020691322,-0.004055801312243848,-0.044130633355348246,0.015338961613458636,-0.000923418860561353,1.4383485303302717,-1.4383485303302717,0.0,108,1.0,N,N*m,2.0,m/s,-0.21182704010567166,-0.21182704010567166,0.0
0.14,7,0.3152223692939404,0.006235785442350182,0.013247129738808957,0.04988628353880145,-0.10597703791047164,2.5217789543515226,-0.033263273840304274,0.013288206693881857,-0.31619981688875987,-0.7054633569176874,-1.1358743114155043,-0.07087580015077453,2.5217789543515226,0.04988628353880145,2.0,3.9999999999999996,-0.04409145980735547,-0.07099214446346903,-0.004429737509423409,-0.04409145980735547,0.015594818715294036,-0.0007909451943737094,1.4295333835285389,-1.429533383528539,0.0,126,1.0,N,N*m,2.0,m/s,-0.2116390070753062,-0.2116390070753062,0.0
0.16,8,0.3138854161476442,0.006305647400017033,0.015078081720921864,0.050445179200136255,-0.1206246537673749,2.511083329181153,-0.032595468799274246,0.014880292577546824,-0.3097679741064849,-0.704855389099854,-1.1256722789400646,-0.07675471231751535,2.511083329181153,0.050445179200136255,2.0,3.9999999999999996,-0.04405346181874088,-0.07035451743375405,-0.00479716951984471,-0.044053461818740876,0.015860424665947555,-0.0006556711396447855,1.4208412194439242,-1.4208412194439246,0.0,144,1.0,N,N*m,2.0,m/s,-0.21145661672995616,-0.21145661672995616,0.0
0.18,9,0.3125962599072904,0.006375274279430152,0.016896624747867673,0.05100219423544121,-0.13517299798294136,2.5007700792583227,-0.03191442668812809,0.01638888857997837,-0.3032028793078967,-0.704265379408602,-1.1155229146690977,-0.08253020808285932,2.5007700792583227,0.05100219423544121,2.0,3.9999999999999996,-0.04401658621303763,-0.06972018216681862,-0.005158138005178709,-0.04401658621303762,0.016135941101582167,-0.0005173956699918462,1.4122761831931772,-1.4122761831931778,0.0,162,1.0,N,N*m,2.0,m/s,-0.21127961382258056,-0.21127961382258056,0.0
0.2,10,0.31135168777153194,0.006444444752617276,0.018703550915861112,0.051555558020938204,-0.14962840732688887,2.490813502172255,-0.031223459203852236,0.01781358957874358,-0.29653680231959495,-0.7036924309498515,-1.1054118712816539,-0.08820263223791766,2.490813502172255,0.051555558020938204,2.0,3.9999999999999996,-0.04398077693436572,-0.06908824195510338,-0.005512664514869855,-0.0439807769343657,0.0164213905462299,-0.0003759209926736923,1.4038415366801478,-1.4038415366801484,0.0,180,1.0,N,N*m,2.0,m/s,-0.21110772928495541,-0.21110772928495541,0.0
