time,step,lift_coefficient,drag_coefficient,side_force_coefficient,force_x,force_y,force_z,moment_x,moment_y,moment_z,lift,drag,dynamic_pressure,reference_area,rolling_moment_coefficient,pitching_moment_coefficient,yawing_moment_coefficient,rolling_moment_coefficient_quarter_chord,pitching_moment_coefficient_quarter_chord,yawing_moment_coefficient_quarter_chord,bound_vortex_strength_y,wake_vortex_strength_y,max_leading_edge_suction_parameter,n_particles_total,power,rotational_power,translational_power
0.03125,5,0.38461545010644144,0.01320737452963804,0.0,-20.224642,0.0,191.35526,0.0005378374021147714,65.40898118019686,0.0003611184801206754,192.3077250532207,6.60368726481902,50.0,10.0,1.0756748042295428e-07,0.13081796236039372,7.222369602413507e-08,1.0009482502937317e-07,0.03514030075073242,7.449647528119385e-08,19.307336807250977,-19.30733237828827,0.0,560,0.0,0.0,0.0
0.0625,10,0.4551434177518264,0.01662781021281128,0.0,-23.438866,0.0,226.51407,0.0005943269292623121,68.3579835925193,0.00042060849842628706,227.57170887591317,8.31390510640564,50.0,10.0,1.1886538585246242e-07,0.13671596718503862,8.412169968525741e-08,8.902102708816528e-08,0.023458856582641602,8.38185427710414e-08,22.84501075744629,-22.84501163853188,0.0,1120,0.0,0.0,0.0
0.09375,15,0.4999005270248428,0.017949157264736226,0.0,-25.899115,0.0,248.76678,0.001017851513839485,70.98590052512009,-0.00011046043823843377,249.9502635124214,8.974578632368113,50.0,10.0,2.0357030276789701e-07,0.14197180105024018,-2.2092087647686752e-08,2.3533403873443602e-07,0.017588438034057616,-2.3497268557548523e-08,25.08543586730957,-25.08545202158991,0.0,1680,0.0,0.0,0.0
0.125,20,0.5316305494828312,0.018459898990136742,0.0,-27.854212,0.0,264.51294,-9.97360975523165e-05,73.14010002173018,-0.00018335746893678338,265.8152747414156,9.229949495068372,50.0,10.0,-1.9947219510463297e-08,0.14628020004346035,-3.6671493787356677e-08,-2.2077560424804688e-08,0.014023712158203125,-3.946379292756319e-08,26.671422958374023,-26.67146473776545,0.0,2240,0.0,0.0,0.0
0.15625,25,0.5554211175619785,0.018596592494199822,0.0,-29.442034,0.0,276.30197,0.000883950930245625,74.899274250085,-0.00013076642837630452,277.7105587809893,9.29829624709991,50.0,10.0,1.76790186049125e-07,0.14979854850017,-2.6153285675260903e-08,1.8289387226104736e-07,0.011647525787353516,-2.5485316291451455e-08,27.859275817871094,-27.859322669428348,0.0,2800,0.0,0.0,0.0
0.1875,30,0.5738931829781263,0.01854791868918758,0.0,-30.751541,0.0,285.44473,-0.0018785255318025662,76.34676854329882,-0.0008220031636508021,286.94659148906317,9.27395934459379,50.0,10.0,-3.7570510636051327e-07,0.15269353708659764,-1.644006327301604e-07,-3.760784864425659e-07,0.009971157073974609,-1.6684492584317921e-07,28.78078269958496,-28.780858495961887,0.0,3360,0.0,0.0,0.0
0.21875,35,0.5885948267474039,0.01840995591609893,0.0,-31.842888,0.0,292.71442,-0.0027118080320018834,77.54796161421109,-0.0016707687950939009,294.29741337370194,9.204977958049465,50.0,10.0,-5.423616064003766e-07,0.15509592322842217,-3.341537590187802e-07,-4.894822835922241e-07,0.008738652229309082,-3.321330761536956e-07,29.513734817504883,-29.51381493944935,0.0,3920,0.0,0.0,0.0
0.25,40,0.60052450343642,0.01822678863831665,0.0,-32.763725,0.0,298.60846,-0.0021040068393274325,78.55743480660021,-0.002786211065523245,300.26225171821005,9.113394319158326,50.0,10.0,-4.208013678654865e-07,0.15711486961320043,-5.57242213104649e-07,-4.277318716049194e-07,0.007810561180114746,-5.549585446715355e-07,30.108156204223633,-30.108315887874394,0.0,4480,0.0,0.0,0.0
0.28125,45,0.6103491616499416,0.01802694826110387,0.0,-33.546337,0.0,303.45908,-0.003031829863822111,79.40998507291079,-0.0030074422843292996,305.1745808249708,9.013474130551934,50.0,10.0,-6.063659727644222e-07,0.15881997014582158,-6.014884568658599e-07,-6.281912326812745e-07,0.007090512752532959,-6.0066943988204e-07,30.597410202026367,-30.597647735741408,0.0,5040,0.0,0.0,0.0
0.3125,50,0.6185476779070151,0.017825978512626343,0.0,-34.21635,0.0,307.50446,-0.008366879303466135,80.13860838045366,-0.003977563837485068,309.27383895350755,8.912989256313171,50.0,10.0,-1.673375860693227e-06,0.1602772167609073,-7.955127674970136e-07,-1.6658008098602296e-06,0.006525014400482178,-7.936299778521061e-07,31.005563735961914,-31.005994210328794,0.0,5600,0.0,0.0,0.0
0.34375,55,0.6254476580422091,0.017630783175694564,0.0,-34.793144,0.0,310.9073,-0.010444399719998998,80.76248832163401,-0.004570813543548368,312.72382902110456,8.815391587847282,50.0,10.0,-2.0888799439998e-06,0.161524976643268,-9.141627087096735e-07,-2.0932018756866454e-06,0.0060712027549743655,-9.157873690128327e-07,31.349000930786133,-31.349744459707615,0.0,6160,0.0,0.0,0.0
0.375,60,0.6313153210632193,0.01744430752724392,0.0,-35.293785,0.0,313.7996,-0.013164402007936893,81.30357284122147,-0.005090161797673479,315.6576605316097,8.72215376362196,50.0,10.0,-2.6328804015873786e-06,0.16260714568244294,-1.0180323595346957e-06,-2.621331810951233e-06,0.005707223415374756,-1.0227959603071214e-06,31.64095687866211,-31.64211239399884,0.0,6720,0.0,0.0,0.0
