time,step,total_kinetic_energy,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,n_stabilization_events,n_regularization_events,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,stretching_viscosity_feedback_coefficient
0.0,0,27.424823760986328,2233.577392578125,1820.577392578125,0.0,direct_energy_backward_difference,-3.7655694484710693,2.949673216789961e-08,41.01674270629883,0.0,-2.728775143623352e-07,-1.0271905921399593e-06,19.805212020874023,1.6561534721404314e-07,-2.176966518163681e-08,1.0788188120613995e-08,6.424752427847125e-07,-4.712868815204274e-07,17544,0.00739245256409049,0.07000000029802322,0.07000000774860382,0.07000000029802322,0.0009532864205539227,0.0015683062374591827,0.0020004839170724154,0.0026155037339776754,0.0,0.07000000029802322,0.4939055007933535,0.5794830768329948,1.6710717139281428e-07,1.0601539939948441,0,0,none,0.0,0.0,0.0,0.0,0.0
0.03899296106,5,27.328235626220703,2176.52490234375,1782.4078369140625,-2.4770659149737577,direct_energy_backward_difference,-3.634265661239624,-0.0008871025638654828,40.9846076965332,4.983394319424406e-08,3.1944364309310913e-07,9.952345862984657e-07,19.80525016784668,-2.121436409652233e-06,-3.570347325876355e-05,-3.7315181543817744e-05,3.543272032402456e-05,2.979440614581108e-05,17544,0.007479594089090824,0.07122799009084702,0.07218320667743683,0.0728379487991333,0.0009306290303356946,0.0016472152201458812,0.00197782670147717,0.002694412600249052,0.0,0.07218320647783737,0.4606586852737464,0.5553359409465143,0.03786673486362613,1.650686829499501,0,0,none,0.0,0.0,0.0,0.0,0.0
0.07798592212,10,27.293315887451172,2129.847412109375,1752.2244873046875,-0.8955395491970687,direct_energy_backward_difference,-3.468595266342163,-0.002532948274165392,40.87665557861328,3.4546246752142906e-08,1.0153744369745255e-06,-1.923646777868271e-06,19.805627822875977,-6.279733497649431e-06,-4.807690856978297e-06,-6.396346725523472e-05,4.0334140066988766e-05,4.753593748318963e-05,17544,0.0077428752556443214,0.07244329899549484,0.07427507638931274,0.07555536180734634,0.0009037479176186025,0.0016450671246275306,0.0019509454723447561,0.0026922645047307014,0.0,0.0742750772832635,0.4213195915381336,0.5296302585617341,0.055057009527723424,2.3967169788339007,0,0,none,0.0,0.0,0.0,0.0,0.0
0.11697888318,15,27.234111785888672,2086.877197265625,1723.288818359375,-1.518327922606347,direct_energy_backward_difference,-3.3106648921966553,5.107282049721107e-05,40.81485366821289,4.6711647883057594e-08,-2.48197466135025e-07,-2.842862159013748e-07,19.808927536010742,-1.275917293241946e-05,1.06484440038912e-05,-3.5818226024275646e-05,4.7732242819620296e-05,3.269038279540837e-05,17544,0.007959689013659954,0.07363338768482208,0.07627568393945694,0.07806165516376495,0.0008693535346537828,0.0015536611899733543,0.0019165511475875974,0.002600858686491847,0.0,0.07627568129412711,0.39212704780649704,0.507728863811582,0.05841392302084974,2.943679305928513,0,0,none,0.0,0.0,0.0,0.0,0.0
0.15597184424,20,27.091257095336914,2038.5689697265625,1688.281005859375,-3.6636020109358136,direct_energy_backward_difference,-3.2116894721984863,0.003859775373712182,40.84878921508789,1.541338860988617e-07,6.086193025112152e-07,5.080364644527435e-07,19.812471389770508,-5.042791599407792e-06,1.8440652638673782e-05,3.8766076613683254e-05,2.0400882931426167e-05,7.5143479989492334e-06,17544,0.008033708669245243,0.07484523206949234,0.07819108664989471,0.08039218187332153,0.0008391388691961765,0.0014530433109030128,0.001886336482129991,0.0025002406910061836,0.0,0.0781910861899666,0.389262216345731,0.5760476332478419,0.04687524272785608,3.2744459563438015,0,0,none,0.0,0.0,0.0,0.0,0.0
0.1949648053,25,26.89534568786621,1986.48046875,1649.55078125,-5.024276232042151,direct_energy_backward_difference,-3.1481454372406006,0.003571109613403678,40.92864990234375,9.438736014999449e-08,-1.6210833564400673e-07,6.561167538166046e-07,19.813669204711914,-1.8544727936387062e-05,2.9454240575432777e-05,5.639665323542431e-05,-6.5107392401841935e-06,1.5531841199845076e-05,17544,0.00808043498545885,0.07609698176383972,0.08003652095794678,0.08259890973567963,0.0008184426696971059,0.001418216503225267,0.0018656400498002768,0.002465413883328438,0.0,0.08003652783138766,0.39210734684784426,0.574042882378046,0.024493488674455874,3.52140624908023,0,0,none,0.0,0.0,0.0,0.0,0.0
0.23395776636,30,26.73520278930664,1938.5584716796875,1614.3853759765625,-4.106969417202044,direct_energy_backward_difference,-3.062180995941162,0.0002927664900198579,40.9818000793457,-2.3006577976047993e-08,4.85684722661972e-07,-5.772453732788563e-07,19.81374740600586,-2.2218679077923298e-05,6.772135384380817e-05,2.622618012537714e-05,-1.748517206578981e-05,1.0184888196818065e-05,17544,0.008184040896594524,0.0773439109325409,0.08182068914175034,0.08474884927272797,0.0007965200929902494,0.0013113704044371843,0.0018437177641317248,0.002358567900955677,0.0,0.08182068696993837,0.3845010643864954,0.5300234402612821,0.01956327579394037,3.742521813476246,0,0,none,0.0,0.0,0.0,0.0,0.0
0.27295072742,35,26.65167236328125,1897.5428466796875,1585.37939453125,-2.1421924304968565,direct_energy_backward_difference,-2.9619083404541016,-0.001779417973011732,40.952083587646484,9.66247171163559e-09,-4.997709766030312e-07,1.5827827155590057e-06,19.81288719177246,-2.3550470359623432e-05,6.50119036436081e-05,-6.998627668508561e-06,-3.0014643925824203e-05,-6.851398211438209e-06,17544,0.008328980766236782,0.07854121178388596,0.08354306221008301,0.08685604482889175,0.000770417507737875,0.0013187560252845287,0.0018176150042563677,0.0023659535218030214,0.0,0.0835430562051121,0.37626930408866127,0.4957170520026303,0.03643518947041486,3.959168844173162,0,0,none,0.0,0.0,0.0,0.0,0.0
0.31194368848,40,26.618629455566406,1862.15966796875,1561.1654052734375,-0.8474069887639293,direct_energy_backward_difference,-2.848323106765747,-0.004034805577248335,40.876976013183594,-6.344635039567947e-09,-6.793125066906214e-07,-1.1539086699485779e-06,19.811914443969727,-1.4619261492043734e-05,4.366505891084671e-05,-4.7114088374655694e-05,-4.5002339902566746e-05,-1.960668305400759e-05,17544,0.008490674197673798,0.0796734169125557,0.08520754426717758,0.08882026374340057,0.0007456554449163377,0.0013574713375419378,0.0017928529996424913,0.0024046688340604305,0.0,0.08520754517938957,0.3691632185529292,0.526697660423454,0.05367286163601917,4.1835239520716065,0,0,none,0.0,0.0,0.0,0.0,0.0
0.35093664954,45,26.578495025634766,1828.636474609375,1537.791748046875,-1.029273716091584,direct_energy_backward_difference,-2.732501268386841,-0.005661445204168558,40.82262420654297,-1.4303077477961779e-07,-1.5548430383205414e-06,-1.4335291780298576e-06,19.81195068359375,-1.6927981050685048e-05,4.038098268210888e-05,-7.250913040479645e-05,-4.2149724322371185e-05,-4.514915053732693e-05,17544,0.00866024475544691,0.08073821663856506,0.08681921660900116,0.09069743752479553,0.0007253913790918887,0.0012832002248615026,0.0017725887009873986,0.0023303977213799953,0.0,0.08681922258679257,0.3631357456965806,0.4953378356206234,0.05616918359808511,4.494518655000995,0,0,none,0.0,0.0,0.0,0.0,0.0
0.3899296106,50,26.47624969482422,1790.5147705078125,1509.8182373046875,-2.622148409124867,direct_energy_backward_difference,-2.6647584438323975,-0.004947322886437178,40.849769592285156,1.6676494851708412e-08,-1.2895907275378704e-06,1.9528670236468315e-06,19.808332443237305,-2.920010592788458e-05,3.6105746403336525e-05,-3.786933666560799e-05,-3.237904456909746e-05,-5.132867954671383e-05,17544,0.008750857785344124,0.08187281340360641,0.08838525414466858,0.09258068352937698,0.0007100959192030132,0.001312609645538032,0.0017572934739291668,0.002359807025641203,0.0,0.08838525356540547,0.3589287483273658,0.4777991588696281,0.04929665973565042,4.734961978801068,0,0,none,0.0,0.0,0.0,0.0,0.0
0.42892257166,55,26.33070182800293,1749.8494873046875,1479.1077880859375,-3.7326702785492194,direct_energy_backward_difference,-2.6022140979766846,-0.0009788413299247622,40.89873123168945,4.656612873077393e-10,-7.452908903360367e-07,-7.557682693004608e-07,19.806686401367188,-1.582968980073929e-05,2.0713545382022858e-05,4.8300164053216577e-05,-1.0845558790606447e-05,-3.521185863064602e-05,17544,0.008790905587375164,0.08290192484855652,0.08990820497274399,0.09443716704845428,0.0006845667958259583,0.0012819292023777962,0.001731764292344451,0.002329126698896289,0.0,0.08990821387403043,0.3531576815026401,0.4353001236447496,0.04251780270497907,4.890998005889278,0,0,none,0.0,0.0,0.0,0.0,0.0
0.46791553272,60,26.191566467285156,1708.8193359375,1448.0992431640625,-3.568217363735988,direct_energy_backward_difference,-2.5479772090911865,0.004236769862473011,40.95033645629883,-4.45579644292593e-08,-1.934124156832695e-06,-5.71046257391572e-07,19.805644989013672,-1.2021526345051825e-05,2.437095099594444e-05,0.00010779710282804444,2.8771366487490013e-05,-3.6097015254199505e-05,17544,0.008808487094938755,0.0839247927069664,0.09138504415750504,0.09631966054439545,0.0006690640584565699,0.001308745821006596,0.0017162616131827235,0.0023559434339404106,0.0,0.09138503559214023,0.34631828908410633,0.45072062521680206,0.03923364643700919,4.926308884661518,0,0,none,0.0,0.0,0.0,0.0,0.0
0.50690849378,65,26.09250831604004,1671.0831298828125,1420.0257568359375,-2.5404111037551758,direct_energy_backward_difference,-2.4710636138916016,-0.00023758341558277607,40.94965744018555,-8.951610652729869e-08,8.161587174981833e-07,4.816683940589428e-08,19.80344581604004,2.593506360426545e-05,9.340350516140461e-06,0.00011209775402676314,3.421477595111355e-05,-2.440184289298486e-05,17544,0.008843858726322651,0.0849556028842926,0.09282854199409485,0.09816250950098038,0.0006534325075335801,0.0011840445222333074,0.0017006299458444118,0.002231242135167122,0.0,0.09282854695265498,0.34100225331428613,0.46323413228473814,0.03282315891049388,5.091600884984757,0,0,none,0.0,0.0,0.0,0.0,0.0
0.54590145484,70,26.041536331176758,1639.236572265625,1396.947509765625,-1.3072099034707503,direct_energy_backward_difference,-2.387998342514038,-0.0021924208849668503,40.85637664794922,-4.794856067746878e-08,8.195638656616211e-08,1.1641532182693481e-07,19.8035888671875,1.4386947441380471e-05,-3.414135426282883e-05,0.00015888795314822346,6.078754449845292e-05,-3.207367262803018e-05,17544,0.00891029555350542,0.08596862107515335,0.094234399497509,0.09974934905767441,0.0006351327756419778,0.0012149923713877797,0.0016823302721604705,0.0022621899843215942,0.0,0.0942343958499351,0.33455206733016263,0.46977955077328576,0.0460126460358182,5.011065314125961,0,0,none,0.0,0.0,0.0,0.0,0.0
