time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z,strain_rate_xx,strain_rate_xy,strain_rate_xz,strain_rate_yy,strain_rate_yz,strain_rate_zz,velocity_gradient_xx,velocity_gradient_xy,velocity_gradient_xz,velocity_gradient_yx,velocity_gradient_yy,velocity_gradient_yz,velocity_gradient_zx,velocity_gradient_zy,velocity_gradient_zz
0.05,1,-4.5,0.0,0.0,0.9969496,7.3937963e-07,8.017897e-07,2.4581822819847495e-08,2.8946666460029705e-07,-3.0851057569215596e-07,-0.002051491610437342,8.632215773252626e-07,9.004856304278743e-07,0.0010257473937961498,1.4916783406076464e-07,0.0010257431690020259,-0.002051491610437342,1.0174768651713406e-06,1.0452189627280228e-06,7.089662894791847e-07,0.0010257473937961498,1.368769226508409e-07,7.557522981277258e-07,1.614587454706884e-07,0.0010257431690020259
0.05,1,-4.46875,0.0,0.0,0.99688464,7.691467e-07,8.312437e-07,2.5538611320651515e-08,3.012828028454008e-07,-3.154891060348883e-07,-0.002110097894389887,8.904849816828515e-07,9.303108121080721e-07,0.0010550509294884375,1.547165649604565e-07,0.0010550487114979338,-0.002110097894389887,1.0482295347002957e-06,1.0809522135307725e-06,7.327404286654074e-07,0.0010550509294884375,1.4194725930013075e-07,7.796694106853718e-07,1.6748587062078227e-07,0.0010550487114979338
0.05,1,-4.4375,0.0,0.0,0.99681777,7.894123e-07,8.533293e-07,2.6214365646899575e-08,3.083841271836994e-07,-3.229560524271413e-07,-0.0021708168308031614,9.186800991261657e-07,9.581263070203034e-07,0.0010854105600846887,1.6053588214914633e-07,0.0010854062705196368,-0.0021708168308031614,1.0801581253397363e-06,1.1123183706121531e-06,7.57202072912595e-07,0.0010854105600846887,1.4742869932569654e-07,8.039342434284537e-07,1.7364306497259611e-07,0.0010854062705196368
0.05,1,-4.40625,0.0,0.0,0.9967489,8.1286544e-07,8.79493e-07,2.6902853393639698e-08,3.1199301254834647e-07,-3.3056671387650177e-07,-0.0022337379302740726,9.480351380877436e-07,9.903129681654375e-07,0.0011168713911277914,1.6663500222927736e-07,0.0011168675870870388,-0.0022337379302740726,1.1133184950259944e-06,1.1463094744396107e-06,7.827517811494927e-07,0.0011168713911277914,1.531835755324575e-07,8.343164618912643e-07,1.800864289260972e-07,0.0011168675870870388
0.05,1,-4.375,0.0,0.0,0.99667805,8.4134217e-07,9.084988e-07,2.7706846750664548e-08,3.2183018272352246e-07,-3.3860944740010755e-07,-0.00229895845044642,9.784218709870947e-07,1.0231855044698108e-06,0.0011494810029471507,1.7299186794771733e-07,0.0011494780294307985,-0.00229895845044642,1.1477265946871484e-06,1.184100595831572e-06,8.091171472870409e-07,0.0011494810029471507,1.5913844457238506e-07,8.622704131080496e-07,1.868452913230496e-07,0.0011494780294307985
0.05,1,-4.34375,0.0,0.0,0.99660516,8.661764e-07,9.355382e-07,2.8499926022190324e-08,3.2916436691794726e-07,-3.469877337551109e-07,-0.0023665761510049677,1.0101396110055282e-06,1.0538477604521077e-06,0.0011832916522517343,1.796092226232762e-07,0.001183287292903713,-0.0023665761510049677,1.1836334778830837e-06,1.2184299439110813e-06,8.366457441279728e-07,0.0011832916522517343,1.6535925961218105e-07,8.89265576993134e-07,1.9385918563437137e-07,0.001183287292903713
0.05,1,-4.3125,0.0,0.0,0.9965302,8.931013e-07,9.642648e-07,2.930391906750705e-08,3.371388891656242e-07,-3.5536789126319485e-07,-0.0024367083638032055,1.0430451009863103e-06,1.0881383486282083e-06,0.0012183580464279144,1.866648382465501e-07,0.0012183535771179471,-0.0024367083638032055,1.2207290466179077e-06,1.2567077932110204e-06,8.653611553547129e-07,0.0012183580464279144,1.7201287871279657e-07,9.195689040453962e-07,2.0131679778030362e-07,0.0012183535771179471
0.05,1,-4.28125,0.0,0.0,0.99645287,9.160433e-07,9.912532e-07,3.019886196247183e-08,3.46160801043677e-07,-3.643397800652884e-07,-0.002509460299967632,1.0771084324400458e-06,1.1224996345728848e-06,0.0012547323255791246,1.9400797931468333e-07,0.0012547271592855563,-0.002509460299967632,1.25927832247269e-06,1.2955800350947233e-06,8.949385424074016e-07,0.0012547323255791246,1.7890854833344742e-07,9.494192340510463e-07,2.0910741029591924e-07,0.0012547271592855563
0.05,1,-4.25,0.0,0.0,0.9963733,9.469027e-07,1.021496e-06,3.102286429102711e-08,3.542518547786674e-07,-3.7327393644591943e-07,-0.0025849478388505,1.112638591063979e-06,1.1585869407275114e-06,0.0012924767373727099,2.016832728363887e-07,0.0012924711017190185,-0.0025849478388505,1.2992755592869387e-06,1.335712868116845e-06,9.260016228410193e-07,0.0012924767373727099,1.8617184069087515e-07,9.814610133381777e-07,2.1719470498190226e-07,0.0012924711017190185
0.05,1,-4.21875,0.0,0.0,0.9962913,9.747644e-07,1.0505952e-06,3.217701313533959e-08,3.6630092982437024e-07,-3.828973957356271e-07,-0.0026633012240839526,1.1494174497188477e-06,1.1971879664493534e-06,0.001331651979564455,2.0960239886216783e-07,0.0013316481973722405,-0.0026633012240839526,1.3408661475866612e-06,1.3803384313615386e-06,9.579687518510341e-07,0.001331651979564455,1.9351389229449803e-07,1.0140375015371683e-06,2.2569090542983762e-07,0.0013316481973722405
