time,step,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,vorticity_x,vorticity_y,vorticity_z,strain_rate_xx,strain_rate_xy,strain_rate_xz,strain_rate_yy,strain_rate_yz,strain_rate_zz,velocity_gradient_xx,velocity_gradient_xy,velocity_gradient_xz,velocity_gradient_yx,velocity_gradient_yy,velocity_gradient_yz,velocity_gradient_zx,velocity_gradient_zy,velocity_gradient_zz
0.05,1,-4.5,0.75,0.0,0.9971962,0.0007178743,8.986859e-07,1.6413096961723867e-07,2.310261024887194e-07,-2.903398458129619e-07,-0.0017801502609069222,0.0006225626231419227,9.6356923043816e-07,0.0008239739596307208,-8.58607799282215e-09,0.0009561767669740873,-0.0017801502609069222,0.0006227077930648292,1.0790822816825196e-06,0.0006224174532190162,0.0008239739596307208,-9.065156280144149e-08,8.480561791938002e-07,7.347940681579719e-08,0.0009561767669740873
0.05,1,-4.46875,0.75,0.0,0.9971399,0.0007376579,9.304449e-07,1.6850589972753488e-07,2.3399472521315164e-07,-2.9784843522812077e-07,-0.00182731840336562,0.0006439427682418709,9.947354722537481e-07,0.0008447947662740887,-9.554181407394474e-09,0.0009825223566317367,-0.00182731840336562,0.000644091692459485,1.111732834860324e-06,0.0006437938440242569,0.0008447947662740887,-9.380713127116191e-08,8.777381096471723e-07,7.469876845637297e-08,0.0009825223566317367
0.05,1,-4.4375,0.75,0.0,0.997082,0.0007581209,9.5176983e-07,1.7390259806065057e-07,2.3772011592228725e-07,-3.033202550274672e-07,-0.0018760287342156415,0.0006662027400890138,1.0270161161245368e-06,0.0008662532587291535,-1.0158802280673448e-08,0.0010097756500633108,-0.0018760287342156415,0.0006663544002165275,1.1458761740856804e-06,0.0006660510799615001,0.0008662532587291535,-9.711010131099873e-08,9.081560581633932e-07,7.679249674965184e-08,0.0010097756500633108
0.05,1,-4.40625,0.75,0.0,0.99702257,0.0007793,9.831667e-07,1.788040057853807e-07,2.416783058061087e-07,-3.10188741884862e-07,-0.0019263464064902744,0.0006893874174465084,1.0609173335843854e-06,0.0008883720460310766,-1.110597274743357e-08,0.0010379745350169523,-0.0019263464064902744,0.0006895425118174509,1.1817564864874397e-06,0.000689232323075566,0.0008883720460310766,-1.0050797564012393e-07,9.40078180681331e-07,7.829603014525678e-08,0.0010379745350169523
0.05,1,-4.375,0.75,0.0,0.9969616,0.00080120785,1.0106783e-06,1.8425358522716805e-07,2.4872129090878397e-07,-3.183376895126572e-07,-0.0019783302819333937,0.0007135392998948104,1.0945623380935845e-06,0.0009111742393505835,-1.2083732404743813e-08,0.0010671583710045787,-0.0019783302819333937,0.0007136984687395667,1.2189229835479765e-06,0.0007133801310500541,0.0009111742393505835,-1.0421052501832784e-07,9.702016926391925e-07,8.004306020884021e-08,0.0010671583710045787
0.05,1,-4.34375,0.75,0.0,0.9968989,0.00082389446,1.041411e-06,1.8943340317976705e-07,2.561136935587101e-07,-3.2468263463404645e-07,-0.0020320515460980557,0.0007387056556221903,1.1300364211180316e-06,0.0009346842631910764,-1.3159279152111366e-08,0.0010973678649609827,-0.0020320515460980557,0.0007388679969395073,1.2580932678973866e-06,0.0007385433143048733,0.0009346842631910764,-1.0787598074199489e-07,1.0019795743386765e-06,8.155742243777216e-08,0.0010973678649609827
0.05,1,-4.3125,0.75,0.0,0.9968345,0.00084737863,1.0729229e-06,1.945064090974548e-07,2.6071208280599705e-07,-3.337627597702064e-07,-0.002087574138103239,0.0007649374028784704,1.1679447201414146e-06,0.0009589277952432879,-1.4513308518388423e-08,0.001128646110052638,-0.002087574138103239,0.0007651042842583555,1.298300761544413e-06,0.0007647705214985853,0.0009589277952432879,-1.1176651306711582e-07,1.037588678738416e-06,8.273989603033898e-08,0.001128646110052638
0.05,1,-4.28125,0.75,0.0,0.9967684,0.00087170466,1.1084462e-06,2.0074382629385774e-07,2.646703681267147e-07,-3.3940883544143763e-07,-0.002144968474804866,0.0007922856902887942,1.2077034901071277e-06,0.0009839286184576967,-1.539591610135501e-08,0.0011610390413963113,-0.002144968474804866,0.0007924553947065149,1.340038674170485e-06,0.0007921159858710735,0.0009839286184576967,-1.1576782924828388e-07,1.0753683060437703e-06,8.497599704557386e-08,0.0011610390413963113
0.05,1,-4.25,0.75,0.0,0.99670047,0.00089689513,1.1417162e-06,2.0664999933684347e-07,2.695598305085638e-07,-3.4761647775376214e-07,-0.0022043116690070655,0.0008208068602863919,1.250305529944826e-06,0.0010097160105096339,-1.6760208433591996e-08,0.001194594145226719,-0.0022043116690070655,0.0008209806685252688,1.385085445199108e-06,0.000820633052047515,0.0010097160105096339,-1.2008520810201373e-07,1.1155256146905441e-06,8.656479123482974e-08,0.001194594145226719
0.05,1,-4.21875,0.75,0.0,0.99663067,0.00092300435,1.1776559e-06,2.1258694866976586e-07,2.741579688375867e-07,-3.562306590595282e-07,-0.002265679600831759,0.0008505594350817188,1.2926740089821856e-06,0.0010363182214348041,-1.8131513117249e-08,0.0012293599823482643,-0.002265679600831759,0.0008507375504112485,1.429752993400979e-06,0.000850381319752189,0.0010363182214348041,-1.2442498745213193e-07,1.1555950245633923e-06,8.816196121763393e-08,0.0012293599823482643
