time,step,group_id,vortex_centroid_x,vortex_centroid_y,vortex_centroid_z,major_radius,tube_circulation,linear_impulse_x,linear_impulse_magnitude,impulse_radius,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,max_vortex_strength_magnitude
0.0,0,0,3.0728064169683247e-18,-0.0010992424268143266,7.312848947463036e-05,1.0031406193982413,3.1357489689339952,9.89032979850859,9.89032979850859,1.0008241962893707,19.76436987670305,0.0,-0.00046889617090073443,0.0036253976157922807,0.006902420784791573
0.1,5,0,0.0948251044548111,-0.001150838828444099,6.586384789765071e-05,1.0038708360845645,3.1340310568667387,9.895642826479387,9.895642827160481,1.001181936661578,19.767921223503716,1.7872729767276496e-06,-0.00047772245504607014,0.003610086832509296,0.0071122959658007955
0.2,10,0,0.18777546910098278,-0.001185573417624858,5.730069726162892e-05,1.0044086335542841,3.1327674341759844,9.899457775587626,9.899457777479169,1.0014354068713243,19.77053679059934,1.7028687162579104e-06,-0.00048666035401367935,0.0036121169871989878,0.00723214505455805
0.3,15,0,0.27951167134579563,-0.0012145890125572257,5.0861119069746304e-05,1.004898537418869,3.1314382407088037,9.90242203672989,9.902422040159113,1.001671908513767,19.77178746053057,3.7394873915186366e-06,-0.000489445435334801,0.0036123444117066583,0.007227114658576241
0.4,20,0,0.37008227001149835,-0.001243640995868541,4.993280646829468e-05,1.005163345416908,3.130957617233189,9.904791270411673,9.904791274529753,1.001801375056757,19.77396222673102,8.131548590140092e-06,-0.0004858220133314717,0.0036074269343231435,0.007252560449858441
0.5,25,0,0.459827738994127,-0.0012518732457715792,4.3996661419504246e-05,1.0054894046872935,3.130012931985544,9.906748302139615,9.906748308342284,1.0019767085138327,19.77440837529312,1.016792659369603e-05,-0.0004793072168638446,0.0036062690450648915,0.007241376343758613
0.6,30,0,0.5487196181314333,-0.001266989391114764,3.757630947819541e-05,1.0057069963022607,3.1295594797757085,9.908375586823722,9.908375594766662,1.0020696456027745,19.77582224598068,1.1587074993713031e-05,-0.00047882887592720635,0.0035999255777099393,0.007213039578642328
0.7,35,0,0.6370873481230525,-0.0012812989730816141,3.498954770182356e-05,1.0059546176058938,3.1287846564687323,9.909795761400481,9.909795773752478,1.0022147036069975,19.775794025146226,1.209534277091251e-05,-0.0004758041796950607,0.003591820310134608,0.0071792748248599636
0.8,40,0,0.7246524840847229,-0.0012896883020664498,3.5334841814276555e-05,1.0060787743086386,3.1285778866073586,9.91098174629562,9.91098175424568,1.0022771884064756,19.776927717976278,1.0992078279592477e-05,-0.00047879801101657904,0.0035956648286141757,0.007189234604363078
0.9,45,0,0.8117685961287668,-0.0013011051234419406,2.6495824674985624e-05,1.0061708423702889,3.128622243777096,9.912015722358836,9.912015742109899,1.0022758217959196,19.77901796403536,9.329166982929848e-06,-0.000481483607138955,0.0035946090774103823,0.00714821716171183
1.0,50,0,0.8983568795192427,-0.0013039318504695914,3.081953998055828e-05,1.006473226694017,3.1273611037627322,9.912929655979806,9.91292967578842,1.0024711789313505,19.776986878277647,8.798435908868862e-06,-0.00047940132854051853,0.0035970780691130244,0.007163773453117146
1.1,55,0,0.984404963078137,-0.0013284898027749468,2.7956565549239192e-05,1.0064568887923218,3.127830604543492,9.91377489654739,9.913774945735545,1.0024224431800612,19.77963484992479,9.683200211885179e-06,-0.00047191849222372184,0.0035944792724649233,0.0071697270718774015
1.2,60,0,1.0700129134885912,-0.001338601189514609,1.4560822605352235e-05,1.006536686714406,3.127803999495238,9.91452042691639,9.914520462064523,1.0024268742248292,19.781034840534105,9.442657083358341e-06,-0.0004725416876105726,0.003597298658917225,0.007227811032691099
1.3,65,0,1.1552634615673345,-0.0013539943258690642,1.208449350530116e-05,1.0068199977495493,3.1266906373778016,9.91517461352561,9.91517465294798,1.0025677945168048,19.77955946156574,9.692613575751352e-06,-0.00047314182730318066,0.003597051756827341,0.007365945383434004
1.4,70,0,1.2400726676331097,-0.0013440179358867707,1.825211218199191e-05,1.00657879675305,3.1278348583511373,9.915769422397968,9.915769498230645,1.002501328169386,19.782057578591544,9.243490209032146e-06,-0.0004739837635767685,0.0035973737010976947,0.007241682038814778
1.5,75,0,1.3243795373663079,-0.001372513510045695,8.251492000136898e-06,1.0071263429553048,3.1256454068545954,9.916307478297773,9.916307518450596,1.0027125498893155,19.77896361134646,8.53794256272522e-06,-0.0004720427465656485,0.0035958620833049793,0.007397808251856835
1.6,80,0,1.408488924093276,-0.0013715828120473164,3.883561269953137e-06,1.0066959959658146,3.1278376693027656,9.916853563416879,9.916853641729627,1.002493312377784,19.7843786472912,8.182957227598209e-06,-0.0004735607745942616,0.00360327873235633,0.007215990964091139
1.7,85,0,1.492203908783851,-0.001365602740890616,4.750719818883178e-06,1.0070517254531752,3.126194814672342,9.91732390552786,9.917323996884393,1.0027133861449835,19.78097457143239,6.781063106198193e-06,-0.00047181165405518755,0.0036049424111297412,0.007439340352136645
1.8,90,0,1.5755526086487124,-0.0013659462803558675,1.7261822570067853e-07,1.007142725574678,3.1259300113925983,9.91774195877725,9.917742018008424,1.0027499849840285,19.78108634559868,6.946463758428223e-06,-0.0004692757942876824,0.003607907060143134,0.007422878840526531
1.9,95,0,1.6584797909507516,-0.00137523610629286,1.433371491000438e-06,1.007073092357368,3.126444404515608,9.918116572435446,9.918116623908265,1.0026921972159615,19.7829735814172,4.7604836277415075e-06,-0.00046959654027745046,0.0036071810815485605,0.007392677213397061
2.0,100,0,1.7413475760102113,-0.0013725944929244645,-8.049085418379357e-06,1.0070358998790767,3.1267776998458054,9.918512870584518,9.918513083791964,1.0026624226095997,19.784351861870608,4.637632974091588e-06,-0.00047133397802667787,0.0036092786616848116,0.007463104770874355
2.1,105,0,1.823782548297544,-0.0013836570054942426,-2.175947294541487e-05,1.0073388649890693,3.1254880408057266,9.918842849985198,9.918842932393176,1.0028078127021438,19.782141317120537,3.776968616309162e-06,-0.0004764872899087891,0.0036075484593318663,0.007283189962522494
2.2,110,0,1.9057793146254782,-0.0013927763635944149,-2.4666170722212846e-05,1.0072609295907893,3.1258608818869527,9.919102154835128,9.919102296581876,1.002792004054005,19.782970459440733,3.1484685685256864e-06,-0.0004729303094848092,0.003606967209123013,0.007512981432514087
2.3,115,0,1.9878155974168938,-0.0013983679290680547,-3.36851094525205e-05,1.007044669915606,3.126977647833194,9.919369578595328,9.919369755499806,1.0026761728078388,19.785789319640763,2.9683126634427737e-06,-0.0004750295768758406,0.0036041063866889544,0.0074023205733383425
2.4,120,0,2.0693498698778607,-0.0014017903514963893,-4.829293332886195e-05,1.0076191739662184,3.124423310200413,9.919634090240844,9.919634280950426,1.0029504920055734,19.78090515936514,1.740147415052462e-06,-0.0004730109211124045,0.0036048019803445186,0.007487700432103192
2.5,125,0,2.1505271138431032,-0.0013929358902710527,-5.410324985859413e-05,1.0072337093249106,3.1263792810220834,9.9198748531343,9.919874961448455,1.0027309255962922,19.785716602984834,8.444530821272167e-07,-0.0004714744342351196,0.003603515570304694,0.007412909594697157
