time,step,group_id,vortex_centroid_x,vortex_centroid_y,vortex_centroid_z,major_radius,tube_circulation,linear_impulse_x,linear_impulse_y,linear_impulse_z,linear_impulse_magnitude,impulse_radius,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,max_vortex_strength_magnitude
0.0,0,0,-0.499999998759418,8.684792398085332e-18,3.0438936427381515e-17,1.0038213687038062,3.2545403992494943,9.896083987857939,5.204170427930421e-17,-9.71445146547012e-17,9.896083987857939,0.9642005979395794,20.527023129844743,0.0,0.0,0.0,0.007699902900589068
0.0,0,1,0.49999999875941453,8.684792398085332e-18,3.0438936427381515e-17,1.0038213687038062,3.2545403992494943,9.896083987857939,-3.8163916471489756e-17,6.938893903907228e-17,9.896083987857939,0.9642005979395794,20.527023129844743,0.0,0.0,0.0,0.007699902900589068
0.03899296106,5,0,-0.45267583022340346,-2.6930778877893736e-08,2.618401761241465e-08,0.9924186381562956,3.2549174509699785,9.676057461508343,8.001434680453246e-07,-5.821107069441567e-07,9.676057461508394,0.9534845831533781,20.296201181371167,-1.892135601622158e-05,-1.2393613815220306e-06,2.3683686833919637e-07,0.0076266006394803566
0.03899296106,5,1,0.5465978009383088,-2.583437875619559e-08,-5.2461588300165916e-08,1.0146294659600807,3.249573516739512,10.116315726552786,6.824108674410875e-07,8.732513502065444e-07,10.116315726552846,0.976649349479073,20.716372220897306,-9.224780612271388e-06,1.362529175708005e-06,5.584995221852296e-07,0.007769352889612985
0.07798592212,10,0,-0.40496358353145573,1.1890791043719865e-08,2.5685981566244748e-08,0.9806082434047418,3.2521008357217114,9.455573322650784,2.050456651340279e-06,-9.831537114716793e-07,9.455573322651057,0.9437966928394227,20.037309718057735,-2.5730186612449302e-05,-1.3342777087643753e-06,1.0246245665257447e-06,0.0076773305643267654
0.07798592212,10,1,0.5921054307288266,-1.5384791060204046e-08,-4.096954700642087e-08,1.02513694548004,3.240595342760207,10.337714848434153,1.8442278771876172e-06,-7.019906570182702e-08,10.337714848434317,0.9905308058501626,20.87308095291708,-1.752613355776589e-05,1.403057240167982e-06,1.1569973139557987e-06,0.007948430732799746
0.11697888318,15,0,-0.35667390636786045,4.196982578211283e-08,7.779094636257113e-09,0.9690050324952965,3.2525052732440667,9.235851875911367,3.2211209353055407e-06,-1.1844554776380288e-06,9.235851875912005,0.9327882021419734,19.80267729523937,-3.038523427001394e-05,-1.542490252859352e-06,1.4434535557938943e-06,0.007710322817362201
0.11697888318,15,1,0.6366312312827507,-1.1511939331077409e-10,-2.897315353906302e-08,1.035954318258367,3.2328664608333537,10.561779076360027,3.137280951787294e-06,-8.9302247697069e-07,10.561779076360532,1.0038269140070324,21.04302829299622,-2.5779094869449182e-05,1.6468525885215968e-06,6.52503992171205e-07,0.008096583393254943
0.15597184424,20,0,-0.30769177584586704,5.912058389625254e-08,4.648870912393886e-09,0.9578744243343855,3.260067768719682,9.016179658661438,3.5504768338097943e-06,-9.451994813018334e-07,9.016179658662187,0.9190464855969125,19.620726045878428,-2.981732882290089e-05,-1.5598992177956461e-06,1.0666855700947053e-06,0.007738223736795652
0.15597184424,20,1,0.6802125122424562,4.8935659697911615e-08,-5.15153276869469e-08,1.0471712615044289,3.2303147738423807,10.786704641018995,3.941794704174871e-06,-5.884436090100418e-07,10.78670464101973,1.015024104420183,21.254085679436095,-3.0765009384481345e-05,2.9867083526369242e-06,2.8891622605442535e-07,0.008226851372948627
0.171569028664,22,0,-0.28786239040302425,1.2100696735857396e-07,-1.8777540565760202e-09,0.9534043383253512,3.2651279714330155,8.927906035554678,3.607478240909603e-06,-8.491759016521696e-07,8.927906035555447,0.912898317907317,19.559475267785217,-3.078693214320083e-05,-1.26674761213863e-06,1.8255689795410035e-06,0.007778093081854926
0.171569028664,22,1,0.6974414126887389,6.189386284109042e-08,-3.487727960816836e-08,1.0516337414939756,3.231012016399128,10.876436477066846,4.3968886317841816e-06,-6.455077216025669e-07,10.876436477067754,1.0189049448312668,21.349266253426457,-3.3209218543106545e-05,3.0913637374396785e-06,1.85030671673303e-07,0.008300797746520523
