case,precision,compute_device,boundary_response,surface,n_force_samples,final_lift,peak_abs_lift,integrated_lift,final_drag,intersection_events,side_bypass_events,core_overlap_events,final_leakage_R1,final_transport_R1
surface_refined,f64,CPU,responsive,front_wing,2,0.8987262164330178,8.693081889318206,0.04795904052875612,0.031862921563621,0,0,25,0.1454163461505509,0.0515110322035679
surface_refined,f64,CPU,responsive,rear_wing,2,0.8680670410292515,8.488296387257332,0.04678181714143292,0.0351195700887847,0,0,40,0.1454163461505509,0.0515110322035679
