time,step,total_kinetic_energy,total_enstrophy,test_filtered_enstrophy,kinetic_energy_rate,kinetic_energy_rate_source,viscous_kinetic_energy_rate,total_helicity,vortex_strength_magnitude_sum,net_vortex_strength_x,net_vortex_strength_y,net_vortex_strength_z,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z,n_particles_total,max_vortex_strength_magnitude,min_particle_core_radius,mean_particle_core_radius,max_particle_core_radius,mean_eddy_viscosity,max_eddy_viscosity,mean_effective_viscosity,max_effective_viscosity,invariant_projection_correction_ratio,mean_core_radius,mean_overlap_ratio,max_overlap_ratio,vorticity_divergence_error,vortex_strength_misalignment_degrees,pedrizzetti_cumulative_vortex_strength_transfer_x,pedrizzetti_cumulative_vortex_strength_transfer_y,pedrizzetti_cumulative_vortex_strength_transfer_z,pedrizzetti_cumulative_linear_impulse_transfer_x,pedrizzetti_cumulative_linear_impulse_transfer_y,pedrizzetti_cumulative_linear_impulse_transfer_z,pedrizzetti_cumulative_angular_impulse_transfer_x,pedrizzetti_cumulative_angular_impulse_transfer_y,pedrizzetti_cumulative_angular_impulse_transfer_z,n_stabilization_events,n_regularization_events,regularization_cumulative_total_kinetic_energy_transfer,regularization_cumulative_total_enstrophy_transfer,last_stabilization_mechanism,stabilization_vortex_strength_error,stabilization_vortex_strength_growth,stabilization_vorticity_growth,max_stabilization_vorticity_growth,lagrangian_cfl,stretching_viscosity_feedback_coefficient,strain_increment_infinity,strain_increment_spectral,maximum_particle_strength,maximum_particle_vorticity
0.0,0,26.744091860228473,2063.9518825505897,1303.690737557611,-5.714845454330572,fourier_transition_viscous_rate,-5.714845454330572,-0.0102118472962299,41.01739092882645,-1.030516614264343e-07,0.0,0.0,19.802337720938574,5.145513396333061e-17,-2.6215966179052134e-16,1.8119342595874683e-08,1.3994197610949875e-16,-1.1705428877770954e-16,16104,0.0249754358083009,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.002672400092706,0.0039765061810612,0.0035923395771533,0.0048964456655085,0.0,0.0599999986588954,0.9430715498225444,1.0442405817926932,1.0872634022849023e-05,0.9383148103750478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.5,,,,
0.075,10,26.165513619156055,1856.3411500022155,1211.7583127245196,-7.714376547632233,periodic_fourier_energy_backward_difference,-4.888211039901179,-0.0008439003284962,41.2391272733843,-5.579770849806209e-05,6.145365158971572e-07,-7.842854964135171e-05,19.795377076014553,1.2331602634156725e-05,1.8803014869630003e-06,1.2675094454119256e-05,5.421596693460764e-06,1.2511898512627308e-05,16104,0.0263578090816736,0.0637435689568519,0.0710368677973747,0.0836183652281761,0.0024369193706661,0.0037611559964716,0.0033568583894521,0.0046810954809188,0.0,0.071036864037848,0.7161626171609398,0.91847787480818,0.0544476152627834,3.377969452434733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.2291446398943662,0.5,0.2291446398943662,0.1449064625902358,0.0263578090816736,177.61115000727588
0.15,20,25.747350048253743,1711.413148449891,1146.1024951348104,-5.575514278697493,periodic_fourier_energy_backward_difference,-4.047198217108962,0.0003632652573957,41.35561229680649,-5.984745318954321e-05,-7.584056611165124e-06,-7.784721073944567e-05,19.795808583961865,1.3351933445717595e-05,3.410082221832278e-06,2.347527087695284e-07,5.556799696660364e-06,1.2555806944035954e-05,16104,0.0282707903534173,0.0671975836157798,0.0796274095773696,0.0934642180800437,0.0022530700080096,0.0034169610589742,0.0031730094924569,0.0043369005434215,0.0,0.0796274060505579,0.6144551078033762,1.0400862242006788,0.0640819995635528,5.332797515091249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1897981148958206,0.5,0.1897981148958206,0.1257204364458214,0.0282707903534173,190.50170561316764
0.225,30,25.33931953620909,1570.9118173186257,1075.2213336396196,-5.440406827262098,periodic_fourier_energy_backward_difference,-3.525496251631026,0.0011134466565816,41.25456983570585,4.611092645134818e-05,5.506935350396702e-06,-8.663256884489101e-05,19.812962266950265,1.793898859089503e-05,-2.600578808855467e-06,-7.902030854185019e-05,8.528947362185477e-07,1.5589204614228646e-05,16104,0.0291499719023704,0.0698738470673561,0.0870629325509071,0.1030829548835754,0.0020957558881491,0.0032077482901513,0.0030156953725963,0.0041276877745985,0.0,0.087062935791336,0.565809815622168,0.9112337647691878,0.061471061467503,5.975426120307766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1762842965126037,0.5,0.1762842965126037,0.1092385198192517,0.0291499719023704,196.42603891002355
0.3,40,24.980465962806033,1462.2125940483345,1018.9256006839394,-4.784714312040706,periodic_fourier_energy_backward_difference,-3.0637223186907168,-0.0020800060623206,41.14568257182999,7.77612089912505e-05,7.625465674010456e-06,-7.688701602415193e-05,19.82726363999313,2.422924210963016e-05,-3.23558791880257e-06,-0.0001018324628533,6.923526711736334e-06,1.9413497369453937e-05,16104,0.0304748006165027,0.0728408247232437,0.0936476215720176,0.1101399213075637,0.0019417988369241,0.0030108643695712,0.0028617379721254,0.0039308038540184,0.0,0.0936476218579378,0.530340533524626,0.9633359264722552,0.047397810278452,6.928419626313728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1621042335033416,0.5,0.1621042335033416,0.1047090969363061,0.0304748006165027,205.3533496265772
0.375,50,24.71247926905116,1376.9811404722514,976.5040702716182,-3.573155916731612,periodic_fourier_energy_backward_difference,-2.778551586465532,2.2826203327205297e-05,41.33890418727841,-7.475287454872248e-07,1.485494559694267e-05,-6.456781878871887e-05,19.83509289012172,2.5489353482466885e-05,-3.954567881328002e-06,-2.406213345655998e-05,6.4563116722672655e-06,1.3254155871559914e-05,16104,0.0320214815437793,0.0761067345738411,0.0997885391116142,0.115855187177658,0.0018492109375074,0.0027797338552773,0.00276915053837,0.0036996731068938,0.0,0.0997885349856655,0.5030269597956101,0.9227508366173516,0.0765552837172837,7.605274734279872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1618646138906478,0.5,0.1618646138906478,0.1030351782456394,0.0320214815437793,215.77560351485357
0.45,60,24.469232046531783,1303.2475397929245,937.8345126471104,-3.243296300258388,periodic_fourier_energy_backward_difference,-2.445426523918012,0.0008726217227672,41.48611559358494,-5.12774185507936e-05,1.7989147217623014e-05,-7.011517870125772e-05,19.840192280098705,2.720263717364459e-05,-9.063720044791264e-06,6.00907797646091e-06,1.140169126904344e-05,1.323394627122804e-05,16104,0.0327646546065807,0.0803962126374244,0.1054368242621421,0.1194680035114288,0.0017256907885894,0.0026837897021323,0.0026456299237906,0.0036037289537489,0.0,0.1054368199340136,0.4748324173593213,0.9386036465330684,0.0578663370683677,8.083983053373537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1616738654673099,0.5,0.1616738654673099,0.1016006494092289,0.0327646546065807,220.78344851174123
0.525,70,24.61216564049582,1233.3242907380263,898.7736880016249,-3.1259280290261886,fourier_grid_transition_backward_difference,-2.231808158697869,-0.0018739565282905,41.400081425949026,-9.443657825980444e-05,2.317249691574652e-05,-7.51956298472578e-05,19.84216105450056,3.2600457455197806e-05,-4.164872693333028e-06,1.902220075849855e-05,1.1580332510334716e-05,1.0806246124854688e-05,16104,0.0330051593482494,0.0828752592206001,0.1106832548975944,0.1247479990124702,0.0016399272717535,0.0026281564496457,0.0025598665233701,0.0035480957012623,0.0,0.1106832523182982,0.4568985668133583,0.9780799262766364,0.0554717002862946,8.171138377204363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1436593482457101,0.5,0.1436593482457101,0.0879146859060793,0.0330051593482494,222.404081077127
0.6,80,24.388905541102023,1170.795079896289,863.1201687479559,-2.97680132525064,periodic_fourier_energy_backward_difference,-2.080682211343961,-0.0007581670149958,41.4099518598345,-0.0001127061351996,7.537074840024971e-06,-8.730606129825347e-05,19.83958939218932,3.804850548301541e-05,-1.028144326013276e-05,4.587798325699996e-05,2.5132999564965713e-05,7.952339496981017e-06,16104,0.0336714088916778,0.0855230018496513,0.1156950667500495,0.1299881637096405,0.0015698393108323,0.0024415797088295,0.0024897786788642,0.0033615189604461,0.0,0.1156950715019692,0.4401006666374921,1.0113776627617086,0.0496199216257567,8.401487024614124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1329520493745803,0.5,0.1329520493745803,0.0857178348068008,0.0336714088916778,226.8935797009872
0.675,90,24.19395769881072,1117.8876429809816,832.6695016796522,-2.59930456388403,periodic_fourier_energy_backward_difference,-1.8964105731736225,-0.0012746900533326,41.521816548774055,-7.737140735735587e-05,4.495720508979062e-06,-9.522787589721916e-05,19.839137100042155,4.46465301947214e-05,-1.3759361146729933e-05,2.589754452705845e-05,2.992734846692258e-05,1.160957685689894e-05,16104,0.0340615473687648,0.0888100937008857,0.1204151436686515,0.1348499655723571,0.0014825696125626,0.0023201236035674,0.0024025088641792,0.003240062855184,0.0,0.1204151424824066,0.4272200253394448,1.000511069343938,0.0532558298664168,8.908158318618218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.1325012286007404,0.5,0.1325012286007404,0.083056304947222,0.0340615473687648,229.52251381925169
