time,step,surface,force_density,force_units,moment_units,lift,drag,lift_coefficient,drag_coefficient,panel_count,rotational_power,translational_power,power,force_x,force_y,force_z,moment_x,moment_y,moment_z,rotation_centre_x,rotation_centre_y,rotation_centre_z,translation_velocity_x,translation_velocity_y,translation_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,position_x,position_y,position_z,centroid_x,centroid_y,centroid_z
0.01,1,wing_0,1.0,N,N*m,59.01976220255723,6.079829637269338,7.377470275319655,0.7599787046586673,4,-4.282855055327563,0.0,-4.282855055327563,6.079829637269338,-0.1770598177874435,59.01976220255723,-14.276183517758543,-36.514779740035735,1.3372708727015605,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.49726094768413664,0.00015679245971256253,-0.05226399644496078
0.01,1,wing_1,1.0,N,N*m,54.97947200179502,5.674841150633668,6.872434000224378,0.7093551438292086,4,-4.213329503971612,0.0,-4.213329503971612,5.674841150633668,-0.16493891082241452,54.97947200179502,-14.044431679905374,-121.1317446065035,1.0653605810320608,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.097260947684137,-0.00029320686528777623,0.09773532855554547
0.02,2,wing_0,1.0,N,N*m,1.357589049914803,0.01965531960497838,0.1696986312393504,0.002456914950622298,4,-0.10754673977868183,0.0,-0.10754673977868183,0.01965531960497838,-0.008145632047307979,1.357589049914803,-0.3584891325956061,-0.2746594663490893,-0.017525775328936018,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.49726094768413664,0.0003135835082940242,-0.052263290880479596
0.02,2,wing_1,1.0,N,N*m,1.2382505615297588,0.026989522009318548,0.15478132019121987,0.003373690251164819,4,-0.10531966828039378,0.0,-0.10531966828039378,0.026989522009318548,-0.007429592524502821,1.2382505615297588,-0.35106556093464597,-2.217173561636681,-0.023592242428277243,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.097260947684137,-0.0005864110917157551,0.09773400912762041
0.03,3,wing_0,1.0,N,N*m,1.3558070634126458,0.019849401151537785,0.16947588292658075,0.0024811751439422236,4,-0.10751559022316236,0.0,-0.10751559022316236,0.019849401151537785,-0.012202593042505108,1.3558070634126458,-0.35838530074387454,-0.27515769877364726,-0.018246676868381252,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.49726094768413664,0.00047037173462602394,-0.05226211494673326
0.03,3,wing_1,1.0,N,N*m,1.2332808235632329,0.02706935535630228,0.15416010294540414,0.0033836694195377853,4,-0.10524098226304124,0.0,-0.10524098226304124,0.02706935535630228,-0.011099827109019415,1.2332808235632329,-0.35080327421013746,-2.207897802225106,-0.029997408572761716,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.097260947684137,-0.0008796100404478148,0.09773181009427288
0.04,4,wing_0,1.0,N,N*m,1.3541267732069002,0.02004406918929117,0.16926584665086256,0.0025055086486613968,4,-0.10748577128012828,0.0,-0.10748577128012828,0.02004406918929117,-0.016250301300433465,1.3541267732069002,-0.3582859042670943,-0.27569900386007545,-0.018974000354445457,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.49726094768413664,0.0006271557276155971,-0.052260468654305184
0.04,4,wing_1,1.0,N,N*m,1.2283351882906106,0.02715008451072294,0.15354189853632635,0.003393760563840368,4,-0.10516258864512049,0.0,-0.10516258864512049,0.02715008451072294,-0.014740729821311378,1.2283351882906106,-0.3505419621504016,-2.1986823047057946,-0.036348389728328566,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.097260947684137,-0.0011728010726954898,0.0977287314752942
0.05,5,wing_0,1.0,N,N*m,1.3525473879330767,0.020239336770681193,0.16906842349163462,0.0025299170963351495,4,-0.10745728538762936,0.0,-0.10745728538762936,0.020239336770681193,-0.02028973257176547,1.3525473879330767,-0.3581909512920979,-0.27628239707420643,-0.01970812059391383,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.49726094768413664,0.0007839340762077763,-0.05225835201801197
0.05,5,wing_1,1.0,N,N*m,1.223412981208668,0.027231597349733065,0.15292662265108353,0.0034039496687166336,4,-0.10508447452193094,0.0,-0.10508447452193094,0.027231597349733065,-0.018352571181615738,1.223412981208668,-0.3502815817397698,-2.189525168634318,-0.04264582647120417,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.097260947684137,-0.0014659815497414244,0.09772477329839191
