flow_time,time_step,group_id,x_centroid,y_centroid,z_centroid,major_radius,tube_circulation,impulse_x,impulse_norm,impulse_radius,length_strength,vector_circulation_x,vector_circulation_y,vector_circulation_z,max_strength
0.1,5,0,0.09295133634519592,0.008004279419122696,-0.010830087927371602,1.003953198163558,3.2464554163860524,9.88808867566167,9.8880888801843,0.9656941002386806,20.47871862889162,-0.0005267177667293288,0.002127808162394551,0.004492773597176647,0.00844892357713292
0.2,10,0,0.18492797884057155,0.009710387045730429,-0.01160312909850847,1.0037802012426267,3.261500965963006,9.905089091377452,9.905089706262755,0.9630579121758314,20.570081157184497,0.00023802168070381768,0.006920996957205716,0.011518216221779287,0.009403449165122575
0.3,15,0,0.27624958226949997,0.013425671745680413,-0.014540391095362048,1.0035309954260856,3.311524673229017,9.905184358602682,9.90518592219066,0.9487547714202638,20.880392321743642,0.0009378712072831696,0.007675398740945916,0.023202184446449448,0.009284124639380458
0.4,20,0,0.3663375736975169,0.016880648699870122,-0.016986700920734423,1.0039097933263326,3.3611899456060574,9.920603244974084,9.920612840979345,0.9358384441167621,21.201550125123042,0.00024700359962270824,0.004493056311273946,0.030008249199115156,0.010874206393160056
0.5,25,0,0.456081875529629,0.02129313932012593,-0.019453681101406894,1.0034959404494372,3.4332394492712073,9.929735544091342,9.929741840176396,0.917420353244881,21.64709297118878,0.005649088778935996,0.01412006699207069,0.015101782812394049,0.010202469312654897
0.6,30,0,0.5458699187229374,0.028155897508978765,-0.02292941926866407,1.003443651598294,3.531733819485966,9.937234379039142,9.937260920937819,0.8925568074128064,22.26695452526384,-0.007361892597268049,0.016944546311522757,0.04762271842035659,0.01069085886404278
0.7,35,0,0.6342049604814117,0.037107232421133514,-0.027777687846648025,1.0032539064164567,3.6660338423663026,9.946550583517695,9.946583998652635,0.8608287292680051,23.109321658236446,0.007135256719487781,-0.010043206808137306,0.030587558172871177,0.011440514594676432
0.8,40,0,0.7224336687227337,0.047933811272262046,-0.03492752715366313,1.00179014143624,3.8502536264036817,9.954764249347186,9.954801275547608,0.8215171420383753,24.235163859995488,0.009023067253219996,0.04012269014826941,0.03604782098182091,0.011680109159091064
0.9,45,0,0.8108365751180359,0.05877607164970175,-0.042403666578832676,1.0011172638185322,4.0721211934686465,9.959210190677759,9.959288079383596,0.7776295878276807,25.61447824331121,-0.030868173100777163,0.02869486495615936,0.06717570861783617,0.011649590853966047
1.0,50,0,0.8977366133371842,0.07008576255918529,-0.050233997491213656,1.000278534393725,4.355858273601974,9.960885742868525,9.961195589568812,0.7277243470937201,27.376287819283192,-0.002803548124198585,-0.04483534178696491,0.11212869204603937,0.013357265010554344
1.1,55,0,0.984462084289961,0.08124243149938053,-0.0580143364964757,0.9982552589787468,4.714466599308171,9.962579113143796,9.962995567360045,0.6738541298366939,29.57018478101348,0.09180144557132885,-0.031193483517820475,0.0928574637958115,0.016150371146964933
1.2,60,0,1.071390651661858,0.09288487015602893,-0.06623838709649597,0.9968871176692469,5.129978720957799,9.971724865705413,9.972242920865398,0.6206995478745908,32.13227061309295,0.08917193115490385,0.10487981210927799,0.11331513548727301,0.020394884889773764
1.3,65,0,1.156580224520684,0.10350212992276549,-0.07419643883285754,0.995267267310009,5.623885351112578,9.98974956800461,9.991008051023087,0.5681764861942081,35.1686783729662,-0.24943361998591085,0.12365380434951323,0.1007617218599286,0.025219003010582424
1.4,70,0,1.242393134596632,0.11574255905170427,-0.0830672503890292,0.9910869033320064,6.248351077843585,10.009025792067838,10.009742900347531,0.5145124516228462,38.9096235427359,-0.19032657880916481,-0.15718723623882802,0.17955681146834834,0.03344800446963992
1.5,75,0,1.329788759415287,0.12864585951405924,-0.09426456343222911,0.9874964020119493,6.992700471512049,10.012219268814071,10.01768186054166,0.4617819090705082,43.38706936660045,0.4563836214026482,-0.20813992077971033,0.28744809438132624,0.04903471037513639
1.6,80,0,1.4157717674481856,0.14110054166075447,-0.10730139197992343,0.9857921787803747,7.845111975875072,10.029015527139434,10.031209012372953,0.41287529015031155,48.59195622349299,0.2798043062198854,0.1796608973490459,0.1289173832999997,0.05540276472372694
1.7,85,0,1.4986731487706377,0.153785969507053,-0.11752002065153047,0.982918887818304,8.888152767132052,10.071778655048156,10.074093542122448,0.367051425742493,54.89200060587687,-0.6410801243569568,0.15767434184683715,0.041963005947116494,0.09255623365522994
1.8,90,0,1.5831144415245713,0.166795446238169,-0.1269008473267193,0.9761756692729586,10.22642154407423,10.19246859125501,10.208273752490634,0.3254998295513712,62.723681094152695,-0.042292188739861736,-0.4045499906741359,0.4597160814541539,0.15054556441264794
1.9,95,0,1.672894548848822,0.19020517422370956,-0.1384928070849914,0.9694256490509583,11.959872412807304,10.591832396512425,10.648453337177505,0.2923449570521854,72.84855155053481,1.9812946389104162,0.4818710344800463,0.9951004704520621,0.24540428894113503
2.0,100,0,1.761283559036335,0.22911258753677952,-0.15614010285021518,0.9621597552339207,14.261887681539873,11.232832477015263,11.506646519073257,0.2669160565145131,86.2192156540242,1.2887004658928038,2.600372837012432,1.2894431771514103,0.35985853418549774
